Quarter,Time,Tm,Detail,STL,SFO
2.0,5:27,49ers,Scott McKillop fumble recovery in end zone (Joe Nedney kick),0,7
3.0,7:03,49ers,Vernon Davis 13 yard pass from Shaun Hill (Joe Nedney kick),0,14
,5:31,49ers,Patrick Willis 23 yard interception return (Joe Nedney kick),0,21
4.0,14:14,49ers,Josh Morgan 24 yard pass from Shaun Hill (Joe Nedney kick),0,28
,14:00,49ers,Ray McDonald 11 yard defensive fumble return (Joe Nedney kick),0,35
