Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Rams won the coin toss, Rams to receive the opening kickoff.",,
1,15:00,,,SFO 30,0,0,"Joe Nedney kicks off 65 yards, returned by Danny Amendola for 92 yards (tackle by Tarell Brown). Penalty on Anthony Smith: Offensive Holding, 10 yards",0.000,0.410
1,14:47,1,10,STL 22,0,0,Steven Jackson right end for 1 yard (tackle by Michael Lewis),0.410,0.000
1,14:11,2,9,STL 23,0,0,Kyle Boller pass incomplete short left intended for Keenan Burton,0.000,-0.690
1,14:05,3,9,STL 23,0,0,Kyle Boller pass incomplete short left intended for Randy McMichael,-0.690,-1.830
1,14:05,4,9,STL 23,0,0,"Donnie Jones punts 43 yards, out of bounds",-1.830,-1.200
1,13:52,1,10,SFO 34,0,0,Shaun Hill pass complete short right to Isaac Bruce for 5 yards (tackle by Jonathan Wade),1.200,1.330
1,13:29,2,5,SFO 39,0,0,Glen Coffee right guard for 2 yards (tackle by James Hall),1.330,0.890
1,12:45,3,3,SFO 41,0,0,Shaun Hill pass complete short right to Vernon Davis for 9 yards (tackle by O.J. Atogwe),0.890,2.260
1,12:07,1,10,,0,0,Glen Coffee right tackle for no gain (tackle by James Laurinaitis),2.260,1.710
1,11:27,2,10,,0,0,Shaun Hill pass complete short right to Glen Coffee for 1 yard (tackle by Will Witherspoon),1.710,1.160
1,10:49,3,9,STL 49,0,0,Shaun Hill pass incomplete short middle intended for Vernon Davis (defended by O.J. Atogwe),1.160,0.000
1,10:43,4,9,STL 49,0,0,"Andy Lee punts 49 yards, touchback",0.000,-0.280
1,10:35,1,10,STL 20,0,0,Steven Jackson right tackle for 5 yards (tackle by Michael Lewis and Isaac Sopoaga),0.280,0.410
1,10:01,2,5,STL 25,0,0,"Steven Jackson left end for 1 yard (tackle by Patrick Willis). Penalty on Daniel Fells: Offensive Holding, 10 yards (no play)",0.410,-1.070
1,9:39,2,15,STL 15,0,0,"Penalty on STL: Illegal Substitution, 5 yards (no play)",-1.070,-1.510
1,9:22,2,20,STL 10,0,0,Steven Jackson middle for 6 yards (tackle by Patrick Willis),-1.510,-1.690
1,8:44,3,14,STL 16,0,0,Kyle Boller pass complete short right to Donnie Avery for 22 yards (tackle by Dashon Goldson),-1.690,1.470
1,8:12,1,10,STL 38,0,0,Steven Jackson left guard for 4 yards (tackle by Aubrayo Franklin and Takeo Spikes),1.470,1.460
1,7:37,2,6,STL 42,0,0,Kyle Boller pass complete short right to Daniel Fells for 17 yards (tackle by Michael Lewis),1.460,2.850
1,7:15,1,10,SFO 41,0,0,Steven Jackson right tackle for 4 yards (tackle by Nate Clements),2.850,2.850
1,6:34,2,6,SFO 37,0,0,Kyle Boller pass complete short right to Steven Jackson for 5 yards (tackle by Takeo Spikes),2.850,2.810
1,6:05,3,1,SFO 32,0,0,Samkon Gado right guard for -1 yards (tackle by Ahmad Brooks),2.810,1.200
1,5:22,4,2,SFO 33,0,0,Josh Brown 51 yard field goal no good,1.200,-1.660
1,5:13,1,10,SFO 41,0,0,Shaun Hill pass complete short left to Glen Coffee for 12 yards (tackle by O.J. Atogwe and Paris Lenon),1.660,2.460
1,4:34,1,10,STL 47,0,0,"Glen Coffee left end for 4 yards (tackle by Craig Dahl). Penalty on Vernon Davis: Offensive Holding, 10 yards",2.460,2.060
1,4:02,1,16,SFO 47,0,0,Glen Coffee middle for 3 yards (tackle by Clifton Ryan),2.060,1.510
1,3:19,2,13,,0,0,Shaun Hill pass complete short left to Glen Coffee for 8 yards (tackle by Bradley Fletcher),1.510,1.880
1,2:38,3,5,STL 42,0,0,Shaun Hill pass incomplete short right intended for Glen Coffee,1.880,0.460
1,2:33,4,5,STL 42,0,0,"Andy Lee punts 32 yards, fair catch by Danny Amendola",0.460,0.380
1,2:26,1,10,STL 10,0,0,Steven Jackson left end for 2 yards (tackle by Michael Lewis),-0.380,-0.630
1,1:45,2,8,STL 12,0,0,Kyle Boller sacked by Patrick Willis for -6 yards,-0.630,-1.890
1,1:12,3,14,STL 6,0,0,Steven Jackson right end for no gain (tackle by Nate Clements),-1.890,-2.490
1,0:32,4,14,STL 6,0,0,"Donnie Jones punts 55 yards, returned by Arnaz Battle for 3 yards (tackle by Quincy Butler)",-2.490,-1.730
1,0:19,1,10,SFO 42,0,0,Glen Coffee middle for -3 yards (tackle by Anthony Smith),1.730,0.780
Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,13,SFO 39,0,0,"Shaun Hill pass complete short left to Josh Morgan for 14 yards (tackle by Justin King). Penalty on Josh Morgan: Offensive Pass Interfere, 10 yards (no play)",0.780,-0.570
2,14:29,2,23,SFO 29,0,0,Shaun Hill pass complete short right to Delanie Walker for 10 yards (tackle by Anthony Smith),-0.570,0.100
2,13:49,3,13,SFO 39,0,0,Shaun Hill pass complete deep right to Vernon Davis for 21 yards (tackle by O.J. Atogwe and Justin King),0.100,2.920
2,13:09,1,10,STL 40,0,0,Glen Coffee left guard for 3 yards (tackle by Justin King),2.920,2.780
2,12:30,2,7,STL 37,0,0,Glen Coffee middle for 2 yards (tackle by James Laurinaitis),2.780,2.340
2,11:47,3,5,STL 35,0,0,"Shaun Hill pass incomplete short left intended for Josh Morgan. Penalty on Jonathan Wade: Defensive Pass Interfere, 9 yards (no play)",2.340,3.840
2,11:42,1,10,STL 26,0,0,Shaun Hill sacked by Larry Grant for -6 yards,3.840,2.490
2,11:07,2,16,STL 32,0,0,Glen Coffee right tackle for 9 yards (tackle by Will Witherspoon),2.490,3.010
2,10:22,3,7,STL 23,0,0,Shaun Hill sacked by C.J. Ah You for -2 yards,3.010,1.800
2,9:47,4,9,STL 25,0,0,Joe Nedney 43 yard field goal no good,1.800,-1.140
2,9:40,1,10,STL 33,0,0,Steven Jackson right guard for no gain (tackle by Manny Lawson),1.140,0.590
2,9:04,2,10,STL 33,0,0,Kyle Boller pass incomplete deep left intended for Randy McMichael,0.590,-0.100
2,9:04,3,10,STL 33,0,0,Kyle Boller middle for 5 yards (tackle by Manny Lawson),-0.100,-0.850
2,8:20,4,5,STL 38,0,0,"Donnie Jones punts 40 yards, fair catch by Arnaz Battle",-0.850,-0.410
2,8:13,1,10,SFO 22,0,0,Glen Coffee middle for 8 yards (tackle by James Hall),0.410,0.950
2,7:38,2,2,SFO 30,0,0,Moran Norris middle for 5 yards (tackle by James Hall),0.950,1.270
2,7:01,1,10,SFO 35,0,0,Glen Coffee right tackle for -1 yards (tackle by James Hall and James Laurinaitis),1.270,0.590
2,6:19,2,11,SFO 34,0,0,Shaun Hill pass incomplete short right intended for Moran Norris,0.590,-0.100
2,6:13,3,11,SFO 34,0,0,Shaun Hill pass complete short right to Isaac Bruce for 9 yards (tackle by Quincy Butler),-0.100,-0.520
2,5:40,4,2,SFO 43,0,6,"Andy Lee punts 37 yards, muffed catch by Quincy Butler, recovered by Scott McKillop and returned for no gain, touchdown",-0.520,7.000
2,5:27,,,STL 2,0,7,Joe Nedney kicks extra point good,0.000,0.000
2,5:27,,,SFO 30,0,7,"Joe Nedney kicks off 60 yards, returned by Danny Amendola for 17 yards (tackle by Tarell Brown)",0.000,0.740
2,5:21,1,10,STL 27,0,7,Kyle Boller pass incomplete short right intended for Randy McMichael,0.740,0.200
2,5:15,2,10,STL 27,0,7,Steven Jackson right guard for 6 yards (tackle by Michael Lewis),0.200,0.300
2,4:34,3,4,STL 33,0,7,Kyle Boller pass complete short left to Keenan Burton for 12 yards (tackle by Dashon Goldson),0.300,1.930
