Quarter,Time,Down,ToGo,Location,DEN,TEN,Detail,EPB,EPA
2,1:55,1,7,DEN 7,0,10,Derrick Henry middle for 4 yards (tackle by Zaire Anderson),5.600,0.000
2,1:50,,,,0,10,Timeout #2 by Denver Broncos,0.000,-5.530
2,1:50,2,3,DEN 3,0,10,"Marcus Mariota pass complete short left to Rishard Matthews for 3 yards. Penalty on Delanie Walker: Offensive Pass Interference, 10 yards (no play)",5.530,3.720
2,1:44,2,13,DEN 13,0,10,Marcus Mariota pass incomplete short left intended for Delanie Walker,3.720,3.060
2,1:38,3,13,DEN 13,0,10,"Marcus Mariota pass incomplete. Penalty on Marcus Mariota: Intentional Grounding, 10 yards",3.060,1.930
2,1:32,4,23,DEN 23,0,13,Ryan Succop 41 yard field goal good,1.930,3.000
2,1:27,,,TEN 35,0,13,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
2,1:27,1,10,DEN 25,0,13,Trevor Siemian pass complete short right to Devontae Booker for 4 yards (tackle by Brian Orakpo),0.610,0.000
2,1:16,,,,0,13,Timeout #2 by Tennessee Titans,0.000,-0.600
2,1:16,2,6,DEN 29,0,13,Trevor Siemian pass complete deep right to A.J. Derby for 17 yards (tackle by Sean Spence),0.600,1.990
2,0:53,1,10,DEN 46,0,13,Trevor Siemian pass complete short right to Devontae Booker for 6 yards (tackle by Antwon Blake),1.990,0.000
2,0:45,,,,0,13,Timeout #3 by Denver Broncos,0.000,-2.260
2,0:45,2,4,TEN 48,0,13,Trevor Siemian pass complete short middle to Jordan Taylor for 5 yards (tackle by Brian Orakpo),2.260,2.720
2,0:24,1,10,TEN 43,0,13,"Trevor Siemian pass incomplete short right intended for Justin Forsett. Penalty on Donald Stephenson: Offensive Holding, 10 yards (no play)",2.720,2.060
2,0:16,1,20,DEN 47,0,13,Trevor Siemian pass incomplete short left intended for Bennie Fowler,2.060,0.830
2,0:11,2,20,DEN 47,0,13,Trevor Siemian pass complete short right to A.J. Derby for 8 yards (tackle by Daimion Stafford),0.830,1.220
Quarter,Time,Down,ToGo,Location,DEN,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,0,13,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,TEN 25,0,13,DeMarco Murray right tackle for 7 yards (tackle by Todd Davis),0.610,1.010
3,14:20,2,3,TEN 32,0,13,DeMarco Murray left tackle for 4 yards (tackle by Corey Nelson),1.010,1.330
3,13:45,1,10,TEN 36,0,13,Derrick Henry right tackle for 5 yards (tackle by Derek Wolfe),1.330,1.470
3,13:00,2,5,TEN 41,0,13,DeMarco Murray left tackle for 7 yards (tackle by Sylvester Williams),1.470,2.130
3,12:14,1,10,TEN 48,0,13,DeMarco Murray left end for 4 yards (tackle by Zaire Anderson),2.130,2.120
3,11:35,2,6,DEN 48,0,13,Derrick Henry left tackle for 2 yards (tackle by Adam Gotsis and Shaquil Barrett),2.120,1.680
3,10:55,3,4,DEN 46,0,13,Marcus Mariota pass incomplete short middle intended for Tajae Sharpe (defended by Darian Stewart),1.680,0.200
3,10:49,4,4,DEN 46,0,13,"Brett Kern punts 46 yards, touchback",0.200,-0.280
3,10:41,1,10,DEN 20,0,13,Trevor Siemian pass complete short left to Emmanuel Sanders for 7 yards (tackle by Jason McCourty),0.280,0.680
3,10:13,2,3,DEN 27,0,13,Trevor Siemian pass complete short left to Emmanuel Sanders for 15 yards (tackle by Sean Spence),0.680,1.730
3,9:32,1,10,DEN 42,0,13,Trevor Siemian pass complete short left to Jordan Taylor for 15 yards (tackle by Jason McCourty),1.730,2.720
3,9:00,1,10,TEN 43,0,13,Trevor Siemian pass complete short right to Emmanuel Sanders for no gain,2.720,2.180
3,8:22,2,10,TEN 43,0,13,Trevor Siemian pass incomplete deep right intended for Emmanuel Sanders (defended by Antwon Blake),2.180,1.490
3,8:22,3,10,TEN 43,0,13,"Penalty on Russell Okung: False Start, 5 yards (no play)",1.490,0.830
3,8:16,3,15,TEN 48,0,13,Trevor Siemian pass incomplete short left intended for Demaryius Thomas,0.830,0.070
3,8:10,4,15,TEN 48,0,13,"Riley Dixon punts 34 yards, fair catch by Marc Mariani",0.070,0.280
3,8:02,1,10,TEN 14,0,13,DeMarco Murray left tackle for 3 yards (tackle by Corey Nelson),-0.280,-0.370
3,7:24,2,7,TEN 17,0,13,DeMarco Murray middle for 5 yards (tackle by T.J. Ward),-0.370,-0.440
3,6:39,3,2,TEN 22,0,13,Marcus Mariota pass incomplete short right intended for DeMarco Murray,-0.440,-1.900
3,6:35,4,2,TEN 22,0,13,"Brett Kern punts 41 yards, returned by Kalif Raymond for no gain. Penalty on Justin Simmons: Offensive Holding, 10 yards",-1.900,-0.740
3,6:24,1,10,DEN 27,0,13,Justin Forsett left tackle for 5 yards (tackle by LeShaun Sims),0.740,0.870
3,5:47,2,5,DEN 32,0,13,"Justin Forsett left end for 1 yard (tackle by Wesley Woodyard). Penalty on Matt Paradis: Offensive Holding, 10 yards",0.870,-0.340
3,5:20,2,14,DEN 23,0,13,Trevor Siemian pass complete short left to A.J. Derby for 12 yards (tackle by LeShaun Sims),-0.340,0.560
3,4:41,3,2,DEN 35,0,13,Trevor Siemian pass incomplete short right intended for Demaryius Thomas,0.560,-1.040
3,4:35,4,2,DEN 35,0,13,Riley Dixon pass complete short left to Cody Latimer for 16 yards (tackle by Antwon Blake),-1.040,2.320
3,3:46,1,10,TEN 49,0,13,Trevor Siemian pass complete deep right to Demaryius Thomas for 34 yards (tackle by Kevin Byard),2.320,4.580
3,3:09,1,10,TEN 15,0,13,Trevor Siemian sacked by Brian Orakpo for -5 yards,4.580,3.350
3,2:31,2,15,TEN 20,0,13,Trevor Siemian pass complete short right to Justin Forsett for 1 yard (tackle by Wesley Woodyard),3.350,2.790
3,1:45,3,14,TEN 19,0,13,Trevor Siemian pass complete short left to Demaryius Thomas for 15 yards (tackle by Brice McCain and Kevin Byard),2.790,0.000
3,1:06,,,,0,13,Timeout #1 by Tennessee Titans,0.000,-6.280
3,1:06,1,4,TEN 4,0,13,Trevor Siemian pass complete short right to Jordan Taylor for -2 yards (tackle by LeShaun Sims),6.280,4.950
3,0:24,2,6,TEN 6,0,13,Justin Forsett left tackle for 2 yards (tackle by Kevin Byard),4.950,4.490
Quarter,Time,Down,ToGo,Location,DEN,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,TEN 4,0,13,Trevor Siemian pass incomplete short right intended for Demaryius Thomas (defended by LeShaun Sims),4.490,3.030
4,14:54,4,4,TEN 4,0,13,Trevor Siemian pass incomplete short left intended for Demaryius Thomas,3.030,0.380
4,14:47,1,10,TEN 4,0,13,DeMarco Murray right guard for 1 yard (tackle by Von Miller),-0.380,-0.710
4,14:12,2,9,TEN 5,0,13,DeMarco Murray left end for 1 yard (tackle by Zaire Anderson and Derek Wolfe),-0.710,-1.190
4,13:27,3,8,TEN 6,0,13,Marcus Mariota sacked by DeMarcus Ware for -5 yards,-1.190,-2.490
4,12:47,4,13,TEN 1,0,13,"Brett Kern punts 61 yards, returned by Kalif Raymond for 21 yards (tackle by Aaron Wallace). Penalty on Beau Brinkley: Unnecessary Roughness, 15 yards",-2.490,-3.840
4,12:34,1,10,TEN 26,0,13,Trevor Siemian pass complete short right to Emmanuel Sanders for 13 yards (tackle by Antwon Blake),3.840,4.710
4,11:53,1,10,TEN 13,0,13,"Trevor Siemian pass complete short right to Demaryius Thomas for 5 yards (tackle by Rashad Johnson). Penalty on Bennie Fowler: Offensive Pass Interference, 10 yards (no play)",4.710,4.040
4,11:31,1,20,TEN 23,0,13,Trevor Siemian pass complete short left to Bennie Fowler for 5 yards (tackle by Jason McCourty),4.040,3.400
4,10:48,2,15,TEN 18,0,13,Trevor Siemian pass complete short left to Demaryius Thomas for 15 yards (tackle by Brian Orakpo and Daimion Stafford),3.400,6.510
4,10:08,1,3,TEN 3,0,13,Trevor Siemian pass incomplete short left intended for Demaryius Thomas,6.510,5.530
4,10:04,2,3,TEN 3,6,13,"Trevor Siemian pass complete short left to Emmanuel Sanders for 3 yards, touchdown. Penalty on Emmanuel Sanders: Unsportsmanlike Conduct, 15 yards",5.530,7.000
4,9:58,,,TEN 15,7,13,Brandon McManus kicks extra point good,0.000,0.000
4,9:58,,,DEN 20,7,13,"Brandon McManus kicks off 79 yards, returned by Marc Mariani for 17 yards (tackle by Juwan Thompson)",0.000,-0.040
4,9:52,1,10,TEN 18,7,13,Marcus Mariota pass incomplete deep left intended for Delanie Walker,0.040,-0.490
4,9:46,2,10,TEN 18,7,13,DeMarco Murray left guard for 1 yard (tackle by Von Miller),-0.490,-1.040
4,9:09,3,9,TEN 19,7,13,Marcus Mariota pass incomplete short right intended for DeMarco Murray,-1.040,-2.140
4,9:01,4,9,TEN 19,7,13,"Brett Kern punts 36 yards, fair catch by Jordan Taylor",-2.140,-1.930
4,8:55,1,10,DEN 45,7,13,Trevor Siemian pass complete short left to Emmanuel Sanders for 17 yards (tackle by Jason McCourty),1.930,3.050
4,8:14,1,10,TEN 38,7,13,Trevor Siemian pass complete short middle to Demaryius Thomas for 10 yards (tackle by Wesley Woodyard),3.050,3.710
4,7:36,1,10,TEN 28,7,13,Trevor Siemian pass incomplete deep right intended for Demaryius Thomas,3.710,3.170
4,7:29,2,10,TEN 28,7,13,Trevor Siemian pass complete short left to Emmanuel Sanders for 10 yards (tackle by Jason McCourty),3.170,4.370
4,6:55,1,10,TEN 18,7,13,Justin Forsett right tackle for -2 yards (tackle by DaQuan Jones and Brice McCain),4.370,3.560
4,6:18,2,12,TEN 20,7,13,Trevor Siemian pass incomplete short middle intended for Emmanuel Sanders (defended by Wesley Woodyard),3.560,2.870
4,6:14,3,12,TEN 20,7,13,Trevor Siemian pass complete short left to Demaryius Thomas for 13 yards (tackle by Jason McCourty),2.870,5.600
4,5:33,1,7,TEN 7,7,13,Trevor Siemian sacked by Aaron Wallace for -9 yards,5.600,3.340
4,4:47,2,16,TEN 16,7,13,Trevor Siemian pass incomplete deep left intended for Bennie Fowler,3.340,2.850
4,4:41,3,16,TEN 16,7,13,Trevor Siemian pass incomplete deep left intended for Bennie Fowler (defended by Brice McCain),2.850,2.380
4,4:33,4,16,TEN 16,10,13,Brandon McManus 34 yard field goal good,2.380,3.000
4,4:28,,,DEN 35,10,13,"Brandon McManus kicks off 65 yards, returned by Marc Mariani for 20 yards (tackle by Kayvon Webster)",0.000,-0.280
4,4:22,1,10,TEN 20,10,13,DeMarco Murray right tackle for 5 yards (tackle by Von Miller),0.280,0.410
4,3:37,2,5,TEN 25,10,13,Marcus Mariota pass complete deep left to Rishard Matthews for 26 yards (tackle by Aqib Talib),0.410,2.320
4,2:51,1,10,DEN 49,10,13,Derrick Henry middle for no gain (tackle by Von Miller and Zaire Anderson),2.320,0.000
4,2:47,,,,10,13,Timeout #1 by Denver Broncos,0.000,-1.780
4,2:47,2,10,DEN 49,10,13,Marcus Mariota pass incomplete short left intended for Delanie Walker,1.780,1.090
4,2:43,3,10,DEN 49,10,13,Marcus Mariota pass incomplete deep right intended for Rishard Matthews,1.090,0.000
4,2:36,4,10,DEN 49,10,13,Brett Kern punts 47 yards,0.000,0.380
4,2:26,1,10,DEN 2,10,13,Trevor Siemian pass complete short middle to Justin Forsett for 6 yards (tackle by Wesley Woodyard),-0.380,-0.340
4,2:02,2,4,DEN 8,10,13,Trevor Siemian pass incomplete deep right intended for Virgil Green,-0.340,-0.720
4,1:57,3,4,DEN 8,10,13,Trevor Siemian pass complete short left to Demaryius Thomas for 6 yards (tackle by Antwon Blake),-0.720,-0.280
4,1:35,1,10,DEN 14,10,13,Trevor Siemian pass complete short left to Demaryius Thomas for 7 yards (tackle by Antwon Blake),-0.280,0.280
4,1:08,2,3,DEN 21,10,13,Trevor Siemian pass complete short middle to Demaryius Thomas for 8 yards (tackle by Rashad Johnson),0.280,0.000
4,1:04,,,,10,13,Timeout #2 by Denver Broncos,0.000,-0.870
4,1:04,1,10,DEN 29,10,13,"Trevor Siemian pass complete short middle to A.J. Derby for 11 yards (tackle by Avery Williamson). A.J. Derby fumbles (forced by Avery Williamson), recovered by Daimion Stafford at DEN-40 (tackle by Max Garcia)",0.870,-2.920
4,0:53,1,10,DEN 40,10,13,Marcus Mariota kneels for -1 yards,2.920,0.000
4,0:51,,,,10,13,Timeout #3 by Denver Broncos,0.000,-2.240
4,0:51,2,11,DEN 41,10,13,Marcus Mariota kneels for -1 yards,2.240,1.420
4,0:16,3,12,DEN 42,10,13,Marcus Mariota kneels for -1 yards,1.420,0.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
