Quarter,Time,Down,ToGo,Location,DEN,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss and deferred, Broncos to receive the opening kickoff.",,
1,15:00,,,TEN 35,0,0,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,DEN 25,0,0,Trevor Siemian pass complete short left to A.J. Derby for 9 yards (tackle by Jason McCourty),0.610,1.280
1,14:21,2,1,DEN 34,0,0,Trevor Siemian pass incomplete short left intended for Virgil Green,1.280,0.560
1,14:16,3,1,DEN 34,0,0,Trevor Siemian sacked by Derrick Morgan for -6 yards,0.560,-1.500
1,13:43,4,7,DEN 28,0,0,"Riley Dixon punts 42 yards, fair catch by Marc Mariani",-1.500,-0.940
1,13:35,1,10,TEN 30,0,0,DeMarco Murray right tackle for no gain (tackle by Todd Davis),0.940,0.390
1,12:55,2,10,TEN 30,0,0,Marcus Mariota right guard for 11 yards (tackle by Todd Davis),0.390,1.660
1,12:12,1,10,TEN 41,0,0,DeMarco Murray right tackle for 11 yards (tackle by T.J. Ward and Aqib Talib),1.660,2.390
1,11:34,1,10,DEN 48,0,0,Derrick Henry middle for 5 yards (tackle by Von Miller),2.390,2.520
1,10:50,2,5,DEN 43,0,0,Marcus Mariota pass incomplete short left intended for Delanie Walker,2.520,1.820
1,10:45,3,5,DEN 43,0,0,Marcus Mariota pass complete deep left to Delanie Walker for 23 yards (tackle by Justin Simmons),1.820,4.240
1,10:07,1,10,DEN 20,0,0,DeMarco Murray left guard for 7 yards (tackle by Corey Nelson and Todd Davis),4.240,4.830
1,9:24,2,3,DEN 13,0,0,"Marcus Mariota for 12 yards. Marcus Mariota fumbles, recovered by Marcus Mariota at DEN-13",4.830,6.060
1,8:40,1,5,DEN 5,0,0,DeMarco Murray left end for 3 yards (tackle by Chris Harris),6.060,5.720
1,8:08,2,2,DEN 2,0,0,Derrick Henry middle for 1 yard (tackle by Zaire Anderson),5.720,0.000
1,8:08,,,,0,0,Timeout #1 by Tennessee Titans,0.000,-5.170
1,7:33,3,1,DEN 1,0,6,"DeMarco Murray left tackle for 1 yard, touchdown",5.170,7.000
1,7:29,,,DEN 15,0,7,Ryan Succop kicks extra point good,0.000,0.000
1,7:29,,,TEN 35,0,7,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
1,7:29,1,10,DEN 25,0,7,Trevor Siemian pass complete short right to Emmanuel Sanders for 4 yards (tackle by Daimion Stafford),0.610,0.600
1,6:58,2,6,DEN 29,0,7,"Justin Forsett left guard for 9 yards (tackle by Rashad Johnson). Justin Forsett fumbles (forced by Rashad Johnson), recovered by Jason McCourty at DEN-40 (tackle by Max Garcia)",0.600,-2.920
1,6:48,1,10,DEN 40,0,7,DeMarco Murray pass incomplete deep right intended for Marcus Mariota (defended by T.J. Ward),2.920,2.370
1,6:42,2,10,DEN 40,0,7,Marcus Mariota pass complete short left to Derrick Henry for 5 yards (tackle by Chris Harris),2.370,2.340
1,5:57,3,5,DEN 35,0,7,Marcus Mariota pass incomplete short right intended for Delanie Walker (defended by Jared Crick),2.340,0.980
1,5:53,4,5,DEN 35,0,10,Ryan Succop 53 yard field goal good,0.980,3.000
1,5:48,,,TEN 35,0,10,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
1,5:48,1,10,DEN 25,0,10,Trevor Siemian pass complete short left to Demaryius Thomas for 6 yards (tackle by LeShaun Sims),0.610,0.870
1,5:15,2,4,DEN 31,0,10,Devontae Booker right tackle for no gain (tackle by Sean Spence),0.870,0.170
1,4:35,3,4,DEN 31,0,10,Trevor Siemian pass incomplete short right intended for Jordan Taylor,0.170,-1.310
1,4:31,4,4,DEN 31,0,10,"Riley Dixon punts 42 yards, returned by Marc Mariani for 17 yards (tackle by Thomas Gafford)",-1.310,-1.860
1,4:21,1,10,TEN 44,0,10,DeMarco Murray right guard for 2 yards (tackle by Darian Stewart),1.860,1.590
1,3:42,2,8,TEN 46,0,10,Derrick Henry middle for 5 yards (tackle by Derek Wolfe),1.590,1.550
1,3:06,3,3,DEN 49,0,10,Marcus Mariota pass incomplete deep right intended for Harry Douglas,1.550,0.000
1,3:00,4,3,DEN 49,0,10,"Brett Kern punts 43 yards, fair catch by Kalif Raymond",0.000,0.380
1,2:52,1,10,DEN 6,0,10,Trevor Siemian pass complete short middle to Demaryius Thomas for 12 yards (tackle by Brice McCain). Penalty on Brice McCain: Defensive Pass Interference (Declined),-0.380,0.040
1,2:37,1,10,DEN 18,0,10,Trevor Siemian pass complete short left to Emmanuel Sanders for 8 yards (tackle by Jason McCourty),0.040,0.680
1,2:11,2,2,DEN 26,0,10,Devontae Booker left end for 1 yard (tackle by Karl Klug),0.680,-0.020
1,1:36,3,1,DEN 27,0,10,Devontae Booker middle for no gain (tackle by Avery Williamson),-0.020,-1.570
1,1:00,4,1,DEN 27,0,10,"Riley Dixon punts 36 yards, fair catch by Marc Mariani",-1.570,-1.400
1,0:53,1,10,TEN 37,0,10,Marcus Mariota left end for 13 yards (tackle by Shane Ray),1.400,2.260
1,0:15,1,10,,0,10,Derrick Henry middle for 4 yards (tackle by T.J. Ward),2.260,2.250
Quarter,Time,Down,ToGo,Location,DEN,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,DEN 46,0,10,DeMarco Murray left guard for 10 yards (tackle by T.J. Ward),2.250,3.180
2,14:17,1,10,DEN 36,0,10,Marcus Mariota pass incomplete short left intended for Anthony Fasano,3.180,2.640
2,14:12,2,10,DEN 36,0,10,Marcus Mariota left end for 7 yards (tackle by Darian Stewart),2.640,2.870
2,13:33,3,3,DEN 29,0,10,"Marcus Mariota pass complete short middle to Rishard Matthews for 7 yards (tackle by Will Parks). Penalty on Delanie Walker: Offensive Pass Interference, 10 yards (no play)",2.870,1.550
2,13:03,3,13,DEN 39,0,10,Marcus Mariota sacked by Shane Ray for -10 yards,1.550,0.000
2,12:22,4,23,DEN 49,0,10,"Brett Kern punts 34 yards, fair catch by Kalif Raymond. Penalty on Kayvon Webster: Illegal Block Above the Waist, 7 yards",0.000,0.380
2,12:13,1,10,DEN 8,0,10,Trevor Siemian pass complete short left to Justin Forsett for 11 yards (tackle by Al Woods),-0.380,0.150
2,11:33,1,10,DEN 19,0,10,Trevor Siemian pass complete short right to Emmanuel Sanders for 7 yards (tackle by Avery Williamson and Kevin Byard),0.150,0.610
2,10:59,2,3,DEN 26,0,10,Trevor Siemian pass complete short left to Emmanuel Sanders for 16 yards (tackle by LeShaun Sims),0.610,1.730
2,10:28,1,10,DEN 42,0,10,Justin Forsett left guard for 2 yards (tackle by David Bass),1.730,1.460
2,9:55,2,8,DEN 44,0,10,Trevor Siemian pass incomplete deep left intended for Emmanuel Sanders,1.460,0.760
2,9:49,3,8,DEN 44,0,10,Trevor Siemian pass incomplete short left intended for Cody Latimer,0.760,-0.460
2,9:44,4,8,DEN 44,0,10,Riley Dixon punts 53 yards,-0.460,0.380
2,9:31,1,10,TEN 3,0,10,DeMarco Murray right tackle for 9 yards (tackle by Darian Stewart),-0.380,-0.120
2,8:51,2,1,TEN 12,0,10,DeMarco Murray middle for 3 yards (tackle by Sylvester Williams),-0.120,-0.220
2,8:09,1,10,TEN 15,0,10,Derrick Henry left guard for 6 yards (tackle by Todd Davis and Jared Crick),-0.220,0.210
2,7:27,2,4,TEN 21,0,10,Marcus Mariota left tackle for 1 yard (tackle by Von Miller),0.210,-0.510
2,6:45,3,3,TEN 22,0,10,Marcus Mariota pass complete short left to Anthony Fasano for 17 yards (tackle by Corey Nelson),-0.510,1.530
2,5:58,1,10,TEN 39,0,10,DeMarco Murray left guard for 3 yards (tackle by Corey Nelson),1.530,1.390
2,5:19,2,7,TEN 42,0,10,Marcus Mariota pass incomplete short right intended for Jalston Fowler,1.390,0.700
2,5:12,3,7,TEN 42,0,10,"Marcus Mariota pass complete short right to Harry Douglas for 10 yards (tackle by Corey Nelson). Penalty on DeMarco Murray: Illegal Block Above the Waist, 10 yards",0.700,0.700
2,4:39,3,7,TEN 42,0,10,Marcus Mariota middle for 9 yards (tackle by Von Miller),0.700,2.320
2,3:57,1,10,DEN 49,0,10,Derrick Henry right guard for 2 yards (tackle by Darian Stewart and T.J. Ward),2.320,2.050
2,3:10,2,8,DEN 47,0,10,Derrick Henry right tackle for 6 yards (tackle by Darian Stewart),2.050,2.150
2,2:55,3,2,DEN 41,0,10,"DeMarco Murray left tackle for 5 yards (tackle by DeMarcus Ware). Penalty on Aqib Talib: Unnecessary Roughness, 15 yards",2.150,4.170
2,2:29,1,10,DEN 21,0,10,Marcus Mariota pass incomplete deep right intended for Rishard Matthews,4.170,3.630
2,2:24,2,10,DEN 21,0,10,Derrick Henry middle for 2 yards (tackle by T.J. Ward),3.630,3.180
2,2:00,3,8,DEN 19,0,10,"Penalty on DeMarcus Ware: Neutral Zone Infraction, 5 yards (no play)",3.180,4.020
2,2:00,3,3,DEN 14,0,10,Marcus Mariota pass complete short left to Delanie Walker for 7 yards (tackle by Justin Simmons),4.020,0.000
2,1:55,,,,0,10,Timeout #1 by Denver Broncos,0.000,-5.600
