Quarter,Time,Down,ToGo,Location,DET,JAX,Detail,EPB,EPA
1,9:43,1,10,DET 27,0,0,Matthew Stafford pass complete short left to Calvin Johnson for 7 yards (tackle by Derek Cox),0.740,1.140
1,9:06,2,3,DET 34,0,0,Mikel Leshoure up the middle for 4 yards (tackle by Russell Allen),1.140,1.470
1,8:21,1,10,DET 38,0,0,"Mikel Leshoure left end for no gain (tackle by Paul Posluszny). Penalty on Gosder Cherilus: Tripping, 10 yards (no play)",1.470,0.810
1,8:00,1,20,DET 28,0,0,Matthew Stafford pass complete short right to Ryan Broyles for 8 yards (tackle by Aaron Ross),0.810,0.650
1,7:22,2,12,DET 36,0,0,Mikel Leshoure up the middle for 1 yard (tackle by Terrance Knighton),0.650,0.100
1,6:38,3,11,DET 37,0,0,Matthew Stafford pass complete deep right to Tony Scheffler for 28 yards,0.100,3.250
1,6:28,1,10,JAX 35,0,0,Kevin Smith up the middle for 3 yards (tackle by Russell Allen),3.250,3.110
1,5:47,2,7,JAX 32,0,0,Matthew Stafford pass complete short left to Titus Young for 3 yards (tackle by Mike Harris),3.110,2.810
1,5:04,3,4,JAX 29,0,0,Matthew Stafford pass incomplete short left intended for Joique Bell,2.810,1.560
1,4:58,4,4,JAX 29,0,0,Jason Hanson 47 yard field goal no good,1.560,-1.400
1,4:53,1,10,JAX 37,0,0,Rashad Jennings up the middle for 3 yards (tackle by Ashlee Palmer),1.400,1.260
1,4:16,2,7,JAX 40,0,0,Blaine Gabbert pass complete short left to Justin Blackmon for 3 yards (tackle by Jonte Green),1.260,0.960
1,3:46,3,4,JAX 43,0,0,Blaine Gabbert up the middle for 1 yard (tackle by Kyle Vanden Bosch),0.960,-0.460
1,3:13,4,3,JAX 44,0,0,"Bryan Anger punts 47 yards, out of bounds",-0.460,0.380
1,3:06,1,10,DET 9,0,0,Mikel Leshoure right end for 3 yards (tackle by Paul Posluszny and C.J. Mosley),-0.380,-0.560
1,2:27,2,7,DET 12,0,0,Matthew Stafford pass incomplete short middle intended for Titus Young,-0.560,-1.070
1,2:20,3,7,DET 12,0,0,Matthew Stafford pass complete short left to Calvin Johnson for 10 yards (tackle by Derek Cox),-1.070,0.410
1,1:39,1,10,DET 22,0,0,Matthew Stafford pass incomplete short right intended for Will Heller,0.410,-0.130
1,1:33,2,10,DET 22,0,0,Mikel Leshoure right end for 14 yards (tackle by Chris Prosinski),-0.130,1.330
1,0:50,1,10,DET 36,0,0,Matthew Stafford pass incomplete short left intended for Mikel Leshoure,1.330,0.790
1,0:43,2,10,DET 36,0,0,Matthew Stafford pass complete deep middle to Calvin Johnson for 26 yards (tackle by Chris Prosinski),0.790,3.050
1,0:01,1,10,JAX 38,0,0,Mikel Leshoure left end for 1 yard (tackle by Russell Allen),3.050,2.640
Quarter,Time,Down,ToGo,Location,DET,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,JAX 37,0,0,Matthew Stafford pass complete deep left to Calvin Johnson for 18 yards (tackle by Derek Cox),2.640,4.310
2,14:23,1,10,JAX 19,0,0,Mikel Leshoure up the middle for 5 yards (tackle by Paul Posluszny),4.310,4.530
2,13:44,2,5,JAX 14,0,0,Mikel Leshoure up the middle for 2 yards (tackle by Jeremy Mincey),4.530,4.190
2,13:00,3,3,JAX 12,0,0,Matthew Stafford pass complete short middle to Ryan Broyles for 5 yards (tackle by Mike Harris),4.190,5.600
2,12:21,1,7,JAX 7,6,0,"Mikel Leshoure up the middle for 7 yards, touchdown",5.600,7.000
2,12:21,,,JAX 2,7,0,Jason Hanson kicks extra point good,0.000,0.000
2,12:16,,,DET 35,7,0,"Jason Hanson kicks off 70 yards, returned by Jalen Parmele for 23 yards (tackle by Don Carey)",0.000,0.040
2,12:11,1,10,JAX 18,7,0,Blaine Gabbert sacked by Lawrence Jackson for -5 yards,0.040,-1.140
2,11:39,2,15,JAX 13,7,0,Blaine Gabbert pass incomplete short left intended for Marcedes Lewis,-1.140,-1.970
2,11:30,3,15,JAX 13,7,0,Blaine Gabbert pass incomplete short left intended for Justin Blackmon,-1.970,-2.490
2,11:24,4,15,JAX 13,7,0,"Bryan Anger punts 40 yards, fair catch by Stefan Logan",-2.490,-2.060
2,11:19,1,10,DET 47,7,0,Mikel Leshoure up the middle for 1 yard (tackle by Tyson Alualu),2.060,1.650
2,10:35,2,9,DET 48,7,0,Matthew Stafford pass incomplete deep left intended for Tony Scheffler,1.650,0.960
2,10:30,3,9,DET 48,7,0,Matthew Stafford pass complete short right to Brandon Pettigrew for 11 yards (tackle by Dawan Landry),0.960,2.850
2,9:52,1,10,JAX 41,7,0,Kevin Smith up the middle for no gain (tackle by Tyson Alualu),2.850,2.310
2,9:13,2,10,JAX 41,7,0,Joique Bell up the middle for 2 yards (tackle by Russell Allen),2.310,1.880
2,8:36,3,8,JAX 39,7,0,Matthew Stafford pass complete deep left to Calvin Johnson for 38 yards (tackle by Chris Prosinski). Penalty on Paul Posluszny: Defensive Offside (Declined),1.880,0.000
2,8:02,,,,7,0,Timeout #1 by Jacksonville Jaguars,0.000,6.970
2,8:02,1,1,JAX 1,13,0,"Mikel Leshoure up the middle for 1 yard, touchdown",6.970,7.000
2,8:02,,,JAX 2,14,0,Jason Hanson kicks extra point good,0.000,0.000
2,7:58,,,DET 35,14,0,"Jason Hanson kicks off 69 yards, returned by Jalen Parmele for 25 yards (tackle by Don Carey)",0.000,0.340
2,7:52,1,10,JAX 21,14,0,Blaine Gabbert pass complete short left to Rashad Jennings for 3 yards (tackle by Ashlee Palmer),0.340,0.210
2,7:13,2,7,JAX 24,14,0,Rashad Jennings left end for 8 yards (tackle by Jacob Lacey),0.210,1.070
2,6:41,1,10,JAX 32,14,0,Rashad Jennings up the middle for 5 yards (tackle by Ashlee Palmer),1.070,1.200
2,6:05,2,5,JAX 37,14,0,Rashad Jennings up the middle for 2 yards (tackle by Nick Fairley),1.200,0.760
2,5:25,3,3,JAX 39,14,0,Blaine Gabbert pass complete short left to Rashad Jennings for no gain,0.760,-0.780
2,4:47,4,3,JAX 39,14,0,"Bryan Anger punts 42 yards, fair catch by Stefan Logan",-0.780,-0.150
2,4:40,1,10,DET 19,14,0,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew,0.150,-0.390
2,4:33,2,10,DET 19,14,0,Joique Bell up the middle for 6 yards (tackle by Paul Posluszny),-0.390,-0.290
2,3:48,3,4,DET 25,14,0,"Matthew Stafford pass incomplete deep left intended for Calvin Johnson. Penalty on Jeremy Mincey: Roughing the Passer (Declined), Penalty on Derek Cox: Defensive Pass Interference, 20 yards (no play)",-0.290,1.930
2,3:43,1,10,DET 45,14,0,Joique Bell left end for no gain (tackle by Aaron Ross),1.930,1.380
2,3:11,2,10,DET 45,14,0,Matthew Stafford pass complete short right to Calvin Johnson for 12 yards (tackle by Derek Cox),1.380,2.720
2,2:30,1,10,JAX 43,14,0,Joique Bell up the middle for 2 yards (tackle by Russell Allen),2.720,2.450
2,2:00,2,8,JAX 41,14,0,Joique Bell right end for 1 yard (tackle by Aaron Ross and Austen Lane),2.450,1.880
2,1:21,3,7,JAX 40,14,0,Matthew Stafford pass complete short middle to Joique Bell for 12 yards (tackle by Mike Harris),1.880,0.000
2,1:12,,,,14,0,Timeout #1 by Detroit Lions,0.000,3.710
2,1:12,1,10,JAX 28,14,0,Matthew Stafford pass complete short left to Titus Young for 17 yards (tackle by Chris Prosinski),3.710,4.840
2,0:40,1,10,JAX 11,14,0,Joique Bell left end for 3 yards (tackle by Jeremy Mincey),4.840,0.000
2,0:35,,,,14,0,Timeout #2 by Detroit Lions,0.000,4.700
2,0:35,2,7,JAX 8,20,0,"Mikel Leshoure up the middle for 8 yards, touchdown",4.700,7.000
2,0:35,,,JAX 2,21,0,Jason Hanson kicks extra point good,0.000,0.000
2,0:29,,,DET 35,21,0,"Jason Hanson kicks off 68 yards, touchback",0.000,0.280
2,0:28,1,10,JAX 20,21,0,"Blaine Gabbert pass incomplete deep middle intended for Cecil Shorts is intercepted by Erik Coleman at JAX-45. Penalty on Willie Young: Illegal Use of Hands, 5 yards (no play)",0.280,0.610
2,0:23,1,10,JAX 25,21,0,Blaine Gabbert pass incomplete deep right intended for Cecil Shorts (defended by Erik Coleman),0.610,0.060
2,0:17,2,10,JAX 25,21,0,Blaine Gabbert pass complete deep middle to Cecil Shorts for 25 yards (tackle by Justin Durant). Penalty on Willie Young: Defensive Offside (Declined),0.060,2.260
2,0:09,1,10,,21,0,Blaine Gabbert pass complete short right to Micheal Spurlock for 6 yards,2.260,0.000
2,0:05,,,,21,0,Timeout #3 by Detroit Lions,0.000,2.520
2,0:05,2,4,DET 44,21,0,Blaine Gabbert pass incomplete deep right intended for Laurent Robinson (defended by Chris Houston),2.520,1.820
Quarter,Time,Down,ToGo,Location,DET,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,21,0,"Jason Hanson kicks off 65 yards, touchback. Penalty on Stefan Logan: Offside on Free Kick, 5 yards",0.000,0.610
3,15:00,1,10,JAX 25,21,0,Blaine Gabbert pass complete short middle to Marcedes Lewis for 5 yards (tackle by Stephen Tulloch),0.610,0.740
3,14:26,2,5,JAX 30,21,0,Rashad Jennings up the middle for 3 yards (tackle by Stephen Tulloch),0.740,0.430
3,13:52,3,2,JAX 33,21,0,Rashad Jennings right end for 4 yards (tackle by Cliff Avril),0.430,1.400
3,13:14,1,10,JAX 37,21,0,Blaine Gabbert pass complete short middle to Justin Blackmon for 12 yards (tackle by Erik Coleman),1.400,2.190
3,12:40,1,10,JAX 49,21,0,Rashad Jennings up the middle for no gain (tackle by Kyle Vanden Bosch),2.190,1.650
3,12:00,2,10,JAX 49,21,0,Blaine Gabbert pass incomplete intended for Justin Blackmon is intercepted by Erik Coleman at DET-16,1.650,0.140
3,11:50,1,10,DET 16,21,0,Mikel Leshoure up the middle for 3 yards (tackle by C.J. Mosley),-0.140,-0.180
3,11:50,2,7,DET 19,21,0,Matthew Stafford pass complete short right to Joique Bell for 10 yards (tackle by Dawan Landry),-0.180,0.870
3,11:50,1,10,DET 29,21,0,"Joique Bell up the middle for 12 yards. Penalty on Riley Reiff: Offensive Holding, 10 yards (no play)",0.870,0.110
3,10:08,1,20,DET 19,21,0,Joique Bell up the middle for 9 yards (tackle by Paul Posluszny),0.110,0.190
3,9:27,2,11,DET 28,21,0,Matthew Stafford pass complete short right to Tony Scheffler for no gain,0.190,-0.490
3,8:44,3,11,DET 28,21,0,Matthew Stafford pass complete short right to Kevin Smith for 9 yards (tackle by Aaron Ross),-0.490,-0.910
3,8:23,4,2,DET 37,21,0,"Nick Harris punts 49 yards, returned by Micheal Spurlock for 7 yards (tackle by Travis Lewis)",-0.910,-0.340
3,8:10,1,10,JAX 21,21,0,"Penalty on Eugene Monroe: False Start, 5 yards (no play)",0.340,-0.220
3,8:10,1,15,JAX 16,21,0,Blaine Gabbert pass complete short right to Laurent Robinson for 10 yards (tackle by Chris Houston),-0.220,0.480
3,7:35,2,5,JAX 26,21,0,Blaine Gabbert pass complete short left to Marcedes Lewis for 10 yards (tackle by Stephen Tulloch),0.480,1.330
3,7:02,1,10,JAX 36,21,0,Rashad Jennings up the middle for 5 yards (tackle by Sammie Lee Hill),1.330,1.470
3,6:31,2,5,JAX 41,21,0,Rashad Jennings up the middle for 4 yards (tackle by Stephen Tulloch),1.470,1.290
3,5:55,3,1,JAX 45,21,0,Blaine Gabbert up the middle for 1 yard (tackle by Sammie Lee Hill),1.290,1.990
3,5:13,1,10,JAX 46,21,0,Rashad Jennings up the middle for 8 yards (tackle by Justin Durant),1.990,2.530
3,4:44,2,2,DET 46,21,0,Rashad Jennings up the middle for 1 yard (tackle by Erik Coleman),2.530,1.950
3,4:02,3,1,DET 45,21,0,Blaine Gabbert up the middle for 2 yards (tackle by Nick Fairley),1.950,2.720
3,3:26,1,10,DET 43,21,0,Blaine Gabbert pass complete short middle to Marcedes Lewis for 6 yards (tackle by Kyle Vanden Bosch),2.720,2.990
3,2:48,2,4,DET 37,21,0,Blaine Gabbert pass complete short left to Cecil Shorts for 11 yards (tackle by Jonte Green),2.990,3.840
3,2:11,1,10,DET 26,21,0,Blaine Gabbert pass incomplete short right intended for Justin Blackmon,3.840,3.300
3,2:06,2,10,DET 26,21,0,Blaine Gabbert pass incomplete short left intended for Rashad Jennings is intercepted by Jonte Green at DET-18 and returned for 18 yards (tackle by Brad Meester),3.300,-1.330
3,1:57,1,10,DET 36,21,0,Matthew Stafford pass complete short left to Ryan Broyles for 11 yards (tackle by Mike Harris),1.330,2.060
3,1:21,1,10,DET 47,21,0,Mikel Leshoure right end for 9 yards (tackle by Paul Posluszny),2.060,2.730
3,0:40,2,1,JAX 44,21,0,Joique Bell up the middle for 14 yards (tackle by Dawan Landry),2.730,3.580
Quarter,Time,Down,ToGo,Location,DET,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 30,21,0,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,3.580,3.030
4,14:54,2,10,JAX 30,21,0,Mikel Leshoure left end for 6 yards (tackle by Paul Posluszny),3.030,3.140
4,14:07,3,4,JAX 24,21,0,Matthew Stafford pass incomplete deep left intended for Titus Young,3.140,1.940
4,14:01,4,4,JAX 24,24,0,Jason Hanson 42 yard field goal good,1.940,3.000
4,13:56,,,DET 35,24,0,"Jason Hanson kicks off 65 yards, touchback",0.000,0.280
4,13:56,1,10,JAX 20,24,0,Blaine Gabbert pass complete short right to Jalen Parmele for 8 yards (tackle by Justin Durant),0.280,0.810
4,13:23,2,2,JAX 28,24,0,Jalen Parmele left end for 5 yards (tackle by Justin Durant),0.810,1.140
4,12:54,1,10,JAX 33,24,0,Jalen Parmele up the middle for 2 yards (tackle by Lawrence Jackson),1.140,0.860
4,12:27,2,8,JAX 35,24,0,Blaine Gabbert pass complete short right to Laurent Robinson for 7 yards (tackle by Justin Durant),0.860,1.090
4,11:47,3,1,JAX 42,24,0,Blaine Gabbert pass complete short right to Marcedes Lewis for 20 yards (tackle by Ricardo Silva),1.090,3.050
4,11:13,1,10,DET 38,24,0,Blaine Gabbert pass complete short right to Laurent Robinson for 7 yards (tackle by Chris Houston),3.050,3.450
4,10:46,2,3,DET 31,24,0,Jalen Parmele up the middle for 1 yard (tackle by Nick Fairley),3.450,2.870
4,10:06,3,2,DET 30,24,0,Jalen Parmele up the middle for 4 yards (tackle by Kyle Vanden Bosch),2.870,3.840
4,9:36,1,10,DET 26,24,0,"Jalen Parmele up the middle for 3 yards (tackle by Justin Durant). Penalty on Nick Fairley: Personal Foul, 12 yards",3.840,4.840
4,9:09,1,10,DET 11,24,0,Blaine Gabbert pass complete short right to Laurent Robinson for 6 yards (tackle by Chris Houston),4.840,5.280
4,8:40,2,4,DET 5,24,6,"Blaine Gabbert pass complete short middle to Micheal Spurlock for 5 yards, touchdown",5.280,7.000
4,8:40,,,,24,8,"Two Point Attempt: Blaine Gabbert pass complete to Rashad Jennings, conversion succeeds",0.000,1.000
4,8:36,,,JAX 35,24,8,"Josh Scobee kicks off 65 yards, touchback",0.000,0.280
4,8:36,1,10,DET 20,24,8,Matthew Stafford pass complete short right to Calvin Johnson for 18 yards (tackle by Paul Posluszny),0.280,1.470
4,7:56,1,10,DET 38,24,8,Joique Bell up the middle for 5 yards (tackle by Paul Posluszny),1.470,1.600
4,7:09,2,5,DET 43,24,8,Joique Bell right guard for 3 yards (tackle by Daryl Smith),1.600,1.290
4,6:25,3,2,DET 46,24,8,Matthew Stafford pass complete short right to Ryan Broyles for 7 yards (tackle by Aaron Ross),1.290,2.460
4,5:45,1,10,JAX 47,24,8,Kevin Smith up the middle for 5 yards (tackle by Austen Lane),2.460,2.590
4,5:03,2,5,JAX 42,24,8,Matthew Stafford pass complete short right to Joique Bell for 14 yards (tackle by Dawan Landry),2.590,3.710
4,4:15,1,10,JAX 28,24,8,Joique Bell up the middle for 11 yards (tackle by Tyson Alualu),3.710,4.440
4,3:31,1,10,JAX 17,24,8,Joique Bell up the middle for 7 yards (tackle by Dawan Landry),4.440,5.100
4,2:48,2,3,JAX 10,30,8,"Joique Bell up the middle for 10 yards, touchdown",5.100,7.000
4,2:48,,,JAX 2,31,8,Jason Hanson kicks extra point good,0.000,0.000
4,2:42,,,DET 35,31,8,Jason Hanson kicks off 37 yards,0.000,0.810
4,2:41,1,10,JAX 28,31,8,Blaine Gabbert pass complete short left to Justin Blackmon for 7 yards (tackle by Jacob Lacey),0.810,1.210
4,2:22,2,3,JAX 35,31,8,Blaine Gabbert pass complete short left to Justin Blackmon for 4 yards,1.210,1.530
4,2:17,1,10,JAX 39,31,8,Blaine Gabbert pass complete short right to Micheal Spurlock for 13 yards,1.530,2.390
4,2:11,1,10,DET 48,31,8,Blaine Gabbert pass complete short right to Micheal Spurlock for 6 yards (tackle by Chris Houston),2.390,0.000
4,2:04,,,,31,8,Timeout #1 by Jacksonville Jaguars,0.000,2.660
4,2:03,2,4,DET 42,31,8,Blaine Gabbert pass complete deep middle to Cecil Shorts for 20 yards (tackle by Erik Coleman),2.660,4.110
4,1:57,1,10,DET 22,31,8,Blaine Gabbert pass complete short left to Laurent Robinson for 7 yards (tackle by Jonte Green),4.110,4.650
4,1:34,2,3,DET 15,31,8,Blaine Gabbert pass incomplete short left intended for Laurent Robinson,4.650,3.930
4,1:29,3,3,DET 15,31,8,Blaine Gabbert pass complete short left to Laurent Robinson for 4 yards (tackle by Jonte Green),3.930,0.000
4,1:11,,,,31,8,Timeout #1 by Detroit Lions,0.000,4.840
4,1:11,1,10,DET 11,31,8,Blaine Gabbert pass incomplete short right intended for Laurent Robinson,4.840,4.140
4,1:06,2,10,DET 11,31,8,Blaine Gabbert pass incomplete short middle intended for Marcedes Lewis,4.140,3.130
4,1:01,3,10,DET 11,31,8,Blaine Gabbert pass complete short right to Micheal Spurlock for 5 yards (tackle by Jacob Lacey),3.130,2.990
4,0:54,4,5,DET 6,31,14,"Blaine Gabbert pass complete short middle to Justin Blackmon for 6 yards, touchdown",2.990,7.000
4,0:54,,,,31,14,"Two Point Attempt: Blaine Gabbert pass incomplete intended for Jalen Parmele, conversion fails",0.000,-1.000
4,0:50,,,JAX 35,31,14,"Josh Scobee kicks onside 16 yards, recovered by Mike Thomas",0.000,2.190
4,0:50,1,10,DET 49,31,14,Matthew Stafford kneels for -1 yards,2.190,1.510
4,0:29,2,11,DET 48,31,14,Matthew Stafford kneels for -1 yards,1.510,0.700
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
