0,1
Game Info,Game Info
Won Toss,Ravens
Roof,outdoors
Surface,sportturf
Duration,2:59
Attendance,69452
Weather,"63 degrees, relative humidity 65%, wind 9 mph, wind chill 0"
Vegas Line,Tennessee Titans -1.0
Over/Under,38.0 (under)
