0,1
Officials,Officials
Referee,Jeff Triplette
Umpire,Scott Dawson
Head Linesman,Tom Stabile
Line Judge,Tom Stephan
Back Judge,Richard Reels
Side Judge,Laird Hayes
Field Judge,Duke Carroll
