#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:57,TEN 33,10,5:03,67,Touchdown
2,1,7:10,TEN 25,2,0:58,11,Interception
3,1,6:12,TEN 37,6,4:29,20,Punt
4,2,14:50,BAL 35,6,3:11,18,Interception
5,2,9:09,TEN 18,4,2:51,25,Punt
6,2,1:55,TEN 21,3,1:33,8,Punt
7,3,15:00,TEN 18,3,1:10,3,Punt
8,3,11:15,TEN 21,6,3:16,79,Touchdown
9,3,6:49,TEN 18,6,4:25,21,Punt
10,3,1:19,TEN 45,5,2:48,5,Punt
11,4,11:33,BAL 30,4,2:20,3,Field Goal
12,4,4:30,TEN 26,2,0:49,9,Interception
13,4,2:44,TEN 37,8,2:15,35,Field Goal
