Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
1,3:40,3,6,KAN 40,10,7,Trent Green pass incomplete intended for Tony Gonzalez is intercepted by James Farrior at KAN-42 and returned for 9 yards (tackle by Casey Wiegmann),0.630,-3.380
1,3:33,1,10,KAN 33,16,7,"Tommy Maddox pass complete to Plaxico Burress for 33 yards, touchdown",3.380,7.000
1,,,,KAN 2,17,7,Jeff Reed kicks extra point good,0.000,0.000
1,,,,PIT 30,17,7,"Jeff Reed kicks off 68 yards, returned by Dante Hall for 26 yards (tackle by Troy Polamalu)",0.000,0.810
1,3:19,1,10,KAN 28,17,7,Trent Green pass complete to Eddie Kennison for 4 yards (tackle by James Farrior),0.810,0.800
1,2:41,2,6,KAN 32,17,7,Priest Holmes up the middle for 15 yards (tackle by Brent Alexander). Penalty on Clark Haggans: Defensive Offside (Declined),0.800,2.060
1,2:17,1,10,KAN 47,17,7,Priest Holmes left end for 16 yards (tackle by Brent Alexander),2.060,3.120
1,1:32,1,10,PIT 37,17,7,Dante Hall right end for 12 yards (tackle by Jason Gildon),3.120,3.910
1,0:50,1,10,PIT 25,17,7,Priest Holmes right end for 7 yards (tackle by Clark Haggans),3.910,4.370
1,0:08,2,3,PIT 18,17,7,Tony Richardson up the middle for 5 yards (tackle by Brent Alexander),4.370,4.710
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 13,17,7,Priest Holmes right end for 4 yards (tackle by Clark Haggans and Brent Alexander),4.710,4.770
2,14:40,2,6,PIT 9,17,7,Priest Holmes left end for no gain (tackle by Dewayne Washington),4.770,3.880
2,14:00,3,6,PIT 9,17,7,Trent Green pass complete to Eddie Kennison for 7 yards (tackle by Chad Scott). Penalty on Jason Gildon: Defensive Offside (Declined),3.880,6.740
2,13:35,1,2,PIT 2,17,7,Priest Holmes right end for -1 yards (tackle by Rodney Bailey),6.740,5.530
2,12:54,2,3,PIT 3,17,13,"Priest Holmes up the middle for 3 yards, touchdown",5.530,7.000
2,,,,PIT 2,17,14,Morten Andersen kicks extra point good,0.000,0.000
2,,,,KAN 30,17,14,"Jason Baker kicks off 64 yards, returned by Antwaan Randle El for 23 yards (tackle by Gary Stills)",0.000,0.870
2,12:43,1,10,PIT 29,17,14,Jerome Bettis up the middle for 4 yards (tackle by Mike Maslowski),0.870,0.870
2,12:04,2,6,PIT 33,17,14,Tommy Maddox pass incomplete intended for Jerome Bettis,0.870,0.170
2,11:59,3,6,PIT 33,17,14,Tommy Maddox pass complete to Plaxico Burress for 19 yards (tackle by Greg Wesley),0.170,2.390
2,11:19,1,10,KAN 48,17,14,Jerome Bettis up the middle for -1 yards (tackle by Eric Hicks),2.390,1.710
2,10:44,2,11,KAN 49,17,14,Jerome Bettis up the middle for 3 yards (tackle by Vonnie Holliday),1.710,1.420
2,10:03,3,8,KAN 46,17,14,Tommy Maddox pass incomplete intended for Antwaan Randle El,1.420,0.200
2,9:58,4,8,KAN 46,17,14,Josh Miller punts 32 yards,0.200,0.280
2,9:49,1,10,KAN 14,17,14,Tony Richardson up the middle for 4 yards (tackle by James Farrior),-0.280,-0.210
2,9:14,2,6,KAN 18,17,14,"Trent Green pass complete to Eddie Kennison for 20 yards (tackle by Dewayne Washington). Penalty on Dewayne Washington: Unnecessary Roughness, 15 yards",-0.210,2.460
2,9:14,1,10,PIT 47,17,14,Trent Green pass complete to Johnnie Morton for 7 yards (tackle by Dewayne Washington),2.460,2.860
2,8:18,2,3,PIT 40,17,14,"Trent Green pass incomplete intended for Johnnie Morton. Penalty on Chad Scott: Defensive Pass Interference, 12 yards (no play)",2.860,3.710
2,8:15,1,10,PIT 28,17,14,Priest Holmes up the middle for 5 yards (tackle by James Farrior),3.710,3.840
2,7:37,2,5,PIT 23,17,14,Dante Hall left end for 7 yards (tackle by Clark Haggans),3.840,4.510
2,6:56,1,10,PIT 16,17,14,Priest Holmes up the middle for 8 yards (tackle by Clark Haggans),4.510,5.350
2,6:20,2,2,PIT 8,17,14,Priest Holmes up the middle for 5 yards (tackle by James Farrior),5.350,6.510
2,5:41,1,3,PIT 3,17,14,Trent Green pass incomplete intended for Tony Gonzalez,6.510,5.530
2,5:36,2,3,PIT 3,17,14,Priest Holmes left end for no gain (tackle by Clark Haggans),5.530,4.720
2,4:55,3,3,PIT 3,17,20,"Trent Green pass complete to Jason Dunn for 3 yards, touchdown",4.720,7.000
2,,,,PIT 2,17,21,Morten Andersen kicks extra point good,0.000,0.000
2,,,,KAN 30,17,21,"Jason Baker kicks off 62 yards, returned by Ike Taylor for 16 yards (tackle by Monty Beisel)",0.000,0.540
2,4:44,1,10,PIT 24,17,21,Tommy Maddox pass complete to Plaxico Burress for 10 yards (tackle by Eric Warfield),0.540,1.200
2,4:06,1,10,PIT 34,17,21,"Jerome Bettis up the middle for 7 yards (tackle by Mike Maslowski). Penalty on Jeff Hartings: Offensive Holding, 10 yards (no play)",1.200,0.540
2,3:41,1,20,PIT 24,17,21,Tommy Maddox pass complete to Hines Ward for 9 yards (tackle by Mike Maslowski),0.540,0.520
2,3:04,2,11,PIT 33,17,21,Tommy Maddox pass complete to Hines Ward for 8 yards (tackle by Shawn Barber),0.520,0.890
2,2:35,3,3,PIT 41,17,27,"Tommy Maddox pass incomplete intended for Antwaan Randle El is intercepted by Jerome Woods at PIT-46 and returned for 46 yards, touchdown",0.890,-7.000
2,,,,PIT 2,17,27,Morten Andersen kicks extra point good,0.000,-1.000
2,,,,KAN 30,17,27,"Jason Baker kicks off 70 yards, returned by Antwaan Randle El for 29 yards (tackle by Shaunard Harts)",0.000,0.870
2,2:19,1,10,PIT 29,17,27,Tommy Maddox pass complete to Plaxico Burress for 5 yards (tackle by Dexter McCleon),0.870,1.000
2,2:00,2,5,PIT 34,17,27,Tommy Maddox pass complete to Verron Haynes for 2 yards (tackle by Shawn Barber),1.000,0.560
2,1:17,3,3,PIT 36,17,27,Tommy Maddox pass complete to Chris Doering for 5 yards (tackle by Greg Wesley),0.560,1.660
2,0:51,1,10,PIT 41,17,27,"Penalty on Chris Doering: False Start, 5 yards (no play)",1.660,1.330
2,0:51,,,,17,27,Timeout #3 by Pittsburgh Steelers,0.000,1.330
2,0:51,1,15,PIT 36,17,27,Tommy Maddox pass complete to Hines Ward for 13 yards (tackle by Eric Warfield),1.330,2.200
2,0:32,2,2,PIT 49,17,27,Tommy Maddox spiked the ball,2.200,1.490
2,0:32,,,,17,27,Timeout #1 by Kansas City Chiefs,0.000,1.490
2,0:32,3,2,PIT 49,17,27,Tommy Maddox pass complete to Verron Haynes for 13 yards (tackle by Shaunard Harts),1.490,3.050
2,0:32,1,10,KAN 38,17,27,Tommy Maddox spiked the ball,3.050,2.510
2,0:11,2,10,KAN 38,17,27,Tommy Maddox pass complete to Antwaan Randle El for 5 yards (tackle by Monty Beisel),2.510,2.480
2,0:04,3,5,KAN 33,20,27,Jeff Reed 51 yard field goal good,2.480,3.000
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,20,27,"Jason Baker kicks off 73 yards, returned by Ike Taylor for 27 yards (tackle by Gary Stills)",0.000,0.540
3,14:53,1,10,PIT 24,20,27,Amos Zereoue left end for -6 yards (tackle by Greg Wesley),0.540,-0.910
3,14:07,2,16,PIT 18,20,27,Tommy Maddox pass complete to Hines Ward for 8 yards (tackle by Eric Warfield),-0.910,-0.430
3,13:24,3,8,PIT 26,20,27,Tommy Maddox sacked by Ryan Sims for -7 yards,-0.430,-2.140
3,13:03,4,15,PIT 19,20,27,"Josh Miller punts 33 yards, returned by Dante Hall for 45 yards (tackle by Ike Taylor)",-2.140,-5.600
3,12:50,1,7,PIT 7,20,27,Tony Richardson up the middle for 3 yards (tackle by Mike Logan),5.600,5.340
3,12:15,2,4,PIT 4,20,33,"Priest Holmes right end for 4 yards, touchdown",5.340,7.000
3,,,,PIT 2,20,34,Morten Andersen kicks extra point good,0.000,0.000
3,,,,KAN 30,20,34,"Jason Baker kicks off 72 yards, returned by Antwaan Randle El for 27 yards (tackle by Derrick Blaylock)",0.000,0.610
3,12:03,1,10,PIT 25,20,34,Amos Zereoue left end for 8 yards (tackle by Greg Wesley),0.610,1.140
3,11:24,2,2,PIT 33,20,34,Amos Zereoue up the middle for 1 yard (tackle by Jerome Woods),1.140,0.560
3,10:51,3,1,PIT 34,20,34,Tommy Maddox pass complete to Plaxico Burress for 18 yards (tackle by Dexter McCleon),0.560,2.390
3,10:16,1,10,KAN 48,20,34,Tommy Maddox pass complete to Hines Ward for 9 yards (tackle by Scott Fujita),2.390,3.060
3,9:43,2,1,KAN 39,20,34,Tommy Maddox pass complete to Antwaan Randle El for 3 yards (tackle by Greg Wesley),3.060,3.180
3,9:12,1,10,KAN 36,20,34,Tommy Maddox sacked by Ryan Sims for -1 yards,3.180,2.500
3,8:34,2,11,KAN 37,20,34,Tommy Maddox pass complete to Hines Ward for 21 yards,2.500,4.510
3,8:11,1,10,KAN 16,20,34,Tommy Maddox pass complete to Dan Kreider for 1 yard (tackle by Dexter McCleon),4.510,4.050
3,7:29,2,9,KAN 15,20,34,Amos Zereoue up the middle for 3 yards (tackle by Jerome Woods),4.050,3.730
3,6:51,3,6,KAN 12,20,34,Tommy Maddox pass complete to Hines Ward for 8 yards (tackle by Greg Wesley),3.730,6.280
3,6:04,1,4,KAN 4,20,34,Amos Zereoue right end for -1 yards (tackle by Shawn Barber),6.280,5.150
3,5:23,2,5,KAN 5,20,34,Tommy Maddox pass incomplete intended for Hines Ward (defended by Mike Maslowski),5.150,4.260
3,5:17,3,5,KAN 5,20,34,Tommy Maddox pass incomplete is intercepted by Shawn Barber and returned for 28 yards (tackle by Plaxico Burress),4.260,-0.670
3,5:09,1,10,KAN 26,20,34,Trent Green pass complete to Tony Gonzalez for 4 yards (tackle by Mike Logan),0.670,0.670
3,4:50,2,6,KAN 30,20,34,Priest Holmes up the middle for 5 yards (tackle by Clark Haggans),0.670,0.630
3,4:10,3,1,KAN 35,20,34,Priest Holmes up the middle for 3 yards (tackle by Brent Alexander and Dewayne Washington),0.630,1.470
3,3:27,1,10,KAN 38,20,34,Trent Green pass complete to Johnnie Morton for 9 yards (tackle by Dewayne Washington),1.470,2.140
3,3:01,2,1,KAN 47,20,34,Priest Holmes up the middle for no gain (tackle by Kendrell Bell),2.140,1.420
3,2:25,3,1,KAN 47,20,34,Priest Holmes up the middle for -1 yards (tackle by Kendrell Bell),1.420,-0.320
3,2:25,4,2,KAN 46,20,34,"Jason Baker punts 54 yards, touchback",-0.320,-0.280
3,1:29,1,10,PIT 20,20,34,Hines Ward up the middle for 5 yards (tackle by Ryan Sims),0.280,0.410
3,0:46,2,5,PIT 25,20,34,Tommy Maddox pass incomplete intended for Plaxico Burress,0.410,-0.300
3,0:41,3,5,PIT 25,20,34,Tommy Maddox pass complete to Antwaan Randle El for 7 yards (tackle by Greg Wesley),-0.300,1.070
3,0:04,1,10,PIT 32,20,34,Tommy Maddox pass complete to Amos Zereoue for 5 yards (tackle by Mike Maslowski),1.070,1.200
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,PIT 37,20,34,Tommy Maddox sacked by Gary Stills for -6 yards,1.200,-0.290
4,14:29,3,11,PIT 31,20,34,Tommy Maddox pass incomplete intended for Plaxico Burress,-0.290,-1.310
4,14:23,4,11,PIT 31,20,34,"Josh Miller punts 54 yards, returned by Dante Hall for 9 yards (tackle by Verron Haynes)",-1.310,-0.540
4,14:09,1,10,KAN 24,20,34,Trent Green pass complete to Dante Hall for 2 yards (tackle by Jason Gildon),0.540,0.270
4,13:33,2,8,KAN 26,20,34,Priest Holmes up the middle for -1 yards (tackle by Mike Logan),0.270,-0.560
4,12:55,3,9,KAN 25,20,34,Trent Green pass complete to Johnnie Morton for 15 yards (tackle by Dewayne Washington),-0.560,1.600
4,12:34,1,10,KAN 40,20,34,"Penalty on Chad Scott: Defensive Pass Interference, 15 yards (no play)",1.600,2.590
4,12:28,1,10,PIT 45,20,34,Trent Green pass complete to Johnnie Morton for 13 yards (tackle by Dewayne Washington),2.590,3.450
4,11:47,1,10,PIT 32,20,34,Priest Holmes up the middle for 1 yard (tackle by Aaron Smith),3.450,3.040
4,11:03,2,9,PIT 31,20,34,Trent Green sacked by Casey Hampton for -1 yards,3.040,2.210
4,10:27,3,10,PIT 32,20,34,"Trent Green pass complete to Priest Holmes for 14 yards. Penalty on Casey Wiegmann: Offensive Holding, 10 yards (no play)",2.210,0.890
4,10:03,3,20,PIT 42,20,34,Trent Green pass complete to Tony Gonzalez for 4 yards (tackle by Dewayne Washington),0.890,0.720
4,9:24,4,16,PIT 38,20,34,"Jason Baker punts 38 yards, touchback",0.720,-0.280
4,9:13,1,10,PIT 20,20,34,Amos Zereoue up the middle for 15 yards (tackle by Eric Warfield and Shaunard Harts),0.280,1.270
4,8:37,1,10,PIT 35,20,34,Amos Zereoue left end for 22 yards (tackle by Dexter McCleon),1.270,2.720
4,8:14,1,10,KAN 43,20,34,Tommy Maddox pass incomplete intended for Hines Ward,2.720,2.180
4,8:08,2,10,KAN 43,20,34,"Tommy Maddox pass complete to Verron Haynes for 6 yards (tackle by Jerome Woods). Verron Haynes fumbles (forced by Jerome Woods), recovered by Jerome Woods at KAN-37 (tackle by Verron Haynes)",2.180,-1.400
4,7:56,1,10,KAN 37,20,34,Priest Holmes right end for 4 yards (tackle by Casey Hampton),1.400,1.400
4,7:14,2,6,KAN 41,20,34,Trent Green pass complete to Derrick Blaylock for 19 yards (tackle by Mike Logan),1.400,2.920
4,6:37,1,10,PIT 40,20,34,Priest Holmes right end for -2 yards (tackle by Kendrell Bell),2.920,2.100
4,5:54,2,12,PIT 42,20,34,Trent Green pass complete to Eddie Kennison for 11 yards (tackle by Dewayne Washington),2.100,2.870
4,5:14,3,1,PIT 31,20,40,"Priest Holmes left end for 31 yards, touchdown",2.870,7.000
4,,,,PIT 2,20,41,Morten Andersen kicks extra point good,0.000,0.000
4,,,,KAN 30,20,41,"Jason Baker kicks off 69 yards, returned by Antwaan Randle El for 24 yards (tackle by Fred Jones)",0.000,0.610
4,5:00,1,10,PIT 25,20,41,Tommy Maddox pass complete to Plaxico Burress for 24 yards,0.610,2.190
4,4:53,1,10,PIT 49,20,41,Tommy Maddox pass complete to Chris Doering for 5 yards (tackle by Eric Warfield),2.190,2.320
4,4:25,2,5,KAN 46,20,41,Tommy Maddox pass complete to Hines Ward for 20 yards (tackle by Greg Wesley),2.320,3.840
4,3:58,1,10,KAN 26,20,41,Tommy Maddox pass incomplete intended for Chris Doering (defended by Eric Warfield),3.840,3.300
4,3:51,2,10,KAN 26,20,41,Tommy Maddox pass incomplete intended for Hines Ward,3.300,2.610
4,3:45,3,10,KAN 26,20,41,Tommy Maddox pass incomplete,2.610,1.740
4,3:39,4,10,KAN 26,20,41,"Penalty on PIT: Delay of Game, 5 yards (no play)",1.740,1.320
4,3:39,4,15,KAN 31,20,41,Tommy Maddox pass incomplete intended for Plaxico Burress is intercepted by Eric Warfield at KAN-11 and returned for 14 yards (tackle by Todd Fordham),1.320,-0.610
4,3:28,1,10,KAN 25,20,41,Tony Richardson right end for 6 yards (tackle by Casey Hampton),0.610,0.870
4,2:44,2,4,KAN 31,20,41,Tony Richardson up the middle for 2 yards,0.870,0.430
4,2:34,,,,20,41,Timeout #1 by Pittsburgh Steelers,0.000,0.430
4,2:34,3,2,KAN 33,20,41,Trent Green pass incomplete intended for Marc Boerigter,0.430,-1.180
4,2:29,4,2,KAN 33,20,41,"Jason Baker punts 43 yards, returned by Antwaan Randle El for 7 yards (tackle by Derrick Blaylock)",-1.180,-1.000
4,2:18,1,10,PIT 31,20,41,Tommy Maddox pass complete to Chris Doering for 11 yards (tackle by Dexter McCleon),1.000,1.730
4,2:12,1,10,PIT 42,20,41,Tommy Maddox pass complete to Plaxico Burress for 6 yards (tackle by Eric Warfield),1.730,2.000
4,2:00,2,4,PIT 48,20,41,"Penalty on Plaxico Burress: False Start (Declined), Penalty on Tommy Maddox: Unnecessary Roughness, 15 yards (no play)",2.000,-0.030
4,2:00,2,19,PIT 33,20,41,Tommy Maddox pass complete to Amos Zereoue for 12 yards (tackle by Scott Fujita),-0.030,0.890
4,1:34,3,7,PIT 45,20,41,Tommy Maddox sacked by Eric Hicks for -2 yards,0.890,-0.520
4,1:03,4,9,PIT 43,20,41,Tommy Maddox pass incomplete intended for Plaxico Burress,-0.520,-2.720
4,0:57,1,10,PIT 43,20,41,Trent Green kneels for -1 yards,2.720,2.040
4,0:22,2,11,PIT 44,20,41,Trent Green kneels for -1 yards,2.040,1.220
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
