#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:33,PIT 43,5,2:45,55,Field Goal
2,1,9:35,PIT 32,3,1:44,-1,Punt
3,1,6:06,PIT 14,3,1:01,1,Punt
4,1,3:33,KAN 33,1,0:06,33,Touchdown
5,2,12:49,PIT 29,6,3:00,25,Punt
6,2,4:50,PIT 24,4,2:25,17,Interception
7,2,2:25,PIT 29,9,2:25,38,Field Goal
8,3,15:00,PIT 24,3,2:10,-5,Punt
9,3,12:10,PIT 25,13,7:01,70,Interception
10,3,1:29,PIT 20,6,2:20,11,Punt
11,4,9:13,PIT 20,4,1:17,43,Fumble
12,4,5:06,PIT 25,7,1:38,44,Interception
13,4,2:18,PIT 31,5,1:21,12,Downs
