Quarter,Time,Down,ToGo,Location,HOU,BAL,Detail,EPB,EPA
1,5:31,3,18,,7,0,Joe Flacco pass complete short left to Jeremy Maclin for 6 yards (tackle by Kevin Johnson),0.500,0.330
1,5:12,4,12,HOU 44,7,0,"Sam Koch punts 34 yards, fair catch by Bruce Ellington",0.330,0.380
1,5:05,1,10,HOU 10,7,0,Lamar Miller right guard for 17 yards (tackle by Patrick Onwuasor),-0.380,0.740
1,4:33,1,10,HOU 27,7,0,Lamar Miller right guard for 1 yard (tackle by Terrell Suggs and Brandon Williams),0.740,0.330
1,4:00,2,9,HOU 28,7,0,Tom Savage pass complete short right to C.J. Fiedorowicz for 10 yards (tackle by Tony Jefferson),0.330,1.470
1,3:25,1,10,HOU 38,7,0,Lamar Miller right guard for 2 yards (tackle by Brandon Williams and C.J. Mosley),1.470,1.190
1,2:42,2,8,HOU 40,7,0,"Penalty on Chris Clark: False Start, 5 yards (no play)",1.190,0.520
1,2:35,2,13,HOU 35,7,0,Tom Savage pass incomplete short middle intended for Lamar Miller (defended by Patrick Onwuasor),0.520,-0.160
1,2:30,3,13,HOU 35,7,0,Tom Savage pass incomplete short middle intended for DeAndre Hopkins (defended by Za'Darius Smith),-0.160,-1.040
1,2:25,4,13,HOU 35,7,0,"Shane Lechler punts 45 yards, fair catch by Lardarius Webb",-1.040,-0.280
1,2:18,1,10,BAL 20,7,0,Joe Flacco pass complete short middle to Danny Woodhead for 11 yards (tackle by Brennan Scarlett),0.280,1.000
1,1:46,1,10,BAL 31,7,0,Joe Flacco pass incomplete short middle intended for Mike Wallace (defended by Johnathan Joseph),1.000,0.460
1,1:41,2,10,BAL 31,7,0,Alex Collins middle for no gain (tackle by D.J. Reader),0.460,-0.230
1,1:19,3,10,BAL 31,7,0,Joe Flacco sacked by Jadeveon Clowney for -8 yards. Penalty on Matt Skura: Offensive Holding (Declined),-0.230,-1.830
1,0:55,4,18,BAL 23,7,0,"Sam Koch punts 55 yards, muffed catch by Chris Thompson, recovered by Treston Decoud and returned for no gain",-1.830,0.220
1,0:45,1,10,HOU 15,7,0,Alfred Blue middle for 3 yards (tackle by Patrick Onwuasor and C.J. Mosley),-0.220,-0.280
1,0:06,2,7,HOU 18,7,0,Tom Savage sacked by Terrell Suggs for -8 yards,-0.280,-2.010
Quarter,Time,Down,ToGo,Location,HOU,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,15,HOU 10,7,0,Tom Savage pass complete short left to DeAndre Hopkins for 6 yards (tackle by C.J. Mosley),-2.010,-2.390
2,14:28,4,9,HOU 16,7,0,"Shane Lechler punts 34 yards, out of bounds",-2.390,-2.260
2,14:22,1,10,,7,0,Alex Collins left guard for no gain (tackle by Zach Cunningham),2.260,1.710
2,13:48,2,10,,7,0,"Joe Flacco pass incomplete deep middle intended for Jeremy Maclin. Penalty on Benardrick McKinney: Defensive Holding, 5 yards (no play)",1.710,2.590
2,13:41,1,10,HOU 45,7,0,Alex Collins left tackle for -2 yards (tackle by Brennan Scarlett),2.590,1.770
2,12:58,2,12,HOU 47,7,0,Joe Flacco right end for 6 yards (tackle by Brennan Scarlett),1.770,1.880
2,12:31,3,6,HOU 41,7,0,Joe Flacco pass incomplete deep right intended for Breshad Perriman,1.880,0.530
2,12:26,4,6,HOU 41,7,0,Sam Koch pass complete deep left to Chris Moore for 22 yards (tackle by Marcus Williams),0.530,4.310
2,11:58,1,10,HOU 19,7,0,Joe Flacco pass complete short middle to Nick Boyle for 9 yards (tackle by Kareem Jackson),4.310,5.360
2,11:20,2,1,HOU 10,7,6,"Javorius Allen right guard for 10 yards, touchdown",5.360,7.000
2,11:10,,,HOU 15,7,7,Justin Tucker kicks extra point good,0.000,0.000
2,11:10,,,BAL 35,7,7,"Justin Tucker kicks off 57 yards, returned by Jordan Todman for 20 yards (tackle by Maurice Canady)",0.000,-0.810
2,11:04,1,10,HOU 28,7,7,Tom Savage pass complete deep middle to Braxton Miller for 19 yards (tackle by Eric Weddle),0.810,2.060
2,10:36,1,10,HOU 47,7,7,Lamar Miller left guard for 3 yards (tackle by Michael Pierce),2.060,1.920
2,10:03,2,7,,7,7,Lamar Miller left tackle for 5 yards (tackle by Patrick Onwuasor),1.920,1.880
2,9:22,3,2,BAL 45,7,7,Tom Savage pass incomplete short middle intended for Bruce Ellington is intercepted by Tony Jefferson at BAL-41 and returned for 13 yards,1.880,-2.520
2,9:10,1,10,HOU 46,7,7,Javorius Allen right guard for 2 yards (tackle by Zach Cunningham),2.520,2.250
2,8:27,2,8,HOU 44,7,7,Joe Flacco pass incomplete deep middle intended for Mike Wallace,2.250,1.550
2,8:19,3,8,HOU 44,7,7,Joe Flacco pass complete short middle to Chris Moore for 7 yards (tackle by Eddie Pleasant),1.550,0.790
2,7:39,4,1,HOU 37,7,7,Alex Collins right end for 29 yards (tackle by Kevin Johnson),0.790,5.370
2,6:49,1,8,HOU 8,7,13,"Alex Collins middle for 8 yards, touchdown",5.370,7.000
2,6:44,,,HOU 15,7,14,Justin Tucker kicks extra point good,0.000,0.000
2,6:44,,,BAL 35,7,14,"Justin Tucker kicks off 60 yards, returned by Chris Thompson for 20 yards (tackle by Tyus Bowser)",0.000,-0.610
2,6:37,1,10,HOU 25,7,14,Lamar Miller left tackle for -1 yards (tackle by Matt Judon),0.610,-0.070
2,6:04,2,11,HOU 24,7,14,Tom Savage pass incomplete short middle intended for C.J. Fiedorowicz (defended by Willie Henry),-0.070,-0.760
2,6:00,3,11,HOU 24,7,14,Tom Savage pass complete deep middle to DeAndre Hopkins for 34 yards (tackle by Eric Weddle),-0.760,2.790
2,5:29,1,10,BAL 42,7,14,Alfred Blue right guard for no gain (tackle by Brandon Williams),2.790,2.240
2,4:55,2,10,BAL 42,7,14,Alfred Blue left guard for no gain (tackle by Brandon Williams),2.240,1.550
2,4:13,3,10,BAL 42,7,14,Tom Savage pass complete short left to Alfred Blue for 14 yards (tackle by Eric Weddle),1.550,3.710
2,3:23,1,10,BAL 28,7,14,Alfred Blue right guard for 1 yard (tackle by Carl Davis and Michael Pierce),3.710,3.300
2,2:41,2,9,BAL 27,7,14,Tom Savage pass incomplete short left intended for Bruce Ellington,3.300,2.610
2,2:35,3,9,BAL 27,7,14,"Tom Savage pass complete short left to C.J. Fiedorowicz for 10 yards (tackle by C.J. Mosley and Anthony Levine). Penalty on Maurice Canady: Roughing the Passer, 9 yards",2.610,5.370
2,2:14,1,8,BAL 8,7,14,Tom Savage pass complete short left to Bruce Ellington for 4 yards (tackle by Eric Weddle),5.370,5.340
2,2:00,2,4,BAL 4,7,14,Tom Savage pass complete short right to Alfred Blue for -3 yards (tackle by Maurice Canady),5.340,0.000
2,1:56,,,,,,Timeout #1 by Baltimore Ravens,0.000,-3.810
2,1:56,3,7,BAL 7,7,14,Tom Savage pass incomplete short middle intended for C.J. Fiedorowicz,3.810,2.970
2,1:52,4,7,BAL 7,10,14,Ka'imi Fairbairn 25 yard field goal good,2.970,3.000
2,1:48,,,HOU 35,10,14,"Ka'imi Fairbairn kicks off 71 yards, returned by Chris Moore for 23 yards (tackle by Dylan Cole)",0.000,0.060
2,1:43,1,10,BAL 17,10,14,Joe Flacco pass incomplete short middle intended for Jeremy Maclin,-0.060,-0.580
2,1:38,2,10,BAL 17,10,14,Danny Woodhead middle for 10 yards (tackle by Eddie Pleasant),-0.580,0.000
2,1:33,,,,,,Timeout #1 by Houston Texans,0.000,-0.740
2,1:33,1,10,BAL 27,10,14,Joe Flacco left guard for 11 yards (tackle by Andre Hal),0.740,0.000
2,1:14,,,,,,Timeout #2 by Baltimore Ravens,0.000,-1.470
2,1:14,1,10,BAL 38,10,14,Joe Flacco pass complete short left to Danny Woodhead for no gain,1.470,0.920
2,0:53,2,10,BAL 38,10,14,Joe Flacco pass complete deep middle to Ben Watson for 16 yards (tackle by Dylan Cole),0.920,0.000
2,0:48,,,,,,Timeout #3 by Baltimore Ravens,0.000,-2.520
2,0:48,1,10,HOU 46,10,14,Joe Flacco pass complete short right to Mike Wallace for 9 yards,2.520,3.190
2,0:44,2,1,HOU 37,10,14,Joe Flacco pass complete short middle to Mike Wallace for 2 yards (tackle by Kareem Jackson),3.190,3.250
2,0:24,1,10,HOU 35,10,14,Joe Flacco pass incomplete short right intended for Mike Wallace,3.250,2.700
2,0:20,2,10,HOU 35,10,14,Joe Flacco pass incomplete short right intended for Mike Wallace,2.700,2.010
2,0:15,3,10,HOU 35,10,14,Joe Flacco pass incomplete short right intended for Jeremy Maclin,2.010,0.970
2,0:12,4,10,HOU 35,10,17,Justin Tucker 53 yard field goal good,0.970,3.000
2,0:07,,,BAL 35,10,17,"Justin Tucker kicks off 58 yards, returned by Chris Thompson for 27 yards (tackle by Maurice Canady)",0.000,1.270
Quarter,Time,Down,ToGo,Location,HOU,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,10,17,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,HOU 25,10,17,Lamar Miller right guard for 1 yard (tackle by Patrick Onwuasor),0.610,0.200
3,14:21,2,9,HOU 26,10,17,Tom Savage pass incomplete deep middle intended for C.J. Fiedorowicz,0.200,-0.490
3,14:16,3,9,HOU 26,10,17,Tom Savage pass complete short right to DeAndre Hopkins for 8 yards (tackle by Brandon Carr),-0.490,-1.110
3,13:56,4,1,HOU 34,10,17,"Shane Lechler punts 59 yards, fair catch by Lardarius Webb",-1.110,0.380
3,13:48,1,10,BAL 7,10,17,Joe Flacco pass complete short right to Maxx Williams for 12 yards (tackle by Benardrick McKinney),-0.380,0.150
3,13:13,1,10,BAL 19,10,17,Javorius Allen right guard for -3 yards (tackle by Brandon Dunn),0.150,-0.870
3,12:34,2,13,BAL 16,10,17,Joe Flacco pass complete short middle to Ben Watson for 10 yards (tackle by Zach Cunningham and Brian Peters),-0.870,-0.160
3,11:57,3,3,BAL 26,10,17,"Joe Flacco pass incomplete short right intended for Chris Moore. Penalty on Kevin Johnson: Defensive Holding, 5 yards (no play)",-0.160,1.000
3,11:51,1,10,BAL 31,10,17,Joe Flacco pass incomplete deep right intended for Breshad Perriman,1.000,0.460
3,11:44,2,10,BAL 31,10,17,Danny Woodhead right guard for 5 yards (tackle by D.J. Reader),0.460,0.430
3,11:09,3,5,BAL 36,10,17,Joe Flacco pass incomplete deep left intended for Mike Wallace (defended by Marcus Williams),0.430,-0.980
3,11:02,4,5,BAL 36,10,17,"Sam Koch punts 47 yards, fair catch by Bruce Ellington",-0.980,0.060
3,10:55,1,10,HOU 17,10,17,Tom Savage pass incomplete short right intended for Bruce Ellington,-0.060,-0.580
3,10:51,2,10,HOU 17,10,17,Lamar Miller left guard for 3 yards (tackle by Michael Pierce),-0.580,-0.870
3,10:14,3,7,HOU 20,10,17,Tom Savage pass complete short left to DeAndre Hopkins for 9 yards. Penalty on Jimmy Smith: Defensive Holding (Declined),-0.870,0.870
3,9:52,1,10,HOU 29,10,17,Lamar Miller middle for -1 yards (tackle by Tony Jefferson),0.870,0.190
3,9:09,2,11,HOU 28,10,17,Tom Savage pass complete short middle to Braxton Miller for 14 yards (tackle by Patrick Onwuasor),0.190,1.730
3,8:41,1,10,HOU 42,10,17,Lamar Miller left guard for 7 yards (tackle by Willie Henry),1.730,2.130
3,8:03,2,3,HOU 49,10,17,Lamar Miller left guard for 2 yards (tackle by Willie Henry),2.130,1.690
3,7:27,3,1,BAL 49,10,17,Alfred Blue left guard for 3 yards (tackle by C.J. Mosley and Patrick Onwuasor),1.690,2.520
3,6:45,1,10,BAL 46,10,17,"Tom Savage pass incomplete deep right intended for DeAndre Hopkins. Penalty on Brandon Carr: Defensive Holding, 5 yards (no play)",2.520,2.850
3,6:40,1,10,BAL 41,10,17,Alfred Blue left guard for 2 yards (tackle by Tony Jefferson and C.J. Mosley),2.850,2.580
3,6:06,2,8,BAL 39,10,17,"Tom Savage pass incomplete deep left intended for DeAndre Hopkins. Penalty on Jimmy Smith: Defensive Pass Interference, 26 yards (no play)",2.580,4.710
3,6:00,1,10,BAL 13,10,17,"Lamar Miller left guard for 1 yard (tackle by Michael Pierce). Penalty on C.J. Fiedorowicz: Offensive Holding, 10 yards (no play)",4.710,4.040
3,5:33,1,20,BAL 23,10,17,Tom Savage pass incomplete short left intended for DeAndre Hopkins (defended by Terrell Suggs),4.040,2.810
3,5:30,2,20,BAL 23,10,17,Tom Savage pass incomplete deep right intended for DeAndre Hopkins,2.810,2.150
3,5:24,3,20,BAL 23,10,17,Tom Savage pass complete short middle to Braxton Miller for 5 yards (tackle by C.J. Mosley),2.150,2.250
3,4:40,4,15,BAL 18,13,17,Ka'imi Fairbairn 36 yard field goal good,2.250,3.000
3,4:35,,,HOU 35,13,17,"Ka'imi Fairbairn kicks off 65 yards, touchback",0.000,-0.610
3,4:35,1,10,BAL 25,13,17,Alex Collins left guard for 6 yards (tackle by Andre Hal),0.610,0.870
3,4:04,2,4,BAL 31,13,17,Joe Flacco right end for 2 yards (tackle by Brian Peters),0.870,0.430
3,3:33,3,2,BAL 33,13,17,Joe Flacco pass complete short right to Alex Collins for no gain,0.430,-1.180
3,2:58,4,2,BAL 33,13,17,"Sam Koch punts 60 yards, out of bounds",-1.180,0.380
3,2:46,1,10,HOU 7,13,17,Alfred Blue right guard for 6 yards (tackle by Za'Darius Smith),-0.380,-0.340
3,2:20,2,4,HOU 13,13,17,Alfred Blue right guard for no gain (tackle by Patrick Onwuasor),-0.340,-0.720
3,1:35,3,4,HOU 13,13,17,Tom Savage pass incomplete short middle intended for Bruce Ellington,-0.720,-2.490
3,1:30,4,4,HOU 13,13,17,Shane Lechler punts 36 yards,-2.490,-2.320
3,1:21,1,10,HOU 49,13,17,"Alex Collins right guard for 4 yards (tackle by Benardrick McKinney). Penalty on James Hurst: Offensive Holding, 10 yards (no play)",2.320,1.660
3,0:54,1,20,BAL 41,13,17,Joe Flacco pass complete short right to Danny Woodhead for 2 yards (tackle by Johnathan Joseph),1.660,0.700
3,0:26,2,18,BAL 43,13,17,Joe Flacco pass complete short middle to Danny Woodhead for 10 yards (tackle by Jelani Jenkins),0.700,1.360
Quarter,Time,Down,ToGo,Location,HOU,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,HOU 47,13,17,Alex Collins right end for 12 yards (tackle by Andre Hal),1.360,3.250
4,14:28,1,10,HOU 35,13,17,Javorius Allen right guard for 5 yards (tackle by Benardrick McKinney),3.250,3.380
4,13:49,2,5,HOU 30,13,17,Javorius Allen right tackle for 1 yard (tackle by Kevin Johnson),3.380,2.810
4,13:06,3,4,HOU 29,13,17,Joe Flacco pass complete short left to Mike Wallace for 13 yards (tackle by Brian Peters),2.810,4.510
4,12:24,1,10,HOU 16,13,17,Alex Collins right guard for 1 yard (tackle by Benardrick McKinney and Brian Peters),4.510,4.050
4,11:47,2,9,HOU 15,13,17,Joe Flacco pass complete short right to Javorius Allen for 2 yards (tackle by Kevin Johnson),4.050,3.540
4,11:07,3,7,HOU 13,13,17,Joe Flacco pass incomplete short left intended for Mike Wallace,3.540,2.570
4,10:59,4,7,HOU 13,13,20,Justin Tucker 31 yard field goal good,2.570,3.000
4,10:54,,,BAL 35,13,20,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
4,10:54,1,10,HOU 25,13,20,Tom Savage pass complete short middle to C.J. Fiedorowicz for 8 yards (tackle by C.J. Mosley and Maurice Canady),0.610,1.140
,,,,,,,"BAL challenged the runner was down by contact ruling, and the play was upheld.",,
4,10:24,2,2,HOU 33,13,20,Lamar Miller left guard for 3 yards (tackle by C.J. Mosley),1.140,1.330
4,9:52,1,10,HOU 36,13,20,Tom Savage pass complete deep left to DeAndre Hopkins for 39 yards,1.330,3.910
4,9:29,1,10,BAL 25,13,20,Lamar Miller left guard for 6 yards (tackle by Za'Darius Smith),3.910,4.200
4,8:54,2,4,BAL 19,13,20,Tom Savage pass incomplete short right intended for Bruce Ellington,4.200,3.490
4,8:46,3,4,BAL 19,13,20,Tom Savage pass incomplete deep left intended for Lamar Miller,3.490,2.260
4,8:40,4,4,BAL 19,16,20,Ka'imi Fairbairn 37 yard field goal good,2.260,3.000
4,8:36,,,HOU 35,16,20,"Ka'imi Fairbairn kicks off 65 yards, touchback",0.000,-0.610
4,8:36,1,10,BAL 25,16,20,Alex Collins right guard for -3 yards (tackle by Benardrick McKinney),0.610,-0.340
4,7:57,2,13,BAL 22,16,20,Joe Flacco pass complete short left to Mike Wallace for no gain,-0.340,-1.020
4,7:18,3,13,BAL 22,16,20,Joe Flacco pass complete short middle to Ben Watson for 3 yards (tackle by Marcus Gilchrist),-1.020,-1.700
4,6:44,4,10,BAL 25,16,20,"Sam Koch punts 53 yards, returned by Bruce Ellington for 21 yards (tackle by Anthony Levine)",-1.700,-1.800
4,6:30,1,10,HOU 43,16,20,Tom Savage pass complete short middle to Lamar Miller for 7 yards (tackle by C.J. Mosley),1.800,2.200
4,6:02,2,3,,16,20,Lamar Miller right guard for no gain (tackle by Willie Henry and Patrick Onwuasor),2.200,1.490
4,5:22,3,3,,16,20,Tom Savage pass complete short right to DeAndre Hopkins for 6 yards (tackle by Brandon Carr). Penalty on Brandon Carr: Defensive Holding (Declined),1.490,2.650
4,4:56,1,10,BAL 44,16,20,"Tom Savage sacked by Terrell Suggs for -8 yards. Tom Savage fumbles (forced by Terrell Suggs), recovered by C.J. Mosley at HOU-49 (tackle by Tom Savage)",2.650,-2.320
4,4:44,1,10,HOU 49,16,20,Alex Collins left guard for 8 yards (tackle by Kevin Johnson),2.320,2.860
4,3:58,2,2,HOU 41,16,20,Alex Collins left guard for no gain (tackle by D.J. Reader),2.860,0.000
4,3:13,,,,,,Timeout #2 by Baltimore Ravens,0.000,-2.150
4,3:13,3,2,HOU 41,16,20,"Penalty on Jadeveon Clowney: Neutral Zone Infraction, 6 yards (no play)",2.150,3.250
4,3:13,1,10,HOU 35,16,20,Alex Collins right guard for 3 yards (tackle by Zach Cunningham),3.250,0.000
4,3:07,,,,,,Timeout #1 by Houston Texans,0.000,-3.110
4,3:07,2,7,HOU 32,16,20,Alex Collins right guard for -1 yards (tackle by Brandon Dunn),3.110,0.000
4,3:02,,,,,,Timeout #2 by Houston Texans,0.000,-2.280
4,3:02,3,8,HOU 33,16,20,Danny Woodhead left guard for 2 yards (tackle by Benardrick McKinney),2.280,0.000
4,2:58,,,,,,Timeout #3 by Houston Texans,0.000,-1.340
4,2:58,4,6,HOU 31,16,23,Justin Tucker 49 yard field goal good,1.340,3.000
4,2:53,,,BAL 35,16,23,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
4,2:53,1,10,HOU 25,16,23,Tom Savage pass complete short middle to C.J. Fiedorowicz for 9 yards (tackle by C.J. Mosley),0.610,1.280
4,2:26,2,1,HOU 34,16,23,Tom Savage pass incomplete deep middle intended for C.J. Fiedorowicz is intercepted by Anthony Levine at BAL-48 and returned for 8 yards,1.280,-2.650
4,2:16,1,10,HOU 44,16,23,Alex Collins left guard for no gain (tackle by D.J. Reader and Brandon Dunn),2.650,2.110
4,2:00,2,10,HOU 44,16,23,Joe Flacco left end for 25 yards (tackle by Kevin Johnson),2.110,4.310
4,1:14,1,10,HOU 19,16,23,Joe Flacco kneels for -1 yards,4.310,3.630
4,0:38,2,11,HOU 20,16,23,Joe Flacco kneels for -1 yards,3.630,2.810
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
