#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,BAL 30,3,0:46,8,Punt
2,1,8:49,BAL 25,6,3:44,31,Punt
3,1,2:18,BAL 20,5,1:33,3,Punt
4,2,14:22,,7,3:12,50,Touchdown
5,2,9:10,HOU 46,5,2:26,46,Touchdown
6,2,1:48,BAL 17,11,1:41,48,Field Goal
7,3,13:48,BAL 7,6,2:53,29,Punt
8,3,4:35,BAL 25,3,1:49,8,Punt
9,3,1:21,HOU 49,10,5:27,36,Field Goal
10,4,8:36,BAL 25,3,2:06,0,Punt
11,4,4:44,HOU 49,6,1:51,18,Field Goal
12,4,2:16,HOU 44,4,2:16,23,End of Game
