Quarter,Time,Down,ToGo,Location,LAC,NWE,Detail,EPB,EPA
2,11:45,4,8,NWE 11,0,0,"Bryce Baringer punts 44 yards, returned by Derius Davis for 8 yards (tackle by Ty Montgomery)",-2.490,-2.460
2,11:35,1,10,NWE 47,0,0,Justin Herbert pass complete short left to Austin Ekeler for 11 yards (tackle by Ja'Whaun Bentley and J.C. Jackson),2.460,3.180
2,11:11,1,10,NWE 36,0,0,Justin Herbert pass complete short right to Quentin Johnston for 8 yards (tackle by Jahlani Tavai and Ja'Whaun Bentley),3.180,3.720
2,10:36,2,2,NWE 28,0,0,Austin Ekeler up the middle for 4 yards (tackle by Davon Godchaux and Jahlani Tavai),3.720,3.970
2,10:00,1,10,NWE 24,0,0,Austin Ekeler left tackle for 4 yards (tackle by Jalen Mills and Jabrill Peppers),3.970,3.970
2,9:24,2,6,NWE 20,0,0,Justin Herbert pass incomplete short left intended for Gerald Everett (defended by Jalen Mills),3.970,3.270
2,9:18,3,6,NWE 20,0,0,Justin Herbert pass incomplete deep right intended for Keenan Allen,3.270,2.150
2,9:13,4,6,NWE 20,3,0,Cameron Dicker 38 yard field goal good,2.150,3.000
2,9:09,,,LAC 35,3,0,"Cameron Dicker kicks off 65 yards, touchback.",0.000,0.610
2,9:09,1,10,NWE 25,3,0,Ezekiel Elliott left end for 4 yards (tackle by Kenneth Murray),0.610,0.600
2,8:36,2,6,NWE 29,3,0,Bailey Zappe pass complete short right to Ezekiel Elliott for 23 yards (tackle by Asante Samuel),0.600,2.390
2,7:55,1,10,LAC 48,3,0,Ezekiel Elliott left guard for 4 yards (tackle by Eric Kendricks),2.390,2.390
2,7:22,2,6,LAC 44,3,0,Bailey Zappe pass incomplete deep right intended for JuJu Smith-Schuster,2.390,1.690
2,7:14,3,6,LAC 44,3,0,"Penalty on NWE: Delay of Game, 5 yards (accepted) (no play)",1.690,1.030
2,7:14,3,11,LAC 49,3,0,Bailey Zappe pass incomplete short right,1.030,0.000
2,7:07,4,11,LAC 49,3,0,Bryce Baringer punts 32 yards downed by Brenden Schooler,0.000,0.060
2,6:56,1,10,LAC 17,3,0,Austin Ekeler left tackle for 1 yard (tackle by Ja'Whaun Bentley),-0.060,-0.420
2,6:17,2,9,LAC 18,3,0,Justin Herbert pass complete short left to Donald Parham for 7 yards (tackle by Mack Wilson),-0.420,-0.240
2,5:40,3,2,LAC 25,3,0,Justin Herbert pass complete short left to Gerald Everett for 6 yards (tackle by Kyle Dugger),-0.240,1.000
2,5:01,1,10,LAC 31,3,0,Joshua Kelley right tackle for 7 yards (tackle by Ja'Whaun Bentley and Jonathan Jones),1.000,1.410
2,4:25,2,3,LAC 38,3,0,Joshua Kelley right guard for 2 yards (tackle by Kyle Dugger),1.410,0.960
2,3:50,3,1,LAC 40,3,0,Austin Ekeler right tackle for 2 yards (tackle by Sam Roberts and Jeremiah Pharms),0.960,1.730
2,3:06,1,10,LAC 42,3,0,Justin Herbert pass incomplete short right intended for Stone Smartt (defended by Mack Wilson),1.730,1.190
2,3:00,2,10,LAC 42,3,0,Justin Herbert pass complete short left to Quentin Johnston for 4 yards (tackle by Jonathan Jones),1.190,1.030
2,2:17,3,6,LAC 46,3,0,Austin Ekeler right end for -7 yards (tackle by Keion White and Josh Uche),1.030,-0.780
2,2:09,,,,,,Timeout #1 by New England Patriots,,
2,2:09,4,13,LAC 39,3,0,"JK Scott punts 52 yards, fair catch by Myles Bryant at NE-9",-0.780,0.380
2,2:02,1,10,NWE 9,3,0,Bailey Zappe pass incomplete short left intended for DeVante Parker,-0.380,-0.780
2,2:00,2,10,NWE 9,3,0,Ezekiel Elliott right guard for -1 yards (tackle by Eric Kendricks),-0.780,-1.540
2,1:53,,,,,,Timeout #2 by Los Angeles Chargers,,
2,1:53,3,11,NWE 8,3,0,"Penalty on DeVante Parker: False Start, 4 yards (accepted) (no play)",-1.540,-2.010
2,1:53,3,15,NWE 4,3,0,Bailey Zappe pass incomplete short left intended for Ezekiel Elliott,-2.010,-2.490
2,1:49,4,15,NWE 4,3,0,"Bryce Baringer punts 57 yards, returned by Derius Davis for 34 yards (tackle by Ty Montgomery)",-2.490,-3.780
2,1:34,1,10,NWE 27,3,0,Justin Herbert pass complete short left to Quentin Johnston for 7 yards (tackle by J.C. Jackson),3.780,4.180
2,1:02,2,3,NWE 20,3,0,Justin Herbert pass incomplete deep right intended for Jalen Guyton (defended by Jonathan Jones),4.180,3.470
2,0:56,3,3,NWE 20,3,0,Justin Herbert pass incomplete short right,3.470,2.220
2,0:48,4,3,NWE 20,6,0,Cameron Dicker 38 yard field goal good,2.220,3.000
2,0:44,,,LAC 35,6,0,"Cameron Dicker kicks off 59 yards, recovered by Jalen Reagor at NE-11 (tackle by AJ Finley)",0.000,-0.320
2,0:36,1,10,NWE 13,6,0,Ezekiel Elliott up the middle for 6 yards (tackle by Derwin James),-0.320,0.030
Quarter,Time,Down,ToGo,Location,LAC,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,6,0,"Chad Ryland kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LAC 25,6,0,Justin Herbert pass incomplete short right intended for Austin Ekeler,0.610,0.060
3,14:56,2,10,LAC 25,6,0,Justin Herbert pass incomplete deep right intended for Keenan Allen,0.060,-0.620
3,14:52,3,10,LAC 25,6,0,Justin Herbert pass incomplete short left intended for Quentin Johnston (defended by J.C. Jackson),-0.620,-1.700
3,14:47,4,10,LAC 25,6,0,"JK Scott punts 62 yards, returned by Myles Bryant for 5 yards (tackle by Deane Leonard)",-1.700,-0.040
3,14:36,1,10,NWE 18,6,0,Ezekiel Elliott left guard for 5 yards (tackle by Derwin James),0.040,0.280
3,13:58,2,5,NWE 23,6,0,Bailey Zappe pass complete short right to DeVante Parker for 21 yards (tackle by Deane Leonard),0.280,1.860
3,13:25,1,10,NWE 44,6,0,Ezekiel Elliott up the middle for 8 yards (tackle by Deane Leonard),1.860,2.400
3,13:03,2,2,LAC 48,6,0,"Ezekiel Elliott right guard for 2 yards. Ezekiel Elliott fumbles (forced by Khalil Mack), recovered by JuJu Smith-Schuster at LAC-46 and returned for 1 yard (tackle by Asante Samuel)",2.400,2.590
3,12:28,1,10,LAC 45,6,0,Bailey Zappe pass incomplete deep left intended for DeVante Parker,2.590,2.040
3,12:25,2,10,LAC 45,6,0,Bailey Zappe pass complete short right to Ezekiel Elliott for 8 yards (tackle by Kenneth Murray and Asante Samuel),2.040,2.410
3,11:57,3,2,LAC 37,6,0,Ezekiel Elliott left end for -1 yards (tackle by Nick Williams),2.410,0.720
3,11:15,4,3,LAC 38,6,0,Bailey Zappe scrambles right end for 4 yards (tackle by Kenneth Murray),0.720,3.310
3,10:39,1,10,LAC 34,6,0,Ty Montgomery right guard for 2 yards (tackle by Kenneth Murray),3.310,3.040
3,10:12,2,8,LAC 32,6,0,Bailey Zappe sacked by Justin Hollins for -4 yards,3.040,1.820
3,9:29,3,12,LAC 36,6,0,Bailey Zappe sacked by Khalil Mack for -7 yards,1.820,0.400
3,8:39,4,19,LAC 43,6,0,"Bryce Baringer punts 36 yards, fair catch by Derius Davis at LAC-7",0.400,0.380
3,8:33,1,10,LAC 7,6,0,Joshua Kelley left tackle for -1 yards (tackle by Jonathan Jones and Ja'Whaun Bentley),-0.380,-0.850
3,7:50,2,11,LAC 6,6,0,Justin Herbert pass complete short right to Joshua Kelley for 3 yards (tackle by Jabrill Peppers),-0.850,-1.190
3,7:20,3,8,LAC 9,6,0,Justin Herbert pass complete deep right to Quentin Johnston for 27 yards (tackle by J.C. Jackson),-1.190,1.330
3,6:50,1,10,LAC 36,6,0,Justin Herbert pass complete short right to Keenan Allen for 7 yards (tackle by J.C. Jackson),1.330,1.740
3,6:22,2,3,LAC 43,6,0,Justin Herbert pass complete short left to Quentin Johnston for 6 yards (tackle by Jonathan Jones and Jalen Mills),1.740,2.190
3,5:42,1,10,LAC 49,6,0,Austin Ekeler up the middle for 1 yard (tackle by Josh Uche and Davon Godchaux),2.190,1.780
3,5:00,2,9,NWE 50,6,0,Justin Herbert pass incomplete short left intended for Keenan Allen (defended by J.C. Jackson),1.780,1.090
3,5:00,3,9,NWE 50,6,0,Justin Herbert pass complete short middle to Keenan Allen for 16 yards (tackle by Myles Bryant),1.090,3.310
3,4:22,1,10,NWE 34,6,0,Justin Herbert pass complete short left to Austin Ekeler for -2 yards (tackle by Jahlani Tavai),3.310,2.500
3,3:44,2,12,NWE 36,6,0,Justin Herbert pass incomplete short right intended for Joshua Kelley,2.500,1.820
3,3:38,3,12,NWE 36,6,0,Justin Herbert pass incomplete deep right intended for Quentin Johnston,1.820,0.880
3,3:31,4,12,NWE 36,6,0,"Penalty on LAC: Delay of Game, 5 yards (accepted) (no play)",0.880,0.530
3,3:31,4,17,NWE 41,6,0,JK Scott punts 39 yards out of bounds,0.530,0.380
3,3:23,1,10,NWE 2,6,0,"Bailey Zappe pass complete deep right to DeVante Parker for 27 yards (tackle by Deane Leonard). Penalty on Deane Leonard: Defensive Pass Interference, 15 yards (declined)",-0.380,0.870
3,3:04,1,10,NWE 29,6,0,Ezekiel Elliott up the middle for 5 yards (tackle by Alohi Gilman and Eric Kendricks),0.870,1.000
3,2:25,2,5,NWE 34,6,0,Bailey Zappe pass incomplete deep left intended for Tyquan Thornton,1.000,0.300
3,2:21,,,,,,Timeout #1 by New England Patriots,,
3,2:21,3,5,NWE 34,6,0,Bailey Zappe pass complete short middle to Hunter Henry for 9 yards (tackle by Derwin James),0.300,1.800
3,1:44,1,10,NWE 43,6,0,Ezekiel Elliott up the middle for 5 yards (tackle by Essang Bassey and Eric Kendricks),1.800,1.930
3,1:07,2,5,NWE 48,6,0,Bailey Zappe sacked by Khalil Mack for -11 yards,1.930,-0.230
3,0:23,3,16,NWE 37,6,0,Bailey Zappe pass complete short right to Jalen Reagor for 11 yards (tackle by Deane Leonard),-0.230,-0.190
Quarter,Time,Down,ToGo,Location,LAC,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,5,NWE 48,6,0,Bryce Baringer punts 26 yards out of bounds,-0.190,-0.670
4,14:54,1,10,LAC 26,6,0,Justin Herbert pass complete short left to Keenan Allen for 9 yards (tackle by Jonathan Jones),0.670,1.350
4,14:16,2,1,LAC 35,6,0,Austin Ekeler left tackle for 2 yards (tackle by Davon Godchaux),1.350,1.400
4,13:41,1,10,LAC 37,6,0,Justin Herbert pass complete short middle to Gerald Everett for 5 yards (tackle by Kyle Dugger and Jahlani Tavai),1.400,1.530
4,13:01,2,5,LAC 42,6,0,Joshua Kelley right tackle for 5 yards (tackle by Anfernee Jennings),1.530,2.060
4,12:22,1,10,LAC 47,6,0,Joshua Kelley right guard for 2 yards (tackle by Anfernee Jennings and Ja'Whaun Bentley),2.060,1.790
4,11:52,2,8,LAC 49,6,0,Justin Herbert pass complete short left to Jalen Guyton for 5 yards (tackle by Myles Bryant),1.790,1.750
4,11:07,3,3,NWE 46,6,0,Justin Herbert left end for -4 yards (tackle by Mack Wilson and Jalen Mills),1.750,-0.060
4,10:20,4,7,NWE 50,6,0,"JK Scott punts 50 yards, touchback.",-0.060,-0.280
4,10:13,1,10,NWE 20,6,0,Bailey Zappe pass complete short left to Ezekiel Elliott for 6 yards (tackle by Asante Samuel),0.280,0.540
4,9:36,2,4,NWE 26,6,0,Tyquan Thornton left end for 39 yards (tackle by Derwin James),0.540,3.250
4,8:56,1,10,LAC 35,6,0,Ezekiel Elliott up the middle for 1 yard (tackle by Otito Ogbonnia and Sebastian Joseph-Day),3.250,2.840
4,8:26,2,9,LAC 34,6,0,Bailey Zappe pass complete short left to Hunter Henry for 6 yards (tackle by Derwin James),2.840,2.940
4,7:49,3,3,LAC 28,6,0,Bailey Zappe sacked by Eric Kendricks for -2 yards,2.940,1.450
4,7:05,4,5,LAC 30,6,0,Bailey Zappe sacked by Derwin James for -8 yards,1.450,-1.470
4,6:58,1,10,LAC 38,6,0,"Penalty on Jamaree Salyer: False Start, 5 yards (accepted) (no play)",1.470,1.140
4,6:58,1,15,LAC 33,6,0,Justin Herbert pass complete short right to Keenan Allen for 11 yards (tackle by Jabrill Peppers),1.140,1.730
4,6:19,2,4,LAC 44,6,0,Austin Ekeler right guard for 4 yards (tackle by Mack Wilson and Keion White),1.730,2.130
4,5:36,1,10,LAC 48,6,0,Austin Ekeler right guard for 1 yard (tackle by Kyle Dugger and Ja'Whaun Bentley),2.130,1.720
4,4:55,2,9,LAC 49,6,0,Justin Herbert pass complete short right to Joshua Kelley for 6 yards (tackle by Mack Wilson),1.720,1.820
4,4:50,3,3,NWE 45,6,0,Justin Herbert pass incomplete short right intended for Donald Parham,1.820,0.270
4,4:44,4,3,NWE 45,6,0,"JK Scott punts 32 yards, fair catch by Myles Bryant at NE-13",0.270,0.320
4,4:36,1,10,NWE 13,6,0,Bailey Zappe pass complete short middle to DeVante Parker for 14 yards (tackle by Asante Samuel),-0.320,0.740
4,4:05,1,10,NWE 27,6,0,Ezekiel Elliott up the middle for 6 yards (tackle by Austin Johnson),0.740,1.010
4,3:27,2,4,NWE 33,6,0,Ezekiel Elliott up the middle for 2 yards (tackle by Essang Bassey),1.010,0.560
4,2:50,3,2,NWE 35,6,0,"Bailey Zappe pass incomplete short middle intended for DeVante Parker. Penalty on Essang Bassey: Defensive Pass Interference, 5 yards (accepted) (no play)",0.560,1.600
4,2:48,1,10,NWE 40,6,0,Ezekiel Elliott up the middle for 2 yards (tackle by Khalil Mack),1.600,1.320
4,2:17,2,8,NWE 42,6,0,Bailey Zappe pass incomplete deep left intended for DeVante Parker (defended by Deane Leonard),1.320,0.630
4,2:10,3,8,NWE 42,6,0,Bailey Zappe pass incomplete short middle intended for DeVante Parker (defended by Asante Samuel),0.630,-0.590
4,2:05,4,8,NWE 42,6,0,Bailey Zappe pass incomplete short middle intended for Hunter Henry (defended by Essang Bassey),-0.590,-2.790
4,1:58,1,10,NWE 42,6,0,Austin Ekeler left end for -2 yards (tackle by Christian Barmore),2.790,1.970
4,1:53,,,,,,Timeout #2 by New England Patriots,,
4,1:53,2,12,NWE 44,6,0,Austin Ekeler right tackle for 1 yard (tackle by Jahlani Tavai),1.970,1.420
4,1:47,,,,,,Timeout #3 by New England Patriots,,
4,1:47,3,11,NWE 43,6,0,Justin Herbert pass complete deep right to Alex Erickson for 23 yards (tackle by Myles Bryant),1.420,4.240
4,0:58,1,10,NWE 20,6,0,Justin Herbert kneels for -1 yards,4.240,3.560
4,0:23,2,11,NWE 21,6,0,Justin Herbert kneels for -1 yards,3.560,2.740
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
