Quarter,Time,Down,ToGo,Location,MIN,NOR,Detail,EPB,EPA
1,8:46,3,8,MIN 22,0,7,Matt Cassel pass incomplete short right intended for Kyle Rudolph,-0.690,-1.900
1,8:41,4,8,MIN 22,0,7,"Jeff Locke punts 57 yards, returned by Brandin Cooks for -3 yards (tackle by Jabari Price)",-1.900,-0.040
1,8:29,1,10,NOR 18,0,7,Drew Brees pass complete short left to Pierre Thomas for 1 yard (tackle by Linval Joseph and Jasper Brinkley),0.040,-0.320
1,7:52,2,9,NOR 19,0,7,Khiry Robinson right end for no gain (tackle by Captain Munnerlyn),-0.320,-1.040
1,7:16,3,9,NOR 19,0,7,Drew Brees pass complete short right to Jimmy Graham for 15 yards (tackle by Robert Blanton),-1.040,1.200
1,6:44,1,10,NOR 34,0,7,Pierre Thomas left end for 11 yards (tackle by Robert Blanton),1.200,1.930
1,6:07,1,10,NOR 45,0,7,Drew Brees pass complete short left to Brandin Cooks for 16 yards (tackle by Robert Blanton),1.930,2.980
1,5:30,1,10,MIN 39,0,7,Khiry Robinson left tackle for 5 yards (tackle by Brian Robison and Harrison Smith),2.980,3.120
1,4:57,2,5,MIN 34,0,13,"Drew Brees pass complete deep right to Josh Hill for 34 yards, touchdown",3.120,7.000
1,4:57,,,MIN 2,0,13,Shayne Graham kicks extra point no good,0.000,-1.000
1,4:57,,,NOR 35,0,13,"Thomas Morstead kicks off 69 yards, returned by Cordarrelle Patterson for 26 yards (tackle by Austin Johnson)",0.000,-0.410
1,4:50,1,10,MIN 22,0,13,Matt Cassel pass complete short right to Matt Asiata for no gain,0.410,-0.130
1,4:00,2,10,MIN 22,0,13,Matt Cassel pass complete short right to Kyle Rudolph for 8 yards (tackle by Rafael Bush),-0.130,0.230
1,3:28,3,2,MIN 30,0,13,Matt Cassel pass complete short left to Greg Jennings for 8 yards (tackle by Kenny Vaccaro),0.230,1.470
1,2:54,1,10,MIN 38,0,13,Matt Asiata right tackle for -1 yards (tackle by Curtis Lofton),1.470,0.790
1,2:22,2,11,MIN 37,0,13,Matt Cassel pass complete short left to Cordarrelle Patterson for 28 yards (tackle by Corey White),0.790,3.250
1,1:38,1,10,NOR 35,0,13,Matt Cassel pass complete short middle to Kyle Rudolph for 9 yards (tackle by Kenny Vaccaro and Junior Galette),3.250,3.920
1,1:00,2,1,NOR 26,0,13,Matt Cassel pass incomplete short middle intended for Kyle Rudolph (defended by Ramon Humber),3.920,3.200
1,0:55,3,1,NOR 26,0,13,Matt Asiata left guard for 4 yards (tackle by Jairus Byrd and Kyle Knox),3.200,4.110
1,0:15,1,10,NOR 22,0,13,Matt Asiata right guard for 5 yards (tackle by Junior Galette),4.110,4.290
Quarter,Time,Down,ToGo,Location,MIN,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,NOR 17,0,13,"Matt Cassel pass incomplete short left intended for Matt Asiata. Penalty on Kenny Vaccaro: Defensive Holding, 5 yards (no play)",4.290,4.780
2,14:56,1,10,NOR 12,0,13,Matt Cassel pass incomplete short left intended for Cordarrelle Patterson,4.780,4.100
2,14:52,2,10,NOR 12,0,13,Matt Cassel pass incomplete short left intended for Matt Asiata,4.100,3.120
2,14:47,3,10,NOR 12,0,13,Matt Cassel up the middle for 5 yards (tackle by Curtis Lofton),3.120,2.980
2,14:10,4,5,NOR 7,3,13,Blair Walsh 25 yard field goal good,2.980,3.000
2,14:10,,,MIN 35,3,13,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
2,14:06,1,10,NOR 20,3,13,Drew Brees pass incomplete short left intended for Marques Colston,0.280,-0.270
2,14:01,2,10,NOR 20,3,13,"Khiry Robinson right guard for 9 yards (tackle by Everson Griffen). Penalty on Ben Grubbs: Offensive Holding, 10 yards (no play)",-0.270,-1.510
2,13:36,2,20,NOR 10,3,13,Pierre Thomas right tackle for 7 yards (tackle by Sharrif Floyd),-1.510,-1.510
2,12:59,3,13,NOR 17,3,13,Drew Brees pass complete short left to Brandin Cooks for 7 yards (tackle by Xavier Rhodes),-1.510,-1.770
2,12:24,4,6,NOR 24,3,13,"Thomas Morstead punts 42 yards, returned by Marcus Sherels for 3 yards (tackle by Brian Dixon)",-1.770,-1.400
2,12:15,1,10,MIN 37,3,13,Cordarrelle Patterson left end for -7 yards (tackle by Curtis Lofton),1.400,-0.090
2,11:33,2,17,MIN 30,3,13,Teddy Bridgewater pass complete short right to Greg Jennings for 10 yards (tackle by Jairus Byrd),-0.090,0.560
2,10:48,3,7,MIN 40,3,13,Teddy Bridgewater pass complete short left to Matt Asiata for 41 yards (tackle by Curtis Lofton),0.560,4.310
2,10:16,1,10,NOR 19,3,13,Teddy Bridgewater right tackle for 2 yards (tackle by Junior Galette),4.310,4.030
2,9:44,2,8,NOR 17,3,13,Matt Asiata right guard for 1 yard (tackle by Curtis Lofton),4.030,3.410
2,9:09,3,7,NOR 16,3,13,Teddy Bridgewater right guard for 9 yards (tackle by Rafael Bush),3.410,3.410
2,8:29,3,7,NOR 16,3,13,Timeout #1 by Minnesota Vikings,3.410,5.600
2,8:29,1,7,NOR 7,3,13,Teddy Bridgewater sacked by Junior Galette for -8 yards,5.600,3.460
2,7:50,2,15,NOR 15,3,13,Teddy Bridgewater pass complete short left to Matt Asiata for -5 yards (tackle by Curtis Lofton and Junior Galette),3.460,2.340
2,7:06,3,20,NOR 20,3,13,Matt Asiata right end for 8 yards (tackle by Kenny Vaccaro and Rafael Bush),2.340,2.630
2,6:33,4,12,NOR 12,6,13,Blair Walsh 30 yard field goal good,2.630,3.000
2,6:33,,,MIN 35,6,13,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
2,6:28,1,10,NOR 20,6,13,Travaris Cadet left end for 6 yards (tackle by Xavier Rhodes),0.280,0.540
2,5:46,2,4,NOR 26,6,13,Drew Brees pass incomplete deep middle intended for Marques Colston,0.540,-0.160
2,5:40,3,4,NOR 26,6,13,Drew Brees pass complete short left to Kenny Stills for 6 yards (tackle by Gerald Hodges),-0.160,1.070
2,5:10,1,10,NOR 32,6,13,Khiry Robinson right tackle for 7 yards (tackle by Jasper Brinkley and Anthony Barr),1.070,1.470
2,4:35,2,3,NOR 39,6,13,Drew Brees pass complete short left to Brandin Cooks for 2 yards (tackle by Jasper Brinkley),1.470,1.030
2,3:56,3,1,NOR 41,6,13,Pierre Thomas left end for no gain (tackle by Harrison Smith),1.030,-0.650
2,3:16,4,1,NOR 41,6,13,"Thomas Morstead punts 45 yards, returned by Marcus Sherels for 13 yards (tackle by Patrick Robinson)",-0.650,-0.740
2,3:02,1,10,MIN 27,6,13,Teddy Bridgewater up the middle for 15 yards (tackle by Jairus Byrd),0.740,1.730
2,2:22,1,10,MIN 42,6,13,Jerick McKinnon right guard for 1 yard (tackle by Parys Haralson),1.730,1.730
2,2:17,1,10,MIN 42,6,13,Timeout #1 by New Orleans Saints,1.730,1.320
2,2:17,2,9,MIN 43,6,13,Teddy Bridgewater pass incomplete short right intended for Jerick McKinnon,1.320,0.630
2,2:14,3,9,MIN 43,6,13,Teddy Bridgewater pass incomplete short left intended for Jerick McKinnon,0.630,-0.520
2,2:11,4,9,MIN 43,6,13,"Jeff Locke punts 37 yards, fair catch by Brandin Cooks",-0.520,-0.280
2,2:05,1,10,NOR 20,6,13,Drew Brees pass complete short right to Jimmy Graham for 6 yards (tackle by Chad Greenway),0.280,0.540
2,1:59,2,4,NOR 26,6,13,Drew Brees pass complete short right to Jimmy Graham for 9 yards (tackle by Brian Robison),0.540,1.270
2,1:39,1,10,NOR 35,6,13,Drew Brees pass complete short right to Kenny Stills for 15 yards,1.270,2.260
2,1:36,1,10,,6,13,Drew Brees pass incomplete short right intended for Jimmy Graham (defended by Harrison Smith),2.260,1.710
2,1:31,2,10,,6,13,Drew Brees sacked by Anthony Barr for -5 yards,1.710,0.370
2,0:56,3,15,NOR 45,6,13,Drew Brees pass incomplete deep right intended for Brandin Cooks (defended by Harrison Smith),0.370,-0.390
2,0:49,4,15,NOR 45,6,13,"Thomas Morstead punts 46 yards, returned by Marcus Sherels for -5 yards (tackle by Josh Hill)",-0.390,0.380
2,0:37,1,10,MIN 4,6,13,Matt Asiata left guard for 4 yards (tackle by Cameron Jordan),-0.380,-0.380
2,0:32,1,10,MIN 4,6,13,Timeout #2 by New Orleans Saints,-0.380,-0.490
2,0:32,2,6,MIN 8,6,13,Teddy Bridgewater kneels for -2 yards,-0.490,-0.490
2,0:30,2,6,MIN 8,6,13,Timeout #3 by New Orleans Saints,-0.490,-1.190
2,0:28,3,8,MIN 6,6,13,Teddy Bridgewater kneels for -1 yards,-1.190,-2.490
Quarter,Time,Down,ToGo,Location,MIN,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,6,13,"Thomas Morstead kicks off 73 yards, returned by Cordarrelle Patterson for 43 yards (tackle by Corey White)",0.000,1.270
3,14:52,1,10,MIN 35,6,13,Matt Asiata left guard for 4 yards (tackle by Akiem Hicks),1.270,1.260
3,14:11,2,6,MIN 39,6,13,Teddy Bridgewater pass complete short right to Kyle Rudolph for 10 yards (tackle by Jairus Byrd),1.260,2.190
3,13:44,1,10,MIN 49,6,13,Matt Asiata left guard for 1 yard (tackle by Curtis Lofton),2.190,1.780
3,13:02,2,9,,6,13,Teddy Bridgewater pass incomplete short left intended for Matt Asiata,1.780,1.090
3,12:59,3,9,,6,13,"Teddy Bridgewater left end for 4 yards (tackle by Tyrunn Walker). Penalty on Keenan Lewis: Defensive Holding, 5 yards",1.090,2.850
3,12:26,1,10,NOR 41,6,13,Teddy Bridgewater pass complete short right to Cordarrelle Patterson for 14 yards (tackle by Keenan Lewis),2.850,3.780
3,11:55,1,10,NOR 27,6,13,Jerick McKinnon right guard for -2 yards (tackle by Junior Galette),3.780,2.960
3,11:14,2,12,NOR 29,6,13,Teddy Bridgewater pass complete short left to Greg Jennings for 7 yards (tackle by Rafael Bush),2.960,3.200
3,10:29,3,5,NOR 22,6,13,Teddy Bridgewater pass incomplete short middle intended for Matt Asiata,3.200,2.040
3,10:24,4,5,NOR 22,9,13,Blair Walsh 40 yard field goal good,2.040,3.000
3,10:24,,,MIN 35,9,13,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
3,10:20,1,10,NOR 20,9,13,Drew Brees pass complete short left to Brandin Cooks for no gain,0.280,-0.270
3,9:46,2,10,NOR 20,9,13,Khiry Robinson right tackle for -6 yards (tackle by Linval Joseph),-0.270,-2.030
3,9:07,3,16,NOR 14,9,13,Drew Brees pass complete deep right to Brandin Cooks for 18 yards (tackle by Josh Robinson),-2.030,1.070
3,8:34,1,10,NOR 32,9,13,Drew Brees pass complete short right to Jimmy Graham for 7 yards (tackle by Robert Blanton),1.070,1.470
3,7:58,2,3,NOR 39,9,13,Pierre Thomas left end for 2 yards (tackle by Anthony Barr and Robert Blanton),1.470,1.030
3,7:45,3,1,NOR 41,9,13,Austin Johnson left guard for 2 yards (tackle by Robert Blanton and Xavier Rhodes),1.030,1.800
3,7:06,1,10,NOR 43,9,13,Pierre Thomas left guard for -2 yards (tackle by Gerald Hodges),1.800,0.980
3,6:32,2,12,NOR 41,9,13,Pierre Thomas left tackle for 3 yards (tackle by Gerald Hodges and Xavier Rhodes),0.980,0.690
3,5:47,3,9,NOR 44,9,13,"Drew Brees for no gain. Drew Brees fumbles, recovered by Drew Brees at NOR-26",0.690,-1.630
3,5:11,4,27,NOR 26,9,13,"Thomas Morstead punts 54 yards, returned by Marcus Sherels for 27 yards (tackle by Thomas Morstead). Penalty on Josh Robinson: Illegal Block Above the Waist, 10 yards",-1.630,0.380
3,5:01,1,10,MIN 10,9,13,Matt Asiata right end for 1 yard (tackle by Curtis Lofton),-0.380,-0.710
3,4:24,2,9,MIN 11,9,13,Teddy Bridgewater pass complete deep left to Greg Jennings for 30 yards (tackle by Jairus Byrd),-0.710,1.660
3,3:53,1,10,MIN 41,9,13,Teddy Bridgewater pass incomplete deep right intended for Greg Jennings,1.660,1.120
3,3:46,2,10,MIN 41,9,13,Matt Asiata right tackle for 5 yards (tackle by Kenny Vaccaro),1.120,1.090
3,3:04,3,5,MIN 46,9,13,Teddy Bridgewater pass incomplete short right intended for Greg Jennings (defended by Keenan Lewis),1.090,-0.320
3,2:57,4,5,MIN 46,9,13,"Jeff Locke punts 44 yards, fair catch by Jairus Byrd",-0.320,0.380
3,2:50,1,10,NOR 10,9,13,Drew Brees pass complete short left to Josh Hill for 14 yards (tackle by Chad Greenway and Robert Blanton),-0.380,0.540
3,2:13,1,10,NOR 24,9,13,Khiry Robinson right guard for 4 yards (tackle by Linval Joseph),0.540,0.540
3,1:40,2,6,NOR 28,9,13,Drew Brees pass complete short right to Marques Colston for 7 yards (tackle by Josh Robinson and Anthony Barr),0.540,1.270
3,1:03,1,10,NOR 35,9,13,"Drew Brees pass incomplete short left intended for Jimmy Graham. Penalty on Terron Armstead: Offensive Holding, 10 yards (no play)",1.270,0.610
3,0:58,1,20,NOR 25,9,13,Drew Brees pass complete short right to Pierre Thomas for 7 yards (tackle by Everson Griffen),0.610,0.320
3,0:20,2,13,NOR 32,9,13,Drew Brees pass incomplete short left intended for Brandin Cooks,0.320,-0.360
3,0:14,3,13,NOR 32,9,13,"Drew Brees sacked by Captain Munnerlyn and Robert Blanton for -9 yards. Penalty on Captain Munnerlyn: Unnecessary Roughness, 15 yards (no play)",-0.360,2.060
Quarter,Time,Down,ToGo,Location,MIN,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 47,9,13,Khiry Robinson right tackle for 3 yards (tackle by Sharrif Floyd),2.060,1.920
4,14:25,2,7,,9,13,Drew Brees pass incomplete short right intended for Kenny Stills (defended by Anthony Barr),1.920,1.220
4,14:17,3,7,,9,13,Drew Brees pass complete short right to Jimmy Graham for 10 yards (tackle by Harrison Smith and Brian Robison),1.220,2.920
4,13:42,1,10,MIN 40,9,13,Khiry Robinson right tackle for 3 yards (tackle by Everson Griffen),2.920,2.780
4,13:04,2,7,MIN 37,9,13,Drew Brees pass incomplete deep right intended for Jimmy Graham,2.780,2.080
4,12:59,3,7,MIN 37,9,13,Drew Brees pass complete short left to Brandin Cooks for 19 yards (tackle by Josh Robinson),2.080,4.370
4,12:28,1,10,MIN 18,9,19,"Drew Brees pass complete short middle to Marques Colston for 18 yards, touchdown",4.370,7.000
4,12:28,,,MIN 2,9,20,Shayne Graham kicks extra point good,0.000,0.000
4,12:28,,,NOR 35,9,20,"Thomas Morstead kicks off 73 yards, returned by Cordarrelle Patterson for 26 yards (tackle by Patrick Robinson)",0.000,-0.040
4,12:19,1,10,MIN 18,9,20,"Teddy Bridgewater right tackle for 5 yards (tackle by Kasim Edebali). Penalty on Vlad Ducasse: Offensive Holding, 9 yards (no play)",0.040,-0.720
4,11:58,1,19,MIN 9,9,20,Teddy Bridgewater pass complete short right to Cordarrelle Patterson for 17 yards (tackle by Ramon Humber),-0.720,0.680
4,11:24,2,2,MIN 26,9,20,Matt Asiata right guard for 1 yard (tackle by Ramon Humber),0.680,0.680
4,10:41,2,2,MIN 26,9,20,Timeout #1 by Minnesota Vikings,0.680,-0.020
4,10:41,3,1,MIN 27,9,20,Teddy Bridgewater pass complete short left to Cordarrelle Patterson for 2 yards (tackle by Keenan Lewis),-0.020,0.870
4,10:00,1,10,MIN 29,9,20,Teddy Bridgewater sacked by Cameron Jordan for -7 yards,0.870,-0.620
4,9:17,2,17,MIN 22,9,20,Teddy Bridgewater pass complete short middle to Greg Jennings for 15 yards (tackle by Corey White),-0.620,0.700
4,8:37,3,2,MIN 37,9,20,Teddy Bridgewater pass complete short middle to Jerick McKinnon for 7 yards (tackle by Ramon Humber),0.700,1.860
4,7:53,1,10,MIN 44,9,20,Teddy Bridgewater pass incomplete short right intended for Rhett Ellison (defended by Kenny Vaccaro),1.860,1.320
4,7:48,2,10,MIN 44,9,20,"Penalty on Vlad Ducasse: False Start, 5 yards (no play)",1.320,0.640
4,7:48,2,15,MIN 39,9,20,Teddy Bridgewater pass complete short left to Jerick McKinnon for 2 yards (tackle by Jairus Byrd),0.640,0.230
4,7:16,3,13,MIN 41,9,20,Teddy Bridgewater pass incomplete short left intended for Jerick McKinnon,0.230,-0.650
4,7:05,4,13,MIN 41,9,20,"Jeff Locke punts 43 yards, fair catch by Jairus Byrd",-0.650,0.140
4,6:58,1,10,NOR 16,9,20,Khiry Robinson right tackle for no gain (tackle by Gerald Hodges),-0.140,-0.660
4,6:15,2,10,NOR 16,9,20,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Harrison Smith),-0.660,-1.320
4,6:09,3,10,NOR 16,9,20,Drew Brees pass complete short right to Kenny Stills for 11 yards (tackle by Jabari Price),-1.320,0.740
4,5:32,1,10,NOR 27,9,20,Khiry Robinson left guard for 6 yards (tackle by Captain Munnerlyn),0.740,1.010
4,4:48,2,4,NOR 33,9,20,Khiry Robinson left end for 5 yards (tackle by Jasper Brinkley),1.010,1.470
4,4:11,1,10,NOR 38,9,20,Drew Brees pass complete short right to Kenny Stills for 6 yards (tackle by Captain Munnerlyn),1.470,1.730
4,4:07,2,4,NOR 44,9,20,Khiry Robinson left guard for 10 yards (tackle by Harrison Smith),1.730,2.520
4,3:21,1,10,MIN 46,9,20,Khiry Robinson right tackle for 1 yard (tackle by Gerald Hodges),2.520,2.110
4,2:36,2,9,MIN 45,9,20,Khiry Robinson left end for -2 yards (tackle by Gerald Hodges),2.110,2.110
4,2:30,2,9,MIN 45,9,20,Timeout #2 by Minnesota Vikings,2.110,1.160
4,2:29,3,11,MIN 47,9,20,Drew Brees pass complete short middle to Robert Meachem for 23 yards (tackle by Robert Blanton),1.160,3.970
4,2:00,1,10,MIN 24,9,20,Khiry Robinson right guard for 2 yards (tackle by Linval Joseph),3.970,3.970
4,1:55,1,10,MIN 24,9,20,Timeout #3 by Minnesota Vikings,3.970,3.700
4,1:55,2,8,MIN 22,9,20,Khiry Robinson right guard for 5 yards (tackle by Gerald Hodges),3.700,3.700
4,1:09,2,8,MIN 22,9,20,Timeout #1 by New Orleans Saints,3.700,3.750
4,1:09,3,3,MIN 17,9,20,"Penalty on Everson Griffen: Neutral Zone Infraction, 5 yards (no play)",3.750,4.780
4,1:09,1,10,MIN 12,9,20,Drew Brees kneels for -1 yards,4.780,3.940
4,0:36,2,11,MIN 13,9,20,Drew Brees kneels for -1 yards,3.940,3.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
