Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA
1,7:35,4,5,PIT 37,0,0,Matt Gay 56 yard field goal no good,0.790,-1.990
1,7:30,1,10,PIT 46,0,0,Mitchell Trubisky pass complete short right to Allen Robinson for 8 yards (tackle by Zaire Franklin),1.990,2.530
1,6:57,2,2,IND 46,0,0,Najee Harris left end for -1 yards (tackle by Tyquan Lewis),2.530,1.690
1,6:20,3,3,IND 47,0,0,Mitchell Trubisky pass complete short middle to Pat Freiermuth for 5 yards (tackle by Zaire Franklin),1.690,2.790
1,5:42,1,10,IND 42,0,0,Jaylen Warren up the middle for 4 yards (tackle by E.J. Speed),2.790,2.780
1,5:05,2,6,IND 38,0,0,Mitchell Trubisky pass incomplete short right intended for Jaylen Warren (defended by Zaire Franklin),2.780,2.080
1,5:02,3,6,IND 38,0,0,Mitchell Trubisky pass complete short middle to George Pickens for 15 yards (tackle by Jaylon Jones),2.080,4.040
1,4:22,1,10,IND 23,0,0,Najee Harris up the middle for 1 yard (tackle by DeForest Buckner and Kenny Moore),4.040,3.630
1,3:41,2,9,IND 22,0,0,Mitchell Trubisky pass complete short right to George Pickens for 15 yards (tackle by Rodney Thomas),3.630,5.600
1,3:01,1,7,IND 7,0,0,Jaylen Warren left end for 6 yards (tackle by E.J. Speed and Jaylon Jones),5.600,5.910
1,2:18,2,1,IND 1,0,0,Jaylen Warren right tackle for no gain (tackle by Grover Stewart and Kwity Paye),5.910,5.170
1,1:56,3,1,IND 1,0,0,Mitchell Trubisky up the middle for no gain (tackle by Samson Ebukam),5.170,3.550
1,1:13,4,1,IND 1,6,0,"Mitchell Trubisky for no gain. Mitchell Trubisky fumbles (forced by E.J. Speed), recovered by Najee Harris at IND-1 Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Mitchell Trubisky up the middle for 1 yard, touchdown",3.550,7.000
1,1:12,,,IND 15,6,0,Chris Boswell kicks extra point no good,0.000,-1.000
1,1:12,,,PIT 35,6,0,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
1,1:12,1,10,IND 25,6,0,Zack Moss left guard for 3 yards (tackle by Keeanu Benton and Larry Ogunjobi),0.610,0.470
1,0:34,2,7,IND 28,6,0,Gardner Minshew pass incomplete short middle intended for Michael Pittman,0.470,-0.230
1,0:27,3,7,IND 28,6,0,Gardner Minshew sacked by Larry Ogunjobi for -3 yards,-0.230,-1.700
Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,10,IND 25,6,0,"blocked by Connor Heyward (tackle by Nick Cross) Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",-1.700,0.000
2,14:53,1,10,IND 1,6,0,Najee Harris up the middle for -3 yards (tackle by Kwity Paye),0.000,5.340
2,14:11,2,4,IND 4,12,0,"Mitchell Trubisky pass complete short left to Diontae Johnson for 4 yards, touchdown",5.340,7.000
2,14:07,,,IND 15,13,0,Chris Boswell kicks extra point good,0.000,0.000
2,14:07,,,PIT 35,13,0,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,14:07,1,10,IND 25,13,0,Gardner Minshew pass incomplete short right intended for Alec Pierce (defended by Markus Golden),0.610,0.060
2,14:03,2,10,IND 25,13,0,Gardner Minshew pass complete short middle to Michael Pittman for 21 yards (tackle by Damontae Kazee),0.060,1.990
2,13:40,1,10,IND 46,13,0,Zack Moss up the middle for 5 yards (tackle by Elandon Roberts),1.990,2.130
2,13:09,2,5,PIT 49,13,0,Gardner Minshew pass incomplete deep left,2.130,1.420
2,13:03,3,5,PIT 49,13,0,Gardner Minshew pass complete deep right to Michael Pittman for 42 yards (tackle by Levi Wallace),1.420,5.600
2,12:34,1,7,PIT 7,13,0,Gardner Minshew sacked by T.J. Watt for -4 yards,5.600,4.020
2,11:51,2,11,PIT 11,13,0,"Penalty on Blake Freeland: False Start, 5 yards (accepted) (no play)",4.020,3.340
2,11:28,2,16,PIT 16,13,6,"Gardner Minshew pass complete short left to Zack Moss for 16 yards, touchdown",3.340,7.000
2,11:21,,,PIT 15,13,7,Matt Gay kicks extra point good,0.000,0.000
2,11:21,,,IND 35,13,7,"Penalty on Mykal Walker: Horse Collar Tackle, 15 yards (accepted) (no play)",0.000,0.000
2,11:21,,,IND 50,13,7,"Matt Gay kicks off 45 yards, returned by Godwin Igwebuike for 31 yards (tackle by Ameer Speed and Julius Brents)",0.000,1.330
2,11:15,1,10,PIT 36,13,7,Najee Harris right guard for 15 yards (tackle by Julius Brents and Eric Johnson),1.330,2.320
2,10:28,1,10,IND 49,13,7,"Mitchell Trubisky sacked by. Penalty on Jaylon Jones: Defensive Holding, 5 yards (accepted) (no play)",2.320,2.650
2,9:51,1,10,IND 44,13,7,"Jaylen Warren left end for 4 yards (tackle by Julian Blackmon). Penalty on Mason Cole: Offensive Holding, 10 yards (accepted)",2.650,2.260
2,9:40,1,16,IND 50,13,7,Mitchell Trubisky pass deep middle intended for George Pickens is intercepted by Nick Cross at IND-11 and returned for 18 yards (tackle by George Pickens and Pat Freiermuth),2.260,-0.870
2,9:26,1,10,IND 29,13,7,Tyler Goodson left end for 2 yards (tackle by Alex Highsmith),0.870,0.600
2,8:50,2,8,IND 31,13,7,"Gardner Minshew pass incomplete deep left intended for Michael Pittman (defended by Damontae Kazee). Penalty on Damontae Kazee: Disqualification / Defense, 15 yards (accepted) (no play)",0.600,1.990
2,8:42,1,10,IND 46,13,7,Gardner Minshew pass incomplete deep right intended for Alec Pierce (defended by Minkah Fitzpatrick),1.990,1.450
2,8:37,2,10,IND 46,13,7,Gardner Minshew pass complete short middle to Alec Pierce for 13 yards (tackle by Patrick Peterson),1.450,2.850
2,8:14,1,10,PIT 41,13,7,Gardner Minshew pass complete short right to Josh Downs for 5 yards (tackle by Trenton Thompson),2.850,2.980
2,7:50,2,5,PIT 36,13,7,Trey Sermon up the middle for 3 yards (tackle by Miles Killebrew),2.980,2.680
2,7:08,3,2,PIT 33,13,7,Gardner Minshew scrambles left end for 1 yard (tackle by Levi Wallace),2.680,1.310
2,6:22,4,1,PIT 32,13,7,Trey Sermon left end for 10 yards (tackle by Patrick Peterson),1.310,4.110
2,5:45,1,10,PIT 22,13,7,Tyler Goodson right end for 9 yards (tackle by Joey Porter and Patrick Peterson),4.110,5.060
2,5:01,2,1,PIT 13,13,7,Tyler Goodson up the middle for 4 yards (tackle by Trenton Thompson and Cameron Heyward),5.060,5.140
2,4:32,1,9,PIT 9,13,7,Tyler Goodson up the middle for 1 yard (tackle by Larry Ogunjobi),5.140,4.570
2,3:53,2,8,PIT 8,13,7,Gardner Minshew pass complete short right to Tyler Goodson for 7 yards (tackle by Elandon Roberts),4.570,5.170
2,3:31,3,1,PIT 1,13,7,Gardner Minshew pass incomplete short middle intended for Andrew Ogletree,5.170,3.550
2,3:27,4,1,PIT 1,13,7,Gardner Minshew pass incomplete short right intended for D.J. Montgomery,3.550,0.380
2,3:23,1,10,PIT 2,13,7,Najee Harris up the middle for 2 yards (tackle by Grover Stewart),-0.380,-0.630
2,2:39,2,8,PIT 4,13,7,Najee Harris right tackle for 4 yards (tackle by Nick Cross and Julius Brents),-0.630,-0.720
2,2:00,3,4,PIT 8,13,7,"Mitchell Trubisky pass complete deep right to Diontae Johnson for 18 yards. Penalty on Julius Brents: Defensive Pass Interference, 15 yards (declined)",-0.720,0.670
2,1:54,1,10,PIT 26,13,7,Jaylen Warren right tackle for 2 yards (tackle by E.J. Speed and Kwity Paye),0.670,0.400
2,1:31,2,8,PIT 28,13,7,Mitchell Trubisky pass complete short right to Allen Robinson for 5 yards (tackle by E.J. Speed),0.400,0.370
2,0:58,3,3,PIT 33,13,7,Mitchell Trubisky pass incomplete short middle intended for Pat Freiermuth,0.370,-1.180
2,0:54,4,3,PIT 33,13,7,"Pressley Harvin punts 55 yards, returned by Josh Downs for 14 yards (tackle by Miles Boykin)",-1.180,-0.670
2,0:44,1,10,IND 26,13,7,Gardner Minshew pass complete deep middle to D.J. Montgomery for 34 yards (tackle by Elandon Roberts),0.670,2.920
2,0:35,,,,,,Timeout #1 by Indianapolis Colts,,
2,0:35,1,10,PIT 40,13,7,"Gardner Minshew pass incomplete intended for Alec Pierce. Penalty on Joey Porter: Defensive Pass Interference, 26 yards (accepted) (no play)",2.920,4.650
2,0:30,1,10,PIT 14,13,7,Gardner Minshew pass incomplete short middle intended for Alec Pierce,4.650,4.000
2,0:27,2,10,PIT 14,13,13,"Gardner Minshew pass complete short middle to D.J. Montgomery for 14 yards, touchdown",4.000,7.000
2,0:22,,,PIT 15,13,14,Matt Gay kicks extra point good,0.000,0.000
2,0:22,,,IND 35,13,14,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
2,0:22,1,10,PIT 25,13,14,Mitchell Trubisky pass incomplete short left intended for Diontae Johnson,0.610,0.060
2,0:18,2,10,PIT 25,13,14,Mitchell Trubisky pass incomplete deep right intended for George Pickens,0.060,-0.620
2,0:13,3,10,PIT 25,13,14,Mitchell Trubisky pass complete short right to Jaylen Warren for 9 yards (tackle by Julian Blackmon),-0.620,-1.110
Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,13,14,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,IND 25,13,14,Tyler Goodson up the middle for 5 yards (tackle by Keeanu Benton),0.610,0.740
3,14:24,2,5,IND 30,13,14,Gardner Minshew pass complete short right to Tyler Goodson for 3 yards (tackle by Joey Porter),0.740,0.430
3,13:42,3,2,IND 33,13,14,Gardner Minshew pass incomplete short middle intended for D.J. Montgomery (defended by Mykal Walker),0.430,-1.180
3,13:36,4,2,IND 33,13,14,Rigoberto Sanchez punts 57 yards out of bounds,-1.180,0.380
3,13:28,1,10,PIT 10,13,14,"Najee Harris for no gain (tackle by E.J. Speed) IND challenged the runner was down by contact ruling, and the original play was overturned. Najee Harris right end for 2 yards. Najee Harris fumbles (forced by E.J. Speed), recovered by Julian Blackmon at PIT-18",-0.380,-4.370
3,13:22,1,10,PIT 18,13,20,"Gardner Minshew pass complete short right to Mo Alie-Cox for 18 yards, touchdown",4.370,7.000
3,13:16,,,PIT 15,13,21,Matt Gay kicks extra point good,0.000,0.000
3,13:16,,,IND 35,13,21,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
3,13:16,1,10,PIT 25,13,21,Mitchell Trubisky pass complete short middle to Pat Freiermuth for 5 yards (tackle by E.J. Speed),0.610,0.740
3,12:41,2,5,PIT 30,13,21,Jaylen Warren left end for no gain (tackle by E.J. Speed),0.740,0.040
3,11:59,3,5,PIT 30,13,21,Mitchell Trubisky sacked by and Dayo Odeyingbo for -7 yards and Samson Ebukam for -7 yards,0.040,-1.830
3,11:21,4,12,PIT 23,13,21,"Pressley Harvin punts 41 yards, returned by Josh Downs for 13 yards (tackle by Rodney Williams)",-1.830,-2.190
3,11:12,1,10,IND 49,13,21,Tyler Goodson right end for 31 yards (tackle by Trenton Thompson),2.190,4.240
3,10:38,1,10,PIT 20,13,21,Gardner Minshew pass complete short right to Mo Alie-Cox for 3 yards (tackle by Mykal Walker),4.240,4.120
3,9:56,2,7,PIT 17,13,21,Gardner Minshew pass incomplete deep right intended for Mo Alie-Cox (defended by Joey Porter),4.120,3.360
3,9:52,3,7,PIT 17,13,21,Gardner Minshew pass complete short middle to Kylen Granson for 6 yards (tackle by James Pierre),3.360,2.850
3,9:05,4,1,PIT 11,13,24,Matt Gay 29 yard field goal good,2.850,3.000
3,9:02,,,IND 35,13,24,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
3,9:02,1,10,PIT 25,13,24,"Mitchell Trubisky pass complete to Jaylen Warren for no gain. Penalty on Connor Heyward: Offensive Holding, 10 yards (accepted) (no play)",0.610,-0.410
3,8:35,1,20,PIT 15,13,24,Jaylen Warren up the middle for 9 yards (tackle by Zaire Franklin and Kenny Moore),-0.410,-0.070
3,7:57,2,11,PIT 24,13,24,"Mitchell Trubisky pass complete to Jaylen Warren for no gain. Penalty on James Daniels: Offensive Holding, 10 yards (accepted) (no play)",-0.070,-1.540
3,7:32,2,21,PIT 14,13,24,Jaylen Warren left guard for 2 yards (tackle by Dayo Odeyingbo and Grover Stewart),-1.540,-2.140
3,6:51,3,19,PIT 16,13,24,Mitchell Trubisky pass complete deep right to Diontae Johnson for 25 yards (tackle by Rodney Thomas),-2.140,1.660
3,6:08,1,10,PIT 41,13,24,Najee Harris right tackle for 7 yards (tackle by DeForest Buckner),1.660,2.070
3,5:29,2,3,PIT 48,13,24,Mitchell Trubisky pass complete deep right to George Pickens for 17 yards (tackle by Julius Brents),2.070,3.250
3,4:49,1,10,IND 35,13,24,Najee Harris up the middle for 4 yards (tackle by Taven Bryan and Dayo Odeyingbo),3.250,3.240
3,4:11,2,6,IND 31,13,24,Najee Harris up the middle for 2 yards (tackle by Jacob Martin and Kenny Moore),3.240,2.810
3,3:28,3,4,IND 29,13,24,"Mitchell Trubisky pass incomplete short right intended for Connor Heyward (defended by Zaire Franklin). Penalty on Dan Moore: Offensive Holding, 10 yards (accepted) (no play)",2.810,1.490
3,3:25,3,14,IND 39,13,24,Mitchell Trubisky pass incomplete deep left intended for George Pickens,1.490,0.660
3,3:21,4,14,IND 39,13,24,"Pressley Harvin punts 22 yards, fair catch by Josh Downs at IND-17",0.660,0.060
3,3:14,1,10,IND 17,13,24,Trey Sermon left guard for 4 yards (tackle by Cameron Heyward),-0.060,0.080
3,2:38,2,6,IND 21,13,24,Trey Sermon left end for 5 yards (tackle by Levi Wallace),0.080,-0.120
3,1:54,3,1,IND 26,13,24,Trey Sermon right tackle for 9 yards (tackle by Alex Highsmith),-0.120,1.270
3,1:14,1,10,IND 35,13,24,Trey Sermon right guard for 7 yards (tackle by Elandon Roberts),1.270,1.670
3,0:31,2,3,IND 42,13,24,Trey Sermon left end for 1 yard (tackle by Nick Herbig and Elandon Roberts),1.670,1.090
Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,IND 43,13,24,Trey Sermon up the middle for 19 yards (tackle by Trenton Thompson),1.090,3.050
4,14:19,1,10,PIT 38,13,24,Tyler Goodson up the middle for 1 yard (tackle by Mark Robinson),3.050,2.640
4,13:40,2,9,PIT 37,13,24,Tyler Goodson right tackle for 10 yards (tackle by Trenton Thompson),2.640,3.780
4,12:56,1,10,PIT 27,13,24,Trey Sermon up the middle for -1 yards (tackle by Cameron Heyward and Larry Ogunjobi),3.780,3.100
4,12:16,2,11,PIT 28,13,24,Trey Sermon right guard for 6 yards (tackle by Alex Highsmith),3.100,3.200
4,11:29,3,5,PIT 22,13,24,Trey Sermon up the middle for 5 yards (tackle by Elandon Roberts),3.200,4.440
4,10:47,1,10,PIT 17,13,24,Trey Sermon left guard for 2 yards (tackle by Nick Herbig),4.440,4.150
4,10:07,2,8,PIT 15,13,24,Tyler Goodson left tackle for 2 yards (tackle by Armon Watts),4.150,3.680
4,9:23,3,6,PIT 13,13,24,Gardner Minshew pass incomplete short left intended for Alec Pierce,3.680,2.590
4,9:20,4,6,PIT 13,13,27,Matt Gay 31 yard field goal good,2.590,3.000
4,9:17,,,IND 35,13,27,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
4,9:17,1,10,PIT 25,13,27,Najee Harris up the middle for no gain (tackle by Tyquan Lewis and Zaire Franklin),0.610,0.060
4,8:52,2,10,PIT 25,13,27,Mitchell Trubisky pass complete short left to Jaylen Warren for 11 yards (tackle by E.J. Speed and Zaire Franklin),0.060,1.330
4,8:27,1,10,PIT 36,13,27,Mitchell Trubisky pass complete short right to Allen Robinson for 6 yards (tackle by Kenny Moore),1.330,1.600
4,8:05,2,4,PIT 42,13,27,Mitchell Trubisky sacked by Dayo Odeyingbo for -8 yards,1.600,-0.160
4,7:20,3,12,PIT 34,13,27,"Penalty on Pat Freiermuth: False Start, 5 yards (accepted) (no play)",-0.160,-0.820
4,7:20,3,17,PIT 29,13,27,Mitchell Trubisky pass complete short right to Jaylen Warren for 7 yards (tackle by E.J. Speed),-0.820,-0.980
4,6:39,4,10,PIT 36,13,27,Mitchell Trubisky pass complete short left to Diontae Johnson for 15 yards (tackle by Jaylon Jones),-0.980,2.320
4,6:04,1,10,IND 49,13,27,Mitchell Trubisky pass deep middle intended for George Pickens is intercepted by Julian Blackmon at IND-30 and returned for 25 yards (tackle by Diontae Johnson),2.320,-2.590
4,5:57,1,10,PIT 45,13,27,Trey Sermon up the middle for 3 yards (tackle by Markus Golden),2.590,2.450
4,5:14,2,7,PIT 42,13,27,Trey Sermon right end for 8 yards (tackle by Elandon Roberts),2.450,3.310
4,4:26,1,10,PIT 34,13,27,Tyler Goodson up the middle for 3 yards (tackle by Cameron Heyward),3.310,3.180
4,3:41,2,7,PIT 31,13,27,Trey Sermon up the middle for 5 yards (tackle by Mark Robinson and Cameron Heyward),3.180,3.140
4,2:57,3,2,PIT 26,13,27,Trey Sermon up the middle for 1 yard (tackle by Elandon Roberts and Armon Watts),3.140,1.950
4,2:12,,,,,,Timeout #1 by Indianapolis Colts,,
4,2:12,4,1,PIT 25,13,27,Matt Gay 43 yard field goal no good,1.950,-1.140
4,2:08,1,10,PIT 33,13,27,Mason Rudolph pass complete short left to Jaylen Warren for -3 yards (tackle by DeForest Buckner),1.140,0.190
4,2:00,2,13,PIT 30,13,27,Mason Rudolph pass complete short left to Pat Freiermuth for 6 yards (tackle by Jaylon Jones),0.190,0.300
4,1:53,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,1:53,3,7,PIT 36,13,27,Mason Rudolph pass incomplete short right intended for Diontae Johnson,0.300,-0.980
4,1:48,4,7,PIT 36,13,27,Mason Rudolph sacked by Samson Ebukam for -11 yards,-0.980,-3.910
4,1:42,1,10,PIT 25,13,27,Gardner Minshew kneels for -1 yards,3.910,3.230
4,1:41,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,1:41,2,11,PIT 26,13,27,Tyler Goodson up the middle for 1 yard (tackle by Trenton Thompson and Markus Golden),3.230,2.680
4,1:36,,,,,,Timeout #3 by Pittsburgh Steelers,,
4,1:36,3,10,PIT 25,13,27,Trey Sermon left guard for 1 yard (tackle by Montravius Adams and Markus Golden),2.680,1.870
4,0:52,,,,,,Timeout #2 by Indianapolis Colts,,
4,0:52,4,9,PIT 24,13,30,Matt Gay 42 yard field goal good,1.870,3.000
4,0:48,,,IND 35,13,30,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
4,0:48,1,10,PIT 25,13,30,Jaylen Warren up the middle for 11 yards (tackle by Nick Cross and Cameron McGrone),0.610,1.330
4,0:22,1,10,PIT 36,13,30,Jaylen Warren up the middle for 2 yards (tackle by Cameron McGrone and Taven Bryan),1.330,1.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
