Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
1,0:12,1,10,SDG 30,0,0,Zack Crockett middle for 3 yards (tackle by Terrence Kiel and Carlos Polk),3.580,3.440
Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,SDG 27,0,0,"Aaron Brooks pass incomplete deep right intended for John Madsen. Penalty on Quentin Jammer: Defensive Pass Interfere, 24 yards (no play)",3.440,6.510
2,14:54,1,3,SDG 3,0,0,Zack Crockett right tackle for 2 yards (tackle by Jamal Williams),6.510,5.910
2,14:18,2,1,SDG 1,6,0,"ReShard Lee middle for 1 yard, touchdown",5.910,7.000
2,14:18,,,SDG 2,7,0,Sebastian Janikowski kicks extra point good,0.000,0.000
2,14:14,,,OAK 30,7,0,"Sebastian Janikowski kicks off 73 yards, returned by Antonio Cromartie for 91 yards (tackle by Stanford Routt)",0.000,4.780
2,14:02,1,10,OAK 12,7,0,LaDainian Tomlinson left tackle for 8 yards (tackle by Stuart Schweigert),4.780,5.600
2,13:32,2,2,OAK 4,7,6,"LaDainian Tomlinson left end for 4 yards, touchdown",5.600,7.000
2,13:32,,,OAK 2,7,7,Nate Kaeding kicks extra point good,0.000,0.000
2,13:27,,,SDG 30,7,7,"Nate Kaeding kicks off 34 yards, out of bounds",0.000,1.600
2,13:27,1,10,OAK 40,7,7,"Aaron Brooks for 2 yards (tackle by Shaun Phillips). Penalty on Zack Crockett: Offensive Holding, 10 yards (no play)",1.600,0.940
2,12:53,1,20,OAK 30,7,7,Aaron Brooks pass complete short right to Randal Williams for 8 yards (tackle by Shaun Phillips and Donnie Edwards),0.940,0.780
2,12:12,2,12,OAK 38,7,7,Aaron Brooks pass incomplete short right intended for Randy Moss,0.780,0.100
2,12:07,3,12,OAK 38,7,7,Aaron Brooks pass incomplete,0.100,-0.850
2,11:59,4,12,OAK 38,7,7,"Shane Lechler punts 40 yards, returned by Eric Parker for 7 yards (tackle by Robert Thomas)",-0.850,-0.870
2,11:49,1,10,SDG 29,7,7,Philip Rivers pass complete short middle to Antonio Gates for 6 yards (tackle by Michael Huff),0.870,1.140
2,11:10,2,4,SDG 35,7,7,LaDainian Tomlinson middle for no gain (tackle by Michael Huff),1.140,0.430
2,10:26,3,4,SDG 35,7,7,Philip Rivers pass incomplete short left intended for Antonio Gates (defended by Nnamdi Asomugha),0.430,-1.040
2,10:21,4,4,SDG 35,7,7,"Mike Scifres punts 45 yards, returned by Chris Carr for no gain",-1.040,-0.280
2,10:14,1,10,OAK 20,7,7,Justin Fargas right end for 6 yards (tackle by Quentin Jammer),0.280,0.540
2,9:39,2,4,OAK 26,7,7,Justin Fargas right tackle for -1 yards (tackle by Randall Godfrey),0.540,-0.300
2,8:57,3,5,OAK 25,7,7,Aaron Brooks pass complete short left to Randy Moss for 6 yards (tackle by Drayton Florence),-0.300,1.000
2,8:14,1,10,OAK 31,7,7,Justin Fargas right tackle for 4 yards (tackle by Randall Godfrey and Donnie Edwards),1.000,1.000
2,7:35,2,6,OAK 35,7,7,Aaron Brooks pass incomplete short right intended for John Madsen,1.000,0.300
2,7:30,,,,7,7,Timeout #1 by Oakland Raiders,0.000,0.300
2,7:30,3,6,OAK 35,7,7,Aaron Brooks pass complete short middle to Alvis Whitted for 10 yards (tackle by Terrence Kiel and Quentin Jammer),0.300,1.930
2,6:49,1,10,OAK 45,7,7,Aaron Brooks pass incomplete short right intended for Randy Moss (defended by Quentin Jammer),1.930,1.380
2,6:41,2,10,OAK 45,7,7,Justin Fargas left tackle for 5 yards (tackle by Donnie Edwards and Drayton Florence),1.380,1.360
2,5:55,,,,7,7,Timeout #2 by Oakland Raiders,0.000,1.360
2,5:55,3,5,SDG 50,7,7,Aaron Brooks middle for 4 yards (tackle by Igor Olshansky and Marques Harris),1.360,0.200
2,5:05,4,1,SDG 46,7,7,Zack Crockett middle for 2 yards (tackle by Donnie Edwards and Shaun Phillips),0.200,2.650
2,4:22,1,10,SDG 44,7,7,Aaron Brooks pass incomplete deep middle intended for John Madsen,2.650,2.110
2,4:15,2,10,SDG 44,7,7,Justin Fargas middle for 4 yards (tackle by Derreck Robinson and Randall Godfrey),2.110,1.950
2,3:34,3,6,SDG 40,7,7,Aaron Brooks pass incomplete short middle intended for Randy Moss (defended by Quentin Jammer),1.950,0.590
2,3:28,4,6,SDG 40,7,7,"Shane Lechler punts 40 yards, touchback",0.590,-0.280
2,3:20,1,10,SDG 20,7,7,Philip Rivers pass incomplete short left intended for Antonio Gates,0.280,-0.270
2,3:14,2,10,SDG 20,7,7,LaDainian Tomlinson middle for 2 yards (tackle by Warren Sapp),-0.270,-0.690
2,2:28,3,8,SDG 22,7,7,Philip Rivers middle for 5 yards (tackle by Kirk Morrison),-0.690,-1.570
2,2:00,4,3,SDG 27,7,7,"Mike Scifres punts 54 yards, fair catch by Chris Carr. Penalty on Clinton Hart: Ineligible Downfield Kic, 5 yards (no play)",-1.570,-1.900
2,1:43,4,8,SDG 22,7,7,"Mike Scifres punts 40 yards, muffed catch by Chris Carr, recovered by Chris Carr and returned for no gain. Penalty on Chris Carr: Invalid Fair Catch Signa, 5 yards",-1.900,-1.140
2,1:43,1,10,OAK 33,7,7,Aaron Brooks right end for 5 yards (tackle by Drayton Florence),1.140,1.270
2,1:43,2,5,OAK 38,7,7,Aaron Brooks pass complete short right to Ronald Curry for 8 yards,1.270,1.990
2,1:19,1,10,OAK 46,7,7,Aaron Brooks middle for 9 yards (tackle by Donnie Edwards and Shaun Phillips),1.990,2.670
2,0:53,2,1,SDG 45,7,7,"Aaron Brooks pass complete short right to Ronald Curry for 13 yards (tackle by Quentin Jammer). Penalty on Ronald Curry: Illegal Shift, 5 yards (no play)",2.670,1.990
2,0:48,2,6,SDG 50,7,7,Aaron Brooks sacked by Shaun Phillips for -5 yards,1.990,0.630
2,0:34,,,,7,7,Timeout #3 by Oakland Raiders,0.000,0.630
2,0:34,3,11,OAK 45,7,7,Aaron Brooks pass incomplete deep middle intended for Randy Moss (defended by Bhawoh Jue). Penalty on Corey Hulsey: Offensive Holding (Declined),0.630,-0.390
2,0:27,4,11,OAK 45,7,7,"Shane Lechler punts 43 yards, returned by Eric Parker for 11 yards (tackle by Stanford Routt)",-0.390,-0.480
2,0:16,1,10,SDG 23,7,7,Philip Rivers kneels for -1 yards,0.480,-0.200
Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,7,7,"Sebastian Janikowski kicks off 71 yards, returned by Antonio Cromartie for 22 yards (tackle by Robert Thomas)",0.000,0.340
3,14:55,1,10,SDG 21,7,7,"LaDainian Tomlinson left end for no gain (tackle by Fabian Washington). Penalty on Antonio Gates: Illegal Motion, 5 yards (no play)",0.340,-0.220
3,14:32,1,15,SDG 16,7,7,LaDainian Tomlinson left end for 7 yards (tackle by Thomas Howard),-0.220,0.070
3,14:01,2,8,SDG 23,7,7,"Philip Rivers pass complete short right to LaDainian Tomlinson for no gain. Penalty on Lorenzo Neal: Offensive Holding, 10 yards (no play)",0.070,-1.350
3,13:28,2,18,SDG 13,7,7,Philip Rivers pass complete deep left to Antonio Gates for 27 yards (tackle by Michael Huff),-1.350,1.600
3,12:42,1,10,SDG 40,7,7,Philip Rivers pass complete short middle to Vincent Jackson for 11 yards (tackle by Stuart Schweigert),1.600,2.320
3,12:07,1,10,OAK 49,7,7,Philip Rivers pass incomplete short right intended for LaDainian Tomlinson,2.320,1.780
3,12:03,2,10,OAK 49,7,7,LaDainian Tomlinson left tackle for 2 yards (tackle by Kirk Morrison),1.780,1.360
3,11:22,3,8,OAK 47,7,7,Philip Rivers pass complete short left to Eric Parker for 10 yards (tackle by Tyrone Poole),1.360,3.120
3,10:42,1,10,OAK 37,7,7,LaDainian Tomlinson left end for 2 yards (tackle by Thomas Howard),3.120,2.840
3,10:13,2,8,OAK 35,7,7,Andrew Pinnock middle for 2 yards (tackle by Terdell Sands),2.840,2.410
3,9:28,3,6,OAK 33,7,7,Philip Rivers pass incomplete short right intended for Antonio Gates,2.410,1.160
3,9:22,4,6,OAK 33,7,7,Philip Rivers pass incomplete short middle intended for Vincent Jackson,1.160,-1.140
3,9:19,1,10,OAK 33,7,7,Zack Crockett middle for 2 yards (tackle by Donnie Edwards and Carlos Polk),1.140,0.860
3,8:43,2,8,OAK 35,7,7,Aaron Brooks pass complete short left to Randy Moss for 6 yards (tackle by Randall Godfrey and Drayton Florence),0.860,0.960
3,8:05,3,2,OAK 41,7,7,Aaron Brooks pass complete deep left to John Madsen for 57 yards,0.960,6.740
,,,,,,,"SDG challenged the ruling, and the original play was overturned.",,
3,7:44,1,2,SDG 2,13,7,"Aaron Brooks pass complete short right to John Madsen for 2 yards, touchdown",6.740,7.000
3,7:44,,,SDG 2,14,7,Sebastian Janikowski kicks extra point good,0.000,0.000
3,7:40,,,OAK 30,14,7,"Sebastian Janikowski kicks off 72 yards, returned by Antonio Cromartie for 17 yards (tackle by Stuart Schweigert)",0.000,-0.220
3,7:35,1,10,SDG 15,14,7,Philip Rivers pass complete short right to Vincent Jackson for 8 yards,-0.220,0.480
3,7:10,2,2,SDG 23,14,7,LaDainian Tomlinson left tackle for 3 yards (tackle by Kirk Morrison and Tyler Brayton),0.480,0.670
3,6:28,1,10,SDG 26,14,7,Philip Rivers pass incomplete short left intended for Vincent Jackson,0.670,0.130
3,6:23,2,10,SDG 26,14,7,Philip Rivers pass complete short left to Antonio Gates for 11 yards (tackle by Michael Huff),0.130,1.400
3,5:56,1,10,SDG 37,14,7,LaDainian Tomlinson left end for 3 yards (tackle by Thomas Howard),1.400,1.260
3,5:21,2,7,SDG 40,14,7,Philip Rivers pass complete short middle to Antonio Gates for 4 yards (tackle by Thomas Howard and Kirk Morrison),1.260,1.090
3,4:35,3,3,SDG 44,14,7,"Philip Rivers pass incomplete short right intended for Antonio Gates. Penalty on Stanford Routt: Defensive Pass Interfere, 6 yards (no play)",1.090,2.260
3,4:30,1,10,SDG 50,14,7,Philip Rivers pass incomplete deep right intended for Malcom Floyd (defended by Fabian Washington),2.260,1.710
3,4:24,2,10,SDG 50,14,7,Philip Rivers pass incomplete short right intended for LaDainian Tomlinson,1.710,1.030
3,4:20,3,10,SDG 50,14,7,Philip Rivers pass incomplete short middle intended for Malcom Floyd (defended by Stuart Schweigert),1.030,-0.060
3,4:13,4,10,SDG 50,14,7,"Mike Scifres punts 33 yards, fair catch by Chris Carr",-0.060,0.060
3,4:07,1,10,OAK 17,14,7,Justin Fargas right tackle for 2 yards (tackle by Jamal Williams),-0.060,-0.250
3,3:33,2,8,OAK 19,14,7,Justin Fargas left end for -2 yards (tackle by Randall Godfrey and Terrence Kiel),-0.250,-1.250
3,2:51,3,10,OAK 17,14,7,Aaron Brooks pass complete short middle to Ronald Curry for 3 yards (tackle by Shaun Phillips),-1.250,-2.030
3,2:12,4,7,OAK 20,14,7,"Shane Lechler punts 59 yards, returned by Eric Parker for 10 yards (tackle by Kirk Morrison)",-2.030,-1.000
3,2:02,1,10,SDG 31,14,7,Philip Rivers pass incomplete short left intended for Antonio Gates,1.000,0.460
3,1:56,2,10,SDG 31,14,7,Philip Rivers pass complete short middle to LaDainian Tomlinson for 5 yards (tackle by Kirk Morrison),0.460,0.430
3,1:10,3,5,SDG 36,14,7,Philip Rivers pass incomplete short left intended for Vincent Jackson is intercepted by Nnamdi Asomugha at SDG-44 and returned for 10 yards,0.430,-3.310
3,1:03,1,10,SDG 34,14,7,Aaron Brooks pass complete short middle to Randy Moss for 14 yards (tackle by Randall Godfrey),3.310,4.240
3,0:24,1,10,SDG 20,14,7,"Justin Fargas right tackle for no gain (tackle by Donnie Edwards). Penalty on Randy Moss: Illegal Motion, 5 yards (no play)",4.240,3.910
Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,15,SDG 25,14,7,Aaron Brooks sacked by Shaun Phillips and Ryon Bingham for -5 yards,3.910,2.340
4,14:27,2,20,SDG 30,14,7,Aaron Brooks pass complete short left to ReShard Lee for 5 yards (tackle by Carlos Polk),2.340,2.340
4,13:37,,,,14,7,Timeout #1 by Oakland Raiders,0.000,2.340
4,13:37,3,15,SDG 25,14,7,Aaron Brooks pass incomplete short right intended for John Madsen is intercepted by Quentin Jammer at SDG-17 and returned for 35 yards,2.340,-2.390
,,,,,,,"OAK challenged the ruling, and the play was upheld.",,
4,13:26,1,10,OAK 48,14,7,LaDainian Tomlinson left tackle for 1 yard (tackle by Tyler Brayton),2.390,1.980
4,12:47,2,9,OAK 47,14,7,Philip Rivers pass incomplete short right intended for LaDainian Tomlinson,1.980,1.290
4,12:39,3,9,OAK 47,14,7,Philip Rivers pass complete short left to Eric Parker for 7 yards (tackle by Stuart Schweigert),1.290,0.590
4,11:53,,,,14,7,Timeout #1 by San Diego Chargers,0.000,0.590
4,11:53,4,2,OAK 40,14,7,"Philip Rivers pass complete short middle to Vincent Jackson for 13 yards. Penalty on Vincent Jackson: Illegal Forward Pass, 5 yards",0.590,3.450
4,11:25,1,10,OAK 32,14,7,LaDainian Tomlinson right tackle for 2 yards (tackle by Tommy Kelly),3.450,3.170
4,10:45,,,,14,7,Timeout #2 by San Diego Chargers,0.000,3.170
4,10:45,2,8,OAK 30,14,7,Philip Rivers pass incomplete short left intended for Antonio Gates,3.170,2.480
4,10:40,3,8,OAK 30,14,7,"Philip Rivers pass incomplete short right intended for Vincent Jackson. Penalty on Fabian Washington: Defensive Pass Interfere, 5 yards (no play)",2.480,3.910
4,10:34,1,10,OAK 25,14,7,LaDainian Tomlinson left end for 6 yards (tackle by Nnamdi Asomugha),3.910,4.200
4,9:52,2,4,OAK 19,14,13,"LaDainian Tomlinson pass complete deep right to Antonio Gates for 19 yards, touchdown",4.200,7.000
4,9:52,,,OAK 2,14,14,Nate Kaeding kicks extra point good,0.000,0.000
4,9:46,,,SDG 30,14,14,"Nate Kaeding kicks off 64 yards, returned by Chris Carr for 34 yards (tackle by Nate Kaeding)",0.000,1.600
4,9:39,1,10,OAK 40,14,14,Justin Fargas middle for no gain (tackle by Randall Godfrey and Donnie Edwards),1.600,1.050
4,8:55,2,10,OAK 40,14,14,"Aaron Brooks pass complete short left to John Madsen for 5 yards (tackle by Randall Godfrey). Penalty on Jake Grove: Face Mask (15 Yards), 15 yards (no play)",1.050,-0.970
4,8:55,2,25,OAK 25,14,14,Aaron Brooks pass complete short right to Randal Williams for 5 yards (tackle by Jacques Cesaire),-0.970,-0.960
4,8:55,3,20,OAK 30,14,14,Aaron Brooks sacked by Marques Harris for -3 yards,-0.960,-1.570
4,8:55,4,23,OAK 27,14,14,"Shane Lechler punts 40 yards, fair catch by Eric Parker",-1.570,-1.140
4,6:54,1,10,SDG 33,14,14,LaDainian Tomlinson right end for 44 yards (tackle by Fabian Washington),1.140,4.040
4,6:23,,,,14,14,Timeout #3 by San Diego Chargers,0.000,4.040
4,6:23,1,10,OAK 23,14,14,LaDainian Tomlinson left tackle for 1 yard (tackle by Tommy Kelly),4.040,3.630
4,5:45,2,9,OAK 22,14,14,Philip Rivers pass complete short left to Lorenzo Neal for 6 yards (tackle by Sam Williams and Warren Sapp),3.630,3.850
4,4:59,3,3,OAK 16,14,14,Philip Rivers pass complete short right to Eric Parker for 4 yards (tackle by Stanford Routt),3.850,4.780
4,4:28,,,,14,14,Timeout #3 by Oakland Raiders,0.000,4.780
4,4:28,1,10,OAK 12,14,14,LaDainian Tomlinson left tackle for 2 yards (tackle by Tyler Brayton and Warren Sapp),4.780,4.450
4,3:45,2,8,OAK 10,14,20,"LaDainian Tomlinson left end for 10 yards, touchdown",4.450,7.000
4,3:45,,,OAK 2,14,21,Nate Kaeding kicks extra point good,0.000,0.000
4,3:39,,,SDG 30,14,21,"Nate Kaeding kicks off 71 yards, returned by Chris Carr for 44 yards (tackle by Steve Gregory)",0.000,1.800
4,3:32,1,10,OAK 43,14,21,Aaron Brooks pass incomplete short right intended for Randy Moss,1.800,1.250
4,3:25,2,10,OAK 43,14,21,Aaron Brooks sacked by Jacques Cesaire and Derreck Robinson for -8 yards,1.250,-0.490
4,2:41,3,18,OAK 35,14,21,"Penalty on Aaron Brooks: Delay of Game, 5 yards (no play)",-0.490,-1.150
4,2:40,3,23,OAK 30,14,21,Aaron Brooks pass complete short right to John Madsen for 10 yards (tackle by Matt Wilhelm),-1.150,-0.720
4,2:00,4,13,OAK 40,14,21,Aaron Brooks pass incomplete deep left intended for Ronald Curry is intercepted by Drayton Florence at SDG-31 and returned for -2 yards,-0.720,-0.870
4,1:48,1,10,SDG 29,14,21,Philip Rivers kneels for -3 yards,0.870,-0.080
4,0:59,2,13,SDG 26,14,21,Philip Rivers kneels for -1 yards,-0.080,-0.890
4,0:28,3,14,SDG 25,14,21,Philip Rivers kneels for -1 yards,-0.890,-1.770
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
