Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Tyrann Mathieu,KAN,1,13,7,53.8%,57,8.1,4.4,0,33.2,5.4,23,34,4,0,0,0.0,0,8,1,11.1%
Daniel Sorensen,KAN,1,9,6,66.7%,72,12.0,8.0,0,51.4,7.1,39,33,1,0,0,0.0,0,8,0,0.0%
Ben Niemann,KAN,0,3,3,100.0%,27,9.0,9.0,0,104.2,2.7,8,19,1,0,0,0.0,0,4,1,20.0%
Charvarius Ward,KAN,0,6,2,33.3%,50,25.0,8.3,0,64.6,18.7,48,2,0,0,0,0.0,0,2,0,0.0%
Reggie Ragland,KAN,0,2,2,100.0%,22,11.0,11.0,0,112.5,9.0,18,4,1,0,0,0.0,0,3,0,0.0%
Anthony Hitchens,KAN,0,2,2,100.0%,15,7.5,7.5,0,97.9,5.0,10,5,3,0,0,0.0,0,10,0,0.0%
Tanoh Kpassagnon,KAN,0,1,1,100.0%,37,37.0,37.0,0,118.7,4.0,4,33,0,2,0,0.0,2,2,0,0.0%
Bashaud Breeland,KAN,0,2,1,50.0%,30,30.0,15.0,0,95.8,11.5,4,26,0,0,0,0.0,0,5,0,0.0%
Damien Wilson,KAN,0,1,1,100.0%,7,7.0,7.0,1,135.4,6.0,6,1,3,0,0,0.0,0,6,1,14.3%
Juan Thornhill,KAN,0,4,1,25.0%,11,11.0,2.8,0,39.6,11.8,-4,15,0,0,0,0.0,0,3,0,0.0%
Rashad Fenton,KAN,1,2,1,50.0%,7,7.0,3.5,0,18.7,28.5,7,0,1,0,0,0.0,0,3,0,0.0%
Frank Clark,KAN,0,0,0,,,,,,,,,,1,4,2,1.0,7,5,0,0.0%
Joey Ivie,KAN,0,0,0,,,,,,,,,,0,1,1,0.0,2,0,0,
Mike Pennel,KAN,0,0,0,,,,,,,,,,0,0,1,1.0,2,3,0,0.0%
Chris Jones,KAN,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Jordan Lucas,KAN,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,2,66.7%
Morris Claiborne,KAN,0,1,0,0.0%,,,0.0,,39.6,-6.0,,,0,0,0,0.0,0,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Jaylen Watkins,LAC,0,7,6,85.7%,44,7.3,6.3,0,92.9,3.3,23,21,0,0,0,0.0,0,11,1,8.3%
Thomas Davis,LAC,0,8,4,50.0%,26,6.5,3.3,0,57.3,4.0,7,19,1,0,0,0.0,0,12,3,20.0%
Jatavis Brown,LAC,0,4,3,75.0%,29,9.7,7.3,0,94.8,3.3,10,19,1,0,0,0.0,0,3,1,25.0%
Michael Davis,LAC,0,8,3,37.5%,45,15.0,5.6,1,96.4,16.8,30,15,0,0,0,0.0,0,1,3,75.0%
Casey Hayward,LAC,0,1,1,100.0%,16,16.0,16.0,0,118.7,16.0,16,0,0,0,0,0.0,0,1,0,0.0%
Denzel Perryman,LAC,0,1,1,100.0%,8,8.0,8.0,0,100.0,6.0,6,2,0,0,0,0.0,0,7,0,0.0%
Joey Bosa,LAC,0,0,0,,,,,,,,,,0,5,2,0.0,7,2,1,33.3%
Melvin Ingram,LAC,0,0,0,,,,,,,,,,0,3,1,1.0,5,5,0,0.0%
Uchenna Nwosu,LAC,0,0,0,,,,,,,,,,0,1,1,0.0,2,0,0,
Desmond King,LAC,0,1,0,0.0%,,,0.0,,39.6,7.0,,,0,0,0,0.0,0,0,0,
Rayshawn Jenkins,LAC,1,1,0,0.0%,,,0.0,,0.0,28.0,,,0,0,0,0.0,0,3,0,0.0%
