Quarter,Time,Down,ToGo,Location,NOR,DET,Detail,EPB,EPA
1,9:48,2,2,NOR 34,0,10,Aaron Brooks pass incomplete intended for Joe Horn,1.210,0.500
1,9:42,3,2,NOR 34,0,10,Aaron Brooks pass incomplete intended for Donte' Stallworth,0.500,-1.110
1,9:35,4,2,NOR 34,0,10,"Toby Gowin punts 39 yards, returned by Az-Zahir Hakim for 21 yards (tackle by Sedrick Hodge)",-1.110,-2.130
1,9:23,1,10,DET 48,0,10,"James Stewart right end for 1 yard (tackle by Sammy Knight). Penalty on Darren Howard: Defensive Offside, 5 yards (no play)",2.130,2.860
1,9:08,1,5,NOR 47,0,10,Cory Schlesinger right tackle for 2 yards (tackle by Sammy Knight),2.860,2.530
1,8:34,2,3,NOR 45,0,10,Joey Harrington pass complete to Bill Schroeder for 7 yards (tackle by Ken Irvin),2.530,3.050
1,8:11,1,10,NOR 38,0,10,James Stewart for 13 yards (tackle by Sammy Knight),3.050,3.910
1,7:44,1,10,NOR 25,0,10,James Stewart left tackle for 5 yards (tackle by Darrin Smith),3.910,4.040
1,7:06,2,5,NOR 20,0,10,Cory Schlesinger middle for 4 yards (tackle by Martin Chase),4.040,4.060
1,6:25,3,1,NOR 16,0,10,James Stewart middle for no gain (tackle by Charlie Clemons),4.060,2.530
1,6:25,4,1,NOR 16,0,13,Jason Hanson 34 yard field goal good,2.530,3.000
1,6:25,,,DET 30,0,13,"Jason Hanson kicks off 74 yards, returned by Michael Lewis for 25 yards (tackle by Jimmy Wyrick)",0.000,0.340
1,5:36,1,10,NOR 21,0,13,Deuce McAllister left end for 1 yard (tackle by Andre' Goodman),0.340,-0.070
1,4:55,2,9,NOR 22,0,13,Aaron Brooks pass incomplete intended for Joe Horn (defended by Chris Claiborne),-0.070,-0.760
1,4:50,3,9,NOR 22,0,13,Aaron Brooks right end for 12 yards (tackle by Corey Harris),-0.760,1.200
1,4:13,1,10,NOR 34,0,13,Deuce McAllister right end for 5 yards (tackle by Todd Lyght),1.200,1.330
1,3:44,2,5,NOR 39,0,13,Aaron Brooks pass incomplete intended for David Sloan (defended by Corey Harris),1.330,0.630
1,3:39,3,5,NOR 39,0,13,Aaron Brooks sacked by James Hall for -6 yards,0.630,-1.180
1,3:29,4,11,NOR 33,0,13,"Toby Gowin punts 46 yards, returned by Az-Zahir Hakim for 2 yards (tackle by Fakhir Brown)",-1.180,-0.480
1,3:20,1,10,DET 23,0,13,James Stewart left tackle for 3 yards (tackle by Grady Jackson),0.480,0.340
1,2:46,2,7,DET 26,0,13,Joey Harrington pass incomplete intended for Cory Schlesinger,0.340,-0.360
1,2:41,3,7,DET 26,0,13,Joey Harrington pass incomplete intended for Bill Schroeder,-0.360,-1.630
1,2:37,4,7,DET 26,0,13,"John Jett punts 52 yards, returned by Michael Lewis for 15 yards (tackle by Jeff Gooch)",-1.630,-1.400
1,2:26,1,10,NOR 37,0,13,Aaron Brooks pass complete to Jerome Pathon for 7 yards (tackle by Chris Cash and Chris Claiborne),1.400,1.800
1,1:49,2,3,NOR 44,0,13,Deuce McAllister middle for 3 yards (tackle by James Hall),1.800,2.060
1,1:08,1,10,NOR 47,0,13,Aaron Brooks pass incomplete intended for David Sloan,2.060,1.520
1,1:03,2,10,NOR 47,0,13,Aaron Brooks pass complete to Deuce McAllister for 1 yard (tackle by James Hall),1.520,0.960
1,0:19,3,9,NOR 48,0,13,Aaron Brooks sacked by Robert Porcher for -7 yards,0.960,-0.650
Quarter,Time,Down,ToGo,Location,NOR,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,16,NOR 41,0,13,"Toby Gowin punts 49 yards, returned by Az-Zahir Hakim for 6 yards (tackle by Travis Carroll)",-0.650,0.140
2,14:50,1,10,DET 16,0,13,Joey Harrington pass complete to James Stewart for -5 yards (tackle by Charlie Clemons),-0.140,-1.150
2,14:06,2,15,DET 11,0,13,Joey Harrington pass complete to Az-Zahir Hakim for 52 yards (tackle by Fakhir Brown),-1.150,3.120
2,13:21,1,10,NOR 37,0,13,James Stewart left end for 4 yards (tackle by Darrin Smith),3.120,3.110
2,12:36,2,6,NOR 33,0,13,Joey Harrington pass incomplete intended for Az-Zahir Hakim (defended by Fred Thomas),3.110,2.410
2,12:30,3,6,NOR 33,0,13,"Penalty on Darren Howard: Encroachment, 5 yards (no play)",2.410,3.070
2,12:30,3,1,NOR 28,0,13,Joey Harrington pass incomplete intended for Larry Foster (defended by Ken Irvin),3.070,1.720
2,12:24,3,1,NOR 28,,,Timeout #1 by Detroit Lions,3.070,1.720
2,12:24,4,1,NOR 28,0,13,Joey Harrington pass complete to Bill Schroeder for 5 yards (tackle by Fred Thomas),1.720,4.040
2,11:52,1,10,NOR 23,0,13,James Stewart left end for -8 yards (tackle by Darrin Smith and Darren Howard),4.040,2.420
2,11:07,2,18,NOR 31,0,13,Joey Harrington pass complete to Bill Schroeder for 10 yards (tackle by Fred Thomas),2.420,3.070
2,10:23,3,8,NOR 21,0,13,Joey Harrington pass complete to Bill Schroeder for 10 yards (tackle by Fakhir Brown),3.070,4.840
2,9:38,1,10,NOR 11,0,13,Joey Harrington pass incomplete intended for Scotty Anderson,4.840,4.140
2,9:30,2,10,NOR 11,0,13,Cory Schlesinger right tackle for 5 yards (tackle by Norman Hand and Charlie Clemons),4.140,4.210
2,8:48,2,10,NOR 11,,,Timeout #2 by Detroit Lions,4.140,4.210
2,8:48,3,5,NOR 6,0,13,Joey Harrington pass complete to James Stewart for -5 yards (tackle by Ken Irvin),4.210,2.700
2,8:07,4,10,NOR 11,0,13,"John Jett for no gain. John Jett fumbles, recovered by John Jett at NOR-19",2.700,-0.480
2,8:00,1,10,NOR 23,0,13,Aaron Brooks pass complete to Joe Horn for 22 yards (tackle by Barrett Green),0.480,1.930
2,7:23,1,10,NOR 45,0,13,Aaron Brooks pass complete to Donte' Stallworth for 1 yard (tackle by Chris Cash and Andre' Goodman),1.930,1.520
2,6:42,2,9,NOR 46,0,13,Aaron Brooks pass incomplete intended for Deuce McAllister (defended by James Hall),1.520,0.830
2,6:36,3,9,NOR 46,0,13,Aaron Brooks pass incomplete intended for Joe Horn (defended by Todd Lyght),0.830,-0.320
2,6:31,4,9,NOR 46,0,13,"Toby Gowin punts 34 yards, fair catch by Az-Zahir Hakim",-0.320,-0.280
2,6:23,1,10,DET 20,0,13,Richard Huntley right tackle for 2 yards (tackle by Charlie Clemons and Norman Hand),0.280,0.000
2,5:45,2,8,DET 22,0,13,Joey Harrington pass complete to Az-Zahir Hakim for 40 yards (tackle by Fred Thomas),0.000,3.050
2,4:58,1,10,NOR 38,0,19,"Joey Harrington pass complete to Bill Schroeder for 38 yards, touchdown",3.050,7.000
2,4:58,,,NOR 38,0,20,Jason Hanson kicks extra point good,0.000,0.000
2,4:58,,,DET 30,0,20,"Jason Hanson kicks off 73 yards, returned by Michael Lewis for 34 yards (tackle by Chris Cash). Penalty on Charles Grant: Offensive Holding, 9 yards",0.000,-0.380
2,4:45,1,10,NOR 9,0,20,Aaron Brooks pass incomplete intended for David Sloan (defended by Jeff Gooch),-0.380,-0.780
2,4:42,2,10,NOR 9,0,20,Aaron Brooks middle for 3 yards (tackle by Antwan Lake),-0.780,-1.070
2,4:01,3,7,NOR 12,0,20,Aaron Brooks pass complete to Jerome Pathon for 12 yards (tackle by Chris Cash),-1.070,0.540
2,3:26,1,10,NOR 24,0,20,"Aaron Brooks pass incomplete intended for David Sloan (defended by Jeff Gooch). Penalty on DET: Defensive 12 On-field, 5 yards (no play)",0.540,1.270
2,3:22,1,5,NOR 29,0,20,Aaron Brooks pass incomplete intended for Jerome Pathon (defended by Jeff Gooch),1.270,0.670
2,3:16,2,5,NOR 29,0,20,Aaron Brooks pass complete to Donte' Stallworth for 9 yards (tackle by Todd Lyght),0.670,1.470
2,2:45,1,10,NOR 38,0,20,Deuce McAllister left end for 22 yards,1.470,2.920
2,2:16,1,10,DET 40,0,20,Aaron Brooks pass complete to Joe Horn for 6 yards,2.920,3.180
2,2:00,2,4,DET 34,0,20,Deuce McAllister middle for 2 yards (tackle by Barrett Green),3.180,2.740
2,1:51,2,4,DET 34,,,Timeout #1 by New Orleans Saints,3.180,2.740
2,1:51,3,2,DET 32,0,20,Aaron Brooks pass complete to Joe Horn for 28 yards (tackle by Todd Lyght and Chris Cash),2.740,6.280
2,1:40,3,2,DET 32,,,Timeout #2 by New Orleans Saints,2.740,6.280
2,1:40,1,4,DET 4,0,20,Aaron Brooks pass incomplete intended for Jake Reed (defended by Andre' Goodman),6.280,5.340
2,1:37,2,4,DET 4,0,20,Aaron Brooks pass incomplete intended for Jerome Pathon,5.340,4.490
2,1:29,3,4,DET 4,6,20,"Aaron Brooks pass complete to Donte' Stallworth for 4 yards, touchdown",4.490,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:29,,,DET 4,7,20,John Carney kicks extra point good,0.000,0.000
2,1:29,,,NOR 30,7,20,"John Carney kicks off 63 yards, returned by Larry Foster for 17 yards (tackle by Roger Knight)",0.000,0.540
2,1:20,1,10,DET 24,7,20,Joey Harrington pass complete to Cory Schlesinger for 12 yards (tackle by Charlie Clemons and Sedrick Hodge),0.540,1.330
2,0:56,1,10,DET 36,7,20,Joey Harrington pass complete to Cory Schlesinger for 2 yards (tackle by Fred Thomas),1.330,1.060
2,0:52,2,8,DET 38,7,20,Joey Harrington pass complete to Bill Schroeder for 5 yards (tackle by Charlie Clemons),1.060,1.030
2,0:43,2,8,DET 38,,,Timeout #3 by Detroit Lions,1.060,1.030
2,0:43,3,3,DET 43,7,20,"Joey Harrington pass complete to Larry Foster for 16 yards (tackle by Michael Hawthorne). Penalty on Jeff Backus: Offensive Holding, 10 yards (no play)",1.030,-0.300
2,0:37,3,13,DET 33,7,20,James Stewart left tackle for -4 yards (tackle by Grady Jackson),-0.300,-1.440
2,0:30,3,13,DET 33,,,Timeout #3 by New Orleans Saints,-0.300,-1.440
2,0:30,4,17,DET 29,7,20,"John Jett punts 48 yards, returned by Michael Lewis for -3 yards (tackle by Corey Harris)",-1.440,-0.280
2,0:16,1,10,NOR 20,7,20,Aaron Brooks pass complete to Deuce McAllister for 10 yards (tackle by Chris Cash),0.280,0.940
Quarter,Time,Down,ToGo,Location,NOR,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,7,20,"Jason Hanson kicks off 67 yards, returned by Michael Lewis for 15 yards (tackle by Cory Schlesinger). Penalty on Lamont Hall: Offensive Holding, 9 yards",0.000,-0.380
3,14:55,1,10,NOR 9,7,20,Aaron Brooks pass complete to Deuce McAllister for 6 yards (tackle by Chris Cash),-0.380,-0.280
3,14:23,2,4,NOR 15,7,20,Aaron Brooks pass complete to Joe Horn for 5 yards (tackle by Chris Cash),-0.280,0.280
3,13:48,1,10,NOR 20,7,20,Aaron Brooks pass complete to Joe Horn for 17 yards (tackle by Chris Cash and Todd Lyght),0.280,1.400
3,13:09,1,10,NOR 37,7,20,Deuce McAllister middle for 4 yards (tackle by Luther Elliss),1.400,1.400
3,12:32,2,6,NOR 41,7,20,Deuce McAllister left tackle for 3 yards (tackle by Luther Elliss),1.400,1.090
3,11:49,3,3,NOR 44,7,20,Aaron Brooks pass complete to Jerome Pathon for 16 yards (tackle by Chris Cash),1.090,2.920
3,11:07,1,10,DET 40,7,20,Aaron Brooks pass incomplete intended for David Sloan,2.920,2.370
3,11:03,2,10,DET 40,7,20,Deuce McAllister left end for -3 yards (tackle by Kalimba Edwards and Kelvin Pritchett),2.370,1.290
3,10:18,2,10,DET 40,,,Timeout #1 by New Orleans Saints,2.370,1.290
3,10:18,3,13,DET 43,7,20,"Aaron Brooks pass incomplete intended for Joe Horn (defended by Todd Lyght). Penalty on Todd Lyght: Defensive Pass Interference, 15 yards (no play)",1.290,3.710
3,10:11,1,10,DET 28,7,20,Aaron Brooks pass incomplete intended for Joe Horn (defended by Corey Harris),3.710,3.170
3,10:06,1,10,DET 28,,,Timeout #2 by New Orleans Saints,3.710,3.170
3,10:06,2,10,DET 28,7,20,"Penalty on LeCharles Bentley: False Start, 5 yards (no play)",3.170,2.490
3,10:06,2,15,DET 33,7,20,Aaron Brooks pass incomplete intended for Deuce McAllister is intercepted by Corey Harris at DET-10 and returned for 49 yards,2.490,-2.850
3,9:51,1,10,NOR 41,7,20,Joey Harrington pass incomplete intended for Az-Zahir Hakim,2.850,2.310
3,9:46,2,10,NOR 41,7,20,Richard Huntley middle for 3 yards (tackle by Sedrick Hodge),2.310,2.020
3,9:02,3,7,NOR 38,7,20,Joey Harrington pass complete to Mikhael Ricks for 34 yards (tackle by Jay Bellamy),2.020,6.280
3,8:16,1,4,NOR 4,7,20,Richard Huntley left end for -1 yards (tackle by Darrin Smith),6.280,5.150
3,7:35,2,5,NOR 5,7,20,Joey Harrington pass incomplete intended for Scotty Anderson,5.150,4.260
3,7:31,2,5,NOR 5,,,Timeout #1 by Detroit Lions,5.150,4.260
3,7:31,3,5,NOR 5,7,20,Joey Harrington pass incomplete intended for Mikhael Ricks (defended by Sammy Knight),4.260,3.010
3,7:31,4,5,NOR 5,7,23,Jason Hanson 23 yard field goal good,3.010,3.000
3,7:31,,,DET 30,7,23,"Jason Hanson kicks off 62 yards, returned by Michael Lewis for 20 yards (tackle by Todd Lyght)",0.000,0.810
3,7:19,1,10,NOR 28,7,23,Aaron Brooks pass complete to Joe Horn for 9 yards (tackle by Chris Cash and Barrett Green),0.810,1.480
3,6:49,2,1,NOR 37,7,23,Aaron Brooks pass complete to Jerome Pathon for 15 yards (tackle by Andre' Goodman),1.480,2.390
3,6:15,1,10,DET 48,7,23,Aaron Brooks pass complete to Jerome Pathon for -1 yards (tackle by Andre' Goodman),2.390,1.710
3,5:43,2,11,DET 49,7,23,Aaron Brooks pass complete to Deuce McAllister for 6 yards (tackle by Chris Cash),1.710,1.820
3,5:04,3,5,DET 43,7,23,Aaron Brooks pass complete to Jake Reed for 16 yards (tackle by Chris Cash),1.820,3.780
3,4:27,1,10,DET 27,7,23,Deuce McAllister left tackle for 6 yards (tackle by Kalimba Edwards),3.780,4.040
3,3:50,2,4,DET 21,7,23,"Aaron Brooks pass incomplete intended for Joe Horn. Penalty on Andre' Goodman: Defensive Pass Interference, 9 yards (no play)",4.040,4.780
3,3:46,1,10,DET 12,13,23,"Deuce McAllister middle for 12 yards, touchdown",4.780,7.000
3,3:46,1,,DET 12,15,23,"Two Point Attempt: Aaron Brooks middle, conversion succeeds",1.000,1.000
3,3:46,,,NOR 30,15,23,"John Carney kicks off 63 yards, returned by Larry Foster for 33 yards (tackle by Steve Gleason)",0.000,1.600
3,3:31,1,10,DET 40,15,23,James Stewart right tackle for 2 yards (tackle by Charlie Clemons),1.600,1.320
3,2:55,2,8,DET 42,15,23,Joey Harrington pass incomplete intended for James Stewart (defended by Grady Jackson),1.320,0.630
3,2:49,3,8,DET 42,15,23,Joey Harrington pass complete to Cory Schlesinger for 11 yards (tackle by Sammy Knight),0.630,2.460
3,2:05,1,10,NOR 47,15,23,James Stewart right end for 10 yards (tackle by Darrin Smith),2.460,3.120
3,1:18,1,10,NOR 37,15,23,Joey Harrington pass incomplete intended for Scotty Anderson (defended by Ken Irvin),3.120,2.570
3,1:11,2,10,NOR 37,15,23,James Stewart left end for -3 yards (tackle by Ken Irvin),2.570,1.490
3,0:25,3,13,NOR 40,15,23,Joey Harrington pass incomplete intended for Az-Zahir Hakim,1.490,0.590
3,0:19,4,13,NOR 40,15,23,John Jett punts 39 yards,0.590,0.380
3,0:09,1,10,NOR 1,15,23,Aaron Brooks pass incomplete intended for Joe Horn,-0.380,-0.780
3,0:02,2,10,NOR 1,15,23,Aaron Brooks pass complete to David Sloan for 6 yards (tackle by Chris Claiborne),-0.780,-0.720
Quarter,Time,Down,ToGo,Location,NOR,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,NOR 7,15,23,Aaron Brooks pass incomplete intended for Joe Horn (defended by Robert Porcher),-0.720,-2.490
4,14:53,4,4,NOR 7,15,23,"Toby Gowin punts 34 yards, returned by Larry Foster for 4 yards (tackle by Kevin Houser)",-2.490,-3.120
4,14:45,1,10,NOR 37,15,23,Cory Schlesinger middle for 3 yards (tackle by Charles Grant and Martin Chase),3.120,2.980
4,14:06,2,7,NOR 34,15,23,James Stewart left end for no gain (tackle by Sedrick Hodge),2.980,2.280
4,13:22,3,7,NOR 34,15,23,Joey Harrington pass complete to Larry Foster for 12 yards (tackle by Fred Thomas),2.280,4.110
4,12:40,1,10,NOR 22,15,23,Cory Schlesinger middle for 2 yards (tackle by Darren Howard),4.110,3.830
4,11:59,2,8,NOR 20,15,23,Joey Harrington pass incomplete intended for Larry Foster,3.830,3.140
4,11:56,3,8,NOR 20,15,23,Joey Harrington pass incomplete intended for Scotty Anderson (defended by Fakhir Brown),3.140,2.120
4,11:56,4,8,NOR 20,15,26,Jason Hanson 38 yard field goal good,2.120,3.000
4,11:56,,,DET 30,15,26,"Jason Hanson kicks off 68 yards, returned by Michael Lewis for 25 yards (tackle by Jeff Gooch)",0.000,0.740
4,11:41,1,10,NOR 27,15,26,Aaron Brooks pass complete to Terrelle Smith for no gain,0.740,0.200
4,11:06,2,10,NOR 27,15,26,"Aaron Brooks pass incomplete intended for Joe Horn. Penalty on DET: Defensive Pass Interference, 5 yards (no play)",0.200,1.070
4,11:00,1,10,NOR 32,15,26,Aaron Brooks pass incomplete intended for Joe Horn,1.070,0.530
4,10:55,2,10,NOR 32,15,26,Aaron Brooks middle for 13 yards (tackle by Andre' Goodman),0.530,1.930
4,10:08,1,10,NOR 45,15,26,Aaron Brooks pass incomplete intended for Boo Williams is intercepted by Chris Claiborne at DET-36,1.930,-1.330
4,10:00,1,10,DET 36,15,26,James Stewart middle for 3 yards (tackle by Norman Hand),1.330,1.200
4,9:19,2,7,DET 39,15,26,James Stewart left end for -2 yards (tackle by Jay Bellamy),1.200,0.230
4,8:33,3,9,DET 37,15,26,Joey Harrington pass complete to Larry Foster for 10 yards (tackle by Fred Thomas),0.230,2.060
4,7:48,1,10,DET 47,15,26,James Stewart middle for 2 yards (tackle by Norman Hand),2.060,1.790
4,7:04,2,8,DET 49,15,26,James Stewart left end for -1 yards (tackle by Sedrick Hodge and Jay Bellamy),1.790,0.960
4,6:21,3,9,DET 48,15,26,Joey Harrington pass incomplete intended for Mikhael Ricks,0.960,-0.190
4,6:13,4,9,DET 48,15,26,"John Jett punts 42 yards, returned by Michael Lewis for 8 yards (tackle by Corey Harris)",-0.190,-0.040
4,6:03,1,10,NOR 18,15,26,Aaron Brooks pass complete to Deuce McAllister for 9 yards (tackle by Barrett Green),0.040,0.820
4,5:36,2,1,NOR 27,15,26,Aaron Brooks pass complete to Deuce McAllister for 10 yards (tackle by Chris Cash),0.820,1.400
4,5:09,1,10,NOR 37,15,26,Aaron Brooks left end for 21 yards (tackle by Barrett Green),1.400,2.790
4,4:59,1,10,DET 42,15,26,"Aaron Brooks pass complete to Deuce McAllister for 14 yards (tackle by Jeff Gooch). Penalty on NOR: Illegal Shift, 5 yards (no play)",2.790,2.460
4,4:54,1,15,DET 47,15,26,Aaron Brooks pass incomplete intended for Jake Reed,2.460,1.570
4,4:49,2,15,DET 47,15,26,Aaron Brooks pass complete to Jake Reed for 24 yards,1.570,4.040
4,4:22,1,10,DET 23,15,26,Aaron Brooks pass complete to Deuce McAllister for 17 yards,4.040,5.830
4,3:57,1,10,DET 23,,,Timeout #2 by Detroit Lions,4.040,5.830
4,3:57,1,6,DET 6,15,26,Aaron Brooks pass incomplete intended for David Sloan,5.830,4.950
4,3:52,2,6,DET 6,15,26,Aaron Brooks pass incomplete intended for Michael Lewis (defended by Todd Lyght),4.950,4.040
4,3:45,3,6,DET 6,21,26,"Aaron Brooks pass complete to Jerome Pathon for 6 yards, touchdown",4.040,7.000
4,3:45,3,,DET 6,21,26,"Two Point Attempt: Deuce McAllister left end, conversion fails",1.000,-1.000
4,3:41,3,6,DET 6,,,Timeout #3 by Detroit Lions,4.040,0.000
4,3:41,,,NOR 30,21,26,"John Carney kicks off 66 yards, returned by Desmond Howard for 15 yards (tackle by Travis Carroll)",0.000,0.150
4,3:34,1,10,DET 19,21,26,James Stewart right tackle for 1 yard (tackle by Charlie Clemons and Darrin Smith),0.150,-0.200
4,3:27,1,10,DET 19,,,Timeout #3 by New Orleans Saints,0.150,-0.200
4,3:27,2,9,DET 20,21,26,Joey Harrington pass complete to Larry Foster for 15 yards (tackle by Darrin Smith),-0.200,1.270
4,2:43,1,10,DET 35,21,26,Cory Schlesinger middle for 3 yards (tackle by Darren Howard),1.270,1.130
4,2:00,2,7,DET 38,21,26,James Stewart left tackle for 37 yards (tackle by Jay Bellamy),1.130,3.910
4,1:07,1,10,NOR 25,21,26,Joey Harrington kneels for -2 yards,3.910,3.090
4,0:34,2,12,NOR 27,21,26,Joey Harrington kneels for -1 yards,3.090,2.280
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
