#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,9:42,STL 38,4,1:51,62,Touchdown
2,1,6:32,DAL 44,4,1:58,44,Touchdown
3,1,3:47,DAL 17,4,1:51,17,Touchdown
4,1,0:55,DAL 34,4,1:38,-2,Missed FG
5,2,13:26,STL 13,3,1:22,-5,Punt
6,2,7:39,STL 20,11,5:52,46,Field Goal
7,2,0:12,STL 20,1,0:12,-1,End of Half
8,3,15:00,STL 19,4,2:18,10,Punt
9,3,9:33,STL 37,2,0:38,63,Touchdown
10,3,6:33,STL 27,4,2:34,6,Punt
11,3,2:14,STL 35,12,6:41,48,Field Goal
12,4,8:25,STL 49,6,3:52,21,Punt
13,4,1:50,STL 22,3,1:50,0,End of Game
