Quarter,Time,Down,ToGo,Location,DAL,STL,Detail,EPB,EPA
1,7:46,1,10,DAL 22,7,7,Brad Johnson pass incomplete deep right intended for Terrell Owens,0.410,-0.130
1,7:39,2,10,DAL 22,7,7,Marion Barber up the middle for 1 yard (tackle by Adam Carriker),-0.130,-0.690
1,7:05,3,9,DAL 23,7,7,"Brad Johnson for no gain. Brad Johnson fumbles, recovered by Brad Johnson at DAL-8",-0.690,-2.490
1,6:42,4,24,DAL 8,7,7,Sam Paulescu punts 36 yards,-2.490,-2.650
1,6:32,1,10,DAL 44,7,7,Marc Bulger pass complete deep right to Torry Holt for 19 yards (tackle by Ken Hamlin),2.650,3.910
1,6:08,1,10,DAL 25,7,7,Steven Jackson left end for 4 yards (tackle by Jason Hatcher),3.910,3.900
1,5:27,2,6,DAL 21,7,7,"Marc Bulger pass complete short middle to Donnie Avery for 21 yards. Penalty on Steven Jackson: Illegal Shift, 5 yards (no play)",3.900,3.230
1,5:20,2,11,DAL 26,7,7,Steven Jackson right tackle for 18 yards (tackle by Ken Hamlin),3.230,5.370
1,4:41,1,8,DAL 8,7,13,"Steven Jackson up the middle for 8 yards, touchdown",5.370,7.000
1,,,,DAL 2,7,14,Josh Brown kicks extra point good,0.000,0.000
1,,,,STL 30,7,14,"Josh Brown kicks off 75 yards, touchback",0.000,0.280
1,4:34,1,10,DAL 20,7,14,Marion Barber left guard for -1 yards (tackle by Chris Draft and James Hall),0.280,-0.460
1,3:57,2,11,DAL 19,7,14,Brad Johnson pass incomplete short left intended for Jason Witten is intercepted by Will Witherspoon at DAL-19 and returned for 2 yards (tackle by Marion Barber),-0.460,-4.440
1,3:47,1,10,DAL 17,7,14,Steven Jackson right end for 12 yards (tackle by Mike Jenkins),4.440,6.060
1,3:22,1,5,DAL 5,7,14,Steven Jackson up the middle for 1 yard (tackle by DeMarcus Ware),6.060,5.340
1,2:43,2,4,DAL 4,7,14,Steven Jackson left guard for 2 yards (tackle by Marcus R. Spears),5.340,4.950
1,2:06,3,2,DAL 2,7,14,"Marc Bulger pass incomplete short right intended for Daniel Fells. Penalty on Greg Ellis: Defensive Holding, 1 yards (no play)",4.950,6.970
1,2:00,1,1,DAL 1,7,20,"Steven Jackson right tackle for 1 yard, touchdown",6.970,7.000
1,,,,DAL 2,7,21,Josh Brown kicks extra point good,0.000,0.000
1,,,,STL 30,7,21,"Josh Brown kicks off 75 yards, touchback",0.000,0.280
1,1:56,1,10,DAL 20,7,21,Marion Barber right tackle for 1 yard (tackle by Adam Carriker),0.280,-0.130
1,1:21,2,9,DAL 21,7,21,Brad Johnson pass incomplete short left intended for Jason Witten,-0.130,-0.820
1,1:15,3,9,DAL 21,7,21,"Brad Johnson pass complete short middle to Marion Barber for 13 yards (tackle by Leonard Little). Marion Barber fumbles (forced by Leonard Little), recovered by Corey Chavous at DAL-34 (tackle by Marion Barber)",-0.820,-3.310
,,,,,,,"DAL challenged the fumble ruling, and the play was upheld.",,
1,0:55,1,10,DAL 34,7,21,Marc Bulger sacked by DeMarcus Ware for -1 yards,3.310,2.640
1,0:24,2,11,DAL 35,7,21,Steven Jackson left guard for 1 yard (tackle by Bradie James),2.640,2.080
Quarter,Time,Down,ToGo,Location,DAL,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,10,DAL 34,7,21,Marc Bulger sacked by Greg Ellis for -2 yards,2.080,0.880
2,14:24,4,12,DAL 36,7,21,Josh Brown 54 yard field goal no good,0.880,-1.860
2,14:17,1,10,DAL 44,7,21,Marion Barber left tackle for 2 yards (tackle by Clifton Ryan),1.860,1.590
2,13:43,2,8,DAL 46,7,21,Brad Johnson pass incomplete deep middle intended for Terrell Owens,1.590,0.890
2,13:38,3,8,DAL 46,7,21,Brad Johnson pass incomplete short right intended for Patrick Crayton,0.890,-0.320
2,13:33,4,8,DAL 46,7,21,Sam Paulescu punts 41 yards,-0.320,0.320
2,13:26,1,10,STL 13,7,21,Steven Jackson up the middle for 2 yards (tackle by Jason Hatcher),-0.320,-0.570
2,12:58,2,8,STL 15,7,21,"Steven Jackson right guard for 2 yards (tackle by Bobby Carpenter). Penalty on Nick Leckey: Offensive Holding, 7 yards (no play)",-0.570,-1.150
2,12:30,2,15,STL 8,7,21,Marc Bulger pass incomplete short right intended for Torry Holt,-1.150,-2.010
2,12:25,3,15,STL 8,7,21,Marc Bulger pass incomplete deep right intended for Donnie Avery,-2.010,-2.490
2,12:17,4,15,STL 8,7,21,"Donnie Jones punts 58 yards, returned by Patrick Crayton for 8 yards (tackle by Derek Stanley)",-2.490,-1.730
2,12:04,1,10,DAL 42,7,21,Brad Johnson pass complete short left to Deon Anderson for 6 yards (tackle by Fakhir Brown),1.730,2.000
2,11:31,2,4,DAL 48,7,21,"Penalty on Victor Adeyanju: Encroachment, 5 yards (no play)",2.000,2.460
2,11:10,1,10,STL 47,7,21,Marion Barber left end for 9 yards,2.460,3.130
2,10:34,2,1,STL 38,7,21,Marion Barber left end for 4 yards (tackle by Pisa Tinoisamoa),3.130,3.310
2,9:54,1,10,STL 34,7,21,Brad Johnson pass incomplete deep middle intended for Terrell Owens,3.310,2.770
2,9:46,2,10,STL 34,7,21,"Marion Barber up the middle for 2 yards (tackle by Chris Draft). Penalty on La'Roi Glover: Defensive Holding, 5 yards (no play)",2.770,3.640
2,9:27,1,10,STL 29,7,21,Brad Johnson pass incomplete deep right,3.640,3.100
2,9:20,2,10,STL 29,7,21,Marion Barber left end for no gain (tackle by Will Witherspoon),3.100,2.410
2,8:53,3,10,STL 29,7,21,"Brad Johnson pass complete short middle to Jason Witten for 24 yards. Penalty on Jason Witten: Illegal Motion, 5 yards (no play)",2.410,1.750
2,8:35,3,15,STL 34,7,21,Brad Johnson sacked by Leonard Little for -3 yards,1.750,0.790
2,7:53,4,18,STL 37,7,21,"Sam Paulescu punts 37 yards, touchback",0.790,-0.280
2,7:39,1,10,STL 20,7,21,Marc Bulger pass complete short right to Steven Jackson for 9 yards (tackle by Marcus R. Spears),0.280,0.950
2,7:05,2,1,STL 29,7,21,Steven Jackson left tackle for no gain (tackle by Marcus R. Spears),0.950,0.230
2,6:34,3,1,STL 29,7,21,"Steven Jackson right tackle for 8 yards. Penalty on Richie Incognito: Offensive Holding, 10 yards (no play)",0.230,-1.140
2,6:07,3,11,STL 19,7,21,Marc Bulger pass complete deep middle to Dante Hall for 20 yards (tackle by Ken Hamlin),-1.140,1.530
2,5:23,1,10,STL 39,7,21,Travis Minor left guard for 13 yards (tackle by Anthony Henry),1.530,2.390
2,4:46,1,10,DAL 48,7,21,Donnie Avery left end for 7 yards (tackle by Zach Thomas),2.390,2.790
2,4:06,2,3,DAL 41,7,21,Marc Bulger pass complete short right to Donnie Avery for 2 yards (tackle by Mike Jenkins),2.790,2.340
2,3:28,3,1,DAL 39,7,21,Steven Jackson right tackle for 2 yards (tackle by Zach Thomas),2.340,3.120
2,2:53,,,,7,21,Timeout #1 by St. Louis Rams,0.000,3.120
2,2:53,1,10,DAL 37,7,21,Marc Bulger up the middle for 1 yard (tackle by Greg Ellis),3.120,2.710
2,2:16,2,9,DAL 36,7,21,Steven Jackson up the middle for 6 yards (tackle by Mike Jenkins),2.710,2.810
2,2:00,3,3,DAL 30,7,21,Marc Bulger sacked by DeMarcus Ware for -4 yards,2.810,1.060
2,1:52,,,,7,21,Timeout #3 by Dallas Cowboys,0.000,1.060
2,1:52,4,7,DAL 34,7,24,Josh Brown 52 yard field goal good,1.060,3.000
2,,,,STL 30,7,24,Josh Brown kicks off 69 yards,0.000,1.600
2,1:47,1,10,DAL 40,7,24,Brad Johnson pass incomplete short middle intended for Patrick Crayton,1.600,1.050
2,1:42,2,10,DAL 40,7,24,Brad Johnson pass incomplete short right intended for Jason Witten (defended by Jason Craft),1.050,0.370
2,1:38,3,10,DAL 40,7,24,Brad Johnson pass complete short right to Jason Witten for 16 yards (tackle by Pisa Tinoisamoa),0.370,2.650
2,1:13,1,10,STL 44,7,24,Brad Johnson pass incomplete short right intended for Jason Witten,2.650,2.110
2,1:10,2,10,STL 44,7,24,Brad Johnson pass incomplete short left intended for Patrick Crayton (defended by Fakhir Brown),2.110,1.420
2,1:06,3,10,STL 44,7,24,Brad Johnson pass complete short right to Jason Witten for 2 yards (tackle by Ronald Bartell),1.420,0.460
2,0:23,4,8,STL 42,7,24,"Sam Paulescu punts 42 yards, touchback",0.460,-0.280
2,0:12,1,10,STL 20,7,24,Marc Bulger kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,DAL,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,7,24,"Nick Folk kicks off 67 yards, returned by Dante Hall for 16 yards (tackle by Keith Davis)",0.000,0.150
3,14:54,1,10,STL 19,7,24,Marc Bulger pass complete deep middle to Torry Holt for 20 yards (tackle by Zach Thomas),0.150,1.530
3,14:18,1,10,STL 39,7,24,Steven Jackson right tackle for 1 yard (tackle by Greg Ellis),1.530,1.120
3,13:37,2,9,STL 40,7,24,Marc Bulger sacked by Bradie James for -11 yards,1.120,-1.020
3,13:06,3,20,STL 29,7,24,Marc Bulger pass incomplete short right intended for Steven Jackson,-1.020,-1.440
3,12:58,4,20,STL 29,7,24,"Donnie Jones punts 48 yards, returned by Patrick Crayton for 33 yards (tackle by Todd Johnson)",-1.440,-2.650
3,12:42,1,10,STL 44,7,24,Patrick Crayton left end for 11 yards (tackle by Will Witherspoon),2.650,3.380
3,12:16,1,10,STL 33,7,24,Brad Johnson pass complete short left to Patrick Crayton for 6 yards (tackle by Fakhir Brown),3.380,3.650
3,11:37,2,4,STL 27,7,24,Marion Barber right guard for 3 yards (tackle by La'Roi Glover),3.650,3.340
3,11:06,3,1,STL 24,7,24,"Penalty on Flozell Adams: False Start, 5 yards (no play)",3.340,2.680
3,10:42,3,6,STL 29,7,24,Brad Johnson pass complete short right to Jason Witten for 5 yards (tackle by Quinton Culberson),2.680,2.020
3,10:04,4,1,STL 24,7,24,"Penalty on Martellus Bennett: False Start, 5 yards (no play)",2.020,1.520
3,9:38,4,6,STL 29,7,24,Nick Folk 46 yard field goal no good,1.520,-1.400
3,9:33,1,10,STL 37,7,24,Marc Bulger pass complete short right to Donnie Avery for 7 yards (tackle by Mike Jenkins),1.400,1.800
3,9:03,2,3,STL 44,7,30,"Steven Jackson right end for 56 yards, touchdown",1.800,7.000
3,,,,DAL 2,7,31,Josh Brown kicks extra point good,0.000,0.000
3,,,,STL 30,7,31,"Josh Brown kicks off 73 yards, returned by Miles Austin for 25 yards (tackle by Chris Chamberlain)",0.000,0.410
3,8:50,1,10,DAL 22,7,31,Brad Johnson pass complete short left to Jason Witten for 6 yards (tackle by O.J. Atogwe),0.410,0.680
3,8:19,2,4,DAL 28,7,31,Brad Johnson pass complete short right to Jason Witten for 15 yards (tackle by Will Witherspoon),0.680,1.800
3,7:57,1,10,DAL 43,7,31,Brad Johnson pass incomplete short right intended for Patrick Crayton,1.800,1.250
3,7:52,2,10,DAL 43,7,31,Brad Johnson sacked by James Hall and Leonard Little for -7 yards,1.250,-0.360
3,7:17,3,17,DAL 36,7,31,Brad Johnson sacked by James Hall for -7 yards,-0.360,-1.440
3,6:45,4,24,DAL 29,7,31,"Sam Paulescu punts 54 yards, returned by Dante Hall for 10 yards (tackle by Martellus Bennett)",-1.440,-0.740
3,6:33,1,10,STL 27,7,31,Steven Jackson right tackle for 16 yards (tackle by Ken Hamlin),0.740,1.800
3,6:09,1,10,STL 43,7,31,Travis Minor left tackle for -1 yards (tackle by DeMarcus Ware),1.800,1.120
3,5:27,2,11,STL 42,7,31,Marc Bulger pass complete short middle to Travis Minor for 1 yard (tackle by Bradie James),1.120,0.560
3,4:39,3,10,STL 43,7,31,Marc Bulger sacked by DeMarcus Ware for -10 yards,0.560,-1.180
3,4:10,4,20,STL 33,7,31,"Donnie Jones punts 46 yards, fair catch by Patrick Crayton",-1.180,-0.340
3,3:59,1,10,DAL 21,7,31,"Brad Johnson pass incomplete short middle intended for Terrell Owens. Penalty on Patrick Crayton: Offensive Pass Interference, 10 yards (no play)",0.340,-0.720
3,3:54,1,20,DAL 11,7,31,Brad Johnson pass complete short right to Miles Austin for 36 yards (tackle by Fakhir Brown),-0.720,2.060
3,3:23,1,10,DAL 47,7,31,Marion Barber up the middle for 15 yards (tackle by Ronald Bartell),2.060,3.050
3,3:04,1,10,STL 38,7,31,Brad Johnson pass complete short right to Jason Witten for no gain,3.050,2.510
3,2:31,2,10,STL 38,7,31,Brad Johnson pass incomplete short right intended for Marion Barber (defended by Ronald Bartell),2.510,1.820
3,2:24,3,10,STL 38,7,31,Brad Johnson pass incomplete deep right intended for Jason Witten is intercepted by O.J. Atogwe at STL-19 and returned for 16 yards (tackle by Miles Austin),1.820,-1.270
3,2:14,1,10,STL 35,7,31,Steven Jackson right tackle for 5 yards (tackle by Greg Ellis),1.270,1.400
3,1:43,2,5,STL 40,7,31,Donnie Avery right end for 10 yards (tackle by Orlando Scandrick),1.400,2.260
3,0:58,1,10,,7,31,Steven Jackson up the middle for 3 yards (tackle by Jay Ratliff),2.260,2.120
3,0:17,2,7,DAL 47,7,31,Steven Jackson right guard for 1 yard (tackle by Bradie James),2.120,1.550
Quarter,Time,Down,ToGo,Location,DAL,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,DAL 46,7,31,Marc Bulger pass complete short right to Steven Jackson for 7 yards (tackle by Mike Jenkins),1.550,2.980
4,14:19,,,,7,31,Timeout #1 by St. Louis Rams,0.000,2.980
4,14:19,1,10,DAL 39,7,31,Marc Bulger pass complete short left to Donnie Avery for 4 yards (tackle by Anthony Henry),2.980,2.980
4,13:39,2,6,DAL 35,7,31,Steven Jackson left guard for 5 yards (tackle by Zach Thomas),2.980,2.940
4,12:56,3,1,DAL 30,7,31,Steven Jackson right tackle for 7 yards (tackle by Bobby Carpenter),2.940,4.040
4,12:10,1,10,DAL 23,7,31,Steven Jackson right tackle for 2 yards (tackle by Bradie James),4.040,3.770
4,11:26,2,8,DAL 21,7,31,Marc Bulger pass complete short left to Keenan Burton for 4 yards (tackle by Anthony Henry),3.770,3.660
4,10:42,3,4,DAL 17,7,31,Marc Bulger pass incomplete short right intended for Dante Hall,3.660,2.390
4,10:37,4,4,DAL 17,7,34,Josh Brown 35 yard field goal good,2.390,3.000
4,,,,STL 30,7,34,"Josh Brown kicks off 71 yards, returned by Isaiah Stanback for 29 yards (tackle by Keenan Burton). Penalty on Justin Rogers: Low Block, 15 yards",0.000,-0.320
4,10:27,1,10,DAL 13,7,34,Brad Johnson pass complete short right to Terrell Owens for 12 yards (tackle by O.J. Atogwe),-0.320,0.610
4,9:51,1,10,DAL 25,7,34,Brad Johnson pass complete short left to Patrick Crayton for 14 yards (tackle by Fakhir Brown),0.610,1.530
4,9:18,1,10,DAL 39,7,34,"Brad Johnson pass incomplete short left. Penalty on Flozell Adams: Offensive Holding, 10 yards (no play)",1.530,0.870
4,9:13,1,20,DAL 29,7,34,Marion Barber up the middle for 18 yards (tackle by Jason Craft),0.870,2.070
4,8:42,2,2,DAL 47,7,34,Brad Johnson pass incomplete deep right intended for Terrell Owens is intercepted by O.J. Atogwe at STL-6 and returned for 43 yards (tackle by Flozell Adams),2.070,-2.190
4,8:25,1,10,STL 49,7,34,Steven Jackson right tackle for 3 yards (tackle by Chris L. Canty),2.190,2.050
4,7:45,2,7,DAL 48,7,34,Steven Jackson left end for 1 yard (tackle by DeMarcus Ware),2.050,1.490
4,7:02,3,6,DAL 47,7,34,Marc Bulger pass complete short right to Travis Minor for 16 yards (tackle by Greg Ellis),1.490,3.510
4,6:15,1,10,DAL 31,7,34,Travis Minor left end for -1 yards (tackle by Tank Johnson),3.510,2.830
4,5:34,2,11,DAL 32,7,34,Travis Minor right guard for 2 yards (tackle by DeMarcus Ware),2.830,2.410
4,4:45,3,9,DAL 30,7,34,Marc Bulger pass incomplete short right intended for Torry Holt,2.410,1.410
4,4:42,4,9,DAL 30,7,34,Josh Brown punts 20 yards,1.410,0.380
4,4:33,1,10,DAL 10,7,34,Marion Barber right tackle for 3 yards (tackle by Jason Craft),-0.380,-0.560
4,4:10,2,7,DAL 13,7,34,Brad Johnson pass complete deep right to Martellus Bennett for 33 yards (tackle by Corey Chavous),-0.560,1.990
4,3:24,1,10,DAL 46,7,34,Brad Johnson pass complete short left to Miles Austin for 7 yards (tackle by Fakhir Brown),1.990,2.400
4,2:46,2,3,STL 47,7,34,Tashard Choice right tackle for 14 yards (tackle by O.J. Atogwe),2.400,3.380
4,2:20,1,10,STL 33,7,34,Brad Johnson pass incomplete short middle intended for Miles Austin,3.380,2.840
4,2:09,2,10,STL 33,7,34,Tashard Choice right end for -1 yards (tackle by Leonard Little),2.840,2.010
4,2:00,3,11,STL 34,13,34,"Brad Johnson pass complete deep middle to Martellus Bennett for 34 yards, touchdown",2.010,7.000
4,,,,STL 2,14,34,Nick Folk kicks extra point good,0.000,0.000
4,,,,DAL 30,,,"Nick Folk kicks off 51 yards, returned by Dante Hall for 3 yards (tackle by Orlando Scandrick)",,
4,1:48,1,10,STL 22,14,34,Travis Minor right tackle for 2 yards (tackle by Zach Thomas),0.410,0.140
4,1:04,2,8,STL 24,14,34,Marc Bulger kneels for -1 yards,0.140,-0.690
4,0:31,3,9,STL 23,14,34,Marc Bulger kneels for -1 yards,-0.690,-1.900
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
