Quarter,Time,Down,ToGo,Location,NYG,JAX,Detail,EPB,EPA
2,14:52,1,10,JAX 16,7,0,"Penalty on Zane Beadles: False Start, 5 yards (no play)",-0.140,-0.540
2,14:52,1,15,JAX 11,7,0,Blake Bortles pass incomplete deep left intended for Cecil Shorts,-0.540,-1.150
2,14:48,2,15,JAX 11,7,0,Blake Bortles pass incomplete short right intended for Denard Robinson,-1.150,-2.010
2,14:44,3,15,JAX 11,7,0,Blake Bortles pass incomplete short left intended for Marqise Lee (defended by Damontre Moore),-2.010,-2.490
2,14:40,4,15,JAX 11,7,0,"Bryan Anger punts 47 yards, returned by Odell Beckham for 4 yards (tackle by Carson Tinker)",-2.490,-1.990
2,14:28,1,10,NYG 46,7,0,Eli Manning pass complete short middle to Andre Williams for 18 yards (tackle by Jonathan Cyprien),1.990,3.180
2,13:56,1,10,JAX 36,7,0,Andre Williams up the middle for 2 yards (tackle by Chris Clemons),3.180,2.910
2,13:24,2,8,JAX 34,7,0,Eli Manning pass complete deep middle to Larry Donnell for 32 yards (tackle by Josh Evans),2.910,6.740
2,12:50,1,2,JAX 2,7,0,"Andre Williams up the middle for no gain (tackle by Jonathan Cyprien). Penalty on JAX: Defensive 12 On-field, 1 yards (no play)",6.740,6.970
2,12:34,1,1,JAX 1,7,0,"Penalty on Dallas Reynolds: False Start, 5 yards (no play)",6.970,5.830
2,12:17,1,6,JAX 6,7,0,Eli Manning pass incomplete short right intended for Andre Williams,5.830,4.950
2,12:11,2,6,JAX 6,7,0,Andre Williams right end for 3 yards (tackle by Josh Evans),4.950,4.720
2,11:31,3,3,JAX 3,13,0,"Eli Manning pass complete short middle to Preston Parker for 3 yards, touchdown. Penalty on J.T. Thomas: Defensive Holding (Declined)",4.720,7.000
2,11:31,,,JAX 2,14,0,Josh Brown kicks extra point good,0.000,0.000
2,11:31,,,NYG 35,14,0,"Josh Brown kicks off 58 yards, returned by Jordan Todman for 16 yards (tackle by Nat Berhe)",0.000,-0.480
2,11:21,1,10,JAX 23,14,0,Denard Robinson right end for 1 yard (tackle by Mike Patterson),0.480,0.070
2,10:55,2,9,JAX 24,14,0,Blake Bortles sacked by Stevie Brown for -6 yards,0.070,-1.560
2,10:14,3,15,JAX 18,14,0,Blake Bortles pass incomplete deep left intended for Allen Hurns,-1.560,-2.240
2,10:06,4,15,JAX 18,14,0,"Bryan Anger punts 45 yards, fair catch by Odell Beckham",-2.240,-1.400
2,9:59,1,10,NYG 37,14,0,Rashad Jennings right end for 1 yard (tackle by Roy Miller),1.400,0.990
2,9:24,2,9,NYG 38,14,0,Eli Manning pass complete short left to Odell Beckham for 29 yards (tackle by Telvin Smith and Dwayne Gratz),0.990,3.380
2,8:33,1,10,JAX 33,14,0,Rashad Jennings up the middle for 4 yards (tackle by J.T. Thomas),3.380,3.380
2,8:01,2,6,JAX 29,14,0,Rashad Jennings up the middle for no gain (tackle by J.T. Thomas),3.380,2.680
2,7:24,3,6,JAX 29,14,0,Eli Manning pass complete short right to Kevin Ogletree for 12 yards (tackle by Sherrod Martin),2.680,4.440
2,6:42,1,10,JAX 17,14,0,Eli Manning pass incomplete deep right intended for Preston Parker (defended by Aaron Colvin),4.440,3.850
2,6:37,2,10,JAX 17,20,0,"Rashad Jennings up the middle for 17 yards, touchdown",3.850,7.000
2,6:37,,,JAX 2,21,0,Josh Brown kicks extra point good,0.000,0.000
2,6:37,,,NYG 35,21,0,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
2,6:30,1,10,JAX 20,21,0,Denard Robinson right end for 3 yards (tackle by Jay Bromley),0.280,0.140
2,5:58,2,7,JAX 23,21,0,Blake Bortles pass complete short left to Cecil Shorts for 12 yards (tackle by Chykie Brown),0.140,1.270
2,5:37,1,10,JAX 35,21,0,Blake Bortles pass incomplete short right intended for Cecil Shorts,1.270,0.720
2,5:32,2,10,JAX 35,21,0,Blake Bortles pass complete short left to Allen Hurns for 14 yards (tackle by Chykie Brown),0.720,2.190
2,5:12,1,10,JAX 49,21,0,Blake Bortles pass complete short right to Clay Harbor for 17 yards (tackle by Stevie Brown),2.190,3.310
2,4:34,1,10,NYG 34,21,0,"Denard Robinson left end for 1 yard (tackle by Kerry Wynn). Penalty on Kerry Wynn: Illegal Use of Hands, 5 yards",3.310,3.710
2,4:12,1,10,NYG 28,21,0,Blake Bortles pass complete short left to Denard Robinson for 5 yards (tackle by Chykie Brown),3.710,3.840
2,3:40,2,5,NYG 23,21,0,Denard Robinson left end for 17 yards (tackle by Jameel McClain),3.840,5.830
2,3:03,1,6,NYG 6,21,0,Denard Robinson left end for 1 yard (tackle by Jameel McClain and Mike Patterson),5.830,5.150
2,2:22,2,5,NYG 5,21,0,Blake Bortles pass incomplete short left intended for Marqise Lee,5.150,4.260
2,2:17,3,5,NYG 5,21,0,Blake Bortles pass incomplete short middle intended for Cecil Shorts (defended by Antrel Rolle),4.260,3.010
2,2:12,4,5,NYG 5,21,0,"Blake Bortles pass complete short left to Cecil Shorts for 5 yards. Penalty on Luke Joeckel: Offensive Holding, 10 yards (no play)",3.010,2.440
2,2:12,4,15,NYG 15,21,0,"Penalty on Mike Patterson: Encroachment, 5 yards (no play)",2.440,2.760
2,2:07,4,10,NYG 10,21,3,Josh Scobee 28 yard field goal good,2.760,3.000
2,2:07,,,JAX 35,21,3,"Josh Scobee kicks off 67 yards, returned by Preston Parker for 22 yards (tackle by Will Ta'ufo'ou)",0.000,-0.280
2,1:59,1,10,NYG 20,21,3,Rashad Jennings up the middle for 1 yard (tackle by Chris Clemons),0.280,-0.130
2,1:38,2,9,NYG 21,21,3,Eli Manning pass complete short right to Rueben Randle for 23 yards (tackle by Telvin Smith),-0.130,-0.130
2,1:30,2,9,NYG 21,21,3,Timeout #1 by New York Giants,-0.130,1.860
2,1:30,1,10,NYG 44,21,3,Eli Manning pass complete short left to Rashad Jennings for 2 yards (tackle by Aaron Colvin and J.T. Thomas),1.860,1.590
2,1:05,2,8,NYG 46,21,3,Eli Manning pass incomplete short left intended for Rashad Jennings,1.590,0.890
2,1:02,3,8,NYG 46,21,3,Eli Manning pass complete short left to Rashad Jennings for -2 yards (tackle by Sherrod Martin),0.890,0.890
2,0:54,3,8,NYG 46,21,3,Timeout #1 by Jacksonville Jaguars,0.890,-0.460
2,0:54,4,10,NYG 44,21,3,Steve Weatherford punts 50 yards,-0.460,0.380
2,0:45,1,10,JAX 6,21,3,Blake Bortles pass complete short left to Jordan Todman for 7 yards (tackle by Robert Ayers),-0.380,-0.270
2,0:38,2,3,JAX 13,21,3,Blake Bortles sacked by Jameel McClain for -7 yards,-0.270,-0.270
2,0:32,2,3,JAX 13,21,3,Timeout #2 by New York Giants,-0.270,-1.420
2,0:32,3,10,JAX 6,21,3,"Penalty on Damontre Moore: Encroachment, 5 yards (no play)",-1.420,-0.840
2,0:32,3,5,JAX 11,21,3,Blake Bortles pass complete short left to Marqise Lee for 7 yards (tackle by Dominique Rodgers-Cromartie),-0.840,-0.840
2,0:27,3,5,JAX 11,21,3,Timeout #2 by Jacksonville Jaguars,-0.840,0.040
2,0:27,1,10,JAX 18,21,3,Blake Bortles pass incomplete deep left intended for Cecil Shorts,0.040,-0.490
2,0:23,2,10,JAX 18,21,3,Blake Bortles left end for 29 yards (tackle by Antrel Rolle),-0.490,-0.490
2,0:14,2,10,JAX 18,21,3,Timeout #3 by New York Giants,-0.490,2.060
2,0:14,1,10,JAX 47,21,3,Blake Bortles pass incomplete short right intended for Allen Hurns,2.060,2.060
2,0:10,1,10,JAX 47,21,3,Timeout #3 by Jacksonville Jaguars,2.060,1.520
2,0:10,2,10,JAX 47,21,3,Blake Bortles pass complete short right to Allen Hurns for 8 yards (tackle by Marcus Harris),1.520,1.880
Quarter,Time,Down,ToGo,Location,NYG,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,21,3,"Josh Brown kicks off 63 yards, returned by Jordan Todman for 14 yards (tackle by Spencer Paysinger). Penalty on Tommie Campbell: Illegal Block Above the Waist, 8 yards",0.000,-0.380
3,14:53,1,10,JAX 8,21,3,Blake Bortles pass incomplete deep left intended for Allen Hurns,-0.380,-0.780
3,14:47,2,10,JAX 8,21,3,Denard Robinson right end for 3 yards (tackle by Jason Pierre-Paul),-0.780,-1.070
3,14:07,3,7,JAX 11,21,3,Blake Bortles pass complete short right to Cecil Shorts for 8 yards (tackle by Zackary Bowman),-1.070,0.150
3,14:02,1,10,JAX 19,21,3,Blake Bortles pass complete short left to Allen Hurns for 13 yards (tackle by Stevie Brown),0.150,1.070
3,13:52,1,10,JAX 32,21,3,Blake Bortles pass complete short right to Allen Hurns for 7 yards (tackle by Dominique Rodgers-Cromartie),1.070,1.470
3,13:26,2,3,JAX 39,21,3,Blake Bortles pass complete short left to Marqise Lee for 3 yards (tackle by Chykie Brown),1.470,1.730
3,12:53,1,10,JAX 42,21,3,Blake Bortles pass incomplete short left intended for Clay Harbor,1.730,1.190
3,12:48,2,10,JAX 42,21,3,Blake Bortles sacked by Devon Kennard for -7 yards,1.190,-0.430
3,12:13,3,17,JAX 35,21,3,Blake Bortles pass incomplete short middle intended for Allen Hurns (defended by Damontre Moore),-0.430,-1.040
3,12:10,4,17,JAX 35,21,3,"Bryan Anger punts 61 yards, returned by Odell Beckham for 8 yards (tackle by Toby Gerhart)",-1.040,0.350
3,11:56,1,10,NYG 12,21,3,Rashad Jennings up the middle for 3 yards (tackle by Roy Miller),-0.350,-0.500
3,11:23,2,7,NYG 15,21,9,"Eli Manning sacked by Geno Hayes for -7 yards. Eli Manning fumbles (forced by Geno Hayes), recovered by J.T. Thomas at NYG--2, touchdown",-0.500,-7.000
3,11:13,,,NYG 2,21,10,Josh Scobee kicks extra point good,0.000,0.000
3,11:13,,,JAX 35,21,10,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
3,11:13,1,10,NYG 20,21,10,Rashad Jennings up the middle for 7 yards (tackle by J.T. Thomas),0.280,0.680
3,10:44,2,3,NYG 27,21,10,Rashad Jennings up the middle for 1 yard (tackle by Telvin Smith),0.680,0.100
3,10:05,3,2,NYG 28,21,10,Eli Manning sacked by Sen'Derrick Marks for -7 yards,0.100,-1.960
3,9:24,4,9,NYG 21,21,10,"Steve Weatherford punts 53 yards, returned by Ace Sanders for 6 yards (tackle by Zak DeOssie). Penalty on Demetrius McCray: Offensive Holding, 10 yards",-1.960,-0.410
3,9:14,1,10,JAX 22,21,10,Blake Bortles sacked by Devon Kennard for -9 yards,0.410,-1.430
3,8:42,2,19,JAX 13,21,10,"Blake Bortles pass complete short left to Denard Robinson for 7 yards (tackle by Antrel Rolle). Penalty on Antrel Rolle: Unnecessary Roughness, 15 yards",-1.430,1.270
3,8:24,1,10,JAX 35,21,10,Blake Bortles sacked by Johnathan Hankins for -11 yards,1.270,-0.760
3,7:29,2,21,JAX 24,21,10,Blake Bortles pass complete short left to Denard Robinson for -2 yards (tackle by Antrel Rolle),-0.760,-1.680
3,6:50,3,23,JAX 22,21,10,Blake Bortles sacked by Jason Pierre-Paul and Kerry Wynn for -9 yards,-1.680,-2.490
3,6:14,4,32,JAX 13,21,10,"Bryan Anger punts 44 yards, returned by Odell Beckham for 15 yards (tackle by Nic Jacobs)",-2.490,-2.790
3,5:59,1,10,JAX 42,21,10,Andre Williams left end for 11 yards (tackle by Jonathan Cyprien),2.790,3.510
3,5:43,1,10,JAX 31,21,10,Eli Manning pass incomplete short right intended for Rueben Randle,3.510,2.970
3,5:36,2,10,JAX 31,21,10,Andre Williams up the middle for 6 yards (tackle by Jonathan Cyprien),2.970,3.070
3,4:59,3,4,JAX 25,21,10,Eli Manning pass incomplete short right intended for Rashad Jennings (defended by Chris Clemons),3.070,1.880
3,4:54,4,4,JAX 25,21,10,Josh Brown 43 yard field goal no good,1.880,-1.140
3,4:50,1,10,JAX 33,21,10,Toby Gerhart up the middle for 4 yards (tackle by Mike Patterson and Jay Bromley),1.140,1.130
3,4:18,2,6,JAX 37,21,10,Denard Robinson up the middle for 16 yards (tackle by Chykie Brown and Mike Patterson),1.130,2.460
3,3:38,1,10,NYG 47,21,10,Denard Robinson left end for 5 yards (tackle by Jameel McClain),2.460,2.590
3,3:06,2,5,NYG 42,21,10,Blake Bortles pass complete short right to Marcedes Lewis for 3 yards (tackle by Stevie Brown),2.590,2.280
3,2:31,3,2,NYG 39,21,10,Blake Bortles up the middle for 9 yards,2.280,3.580
3,1:58,1,10,NYG 30,21,16,"Blake Bortles pass complete deep right to Marqise Lee for 30 yards, touchdown",3.580,7.000
3,1:58,,,,21,16,"Two Point Attempt: Blake Bortles pass incomplete intended for Marqise Lee, conversion fails",0.000,-1.000
3,1:58,,,JAX 35,21,16,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
3,1:55,1,10,NYG 20,21,16,Rashad Jennings up the middle for 8 yards (tackle by Josh Evans),0.280,0.810
3,1:22,2,2,NYG 28,21,16,Eli Manning pass complete short right to Larry Donnell for 5 yards (tackle by J.T. Thomas),0.810,1.140
3,0:47,1,10,NYG 33,21,16,Rashad Jennings up the middle for 2 yards (tackle by Abry Jones and Telvin Smith),1.140,0.860
3,0:04,2,8,NYG 35,21,16,Rashad Jennings right end for 1 yard (tackle by J.T. Thomas),0.860,0.300
Quarter,Time,Down,ToGo,Location,NYG,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,NYG 36,21,16,Eli Manning pass complete short right to Rueben Randle for 12 yards (tackle by Jonathan Cyprien),0.300,2.130
4,14:32,1,10,NYG 48,21,16,Andre Williams up the middle for -4 yards (tackle by Sen'Derrick Marks),2.130,1.040
4,13:57,2,14,NYG 44,21,16,Eli Manning sacked by Tyson Alualu for -1 yards,1.040,0.230
4,13:09,3,15,NYG 43,21,22,"Eli Manning pass complete short right to Larry Donnell for -2 yards (tackle by Dwayne Gratz). Larry Donnell fumbles (forced by Dwayne Gratz), recovered by Aaron Colvin at NYG-41 and returned for 41 yards, touchdown",0.230,-7.000
4,12:56,,,,21,22,"Two Point Attempt: Blake Bortles pass incomplete intended for Marcedes Lewis, conversion fails",0.000,-1.000
4,12:56,,,JAX 35,21,22,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
4,12:56,1,10,NYG 20,21,22,Rashad Jennings up the middle for 4 yards (tackle by Evander Hood),0.280,0.270
4,12:22,2,6,NYG 24,21,22,Eli Manning pass complete short right to Rashad Jennings for 3 yards (tackle by Telvin Smith),0.270,-0.030
4,11:41,3,3,NYG 27,21,22,Eli Manning pass incomplete short middle intended for Larry Donnell,-0.030,-1.570
4,11:35,4,3,NYG 27,21,22,"Steve Weatherford punts 51 yards, out of bounds",-1.570,-0.410
4,11:27,1,10,JAX 22,21,22,Jordan Todman up the middle for -1 yards (tackle by Johnathan Hankins and Damontre Moore),0.410,-0.270
4,10:54,2,11,JAX 21,21,22,Toby Gerhart up the middle for 3 yards (tackle by Jameel McClain),-0.270,-0.560
4,10:12,3,8,JAX 24,21,22,Blake Bortles sacked by Jason Pierre-Paul for -5 yards,-0.560,-2.140
4,9:36,4,13,JAX 19,21,22,"Bryan Anger punts 52 yards, returned by Odell Beckham for -2 yards (tackle by LaRoy Reynolds)",-2.140,-0.740
4,9:24,1,10,NYG 27,21,22,Eli Manning pass complete short left to Andre Williams for -2 yards (tackle by Josh Evans),0.740,-0.070
4,8:40,2,12,NYG 25,21,22,Andre Williams left end for no gain (tackle by Geno Hayes and J.T. Thomas),-0.070,-0.760
4,7:57,3,12,NYG 25,21,22,Eli Manning pass incomplete short left intended for Daniel Fells,-0.760,-1.700
4,7:51,4,12,NYG 25,21,22,"Steve Weatherford punts 58 yards, returned by Ace Sanders for 4 yards (tackle by Nat Berhe)",-1.700,-0.340
4,7:40,1,10,JAX 21,21,22,Denard Robinson up the middle for -3 yards (tackle by Devon Kennard),0.340,-0.700
4,6:59,2,13,JAX 18,21,22,Blake Bortles pass complete short left to Marqise Lee for 7 yards (tackle by Stevie Brown and Chykie Brown),-0.700,-0.360
4,6:19,3,6,JAX 25,21,22,Blake Bortles pass incomplete short right intended for Marcedes Lewis,-0.360,-1.700
4,6:16,4,6,JAX 25,21,22,"Bryan Anger punts 66 yards, returned by Odell Beckham for 23 yards (tackle by Toby Gerhart)",-1.700,-1.070
4,6:02,1,10,NYG 32,21,22,Eli Manning pass complete short right to Odell Beckham for 23 yards (tackle by Dwayne Gratz),1.070,2.590
4,5:30,1,10,JAX 45,21,22,Eli Manning pass complete short left to Odell Beckham for 8 yards (tackle by Aaron Colvin),2.590,3.120
4,5:11,2,2,JAX 37,21,22,Eli Manning pass complete short right to Larry Donnell for 6 yards (tackle by Telvin Smith),3.120,3.510
4,4:36,1,10,JAX 31,21,22,Eli Manning pass complete short right to Rueben Randle for 17 yards (tackle by Aaron Colvin),3.510,4.650
4,3:53,1,10,JAX 14,21,22,Andre Williams up the middle for no gain (tackle by Jonathan Cyprien),4.650,4.650
4,3:44,1,10,JAX 14,21,22,Timeout #1 by Jacksonville Jaguars,4.650,4.000
4,3:44,2,10,JAX 14,21,22,Eli Manning pass incomplete short middle intended for Larry Donnell,4.000,3.110
4,3:40,3,10,JAX 14,21,22,Eli Manning pass incomplete short left intended for Preston Parker,3.110,2.510
4,3:30,4,10,JAX 14,24,22,Josh Brown 33 yard field goal good,2.510,3.000
4,3:30,,,NYG 35,24,22,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
4,3:26,1,10,JAX 20,24,22,Blake Bortles pass incomplete deep right intended for Jordan Todman,0.280,-0.270
4,3:26,2,10,JAX 20,24,22,"Penalty on Josh Wells: False Start, 5 yards (no play)",-0.270,-1.070
4,3:21,2,15,JAX 15,24,22,Blake Bortles pass complete short right to Marqise Lee for 22 yards (tackle by Jameel McClain),-1.070,1.400
4,2:53,1,10,JAX 37,24,22,Blake Bortles pass complete short left to Marqise Lee for 6 yards (tackle by Antrel Rolle),1.400,1.670
4,2:28,2,4,JAX 43,24,22,Blake Bortles pass complete short left to Cecil Shorts for 6 yards (tackle by Chykie Brown),1.670,2.190
4,2:03,1,10,JAX 49,24,22,Blake Bortles left end for 11 yards (tackle by Antrel Rolle),2.190,2.920
4,1:57,1,10,NYG 40,24,22,Blake Bortles pass complete short middle to Marcedes Lewis for 5 yards (tackle by Jameel McClain and Antrel Rolle),2.920,3.050
4,1:31,2,5,NYG 35,24,22,"Jordan Todman for 5 yards (tackle by Spencer Paysinger). Penalty on Luke Joeckel: Offensive Holding, 10 yards (no play)",3.050,1.700
4,1:27,2,15,NYG 45,24,22,Blake Bortles left end for 20 yards (tackle by Antrel Rolle),1.700,3.910
4,0:45,1,10,NYG 25,24,22,Toby Gerhart up the middle for 2 yards (tackle by Kerry Wynn),3.910,3.910
4,0:40,1,10,NYG 25,24,22,Timeout #1 by New York Giants,3.910,3.630
4,0:40,2,8,NYG 23,24,22,Toby Gerhart up the middle for 2 yards (tackle by Jameel McClain and Mark Herzlich),3.630,3.630
4,0:35,2,8,NYG 23,24,22,Timeout #2 by New York Giants,3.630,3.200
4,0:35,3,6,NYG 21,24,22,Toby Gerhart up the middle for -4 yards (tackle by Mark Herzlich),3.200,3.200
4,0:32,3,6,NYG 21,24,22,Timeout #3 by New York Giants,3.200,1.800
4,0:32,4,10,NYG 25,24,25,Josh Scobee 43 yard field goal good,1.800,3.000
4,0:32,,,JAX 35,24,25,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
4,0:28,1,10,NYG 20,24,25,"Eli Manning sacked by Sen'Derrick Marks for -10 yards. Eli Manning fumbles (forced by Sen'Derrick Marks), recovered by Chris Clemons at NYG-9 (tackle by Dallas Reynolds)",0.280,-5.140
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,0:20,1,9,NYG 9,24,25,Blake Bortles kneels for -1 yards,5.140,4.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
