Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Zane Beadles,G,68,100%,0,0%,3,10%
Brandon Linder,G,68,100%,0,0%,3,10%
Luke Joeckel,T,68,100%,0,0%,3,10%
Blake Bortles,QB,68,100%,0,0%,0,0%
Luke Bowanko,C,68,100%,0,0%,0,0%
Marcedes Lewis,TE,65,96%,0,0%,0,0%
Cecil Shorts,WR,62,91%,0,0%,0,0%
Allen Hurns,WR,61,90%,0,0%,0,0%
Marqise Lee,WR,48,71%,0,0%,0,0%
Josh Wells,T,41,60%,0,0%,3,10%
Denard Robinson,RB,33,49%,0,0%,0,0%
Austin Pasztor,T,27,40%,0,0%,1,3%
Toby Gerhart,RB,19,28%,0,0%,17,55%
Jordan Todman,RB,18,26%,0,0%,23,74%
Clay Harbor,TE,18,26%,0,0%,23,74%
Will Ta'ufo'ou,FB,9,13%,0,0%,19,61%
Ace Sanders,WR,6,9%,0,0%,5,16%
Tommy Streeter,WR,1,1%,0,0%,0,0%
Johnathan Cyprien,SS,0,0%,74,100%,11,35%
J.T. Thomas,LB,0,0%,74,100%,8,26%
Demetrius McCray,CB,0,0%,73,99%,10,32%
Dwayne Gratz,CB,0,0%,73,99%,6,19%
Telvin Smith,LB,0,0%,73,99%,3,10%
Josh Evans,SS,0,0%,64,86%,0,0%
Chris Clemons,DE,0,0%,56,76%,5,16%
Aaron Colvin,CB,0,0%,55,74%,10,32%
Sen'Derrick Marks,DT,0,0%,49,66%,5,16%
Red Bryant,DE,0,0%,33,45%,5,16%
Roy Miller,DT,0,0%,33,45%,0,0%
Tyson Alualu,DE,0,0%,31,42%,18,58%
Evander Hood,DT,0,0%,30,41%,5,16%
Ryan Davis,DE,0,0%,28,38%,25,81%
Abry Jones,DT,0,0%,23,31%,8,26%
Geno Hayes,LB,0,0%,19,26%,0,0%
Andre Branch,DE,0,0%,14,19%,0,0%
Sherrod Martin,FS,0,0%,11,15%,14,45%
LaRoy Reynolds,LB,0,0%,1,1%,10,32%
Tommie Campbell,CB,0,0%,0,0%,23,74%
Craig Loston,SS,0,0%,0,0%,20,65%
Khairi Fortt,LB,0,0%,0,0%,16,52%
Carson Tinker,LS,0,0%,0,0%,10,32%
Bryan Anger,P,0,0%,0,0%,10,32%
Josh Scobee,K,0,0%,0,0%,9,29%
Nic Jacobs,TE,0,0%,0,0%,8,26%
Jacques McClendon,C,0,0%,0,0%,2,6%
