0,1
Game Info,Game Info
Won Toss,Broncos
Won OT Toss,Broncos
Roof,outdoors
Surface,grass
Duration,3:46
Attendance,75555
Weather,"32 degrees, relative humidity 33%, wind 4 mph, wind chill 28"
Vegas Line,Denver Broncos -10.0
Over/Under,39.0 (over)
