Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
1,5:11,1,10,NOR 43,3,0,Reggie Bush right guard for 2 yards (tackle by Gaines Adams and Kevin Carter),1.800,1.520
1,4:23,2,8,NOR 45,3,0,Aaron Stecker left tackle for 2 yards (tackle by Jermaine Phillips),1.520,1.090
1,3:45,3,6,NOR 47,3,0,Drew Brees pass complete short left to Aaron Stecker for 9 yards (tackle by Derrick Brooks),1.090,2.650
1,3:05,1,10,TAM 44,3,0,Drew Brees pass complete deep left to Marques Colston for 40 yards (tackle by Phillip Buchanon),2.650,6.280
1,2:10,1,4,TAM 4,3,6,"Drew Brees pass complete short left to Terrance Copper for 4 yards, touchdown",6.280,7.000
1,,,,TAM 2,3,7,Olindo Mare kicks extra point good,0.000,0.000
1,,,,NOR 30,3,7,"Olindo Mare kicks off 74 yards, returned by Michael Clayton for 24 yards (tackle by Marvin Mitchell)",0.000,0.280
1,2:00,1,10,TAM 20,3,7,Earnest Graham right guard for no gain (tackle by Scott Shanle and Mark Simoneau),0.280,-0.270
1,1:23,2,10,TAM 20,3,7,Luke McCown pass complete short middle to Joey Galloway for 14 yards (tackle by Josh Bullocks),-0.270,1.200
1,0:45,1,10,TAM 34,3,7,"Luke McCown pass incomplete. Penalty on Brian Young: Defensive Holding, 5 yards (no play)",1.200,1.530
1,0:38,1,10,TAM 39,3,7,Luke McCown pass complete short left to Joey Galloway for 60 yards (tackle by Josh Bullocks),1.530,6.970
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,1,NOR 1,3,7,Earnest Graham left guard for no gain (tackle by Troy Evans and Brian Simmons),6.970,5.910
2,14:26,2,1,NOR 1,9,7,"Luke McCown pass complete short right to Anthony Becht for 1 yard, touchdown",5.910,7.000
2,,,,NOR 2,10,7,Matt Bryant kicks extra point good,0.000,0.000
2,,,,TAM 30,10,7,"Matt Bryant kicks off 60 yards, returned by David Patten for 10 yards (tackle by Will Allen)",0.000,0.280
2,14:16,1,10,NOR 20,10,7,Drew Brees pass incomplete short left intended for Aaron Stecker,0.280,-0.270
2,14:12,2,10,NOR 20,10,7,Reggie Bush right guard for 9 yards (tackle by Phillip Buchanon and Derrick Brooks),-0.270,0.230
2,13:30,3,1,NOR 29,10,7,Drew Brees for 4 yards (tackle by Derrick Brooks),0.230,1.140
2,13:09,1,10,NOR 33,10,7,Reggie Bush right guard for 7 yards (tackle by Gaines Adams),1.140,1.540
2,12:33,2,3,NOR 40,10,7,Aaron Stecker left guard for 2 yards (tackle by Chris Hovan),1.540,1.090
2,11:58,,,,10,7,Timeout #2 by Tampa Bay Buccaneers,0.000,1.090
2,11:58,3,1,NOR 42,10,7,Drew Brees pass complete short left to Marques Colston for -1 yards (tackle by Sammy Davis),1.090,-0.650
2,11:25,4,2,NOR 41,10,7,"Steve Weatherford punts 37 yards, returned by Ike Hilliard for 13 yards (tackle by Usama Young)",-0.650,-1.270
2,11:13,1,10,TAM 35,10,7,Michael Clayton left end for 20 yards (tackle by Josh Bullocks),1.270,2.590
2,10:34,1,10,NOR 45,10,7,Earnest Graham right end for 23 yards (tackle by Josh Bullocks),2.590,4.110
2,10:05,1,10,NOR 22,10,7,Earnest Graham right end for 3 yards (tackle by Brian Young and Scott Shanle),4.110,3.970
2,9:23,2,7,NOR 19,10,7,Luke McCown pass complete short middle to Michael Pittman for 3 yards (tackle by Scott Fujita),3.970,3.740
2,8:39,,,,10,7,Timeout #1 by New Orleans Saints,0.000,3.740
2,8:39,3,4,NOR 16,10,7,"Penalty on Jeremy Trueblood: False Start, 5 yards (no play)",3.740,3.010
2,8:39,3,9,NOR 21,10,7,Luke McCown pass complete short middle to Joey Galloway for 8 yards (tackle by Kevin Kaesviharn),3.010,2.720
2,7:55,4,1,NOR 13,13,7,Matt Bryant 31 yard field goal good,2.720,3.000
2,,,,TAM 30,13,7,"Matt Bryant kicks off 69 yards, returned by Lance Moore for 32 yards (tackle by Jermaine Phillips)",0.000,1.140
2,7:46,1,10,NOR 33,13,7,"Drew Brees pass complete short left to Mike Karney for 3 yards (tackle by Gaines Adams). Penalty on Derrick Brooks: Defensive Offside, 5 yards (no play)",1.140,1.870
2,7:22,1,5,NOR 38,13,7,Reggie Bush left guard for 2 yards (tackle by Cato June),1.870,1.540
2,6:42,2,3,NOR 40,13,7,Reggie Bush right tackle for 5 yards (tackle by Cato June),1.540,1.930
2,5:59,1,10,NOR 45,13,7,Reggie Bush left guard for 14 yards (tackle by Tanard Jackson and Cato June),1.930,2.850
2,5:15,1,10,TAM 41,13,7,"Drew Brees pass incomplete deep middle intended for David Patten. Penalty on Jahri Evans: Offensive Holding, 10 yards (no play)",2.850,2.190
2,5:07,,,,13,7,Timeout #2 by New Orleans Saints,0.000,2.190
2,5:07,1,20,NOR 49,13,7,Reggie Bush right tackle for 2 yards (tackle by Ryan Sims),2.190,1.230
2,4:28,2,18,TAM 49,13,7,"Penalty on Jon Stinchcomb: False Start, 5 yards (no play)",1.230,0.550
2,4:11,2,23,NOR 46,13,7,Drew Brees pass complete deep right to Aaron Stecker for 9 yards (tackle by Brian Kelly),0.550,1.090
2,3:29,3,14,TAM 45,13,13,"Drew Brees pass complete deep middle to Devery Henderson for 45 yards, touchdown",1.090,7.000
2,,,,TAM 2,13,14,Olindo Mare kicks extra point good,0.000,0.000
2,,,,NOR 30,13,14,"Olindo Mare kicks off 58 yards, returned by Michael Clayton for 21 yards (tackle by Roman Harper)",0.000,1.140
2,3:17,1,10,TAM 33,13,14,Luke McCown pass complete short right to B.J. Askew for 13 yards (tackle by Mark Simoneau),1.140,1.990
2,2:44,1,10,TAM 46,13,14,Luke McCown pass incomplete short left intended for Ike Hilliard,1.990,1.450
2,2:38,2,10,TAM 46,13,14,Earnest Graham left end for 5 yards (tackle by Josh Bullocks),1.450,1.420
2,2:00,,,,13,14,Timeout #3 by Tampa Bay Buccaneers,0.000,1.420
2,2:00,3,5,NOR 49,13,14,Luke McCown right end for 8 yards (tackle by Charles Grant),1.420,2.850
2,1:46,,,,13,14,Timeout #3 by New Orleans Saints,0.000,2.850
2,1:46,1,10,NOR 41,13,14,Luke McCown pass complete short middle to Earnest Graham for 3 yards (tackle by Scott Fujita),2.850,2.710
2,1:21,2,7,NOR 38,13,14,Luke McCown pass incomplete short left intended for Earnest Graham,2.710,2.020
2,1:16,3,7,NOR 38,13,14,Luke McCown pass complete short middle to Joey Galloway for 10 yards (tackle by Josh Bullocks),2.020,3.710
2,0:48,1,10,NOR 28,13,14,Luke McCown sacked by Renaldo Wynn for -8 yards,3.710,2.090
2,0:22,2,18,NOR 36,13,14,"Luke McCown pass complete short right to Ike Hilliard for 8 yards (tackle by Mike McKenzie). Penalty on Ike Hilliard: Offensive Pass Interference, 10 yards (no play)",2.090,0.740
2,0:15,2,28,NOR 46,13,14,Luke McCown pass complete short left to Michael Pittman for 3 yards (tackle by Scott Shanle),0.740,0.500
2,0:01,3,25,NOR 43,13,14,Luke McCown pass incomplete short middle intended for Matt Lehr,0.500,0.400
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,13,14,"Matt Bryant kicks off 67 yards, returned by Lance Moore for 17 yards (tackle by Ryan Nece)",0.000,0.280
3,14:55,1,10,NOR 20,13,14,Drew Brees pass incomplete short middle intended for Reggie Bush,0.280,-0.270
3,14:51,2,10,NOR 20,13,14,Reggie Bush left guard for 3 yards (tackle by Barrett Ruud),-0.270,-0.560
3,14:14,3,7,NOR 23,13,14,"Drew Brees left end for 12 yards (tackle by Ronde Barber). Penalty on Eric Johnson: Offensive Holding, 10 yards (no play)",-0.560,-2.190
3,13:47,3,17,NOR 13,13,14,Drew Brees pass complete short right to Reggie Bush for -2 yards (tackle by Brian Kelly),-2.190,-2.490
3,13:14,4,19,NOR 11,13,14,"Steve Weatherford punts 38 yards, returned by Phillip Buchanon for -6 yards (tackle by Troy Evans)",-2.490,-1.930
3,13:03,1,10,TAM 45,13,14,Earnest Graham right tackle for 3 yards (tackle by Mark Simoneau and Josh Bullocks),1.930,1.790
3,12:20,2,7,TAM 48,13,14,Earnest Graham left tackle for 2 yards (tackle by Mike McKenzie),1.790,1.360
3,11:39,3,5,,13,14,Luke McCown pass complete short right to Earnest Graham for 7 yards (tackle by Jason Craft),1.360,2.720
3,10:55,1,10,NOR 43,13,14,Luke McCown pass complete short left to Ike Hilliard for 6 yards (tackle by Josh Bullocks),2.720,2.990
3,10:10,2,4,NOR 37,13,14,Luke McCown pass complete short left to B.J. Askew for 12 yards (tackle by Josh Bullocks),2.990,3.910
3,9:44,1,10,NOR 25,19,14,"Earnest Graham right guard for 25 yards, touchdown. Penalty on Will Smith: Personal Foul (Offsetting), Penalty on Donald Penn: Personal Foul (Offsetting)",3.910,7.000
3,,,,NOR 2,20,14,Matt Bryant kicks extra point good,0.000,0.000
3,,,,TAM 30,20,14,"Matt Bryant kicks off 58 yards, returned by Lance Moore for 7 yards (tackle by Will Allen)",0.000,0.150
3,9:31,1,10,NOR 19,20,14,Reggie Bush left guard for 1 yard (tackle by Derrick Brooks and Kevin Carter),0.150,-0.200
3,8:59,2,9,NOR 20,20,14,"Reggie Bush left guard for 11 yards (tackle by Jermaine Phillips). Reggie Bush fumbles (forced by Jermaine Phillips), recovered by Reggie Bush at NOR-31",-0.200,1.000
3,8:16,1,10,NOR 31,20,14,Aaron Stecker right guard for 4 yards (tackle by Derrick Brooks),1.000,1.000
3,7:47,2,6,NOR 35,20,14,Drew Brees pass complete short right to Aaron Stecker for 5 yards (tackle by Cato June),1.000,0.960
3,7:05,3,1,NOR 40,20,14,"Penalty on Jammal Brown: False Start, 5 yards (no play)",0.960,0.300
3,6:53,,,,20,14,Timeout #1 by New Orleans Saints,0.000,0.300
3,6:53,3,6,NOR 35,20,14,Drew Brees sacked by Gaines Adams for -6 yards,0.300,-1.440
3,6:45,4,12,NOR 29,20,14,"Steve Weatherford punts 41 yards, returned by Ike Hilliard for 8 yards (tackle by Kevin Houser). Penalty on Sammy Davis: Offensive Holding, 10 yards",-1.440,-0.280
3,6:34,1,10,TAM 20,20,14,Earnest Graham right guard for 1 yard (tackle by Charles Grant),0.280,-0.130
3,6:05,2,9,TAM 21,20,14,Luke McCown pass complete short right to Alex Smith for 11 yards (tackle by Scott Shanle),-0.130,1.070
3,5:21,,,,20,14,Timeout #2 by New Orleans Saints,0.000,0.000
3,5:21,,,,20,14,Timeout #1 by Tampa Bay Buccaneers,0.000,1.070
3,5:21,1,10,TAM 32,20,14,Earnest Graham right tackle for 6 yards (tackle by Kevin Kaesviharn),1.070,1.340
3,4:44,2,4,TAM 38,20,14,Earnest Graham right end for 3 yards (tackle by Kevin Kaesviharn and Scott Shanle),1.340,1.030
3,4:02,3,1,TAM 41,20,14,Earnest Graham right guard for 4 yards (tackle by Charles Grant and Will Smith),1.030,1.930
3,3:26,1,10,TAM 45,20,14,Luke McCown pass incomplete short right intended for Michael Bennett,1.930,1.380
3,3:20,,,,20,14,Timeout #3 by New Orleans Saints,0.000,1.380
3,3:20,2,10,TAM 45,20,14,Luke McCown pass incomplete short left intended for Ike Hilliard (defended by Jason David),1.380,0.700
3,3:15,3,10,TAM 45,20,20,"Luke McCown pass incomplete short right intended for Joey Galloway is intercepted by Mike McKenzie at NOR-47 and returned for 53 yards, touchdown",0.700,-7.000
3,,,,TAM 2,20,21,Olindo Mare kicks extra point good,0.000,0.000
3,,,,NOR 30,20,21,"Olindo Mare kicks off 66 yards, returned by Michael Clayton for 18 yards (tackle by Roman Harper)",0.000,0.410
3,3:00,1,10,TAM 22,20,21,"Penalty on Arron Sears: False Start, 5 yards (no play)",0.410,-0.120
3,3:00,1,15,TAM 17,20,21,Earnest Graham left tackle for 6 yards (tackle by Scott Fujita),-0.120,0.000
3,2:22,2,9,TAM 23,20,21,Luke McCown pass complete short left to Joey Galloway for 11 yards (tackle by Jason David),0.000,1.200
3,1:41,1,10,TAM 34,20,21,Luke McCown for 26 yards (tackle by Scott Shanle),1.200,2.920
3,1:08,1,10,NOR 40,20,21,"Earnest Graham left end for 13 yards (tackle by Josh Bullocks). Penalty on Josh Bullocks: Face Mask (15 Yards) (Offsetting), Penalty on Michael Clayton: Personal Foul (Offsetting) (no play)",2.920,2.920
3,0:44,1,10,NOR 40,20,21,Earnest Graham left guard for 3 yards (tackle by Hollis Thomas and Will Smith),2.920,2.780
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,NOR 37,20,21,Luke McCown pass complete short middle to Earnest Graham for 1 yard (tackle by Scott Fujita),2.780,2.210
4,14:20,3,6,NOR 36,20,21,Luke McCown pass incomplete deep left intended for Joey Galloway (defended by Jason Craft),2.210,0.880
4,14:13,,,,20,21,Timeout #2 by Tampa Bay Buccaneers,0.000,0.880
4,14:13,4,6,NOR 36,20,21,"Josh Bidwell punts 28 yards, fair catch by Lance Moore",0.880,0.380
4,14:07,1,10,NOR 9,20,21,Drew Brees pass complete short middle to Eric Johnson for 7 yards (tackle by Jermaine Phillips),-0.380,-0.160
4,13:31,2,3,NOR 16,20,21,Drew Brees pass complete short middle to Reggie Bush for 2 yards (tackle by Jermaine Phillips),-0.160,-0.370
4,12:53,3,1,NOR 18,20,21,Drew Brees pass complete short left to Lance Moore for 4 yards (tackle by Ronde Barber),-0.370,0.410
4,12:19,1,10,NOR 22,20,21,Drew Brees pass complete short right to Lance Moore for 14 yards (tackle by Phillip Buchanon),0.410,1.330
4,11:38,1,10,NOR 36,20,21,Reggie Bush right end for 3 yards (tackle by Derrick Brooks),1.330,1.200
4,10:59,2,7,NOR 39,20,21,Drew Brees pass incomplete short middle intended for Eric Johnson,1.200,0.500
4,10:54,3,7,NOR 39,20,21,Drew Brees sacked by Ronde Barber for -7 yards,0.500,-1.240
4,10:28,4,14,NOR 32,20,21,"Steve Weatherford punts 34 yards, returned by Joey Galloway for 2 yards (tackle by Usama Young)",-1.240,-1.330
4,10:19,1,10,TAM 36,20,21,Earnest Graham right tackle for 3 yards (tackle by Mark Simoneau),1.330,1.200
4,9:44,2,7,TAM 39,20,21,"Luke McCown pass incomplete short middle intended for Alex Smith. Penalty on John Wade: Offensive Holding, 10 yards (no play)",1.200,-0.160
4,9:38,2,17,TAM 29,20,21,Michael Bennett up the middle for 12 yards (tackle by Roman Harper),-0.160,0.760
4,9:02,3,5,TAM 41,20,21,Luke McCown pass complete short middle to Jerramy Stevens for 4 yards (tackle by Roman Harper),0.760,-0.390
4,8:15,4,1,TAM 45,20,21,Josh Bidwell punts 42 yards,-0.390,0.320
4,8:02,1,10,NOR 13,20,21,Reggie Bush right end for 5 yards (tackle by Derrick Brooks),-0.320,-0.140
4,7:29,2,5,NOR 18,20,21,Aaron Stecker right guard for 4 yards (tackle by Derrick Brooks),-0.140,-0.350
4,6:47,3,1,NOR 22,20,21,Aaron Stecker right guard for 3 yards (tackle by Jovan Haye),-0.350,0.610
4,6:10,1,10,NOR 25,20,21,Drew Brees pass complete short left to Eric Johnson for 5 yards (tackle by Jermaine Phillips),0.610,0.740
4,5:30,2,5,NOR 30,20,21,Drew Brees pass complete short left to Aaron Stecker for 12 yards (tackle by Jermaine Phillips),0.740,1.730
4,5:00,1,10,NOR 42,20,21,Aaron Stecker right guard for 1 yard (tackle by Kevin Carter),1.730,1.320
4,4:21,2,9,NOR 43,20,21,Drew Brees pass complete short left to Mike Karney for 7 yards (tackle by Cato June),1.320,1.550
4,4:14,3,2,,20,21,"Penalty on Zach Strief: False Start, 5 yards (no play)",1.550,0.890
4,4:14,3,7,NOR 45,20,21,Drew Brees pass incomplete short right intended for Reggie Bush,0.890,-0.390
4,4:09,4,7,NOR 45,20,21,Steve Weatherford punts 53 yards,-0.390,0.380
4,3:56,1,10,TAM 2,20,21,Luke McCown pass complete short right to Ike Hilliard for 5 yards (tackle by Mike McKenzie),-0.380,-0.420
4,3:52,2,5,TAM 7,20,23,"Luke McCown sacked by Will Smith for -7 yards, safety",-0.420,-2.000
4,,,,TAM 20,20,23,Josh Bidwell kicks off 31 yards,0.000,2.190
4,3:41,1,10,NOR 49,20,23,Aaron Stecker right tackle for no gain (tackle by Jermaine Phillips),2.190,1.650
4,3:36,,,,20,23,Timeout #3 by Tampa Bay Buccaneers,0.000,1.650
4,3:36,2,10,NOR 49,20,23,"Reggie Bush for no gain. Reggie Bush fumbles, recovered by Jovan Haye at NOR-37 (tackle by Drew Brees)",1.650,-3.120
4,3:30,1,10,NOR 37,20,23,Earnest Graham right end for 3 yards (tackle by Kevin Kaesviharn),3.120,2.980
4,2:55,2,7,NOR 34,20,23,Earnest Graham right end for 5 yards (tackle by Charles Grant),2.980,2.940
4,2:10,3,2,NOR 29,20,23,Earnest Graham right tackle for 1 yard (tackle by Scott Shanle and Hollis Thomas),2.940,1.720
4,2:00,4,1,NOR 28,20,23,Earnest Graham right tackle for 2 yards (tackle by Kevin Kaesviharn),1.720,3.840
4,1:25,1,10,NOR 26,20,23,Luke McCown pass complete short left to Earnest Graham for 21 yards (tackle by Kevin Kaesviharn),3.840,6.060
4,0:38,1,5,NOR 5,20,23,Luke McCown pass complete short right to Earnest Graham for 1 yard (tackle by Kevin Kaesviharn),6.060,5.340
4,0:18,2,4,NOR 4,20,23,Luke McCown pass incomplete,5.340,4.490
4,0:17,3,4,NOR 4,26,23,"Luke McCown pass complete short right to Jerramy Stevens for 4 yards, touchdown",4.490,7.000
4,,,,NOR 2,27,23,Matt Bryant kicks extra point good,0.000,0.000
4,,,,TAM 30,27,23,"Matt Bryant kicks off 68 yards, returned by Lance Moore for 27 yards (tackle by Ronde Barber)",0.000,0.870
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
4,0:06,1,10,NOR 29,27,23,Drew Brees pass complete short right to Reggie Bush for 13 yards (tackle by Ronde Barber),0.870,1.730
4,0:03,1,10,NOR 42,27,23,"Drew Brees sacked by Jovan Haye for -4 yards. Drew Brees fumbles (forced by Jovan Haye), recovered by Jamar Nesbit at NOR-38",1.730,0.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
