Quarter,Time,Tm,Detail,TAM,ATL
1.0,8:06,Falcons,Michael Turner 2 yard rush (Matt Bryant kick),0,7
2.0,13:39,Falcons,Michael Turner 10 yard rush (Matt Bryant kick),0,14
,12:10,Buccaneers,Arrelious Benn 14 yard pass from Josh Freeman (Connor Barth kick),7,14
,5:27,Falcons,Matt Bryant 31 yard field goal,7,17
,2:06,Buccaneers,Mike Williams 58 yard pass from Josh Freeman (Connor Barth kick),14,17
3.0,10:31,Falcons,Michael Palmer 5 yard pass from Matt Ryan (Matt Bryant kick),14,24
,0:46,Falcons,Matt Bryant 41 yard field goal,14,27
,0:30,Buccaneers,Micheal Spurlock 89 yard kickoff return (Connor Barth kick),21,27
