Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Demario Douglas,NWE,9,6,49,0,3,-8,-1.3,57,9.5,3.7,0,,0,0.0,2,40.7
Rhamondre Stevenson,NWE,5,5,9,0,0,-9,-1.8,18,3.6,-1.8,0,,0,0.0,0,79.2
DeVante Parker,NWE,5,3,42,0,2,6,2.0,36,12.0,4.2,0,,1,20.0,0,87.1
Tyquan Thornton,NWE,5,2,19,0,1,0,0.0,19,9.5,2.2,0,,1,20.0,0,51.2
JuJu Smith-Schuster,NWE,4,2,10,0,1,9,4.5,1,0.5,7.8,0,,0,0.0,1,16.7
Ezekiel Elliott,NWE,2,2,6,0,1,-4,-2.0,10,5.0,-2.0,1,2.0,0,0.0,0,79.2
Kayshon Boutte,NWE,2,1,8,0,,0,0.0,8,8.0,16.0,0,,0,0.0,0,60.4
Mike Gesicki,NWE,2,0,0,0,,0,,0,,6.0,0,,0,0.0,0,39.6
Ty Montgomery,NWE,1,0,0,0,,0,,0,,-2.0,0,,1,100.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jalin Hyatt,NYG,6,5,109,0,4,94,18.8,15,3.0,20.8,0,,0,0.0,0,118.7
Wan'Dale Robinson,NYG,5,4,26,0,1,10,2.5,16,4.0,2.6,0,,1,20.0,0,88.3
Darius Slayton,NYG,3,2,16,0,1,9,4.5,7,3.5,8.7,0,,0,0.0,0,79.9
Saquon Barkley,NYG,3,1,6,0,0,-3,-3.0,9,9.0,-1.0,0,,1,33.3,0,42.4
Isaiah Hodgins,NYG,1,1,12,1,1,4,4.0,8,8.0,4.0,1,1.0,0,0.0,0,156.2
Sterling Shepard,NYG,3,1,6,0,,6,6.0,0,0.0,9.7,0,,1,33.3,0,42.4
Parris Campbell,NYG,1,1,-2,0,,-3,-3.0,1,1.0,-3.0,0,,0,0.0,0,79.2
Matt Breida,NYG,1,1,10,0,0,1,1.0,9,9.0,1.0,0,,0,0.0,0,108.3
Daniel Bellinger,NYG,1,1,8,0,,2,2.0,6,6.0,2.0,0,,0,0.0,0,100.0
