Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Michael Onwenu,G,68,100%,0,0%,2,9%
Sidy Sow,T,68,100%,0,0%,2,9%
David Andrews,C,68,100%,0,0%,0,0%
Cole Strange,G,68,100%,0,0%,0,0%
Rhamondre Stevenson,RB,53,78%,0,0%,0,0%
Trent Brown,T,52,76%,0,0%,2,9%
DeVante Parker,WR,51,75%,0,0%,0,0%
Hunter Henry,TE,46,68%,0,0%,0,0%
JuJu Smith-Schuster,WR,44,65%,0,0%,0,0%
Pharaoh Brown,TE,37,54%,0,0%,11,48%
Mac Jones,QB,35,51%,0,0%,0,0%
Demario Douglas,WR,33,49%,0,0%,7,30%
Bailey Zappe,QB,33,49%,0,0%,0,0%
Tyquan Thornton,WR,30,44%,0,0%,0,0%
Mike Gesicki,TE,18,26%,0,0%,0,0%
Conor McDermott,T,16,24%,0,0%,0,0%
Ezekiel Elliott,RB,15,22%,0,0%,0,0%
Kayshon Boutte,WR,11,16%,0,0%,0,0%
Ty Montgomery,WR,2,3%,0,0%,11,48%
Kyle Dugger,FS,0,0%,52,100%,7,30%
Jabrill Peppers,SS,0,0%,52,100%,5,22%
Ja'Whaun Bentley,LB,0,0%,51,98%,0,0%
J.C. Jackson,CB,0,0%,48,92%,5,22%
Jonathan Jones,CB,0,0%,43,83%,3,13%
Myles Bryant,CB,0,0%,41,79%,1,4%
Davon Godchaux,NT,0,0%,37,71%,0,0%
Jahlani Tavai,LB,0,0%,35,67%,16,70%
Anfernee Jennings,LB,0,0%,34,65%,3,13%
Christian Barmore,DT,0,0%,33,63%,0,0%
Keion White,DE,0,0%,28,54%,10,43%
Deatrich Wise Jr.,DE,0,0%,23,44%,4,17%
Lawrence Guy,DT,0,0%,20,38%,7,30%
Jalen Mills,CB,0,0%,20,38%,0,0%
Josh Uche,LB,0,0%,18,35%,3,13%
Shaun Wade,CB,0,0%,13,25%,2,9%
Jeremiah Pharms,DE,0,0%,12,23%,0,0%
Mack Wilson,LB,0,0%,9,17%,19,83%
Adrian Phillips,FS,0,0%,3,6%,15,65%
Matthew Slater,WR,0,0%,0,0%,21,91%
Brenden Schooler,FS,0,0%,0,0%,21,91%
Chris Board,LB,0,0%,0,0%,21,91%
Cody Davis,FS,0,0%,0,0%,21,91%
Marte Mapu,LB,0,0%,0,0%,10,43%
Joe Cardona,LS,0,0%,0,0%,8,35%
Bryce Baringer,P,0,0%,0,0%,8,35%
Chad Ryland,K,0,0%,0,0%,4,17%
Atonio Mafi,G,0,0%,0,0%,2,9%
Jake Andrews,C,0,0%,0,0%,2,9%
