Quarter,Time,Down,ToGo,Location,NWE,PIT,Detail,EPB,EPA
1,7:43,3,5,NWE 43,3,0,Verron Haynes right guard for 4 yards (tackle by Ty Warren and Tedy Bruschi),1.820,0.660
1,7:07,4,1,NWE 39,3,0,"Jerome Bettis up the middle for no gain (tackle by Rosevelt Colvin). Jerome Bettis fumbles (forced by Rosevelt Colvin), recovered by Mike Vrabel at NWE-39 and returned for 1 yards (tackle by Keydrick Vincent)",0.660,-1.600
1,6:58,1,10,NWE 40,9,0,"Tom Brady pass complete to Deion Branch for 60 yards, touchdown",1.600,7.000
1,,,,PIT 2,10,0,Adam Vinatieri kicks extra point good,0.000,0.000
1,,,,NWE 30,10,0,"Adam Vinatieri kicks off 60 yards, returned by Ike Taylor for 17 yards (tackle by Rabih Abdullah)",0.000,0.740
1,6:45,1,10,PIT 27,10,0,Jerome Bettis left guard for 1 yard (tackle by Tedy Bruschi),0.740,0.330
1,6:08,2,9,PIT 28,10,0,Jerome Bettis up the middle for 1 yard (tackle by Mike Vrabel),0.330,-0.230
1,5:27,3,8,PIT 29,10,0,Ben Roethlisberger pass complete to Hines Ward for 6 yards (tackle by Hank Poteat),-0.230,-1.040
1,4:42,4,2,PIT 35,10,0,"Chris Gardocki punts 44 yards, returned by Troy Brown for 6 yards (tackle by Ricardo Colclough)",-1.040,-0.740
1,4:30,1,10,NWE 27,10,0,Tom Brady pass complete to Daniel Graham for -1 yards (tackle by Larry Foote),0.740,0.060
1,3:53,2,11,NWE 26,10,0,Tom Brady pass incomplete intended for David Givens,0.060,-0.620
1,3:53,3,11,NWE 26,10,0,"Penalty on David Givens: False Start, 5 yards (no play)",-0.620,-1.290
1,3:48,3,16,NWE 21,10,0,Tom Brady pass incomplete intended for David Givens (defended by Chris Hope),-1.290,-1.960
1,3:43,4,16,NWE 21,10,0,Josh Miller punts 27 yards,-1.960,-2.390
1,3:32,1,10,NWE 48,10,0,Ben Roethlisberger pass complete to Hines Ward for 19 yards (tackle by Tedy Bruschi),2.390,3.640
1,2:50,1,10,NWE 29,10,0,Duce Staley left end for 4 yards (tackle by Ty Warren),3.640,3.640
1,2:14,2,6,NWE 25,10,0,Duce Staley up the middle for no gain (tackle by Asante Samuel),3.640,2.940
1,1:32,3,6,NWE 25,10,0,Ben Roethlisberger pass incomplete intended for Lee Mays,2.940,1.830
1,1:26,4,6,NWE 25,10,3,Jeff Reed 43 yard field goal good,1.830,3.000
1,,,,PIT 30,10,3,"Jeff Reed kicks off 62 yards, returned by Bethel Johnson for 22 yards (tackle by Clint Kriewaldt)",0.000,0.940
1,1:14,1,10,NWE 30,10,3,Corey Dillon right tackle for 2 yards (tackle by Willie J. Williams),0.940,0.660
1,0:37,2,8,NWE 32,10,3,Corey Dillon up the middle for 2 yards (tackle by Larry Foote and James Farrior),0.660,0.230
Quarter,Time,Down,ToGo,Location,NWE,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,NWE 34,10,3,Tom Brady pass complete to David Patten for 8 yards (tackle by Chad Scott),0.230,1.730
2,14:34,1,10,NWE 42,10,3,Corey Dillon up the middle for 5 yards (tackle by Troy Polamalu and James Farrior),1.730,1.860
2,13:57,2,5,NWE 47,10,3,Corey Dillon left tackle for -2 yards (tackle by Aaron Smith),1.860,0.890
2,13:14,3,7,NWE 45,10,3,Tom Brady pass incomplete intended for David Givens,0.890,-0.390
2,13:07,4,7,NWE 45,10,3,"Josh Miller punts 45 yards, returned by Antwaan Randle El for 9 yards (tackle by Tedy Bruschi)",-0.390,-0.150
2,12:55,1,10,PIT 19,10,3,Duce Staley left end for 5 yards (tackle by Rodney Harrison and Ted Johnson),0.150,0.340
2,12:17,2,5,PIT 24,10,3,Duce Staley left tackle for 6 yards (tackle by Rodney Harrison and Eugene Wilson),0.340,0.940
2,11:39,,,,10,3,Timeout #1 by New England Patriots,0.000,0.940
2,11:39,1,10,PIT 30,10,3,Duce Staley left guard for no gain (tackle by Keith Traylor and Jarvis Green),0.940,0.390
2,11:04,2,10,PIT 30,10,3,Duce Staley right tackle for -2 yards (tackle by Ted Johnson),0.390,-0.560
2,10:21,3,12,PIT 28,10,3,Ben Roethlisberger pass incomplete intended for Hines Ward (defended by Hank Poteat),-0.560,-1.500
2,10:13,4,12,PIT 28,10,3,Chris Gardocki punts 42 yards,-1.500,-0.940
2,10:00,1,10,NWE 30,10,3,Tom Brady pass complete to Christian Fauria for 9 yards (tackle by Willie J. Williams),0.940,1.610
2,9:25,2,1,NWE 39,10,3,Corey Dillon left guard for 2 yards,1.610,1.660
2,8:46,1,10,NWE 41,10,3,Tom Brady pass complete to Deion Branch for 45 yards (tackle by Troy Polamalu),1.660,4.650
2,7:59,1,10,PIT 14,10,3,Tom Brady pass complete to Corey Dillon for 5 yards (tackle by James Farrior),4.650,4.900
2,7:12,2,5,PIT 9,16,3,"Tom Brady pass complete to David Givens for 9 yards, touchdown",4.900,7.000
2,,,,PIT 2,17,3,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,NWE 30,17,3,"Adam Vinatieri kicks off 58 yards, returned by Ike Taylor for 11 yards (tackle by Rodney Harrison)",0.000,0.480
2,7:00,1,10,PIT 23,17,3,Duce Staley up the middle for 4 yards (tackle by Ty Warren and Ted Johnson),0.480,0.470
2,6:22,2,6,PIT 27,17,3,Ben Roethlisberger pass complete to Jerame Tuman for 8 yards (tackle by Randall Gay),0.470,1.270
2,5:41,1,10,PIT 35,17,3,Ben Roethlisberger pass complete to Hines Ward for 28 yards (tackle by Eugene Wilson),1.270,3.120
2,5:13,1,10,NWE 37,17,3,Duce Staley up the middle for 2 yards (tackle by Jarvis Green),3.120,2.840
2,4:34,2,8,NWE 35,17,3,Duce Staley right guard for 3 yards (tackle by Ty Warren),2.840,2.540
2,3:53,3,5,NWE 32,17,3,Ben Roethlisberger up the middle for 9 yards (tackle by Rodney Harrison),2.540,4.040
2,3:12,1,10,NWE 23,17,3,Duce Staley right guard for 4 yards (tackle by Tedy Bruschi),4.040,4.050
2,2:31,2,6,NWE 19,23,3,"Ben Roethlisberger pass incomplete intended for Jerame Tuman is intercepted by Rodney Harrison at NWE-13 and returned for 87 yards, touchdown",4.050,-7.000
2,,,,PIT 2,24,3,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,NWE 30,24,3,"Adam Vinatieri kicks off 70 yards, returned by Antwaan Randle El for 26 yards (tackle by Je'Rod Cherry)",0.000,0.670
2,2:06,1,10,PIT 26,24,3,Ben Roethlisberger left end for 13 yards (tackle by Troy Brown),0.670,1.530
2,1:57,1,10,PIT 39,24,3,Ben Roethlisberger pass incomplete intended for Plaxico Burress (defended by Asante Samuel),1.530,0.990
2,1:49,2,10,PIT 39,24,3,Verron Haynes up the middle for 5 yards (tackle by Ty Warren and Jarvis Green),0.990,0.960
2,1:10,3,5,PIT 44,24,3,"Ben Roethlisberger sacked by Jarvis Green for -1 yards. Ben Roethlisberger fumbles (forced by Jarvis Green), ball out of bounds at PIT-43",0.960,-0.520
2,0:51,4,6,PIT 43,24,3,"Chris Gardocki punts 43 yards, returned by Troy Brown for no gain",-0.520,0.280
2,0:40,1,10,NWE 14,24,3,Corey Dillon left end for 3 yards,-0.280,-0.370
2,0:31,,,,24,3,Timeout #1 by Pittsburgh Steelers,0.000,-0.370
2,0:31,2,7,NWE 17,24,3,Corey Dillon up the middle for 8 yards (tackle by James Farrior and Chris Hope),-0.370,0.610
Quarter,Time,Down,ToGo,Location,NWE,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,24,3,"Jeff Reed kicks off 62 yards, returned by Bethel Johnson for 22 yards (tackle by Sean Morey)",0.000,0.940
3,14:55,1,10,NWE 30,24,3,Corey Dillon left end for -1 yards (tackle by Chris Hope),0.940,0.260
3,14:29,2,11,NWE 29,24,3,Tom Brady sacked by Joey Porter for -4 yards,0.260,-0.960
3,13:50,3,15,NWE 25,24,3,Tom Brady pass incomplete intended for David Patten,-0.960,-1.700
3,13:44,4,15,NWE 25,24,3,"Josh Miller punts 40 yards, returned by Antwaan Randle El for 9 yards (tackle by Lonie Paxton)",-1.700,-1.860
3,13:33,1,10,PIT 44,24,3,Jerome Bettis left tackle for 6 yards (tackle by Rodney Harrison),1.860,2.130
3,12:58,2,4,PIT 50,24,3,Ben Roethlisberger pass complete to Antwaan Randle El for 12 yards (tackle by Rodney Harrison),2.130,3.050
3,12:20,1,10,NWE 38,24,3,Jerome Bettis right tackle for -1 yards (tackle by Vince Wilfork and Willie McGinest),3.050,2.370
3,11:43,2,11,NWE 39,24,3,Ben Roethlisberger pass complete to Antwaan Randle El for 34 yards (tackle by Ted Johnson),2.370,6.060
3,10:58,1,5,NWE 5,24,9,"Jerome Bettis left guard for 5 yards, touchdown",6.060,7.000
3,,,,NWE 2,24,10,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,24,10,"Jeff Reed kicks off 56 yards, returned by Patrick Pass for 17 yards (tackle by Clint Kriewaldt)",0.000,1.000
3,10:47,1,10,NWE 31,24,10,Tom Brady pass complete to David Givens for 6 yards (tackle by Willie J. Williams),1.000,1.270
3,10:24,2,4,NWE 37,24,10,Corey Dillon left guard for no gain (tackle by James Farrior and Clark Haggans),1.270,0.560
3,9:40,3,4,NWE 37,24,10,Tom Brady pass complete to Deion Branch for 7 yards,0.560,1.860
3,9:14,1,10,NWE 44,24,10,Corey Dillon right tackle for no gain (tackle by Clark Haggans),1.860,1.320
3,8:38,2,10,NWE 44,24,10,Tom Brady sacked by Clark Haggans for -7 yards,1.320,-0.300
3,8:04,3,17,NWE 37,24,10,"Tom Brady pass incomplete intended for Kevin Faulk. Penalty on Aaron Smith: Defensive Holding, 5 yards (no play)",-0.300,1.730
3,8:00,1,10,NWE 42,24,10,"Tom Brady pass complete to David Givens for 18 yards (tackle by Willie J. Williams). Penalty on Clark Haggans: Unnecessary Roughness, 15 yards",1.730,3.910
,,,,,,,"NWE challenged the ruling, and the original play was overturned.",,
3,7:34,1,10,PIT 25,30,10,"Corey Dillon right end for 25 yards, touchdown",3.910,7.000
3,,,,PIT 2,31,10,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,NWE 30,31,10,"Adam Vinatieri kicks off 52 yards, returned by Antwaan Randle El for 22 yards (tackle by Rodney Harrison)",0.000,1.600
3,7:20,1,10,PIT 40,31,10,Ben Roethlisberger pass incomplete intended for Plaxico Burress (defended by Asante Samuel),1.600,1.050
3,7:12,2,10,PIT 40,31,10,Ben Roethlisberger pass complete to Walter Rasby for 6 yards (tackle by Ted Johnson),1.050,1.160
3,6:35,3,4,PIT 46,31,10,Ben Roethlisberger up the middle for 9 yards (tackle by Mike Vrabel and Willie McGinest),1.160,2.590
3,5:56,1,10,NWE 45,31,10,Jerome Bettis up the middle for 6 yards (tackle by Ty Warren and Ted Johnson),2.590,2.850
3,5:17,2,4,NWE 39,31,10,Ben Roethlisberger pass incomplete intended for Jerame Tuman,2.850,2.150
3,5:12,3,4,NWE 39,31,10,Verron Haynes left guard for 4 yards (tackle by Troy Brown and Rodney Harrison),2.150,3.250
3,4:32,1,10,NWE 35,31,10,Jerome Bettis left guard for 2 yards (tackle by Tedy Bruschi),3.250,2.970
3,3:54,2,8,NWE 33,31,10,Jerome Bettis left tackle for 3 yards (tackle by Mike Vrabel and Dan Koppen),2.970,2.680
3,2:57,3,5,NWE 30,31,10,Ben Roethlisberger pass incomplete intended for Hines Ward (defended by Asante Samuel),2.680,1.450
3,2:45,,,,31,10,Timeout #1 by New England Patriots,0.000,1.450
3,2:45,4,5,NWE 30,31,16,"Ben Roethlisberger pass complete to Hines Ward for 30 yards, touchdown",1.450,7.000
3,,,,NWE 2,31,17,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,31,17,"Jeff Reed kicks off 62 yards, returned by Bethel Johnson for 17 yards (tackle by James Harrison)",0.000,0.610
3,2:29,1,10,NWE 25,31,17,Corey Dillon left tackle for 3 yards (tackle by Joey Porter and Aaron Smith),0.610,0.470
3,1:46,2,7,NWE 28,31,17,Corey Dillon up the middle for no gain (tackle by Joey Porter),0.470,-0.230
3,1:05,3,7,NWE 28,31,17,Tom Brady pass incomplete intended for David Givens,-0.230,-1.500
,,,,,,,"PIT challenged the ruling, and the original play was overturned.",,
3,1:00,4,7,NWE 28,31,17,"Josh Miller punts 49 yards, returned by Antwaan Randle El for 22 yards (tackle by Dexter Reid)",-1.500,-1.930
3,0:43,1,10,PIT 45,31,17,Jerome Bettis left end for 25 yards (tackle by Eugene Wilson and Rodney Harrison),1.930,3.580
3,0:16,1,10,NWE 30,31,17,Ben Roethlisberger pass complete to Hines Ward for 26 yards (tackle by Asante Samuel),3.580,6.280
Quarter,Time,Down,ToGo,Location,NWE,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,4,NWE 4,31,17,Jerome Bettis left guard for 1 yard (tackle by Tedy Bruschi),6.280,5.530
4,14:22,2,3,NWE 3,31,17,Ben Roethlisberger pass incomplete intended for Plaxico Burress (defended by Asante Samuel),5.530,4.720
4,14:17,3,3,NWE 3,31,17,Jerome Bettis up the middle for 1 yard (tackle by Ted Johnson and Ty Warren),4.720,3.250
4,13:32,4,2,NWE 2,31,20,Jeff Reed 20 yard field goal good,3.250,3.000
4,,,,PIT 30,31,20,"Jeff Reed kicks off 61 yards, returned by Bethel Johnson for 29 yards (tackle by Ricardo Colclough)",0.000,1.470
4,13:19,1,10,NWE 38,31,20,Tom Brady pass complete to Troy Brown for 11 yards (tackle by Chris Hope),1.470,2.190
4,13:19,1,10,NWE 49,31,20,Corey Dillon right end for 1 yard (tackle by Aaron Smith),2.190,1.780
4,12:17,2,9,PIT 50,31,20,Tom Brady pass complete to Deion Branch for 4 yards (tackle by James Farrior),1.780,1.620
4,11:33,3,5,PIT 46,31,20,"Tom Brady pass complete to David Givens for 10 yards (tackle by Deshea Townsend). David Givens fumbles (forced by Deshea Townsend), recovered by David Givens at PIT-36",1.620,3.180
4,10:47,1,10,PIT 36,31,20,Corey Dillon up the middle for 6 yards (tackle by James Farrior and Aaron Smith),3.180,3.450
4,10:09,2,4,PIT 30,31,20,Kevin Faulk left end for 17 yards (tackle by Deshea Townsend),3.450,4.710
4,9:36,1,10,PIT 13,31,20,David Givens for -2 yards (tackle by Willie J. Williams),4.710,3.760
4,8:52,2,12,PIT 15,31,20,Corey Dillon left tackle for 2 yards (tackle by Larry Foote and Kendrick Clancy),3.760,3.120
4,8:12,3,10,PIT 13,31,20,Tom Brady pass incomplete intended for David Givens (defended by Deshea Townsend),3.120,2.570
4,8:06,4,10,PIT 13,34,20,Adam Vinatieri 31 yard field goal good,2.570,3.000
4,,,,NWE 30,34,20,"Adam Vinatieri kicks off 59 yards, returned by Antwaan Randle El for 14 yards (tackle by Rabih Abdullah)",0.000,0.610
4,7:58,1,10,PIT 25,34,20,Ben Roethlisberger pass complete to Antwaan Randle El for 6 yards (tackle by Asante Samuel),0.610,0.870
4,7:36,2,4,PIT 31,34,20,Ben Roethlisberger pass incomplete intended for Hines Ward is intercepted by Eugene Wilson at NWE-45,0.870,-1.930
,,,,,,,"PIT challenged the ruling, and the play was upheld.",,
4,7:29,1,10,NWE 45,34,20,Corey Dillon right tackle for 3 yards (tackle by Clark Haggans and Chris Hoke),1.930,1.790
4,6:47,2,7,NWE 48,34,20,Corey Dillon up the middle for 2 yards (tackle by Aaron Smith and Clint Kriewaldt),1.790,1.360
4,6:40,,,,34,20,Timeout #2 by Pittsburgh Steelers,0.000,1.360
4,6:40,3,5,PIT 50,34,20,Tom Brady pass complete to David Givens for 16 yards,1.360,3.310
4,6:09,1,10,PIT 34,34,20,Corey Dillon right end for 1 yard (tackle by Troy Polamalu),3.310,2.910
4,5:23,2,9,PIT 33,34,20,Corey Dillon up the middle for 6 yards (tackle by Joey Porter),2.910,3.010
4,4:38,3,3,PIT 27,34,20,Kevin Faulk up the middle for 2 yards (tackle by James Farrior and Troy Polamalu),3.010,1.950
4,4:30,,,,34,20,Timeout #3 by Pittsburgh Steelers,0.000,1.950
4,4:30,4,1,PIT 25,34,20,Kevin Faulk left end for 1 yard (tackle by Joey Porter and Clint Kriewaldt),1.950,3.970
4,4:00,1,10,PIT 24,34,20,Corey Dillon right end for 2 yards (tackle by Troy Polamalu and Willie J. Williams),3.970,3.700
4,3:16,2,8,PIT 22,34,20,Corey Dillon left guard for -1 yards (tackle by James Farrior and Willie J. Williams),3.700,2.870
4,2:32,3,9,PIT 23,40,20,"Deion Branch right end for 23 yards, touchdown",2.870,7.000
4,,,,PIT 2,41,20,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,NWE 30,41,20,"Adam Vinatieri kicks off 42 yards, returned by Matt Cushing for 11 yards (tackle by Dexter Reid)",0.000,1.530
4,2:17,1,10,PIT 39,41,20,Ben Roethlisberger up the middle for 11 yards (tackle by Rodney Harrison),1.530,2.260
4,2:00,1,10,PIT 50,41,20,Ben Roethlisberger pass complete to Plaxico Burress for 14 yards (tackle by Hank Poteat),2.260,3.180
4,1:53,1,10,NWE 36,41,20,Verron Haynes up the middle for 7 yards (tackle by Mike Vrabel),3.180,3.580
4,1:34,2,3,NWE 29,41,20,Ben Roethlisberger pass complete to Verron Haynes for 14 yards (tackle by Tedy Bruschi),3.580,4.580
4,1:15,1,10,NWE 15,41,20,Verron Haynes up the middle for 8 yards (tackle by Willie McGinest),4.580,5.410
4,0:56,,,,41,20,Timeout #2 by New England Patriots,0.000,5.410
4,0:56,2,2,NWE 7,41,26,"Ben Roethlisberger pass complete to Plaxico Burress for 7 yards, touchdown",5.410,7.000
4,,,,NWE 2,41,27,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,41,27,"Jeff Reed kicks onside 15 yards, recovered by Christian Fauria",0.000,2.590
4,0:50,1,10,PIT 45,41,27,Tom Brady kneels for -1 yards,2.590,1.910
4,0:50,2,11,PIT 46,41,27,Tom Brady kneels for -1 yards,1.910,1.090
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
