Player,Pos
Tim Rattay,QB
Kevan Barlow,RB
Fred Beasley,FB
Arnaz Battle,WR
Brandon Lloyd,WR
Johnnie Morton,WR
Jonas Jennings,LT
Justin Smiley,LG
Jeremy Newberry,C
Eric Heitmann,RG
Kwame Harris,RT
Bryant Young,LDE
Anthony Adams,NT
Marques Douglas,RDE
Julian Peterson,LOLB
Derek Smith,LILB
Jeff Ulbrich,RILB
Jamie Winborn,ROLB
Ahmed Plummer,LCB
Shawntae Spencer,RCB
Tony Parrish,SS
Mike Rumph,FS
