Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Tedric Thompson,KAN,0,3,3,100.0%,20,6.7,6.7,0,94.4,3.0,9,11,6,0,0,0.0,0,4,1,20.0%
Juan Thornhill,KAN,0,5,2,40.0%,11,5.5,2.2,1,87.5,14.6,9,2,5,0,1,0.0,1,6,0,0.0%
Charvarius Ward,KAN,0,3,2,66.7%,25,12.5,8.3,0,92.4,14.7,18,7,0,0,0,0.0,0,1,0,0.0%
Damien Wilson,KAN,0,3,2,66.7%,12,6.0,4.0,0,74.3,4.7,1,11,2,0,0,0.0,0,4,0,0.0%
Ben Niemann,KAN,0,1,1,100.0%,13,13.0,13.0,0,118.7,13.0,13,0,12,0,0,1.0,1,2,1,33.3%
Anthony Hitchens,KAN,0,2,1,50.0%,8,8.0,4.0,0,60.4,1.0,8,0,2,0,0,0.0,0,5,0,0.0%
Tyrann Mathieu,KAN,0,3,1,33.3%,0,0.0,0.0,0,42.4,3.7,0,0,2,0,0,0.0,0,5,0,0.0%
L'Jarius Sneed,KAN,0,2,1,50.0%,4,4.0,2.0,0,56.2,14.0,4,0,0,0,0,0.0,0,1,0,0.0%
Daniel Sorensen,KAN,0,1,1,100.0%,4,4.0,4.0,0,83.3,4.0,4,0,1,0,0,0.0,0,5,1,16.7%
Rashad Fenton,KAN,0,5,1,20.0%,0,0.0,0.0,0,39.6,15.6,-1,1,0,0,0,0.0,0,4,1,20.0%
Frank Clark,KAN,0,0,0,,,,,,,,,,0,2,0,1.0,3,1,2,66.7%
Chris Jones,KAN,0,0,0,,,,,,,,,,0,0,0,2.0,2,5,0,0.0%
Tanoh Kpassagnon,KAN,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
Mike Pennel,KAN,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Marcus Peters,BAL,0,9,7,77.8%,114,16.3,12.7,1,155.8,14.3,71,43,0,0,0,0.0,0,4,3,42.9%
Marlon Humphrey,BAL,0,8,5,62.5%,61,12.2,7.6,0,85.9,8.0,30,31,3,1,1,0.0,2,6,1,14.3%
Jimmy Smith,BAL,0,6,4,66.7%,27,6.8,4.5,0,76.4,10.7,20,7,0,0,0,0.0,0,5,1,16.7%
Patrick Queen,BAL,0,5,4,80.0%,41,10.3,8.2,1,140.4,2.8,14,27,4,0,0,0.0,0,4,1,20.0%
Chuck Clark,BAL,0,3,3,100.0%,38,12.7,12.7,0,118.7,-3.0,-9,47,5,1,0,0.0,1,10,0,0.0%
DeShon Elliott,BAL,0,5,3,60.0%,71,23.7,14.2,1,143.7,13.4,57,14,2,0,0,0.0,0,5,1,16.7%
L.J. Fort,BAL,0,2,2,100.0%,6,3.0,3.0,0,79.2,3.0,6,0,3,0,0,0.0,0,5,0,0.0%
Matt Judon,BAL,0,1,1,100.0%,18,18.0,18.0,0,118.7,12.0,12,6,11,1,1,0.0,2,3,1,25.0%
Malik Harrison,BAL,0,1,1,100.0%,2,2.0,2.0,1,118.7,1.0,1,1,0,0,0,0.0,0,3,1,25.0%
Anthony Averett,BAL,0,2,1,50.0%,7,7.0,3.5,0,58.3,16.0,5,2,0,0,0,0.0,0,2,0,0.0%
Tyus Bowser,BAL,0,0,0,,,,,,,,,,6,1,1,0.0,2,2,1,33.3%
Pernell McPhee,BAL,0,0,0,,,,,,,,,,1,0,1,0.0,1,2,0,0.0%
Brandon Williams,BAL,0,0,0,,,,,,,,,,0,1,0,0.0,1,7,0,0.0%
Derek Wolfe,BAL,0,0,0,,,,,,,,,,0,0,0,0.0,0,6,1,14.3%
Jihad Ward,BAL,0,0,0,,,,,,,,,,2,0,0,0.0,0,2,0,0.0%
Jaylon Ferguson,BAL,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,
Calais Campbell,BAL,0,0,0,,,,,,,,,,0,0,0,0.0,0,4,2,33.3%
Chris Board,BAL,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
