Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
3,6:17,4,7,KAN 24,27,13,Justin Tucker 42 yard field goal good,1.870,3.000
3,6:13,,,BAL 35,27,13,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,6:13,1,10,KAN 25,27,13,Patrick Mahomes pass complete short middle to Travis Kelce for 6 yards (tackle by Jimmy Smith),0.610,0.870
3,5:35,2,4,KAN 31,27,13,Patrick Mahomes pass complete short middle to Sammy Watkins for 9 yards (tackle by Marcus Peters),0.870,1.600
3,4:58,1,10,KAN 40,27,13,Clyde Edwards-Helaire right guard for 2 yards (tackle by Derek Wolfe and Malik Harrison),1.600,1.320
3,4:17,2,8,KAN 42,27,13,Patrick Mahomes pass complete short right to Mecole Hardman for 7 yards (tackle by Marcus Peters),1.320,1.550
3,3:40,3,1,KAN 49,27,13,Darrel Williams left guard for no gain (tackle by Brandon Williams),1.550,-0.130
3,3:01,4,1,KAN 49,27,13,Anthony Sherman up the middle for no gain (tackle by Calais Campbell),-0.130,-2.320
3,2:57,1,10,KAN 49,27,13,Lamar Jackson pass complete short right to Miles Boykin for 8 yards,2.320,2.860
3,2:31,2,2,KAN 41,27,13,Mark Ingram right tackle for 4 yards (tackle by Damien Wilson and Anthony Hitchens),2.860,3.120
3,1:53,1,10,KAN 37,27,13,Lamar Jackson right tackle for 5 yards (tackle by Michael Danna),3.120,3.250
3,1:12,2,5,KAN 32,27,13,Gus Edwards right guard for 24 yards (tackle by Rashad Fenton and Anthony Hitchens),3.250,5.370
3,0:24,1,8,KAN 8,27,13,Lamar Jackson right end for 3 yards (tackle by Juan Thornhill),5.370,5.150
Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,KAN 5,27,19,"Lamar Jackson pass complete short middle to Nick Boyle for 5 yards, touchdown",5.150,7.000
4,14:55,,,KAN 15,27,20,Justin Tucker kicks extra point good,0.000,0.000
4,14:55,,,BAL 35,27,20,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,14:55,1,10,KAN 25,27,20,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 6 yards (tackle by Jimmy Smith and Marlon Humphrey),0.610,0.870
4,14:18,2,4,KAN 31,27,20,Clyde Edwards-Helaire left tackle for -1 yards (tackle by L.J. Fort and Derek Wolfe),0.870,0.040
4,13:37,3,5,KAN 30,27,20,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 18 yards (tackle by Chuck Clark),0.040,2.130
4,13:02,1,10,KAN 48,27,20,Clyde Edwards-Helaire left tackle for no gain (tackle by Jihad Ward),2.130,1.580
4,12:27,2,10,KAN 48,27,20,Patrick Mahomes pass complete short middle to Tyreek Hill for 13 yards (tackle by Jimmy Smith),1.580,2.980
4,11:44,1,10,BAL 39,27,20,Patrick Mahomes pass incomplete short middle intended for Sammy Watkins (defended by Marlon Humphrey),2.980,2.440
4,11:41,2,10,BAL 39,27,20,Patrick Mahomes pass incomplete deep left intended for Mecole Hardman,2.440,1.750
4,11:36,3,10,BAL 39,27,20,Patrick Mahomes right end for 12 yards (tackle by Tyus Bowser),1.750,3.780
4,10:57,1,10,BAL 27,27,20,Darrel Williams right tackle for 6 yards (tackle by L.J. Fort),3.780,4.040
4,10:23,2,4,BAL 21,27,20,Clyde Edwards-Helaire right guard for 5 yards (tackle by Malik Harrison),4.040,4.510
4,9:43,1,10,BAL 16,27,20,Clyde Edwards-Helaire left guard for 3 yards (tackle by Pernell McPhee),4.510,4.390
4,9:03,,,,,,Timeout #1 by Kansas City Chiefs,,
4,9:03,2,7,BAL 13,27,20,Patrick Mahomes pass complete short left to Sammy Watkins for 11 yards (tackle by DeShon Elliott),4.390,6.740
4,8:19,1,2,BAL 2,33,20,"Patrick Mahomes pass complete short left to Eric Fisher for 2 yards, touchdown",6.740,7.000
4,8:14,,,BAL 15,34,20,Harrison Butker kicks extra point good,0.000,0.000
4,8:14,,,KAN 35,34,20,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,8:14,1,10,BAL 25,34,20,"Lamar Jackson pass incomplete short middle intended for Mark Ingram. Penalty on Damien Wilson: Unsportsmanlike Conduct, 15 yards (no play)",0.610,1.600
4,8:10,1,10,BAL 40,34,20,Lamar Jackson pass complete short middle to J.K. Dobbins for 19 yards,1.600,2.850
4,7:48,1,10,KAN 41,34,20,Lamar Jackson pass incomplete deep right intended for Marquise Brown (defended by Charvarius Ward),2.850,2.310
4,7:42,2,10,KAN 41,34,20,"Lamar Jackson left end for 6 yards (tackle by Rashad Fenton). Penalty on Chris Jones: Illegal Use of Hands, 5 yards",2.310,3.580
4,7:20,1,10,KAN 30,34,20,Lamar Jackson pass complete short middle to J.K. Dobbins for 6 yards (tackle by Rashad Fenton),3.580,3.840
4,6:57,2,4,KAN 24,34,20,Lamar Jackson pass complete short middle to Marquise Brown for 6 yards (tackle by Charvarius Ward),3.840,4.440
4,6:39,1,10,KAN 17,34,20,Lamar Jackson pass complete short middle to Mark Andrews for 4 yards (tackle by Daniel Sorensen),4.440,4.500
4,6:19,2,6,KAN 13,34,20,Lamar Jackson sacked by Ben Niemann for -8 yards,4.500,2.680
4,5:35,3,14,KAN 21,34,20,Lamar Jackson sacked by Frank Clark for -10 yards,2.680,1.320
4,4:55,4,24,KAN 31,34,20,Lamar Jackson pass incomplete deep left intended for Miles Boykin,1.320,-1.000
4,4:50,1,10,KAN 31,34,20,Clyde Edwards-Helaire right tackle for 3 yards (tackle by Brandon Williams),1.000,0.870
4,4:46,,,,,,Timeout #1 by Baltimore Ravens,,
4,4:46,2,7,KAN 34,34,20,Clyde Edwards-Helaire right guard for 1 yard (tackle by L.J. Fort and Chuck Clark),0.870,0.300
4,4:42,,,,,,Timeout #2 by Baltimore Ravens,,
4,4:42,3,6,KAN 35,34,20,Patrick Mahomes pass complete short middle to Travis Kelce for 17 yards (tackle by DeShon Elliott),0.300,2.390
4,3:54,1,10,BAL 48,34,20,Clyde Edwards-Helaire left tackle for 2 yards (tackle by Brandon Williams),2.390,2.120
4,3:12,2,8,BAL 46,34,20,Clyde Edwards-Helaire up the middle for 4 yards (tackle by Brandon Williams),2.120,1.950
4,3:08,,,,,,Timeout #3 by Baltimore Ravens,,
4,3:08,3,4,BAL 42,34,20,Patrick Mahomes pass complete short left to Darrel Williams for 5 yards (tackle by Chuck Clark),1.950,3.120
4,2:25,1,10,BAL 37,34,20,Clyde Edwards-Helaire left tackle for 2 yards (tackle by Calais Campbell),3.120,2.840
4,2:00,2,8,BAL 35,34,20,Clyde Edwards-Helaire right tackle for 2 yards (tackle by Derek Wolfe and Jimmy Smith),2.840,2.410
4,1:15,3,6,BAL 33,34,20,Clyde Edwards-Helaire right guard for 5 yards (tackle by L.J. Fort and Matt Judon),2.410,1.720
4,0:28,,,,,,Timeout #2 by Kansas City Chiefs,,
4,0:28,4,1,BAL 28,34,20,Patrick Mahomes pass incomplete short right intended for Nick Keizer (defended by DeShon Elliott),1.720,-0.870
4,0:23,1,10,BAL 29,34,20,Lamar Jackson kneels for -1 yards,0.870,0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
