Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chiefs won the coin toss and deferred, Ravens to receive the opening kickoff.",,
1,15:00,,,KAN 35,0,0,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,BAL 25,0,0,Mark Ingram right tackle for 5 yards (tackle by Chris Jones and Anthony Hitchens),0.610,0.740
1,14:19,2,5,BAL 30,0,0,Mark Ingram left end for 3 yards (tackle by Damien Wilson and Anthony Hitchens),0.740,0.430
1,13:33,3,2,BAL 33,0,0,Lamar Jackson right end for 30 yards (tackle by Juan Thornhill),0.430,3.120
1,12:51,1,10,KAN 37,0,0,Lamar Jackson pass incomplete short middle intended for Marquise Brown,3.120,2.570
1,12:47,2,10,KAN 37,0,0,Lamar Jackson right end for 5 yards (tackle by Daniel Sorensen),2.570,2.540
1,12:08,3,5,KAN 32,0,0,J.K. Dobbins right end for 6 yards (tackle by Tedric Thompson and Daniel Sorensen),2.540,3.840
1,11:33,1,10,KAN 26,0,0,Mark Ingram left guard for 11 yards (tackle by Tyrann Mathieu and Juan Thornhill),3.840,4.580
1,10:52,1,10,KAN 15,0,0,Lamar Jackson pass complete short middle to Devin Duvernay for 7 yards (tackle by Juan Thornhill),4.580,5.220
1,10:11,2,3,KAN 8,0,0,Lamar Jackson pass incomplete short right,5.220,4.450
1,10:06,3,3,KAN 8,0,0,Lamar Jackson pass complete short right to Willie Snead for no gain (tackle by Tyrann Mathieu),4.450,2.980
1,9:24,4,3,KAN 8,0,3,Justin Tucker 26 yard field goal good,2.980,3.000
1,9:20,,,BAL 35,0,3,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,9:20,1,10,KAN 25,0,3,Tyreek Hill left end for 22 yards (tackle by Pernell McPhee),0.610,2.060
1,8:39,1,10,KAN 47,0,3,"Patrick Mahomes pass incomplete short middle intended for Clyde Edwards-Helaire (defended by Patrick Queen). Penalty on Jimmy Smith: Illegal Use of Hands, 5 yards (no play)",2.060,2.390
1,8:35,1,10,BAL 48,0,3,Clyde Edwards-Helaire left guard for 1 yard (tackle by Pernell McPhee and Calais Campbell),2.390,1.980
1,7:59,2,9,BAL 47,0,3,Patrick Mahomes pass complete short left to Travis Kelce for 11 yards (tackle by DeShon Elliott),1.980,3.180
1,7:23,1,10,BAL 36,0,3,Patrick Mahomes pass complete deep right to Tyreek Hill for 32 yards (tackle by DeShon Elliott),3.180,6.510
1,6:50,1,3,BAL 3,0,3,Patrick Mahomes pass incomplete short right intended for Clyde Edwards-Helaire,6.510,5.530
1,6:48,2,3,BAL 3,6,3,"Patrick Mahomes right end for 3 yards, touchdown",5.530,7.000
1,6:43,,,BAL 15,6,3,Harrison Butker kicks extra point no good wide left,0.000,-1.000
1,6:43,,,KAN 35,6,3,"Harrison Butker kicks off 57 yards, returned by Devin Duvernay for 26 yards (tackle by Tedric Thompson)",0.000,1.200
1,6:36,1,10,BAL 34,6,3,"Lamar Jackson left end for 14 yards (tackle by Chris Jones). Penalty on Nick Boyle: Tripping, 10 yards (no play)",1.200,0.540
1,6:13,1,20,BAL 24,6,3,Lamar Jackson pass complete short left to Devin Duvernay for no gain (tackle by Rashad Fenton),0.540,-0.690
1,5:27,2,20,BAL 24,6,3,"Lamar Jackson pass complete short left to Mark Andrews for 5 yards (tackle by Damien Wilson). Mark Andrews fumbles, ball out of bounds at BAL-31 (forced by Damien Wilson)",-0.690,-0.690
1,4:54,3,15,BAL 29,6,3,"Lamar Jackson sacked by Chris Jones for -9 yards. Lamar Jackson fumbles, ball out of bounds at BAL-20 (forced by Chris Jones)",-0.690,-2.030
1,4:18,4,24,BAL 20,6,3,"Sam Koch punts 48 yards, fair catch by Mecole Hardman at KC-32",-2.030,-1.070
1,4:12,1,10,KAN 32,6,3,Clyde Edwards-Helaire left guard for 4 yards (tackle by Brandon Williams),1.070,1.070
1,3:35,2,6,KAN 36,6,3,Clyde Edwards-Helaire left guard for 5 yards (tackle by Chuck Clark and Marlon Humphrey),1.070,1.030
1,2:46,3,1,KAN 41,6,3,"Penalty on Tyreek Hill: False Start, 4 yards (no play)",1.030,0.500
1,2:26,3,5,KAN 37,6,3,Patrick Mahomes pass complete short middle to Clyde Edwards-Helaire for 15 yards (tackle by Anthony Averett),0.500,2.390
1,1:44,1,10,BAL 48,6,3,Patrick Mahomes pass incomplete short right intended for Darwin Thompson (defended by Marlon Humphrey),2.390,1.850
1,1:39,2,10,BAL 48,6,3,Patrick Mahomes pass complete short middle to Travis Kelce for 11 yards (tackle by Chuck Clark and Marlon Humphrey),1.850,3.120
1,0:59,1,10,BAL 37,6,3,Patrick Mahomes pass incomplete deep right intended for Demarcus Robinson,3.120,2.570
1,0:51,2,10,BAL 37,6,3,Patrick Mahomes pass complete short middle to Travis Kelce for 13 yards (tackle by Tyus Bowser). Penalty on Jihad Ward: Defensive Offside (Declined),2.570,3.970
1,0:28,1,10,BAL 24,6,3,Patrick Mahomes pass incomplete short right intended for Darwin Thompson (defended by Calais Campbell),3.970,3.430
1,0:25,2,10,BAL 24,6,3,Darwin Thompson right guard for 1 yard (tackle by Calais Campbell),3.430,2.870
Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,BAL 23,6,3,Patrick Mahomes pass complete short middle to Sammy Watkins for 15 yards (tackle by Marcus Peters),2.870,5.370
2,14:15,1,8,BAL 8,6,3,Patrick Mahomes pass complete short left to Tyreek Hill for 2 yards (tackle by Jimmy Smith),5.370,4.950
2,13:36,2,6,BAL 6,6,3,Clyde Edwards-Helaire left tackle for 1 yard (tackle by Derek Wolfe),4.950,4.260
2,12:55,3,5,BAL 5,12,3,"Patrick Mahomes pass complete short middle to Anthony Sherman for 5 yards, touchdown",4.260,7.000
2,12:52,,,BAL 15,13,3,Harrison Butker kicks extra point good,0.000,0.000
2,12:52,,,KAN 35,13,9,"Harrison Butker kicks off 58 yards, returned by Devin Duvernay for 93 yards, touchdown",0.000,7.000
2,12:40,,,KAN 15,13,10,Justin Tucker kicks extra point good,0.000,0.000
2,12:40,,,BAL 35,13,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,12:40,1,10,KAN 25,13,10,Clyde Edwards-Helaire left tackle for -1 yards (tackle by Brandon Williams),0.610,-0.070
2,12:01,2,11,KAN 24,13,10,Patrick Mahomes pass complete short left to Mecole Hardman for 7 yards (tackle by Anthony Averett and DeShon Elliott),-0.070,0.170
2,11:23,3,4,KAN 31,13,10,Patrick Mahomes pass incomplete short right intended for Travis Kelce,0.170,-1.310
2,11:20,4,4,KAN 31,13,10,"Tommy Townsend punts 58 yards, returned by James Proche for 16 yards (tackle by Dorian O'Daniel)",-1.310,-0.740
2,11:06,1,10,BAL 27,13,10,Lamar Jackson pass complete short right to Willie Snead for 4 yards (tackle by L'Jarius Sneed),0.740,0.740
2,10:27,2,6,BAL 31,13,10,Lamar Jackson pass incomplete deep middle intended for Mark Andrews,0.740,0.040
2,10:23,3,6,BAL 31,13,10,Lamar Jackson pass incomplete short middle intended for Marquise Brown,0.040,-1.310
2,10:18,4,6,BAL 31,13,10,"Sam Koch punts 49 yards, returned by Mecole Hardman for 7 yards (tackle by Morgan Cox)",-1.310,-0.740
2,10:06,1,10,KAN 27,13,10,Patrick Mahomes pass complete short middle to Travis Kelce for 29 yards (tackle by Marcus Peters and Chuck Clark),0.740,2.650
2,9:24,1,10,BAL 44,13,10,Patrick Mahomes pass complete short middle to Sammy Watkins for 5 yards (tackle by Patrick Queen),2.650,2.780
2,8:47,2,5,BAL 39,13,10,Patrick Mahomes pass incomplete short right,2.780,2.080
2,8:41,3,5,BAL 39,13,10,Patrick Mahomes pass complete short middle to Mecole Hardman for 18 yards (tackle by Matt Judon),2.080,4.170
2,7:54,1,10,BAL 21,13,10,Patrick Mahomes pass complete short middle to Darrel Williams for -4 yards (tackle by Jihad Ward),4.170,3.090
2,7:11,2,14,BAL 25,13,10,"Patrick Mahomes sacked by Matt Judon for no gain. Patrick Mahomes fumbles (forced by Matt Judon), recovered by Patrick Mahomes at BAL-31. Penalty on Matt Judon: Defensive Offside, 5 yards (no play)",3.090,3.760
2,6:46,2,9,BAL 20,19,10,"Patrick Mahomes pass complete deep right to Tyreek Hill for 20 yards, touchdown",3.760,7.000
2,6:40,,,BAL 15,20,10,Harrison Butker kicks extra point good,0.000,0.000
2,6:40,,,KAN 35,20,10,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,6:40,1,10,BAL 25,20,10,Mark Ingram left end for 2 yards (tackle by Chris Jones),0.610,0.330
2,6:00,2,8,BAL 27,20,10,"Lamar Jackson pass complete short right to Nick Boyle for -1 yards (tackle by Juan Thornhill). Penalty on L'Jarius Sneed: Defensive Holding, 4 yards (no play)",0.330,1.000
2,5:37,1,10,BAL 31,20,10,Gus Edwards left guard for 3 yards (tackle by Tyrann Mathieu and Derrick Nnadi),1.000,0.870
2,4:57,2,7,BAL 34,20,10,Lamar Jackson pass incomplete short middle intended for Mark Andrews (defended by Damien Wilson),0.870,0.170
2,4:53,3,7,BAL 34,20,10,Lamar Jackson pass incomplete short right intended for Mark Andrews,0.170,-1.110
2,4:46,4,7,BAL 34,20,10,Sam Koch punts 50 yards out of bounds,-1.110,0.140
2,4:39,1,10,KAN 16,20,10,Clyde Edwards-Helaire left guard for 9 yards (tackle by Chuck Clark),-0.140,0.690
2,3:58,2,1,KAN 25,20,10,Patrick Mahomes pass complete short middle to Sammy Watkins for 10 yards (tackle by L.J. Fort),0.690,1.270
2,3:21,1,10,KAN 35,20,10,Patrick Mahomes right end for 4 yards (tackle by Brandon Williams),1.270,1.260
2,2:49,2,6,KAN 39,20,10,Clyde Edwards-Helaire right tackle for 16 yards (tackle by Chuck Clark),1.260,2.590
2,2:09,1,10,BAL 45,20,10,Clyde Edwards-Helaire right end for 1 yard (tackle by Patrick Queen),2.590,2.180
2,2:00,2,9,BAL 44,20,10,"Penalty on Kelechi Osemele: False Start, 5 yards (no play)",2.180,1.500
2,2:00,2,14,BAL 49,20,10,Patrick Mahomes pass incomplete deep right intended for Tyreek Hill,1.500,0.830
2,1:54,3,14,BAL 49,26,10,"Patrick Mahomes pass complete deep right to Mecole Hardman for 49 yards, touchdown, touchdown",0.830,7.000
2,1:48,,,BAL 15,27,10,Harrison Butker kicks extra point good,0.000,0.000
2,1:48,,,KAN 35,27,10,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,1:48,1,10,BAL 25,27,10,Lamar Jackson pass complete short middle to J.K. Dobbins for 6 yards (tackle by Juan Thornhill),0.610,0.870
2,1:30,2,4,BAL 31,27,10,Lamar Jackson pass complete short left to Mark Andrews for 13 yards (tackle by Ben Niemann),0.870,1.860
2,1:11,1,10,BAL 44,27,10,Lamar Jackson up the middle for 6 yards (tackle by Daniel Sorensen),1.860,2.130
2,0:52,2,4,BAL 50,27,10,"Lamar Jackson sacked by Chris Jones for no gain. Lamar Jackson fumbles (forced by Chris Jones), recovered by Ben Niemann at KC-49 (tackle by Mark Andrews)",2.130,-2.190
2,0:45,1,10,KAN 49,27,10,Patrick Mahomes right end for 7 yards (tackle by Marlon Humphrey),2.190,2.590
2,0:37,2,3,BAL 44,27,10,Patrick Mahomes pass complete short middle to Tyreek Hill for 9 yards (tackle by Chuck Clark),2.590,3.250
2,0:30,,,,,,Timeout #1 by Kansas City Chiefs,,
2,0:30,1,10,BAL 35,27,10,Patrick Mahomes pass complete short middle to Sammy Watkins for 5 yards (tackle by Marlon Humphrey),3.250,3.380
2,0:21,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:21,2,5,BAL 30,27,10,Patrick Mahomes pass incomplete deep middle intended for Mecole Hardman,3.380,2.680
2,0:16,3,5,BAL 30,27,10,Patrick Mahomes pass complete short middle to Sammy Watkins for 7 yards (tackle by Marlon Humphrey),2.680,4.040
2,0:09,,,,,,Timeout #3 by Kansas City Chiefs,,
2,0:09,1,10,BAL 23,27,10,Harrison Butker 42 yard field goal no good,4.040,-1.070
2,0:05,,,,,,Timeout #1 by Baltimore Ravens,,
2,0:05,1,10,BAL 32,27,10,Lamar Jackson pass incomplete short middle intended for Devin Duvernay,1.070,0.530
2,0:03,2,10,BAL 32,27,10,Lamar Jackson pass incomplete short middle intended for Mark Andrews,0.530,-0.160
Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,27,10,"Justin Tucker kicks off 64 yards, returned by Mecole Hardman for 19 yards (tackle by Chris Board)",0.000,0.280
3,14:53,1,10,KAN 20,27,10,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 24 yards (tackle by Patrick Queen),0.280,1.860
3,14:13,1,10,KAN 44,27,10,"Tyreek Hill right end for 3 yards (tackle by Patrick Queen). Penalty on Patrick Queen: Horse Collar Tackle, 15 yards",1.860,3.050
3,13:44,1,10,BAL 38,27,10,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 7 yards (tackle by Malik Harrison),3.050,3.450
3,13:03,2,3,BAL 31,27,10,"Darwin Thompson left guard for 10 yards (tackle by Chuck Clark). Darwin Thompson fumbles (forced by Chuck Clark), recovered by Jaylon Ferguson at BAL-21",3.450,-0.340
3,12:56,1,10,BAL 21,27,10,Lamar Jackson pass incomplete short middle intended for Mark Ingram (defended by Anthony Hitchens),0.340,-0.200
3,12:51,2,10,BAL 21,27,10,Mark Ingram right end for 4 yards (tackle by Daniel Sorensen),-0.200,-0.360
3,12:12,3,6,BAL 25,27,10,"Penalty on Frank Clark: Neutral Zone Infraction, 5 yards (no play)",-0.360,0.300
3,12:02,3,1,BAL 30,27,10,"Penalty on Matt Skura: False Start, 5 yards (no play)",0.300,-0.360
3,11:45,3,6,BAL 25,27,10,Lamar Jackson pass complete short middle to Marquise Brown for 7 yards (tackle by Tedric Thompson),-0.360,1.070
3,10:58,1,10,BAL 32,27,10,Lamar Jackson pass incomplete deep left intended for Marquise Brown,1.070,0.530
3,10:53,2,10,BAL 32,27,10,Lamar Jackson left end for 18 yards (tackle by Damien Wilson),0.530,2.260
3,10:11,1,10,BAL 50,27,10,Gus Edwards left tackle for 4 yards,2.260,2.250
3,9:30,2,6,KAN 46,27,10,Gus Edwards left guard for 8 yards (tackle by Juan Thornhill),2.250,3.050
3,8:55,1,10,KAN 38,27,10,Lamar Jackson left end for 11 yards (tackle by Tyrann Mathieu),3.050,3.780
3,8:16,1,10,KAN 27,27,10,Mark Ingram right guard for 1 yard (tackle by Anthony Hitchens and Chris Jones),3.780,3.370
3,7:36,2,9,KAN 26,27,10,Lamar Jackson pass incomplete deep right intended for Mark Andrews,3.370,2.680
3,7:32,3,9,KAN 26,27,10,Lamar Jackson pass complete short middle to J.K. Dobbins for 7 yards (tackle by Tedric Thompson),2.680,2.310
3,6:54,4,2,KAN 19,27,10,"Penalty on Orlando Brown: False Start, 5 yards (no play)",2.310,1.870
