Quarter,Time,Down,ToGo,Location,JAX,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,JAX 16,0,0,Jamal Lewis left tackle for 5 yards (tackle by Wali Rainer),4.180,4.430
2,14:38,3,2,JAX 11,0,0,Jamal Lewis left tackle for 2 yards (tackle by Wali Rainer and Marlon McCree),4.430,5.140
2,13:55,1,9,JAX 9,0,0,Chris Redman pass complete to Travis Taylor for 8 yards (tackle by Fernando Bryant),5.140,5.910
2,13:07,1,9,JAX 9,,,Timeout #2 by Baltimore Ravens,5.140,5.910
2,13:07,2,1,JAX 1,0,6,"Chris Redman pass complete to Todd Heap for 1 yard, touchdown",5.910,7.000
2,13:07,,,JAX 1,0,7,Matt Stover kicks extra point good,0.000,0.000
2,13:07,,,BAL 30,0,7,"Matt Stover kicks off 61 yards, returned by Stacey Mack for 19 yards (tackle by Shannon Taylor)",0.000,0.810
2,12:56,1,10,JAX 28,0,7,Fred Taylor left end for 30 yards (tackle by Gary Baxter),0.810,2.790
2,12:30,1,10,BAL 42,0,7,Stacey Mack left tackle for 2 yards (tackle by Bernardo Harris and Ed Hartwell),2.790,2.510
2,11:52,2,8,BAL 40,0,7,Mark Brunell pass incomplete intended for Bobby Shaw,2.510,1.820
2,11:32,2,8,BAL 40,,,Timeout #1 by Jacksonville Jaguars,2.510,1.820
2,11:32,3,8,BAL 40,0,7,Mark Brunell pass complete to Jimmy Smith for 10 yards (tackle by Chris McAlister),1.820,3.580
2,11:05,1,10,BAL 30,0,7,Mark Brunell pass complete to Kyle Brady for 10 yards (tackle by Ed Reed),3.580,4.240
2,10:26,1,10,BAL 20,0,7,Mark Brunell pass incomplete intended for Jimmy Smith,4.240,3.690
2,10:12,2,10,BAL 20,0,7,Fred Taylor right guard for 2 yards (tackle by Bernardo Harris and Ed Hartwell),3.690,3.220
2,9:42,3,8,BAL 18,0,7,Mark Brunell pass complete to Jimmy Smith for 6 yards (tackle by James Trapp),3.220,2.760
2,8:45,3,8,BAL 18,,,Timeout #2 by Jacksonville Jaguars,3.220,2.760
2,8:45,4,2,BAL 12,0,7,Mark Brunell pass complete to Jimmy Smith for no gain,2.760,0.350
2,8:40,1,10,BAL 12,0,7,Jamal Lewis left guard for 6 yards (tackle by Donovin Darius and Danny Clark),-0.350,-0.070
2,8:09,2,4,BAL 18,0,7,"Jamal Lewis left guard for 2 yards (tackle by Marcus Stroud). Jamal Lewis fumbles (forced by Marcus Stroud), recovered by T.J. Slaughter at BAL-25 (tackle by Jeff Ogden)",-0.070,-3.910
2,7:57,1,10,BAL 25,0,7,Fred Taylor left end for 6 yards (tackle by Will Demps and Cornell Brown),3.910,4.200
2,7:25,2,4,BAL 19,0,7,Fred Taylor right tackle for 8 yards (tackle by Ed Reed),4.200,4.840
2,6:48,1,10,BAL 11,0,7,Fred Taylor right guard for 2 yards (tackle by Peter Boulware and Bernardo Harris),4.840,4.510
2,5:54,2,8,BAL 9,6,7,"Fred Taylor left end for 9 yards, touchdown",4.510,7.000
2,5:54,,,BAL 9,7,7,Hayden Epstein kicks extra point good,0.000,0.000
2,5:54,,,JAX 30,7,7,"Hayden Epstein kicks off 62 yards, returned by Robert Tate for 18 yards (tackle by Ainsley Battles)",0.000,0.670
2,5:38,1,10,BAL 26,7,7,Chris Redman pass incomplete intended for John Jones (defended by John Henderson),0.670,0.130
2,5:35,2,10,BAL 26,7,7,Chris Redman pass complete to Jamal Lewis for 11 yards (tackle by Danny Clark),0.130,1.400
2,4:57,1,10,BAL 37,7,7,"Jamal Lewis right end for 4 yards (tackle by Marlon McCree). Penalty on Todd Heap: Offensive Holding, 10 yards",1.400,1.000
2,4:57,1,16,BAL 31,7,7,Chris Redman pass complete to Ron Johnson for 4 yards (tackle by Wali Rainer),1.000,0.590
2,3:47,2,12,BAL 35,7,7,Jamal Lewis left end for 13 yards (tackle by Donovin Darius),0.590,2.130
2,3:21,1,10,BAL 48,7,7,"Brandon Stokley left end for -10 yards (tackle by Marcus Stroud). Brandon Stokley fumbles (forced by Marcus Stroud), recovered by Wali Rainer at BAL-38 (tackle by Edwin Mulitalo)",2.130,-3.050
2,3:09,1,10,BAL 38,7,7,Mark Brunell pass incomplete intended for Jimmy Smith (defended by Chris McAlister),3.050,2.510
2,3:01,2,10,BAL 38,7,7,Fred Taylor left end for 12 yards (tackle by Chris McAlister),2.510,3.840
2,2:47,1,10,BAL 26,7,7,Fred Taylor right end for 1 yard (tackle by Will Demps),3.840,3.430
2,2:00,2,9,BAL 25,7,7,Mark Brunell pass complete to Fred Taylor for 5 yards (tackle by Bernardo Harris),3.430,3.400
2,1:27,3,4,BAL 20,7,7,Mark Brunell pass incomplete intended for Bobby Shaw,3.400,2.200
2,1:08,4,4,BAL 20,7,7,Hayden Epstein 39 yard field goal no good,2.200,-0.870
2,1:03,1,10,BAL 29,7,7,Chris Redman pass incomplete intended for Brandon Stokley,0.870,0.330
2,0:59,2,10,BAL 29,7,7,Jamal Lewis middle for 5 yards (tackle by Rob Meier),0.330,0.300
2,0:28,3,5,BAL 34,7,7,Chris Redman pass incomplete intended for Todd Heap,0.300,-1.110
2,0:14,4,5,BAL 34,7,7,Dave Zastudil punts 33 yards,-1.110,-1.140
2,0:03,1,10,JAX 33,7,7,Mark Brunell pass complete to Fred Taylor for 11 yards (tackle by Gary Baxter),1.140,1.860
Quarter,Time,Down,ToGo,Location,JAX,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,7,7,"Matt Stover kicks off 48 yards, returned by Patrick Washington for 11 yards (tackle by James Trapp)",0.000,1.140
3,14:55,1,10,JAX 33,7,7,Fred Taylor left tackle for 3 yards (tackle by Peter Boulware),1.140,1.000
3,14:26,2,7,JAX 36,7,7,Mark Brunell pass incomplete intended for Kyle Brady,1.000,0.300
3,14:13,3,7,JAX 36,7,7,Fred Taylor left end for 2 yards (tackle by Ed Hartwell),0.300,-0.850
3,13:45,4,5,JAX 38,7,7,"Chris Hanson punts 54 yards, returned by Lamont Brightful for -2 yards (tackle by Micah Ross). Penalty on Wali Rainer: Illegal Formation, 5 yards (no play)",-0.850,-1.180
3,13:33,4,10,JAX 33,7,7,"Penalty on Joe Zelenka: False Start, 5 yards (no play)",-1.180,-1.500
3,13:33,4,15,JAX 28,7,7,"Chris Hanson punts 40 yards, returned by Lamont Brightful for 17 yards (tackle by Eric Westmoreland)",-1.500,-2.190
3,13:24,1,10,BAL 49,7,7,Chris Redman pass incomplete intended for Travis Taylor,2.190,1.650
3,13:19,2,10,BAL 49,7,7,Jamal Lewis left end for 7 yards (tackle by Donovin Darius),1.650,1.880
3,12:44,3,3,JAX 44,7,7,Chris Redman pass incomplete intended for Todd Heap,1.880,0.330
3,12:32,4,3,JAX 44,7,7,"Dave Zastudil punts 31 yards, fair catch by Bobby Shaw",0.330,0.320
3,12:24,1,10,JAX 13,7,7,Fred Taylor left end for 5 yards (tackle by Adalius Thomas and Bernardo Harris),-0.320,-0.140
3,11:50,2,5,JAX 18,7,7,Mark Brunell pass incomplete intended for Kyle Brady is intercepted by Bernardo Harris at JAX-22,-0.140,-4.110
3,11:35,1,10,JAX 22,7,7,Jamal Lewis right end for -2 yards (tackle by John Henderson),4.110,3.290
3,11:03,2,12,JAX 24,7,7,Chris Redman pass incomplete intended for Todd Heap (defended by Wali Rainer),3.290,2.610
3,10:53,3,12,JAX 24,7,7,"Chris Redman pass incomplete intended for Jamal Lewis. Penalty on Jason Craft: Defensive Holding, 5 yards (no play)",2.610,4.310
3,10:49,1,10,JAX 19,7,7,Chris Redman pass incomplete intended for John Jones,4.310,3.750
3,10:43,2,10,JAX 19,7,7,Jamal Lewis right guard for 1 yard (tackle by Danny Clark),3.750,3.140
3,10:18,3,9,JAX 18,7,7,Chris Redman pass complete to Travis Taylor for 6 yards (tackle by Fernando Bryant),3.140,2.730
3,9:29,4,3,JAX 12,7,10,Matt Stover 30 yard field goal good,2.730,3.000
3,9:29,,,BAL 30,7,10,"Matt Stover kicks off 57 yards, returned by Stacey Mack for 18 yards (tackle by Anthony Mitchell)",0.000,1.000
3,9:11,1,10,JAX 31,7,10,"Mark Brunell sacked by Will Demps for -11 yards. Mark Brunell fumbles, recovered by Brad Meester at JAX-25",1.000,-0.350
,,,,,,,"JAX challenged the ruling, and the play was upheld.",,
3,8:58,2,16,JAX 25,7,10,Mark Brunell pass complete to Patrick Johnson for 33 yards (tackle by Ed Reed),-0.350,2.790
3,8:40,1,10,BAL 42,7,10,Fred Taylor left tackle for 2 yards (tackle by Peter Boulware),2.790,2.510
3,8:01,2,8,BAL 40,7,10,Mark Brunell pass complete to Jimmy Smith for 6 yards (tackle by Ed Hartwell),2.510,2.610
3,7:17,3,2,BAL 34,7,10,Fred Taylor left end for -2 yards (tackle by Peter Boulware and Bernardo Harris),2.610,0.890
3,6:48,4,4,BAL 36,7,10,Mark Brunell pass complete to Jimmy Smith for 7 yards (tackle by Will Demps),0.890,3.640
3,6:08,1,10,BAL 29,7,10,"Fred Taylor left end for 7 yards (tackle by Peter Boulware). Penalty on Jimmy Smith: Offensive Holding, 10 yards",3.640,3.450
3,5:33,1,13,BAL 32,7,10,Stacey Mack middle for -3 yards (tackle by Adalius Thomas). Penalty on Stacey Mack: Illegal Motion (Declined),3.450,2.290
3,5:11,2,16,BAL 35,7,10,Mark Brunell pass complete to Fred Taylor for 4 yards (tackle by Bernardo Harris and Ed Hartwell),2.290,2.150
3,4:26,3,12,BAL 31,7,10,Mark Brunell pass incomplete intended for Fred Taylor,2.150,1.320
3,4:13,4,12,BAL 31,7,10,"Chris Hanson punts 31 yards, touchback",1.320,-0.280
3,4:02,1,10,BAL 20,7,10,Jamal Lewis left end for 13 yards (tackle by Donovin Darius),0.280,1.140
3,3:38,1,10,BAL 33,7,10,Jamal Lewis left end for 2 yards (tackle by Rob Meier),1.140,0.860
3,3:13,2,8,BAL 35,7,10,Chris Redman pass complete to John Jones for 9 yards (tackle by Danny Clark),0.860,1.860
3,2:32,1,10,BAL 44,7,10,Jamal Lewis left tackle for 3 yards (tackle by Rob Meier),1.860,1.720
3,1:46,2,7,BAL 47,7,10,Chris Redman pass incomplete intended for Todd Heap (defended by Jason Craft),1.720,1.030
3,1:37,3,7,BAL 47,7,10,Chris Redman pass complete to Ron Johnson for 33 yards (tackle by Kiwaukee Thomas),1.030,4.240
3,0:58,1,10,JAX 20,7,16,"Chris Redman pass complete to Todd Heap for 20 yards, touchdown",4.240,7.000
3,0:58,,,JAX 20,7,17,Matt Stover kicks extra point good,0.000,0.000
3,0:58,,,BAL 30,7,17,"Matt Stover kicks off 59 yards, returned by Stacey Mack for 20 yards (tackle by Anthony Mitchell)",0.000,1.000
3,0:35,1,10,JAX 31,7,17,"Mark Brunell sacked by Ed Hartwell for -2 yards. Penalty on BAL: Defensive 12 On-field, 5 yards (no play)",1.000,1.730
3,0:26,1,5,JAX 36,7,17,Fred Taylor middle for 14 yards (tackle by Alvin Porter and Gary Baxter),1.730,2.260
Quarter,Time,Down,ToGo,Location,JAX,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,,7,17,Fred Taylor middle for 13 yards (tackle by Will Demps),2.260,3.120
4,14:34,1,10,BAL 37,7,17,Mark Brunell pass complete to Jimmy Smith for 10 yards (tackle by Chris McAlister),3.120,3.780
4,14:00,1,10,BAL 27,7,17,Fred Taylor left end for 4 yards (tackle by Will Demps),3.780,3.770
4,13:24,2,6,BAL 23,7,17,Mark Brunell pass incomplete intended for Patrick Johnson,3.770,3.070
4,13:07,3,6,BAL 23,7,17,Mark Brunell sacked by Peter Boulware for -1 yards,3.070,1.870
4,12:44,4,7,BAL 24,7,17,Mark Brunell pass incomplete intended for Patrick Johnson,1.870,-0.540
4,12:32,1,10,BAL 24,7,17,Jamal Lewis right guard for 3 yards (tackle by T.J. Slaughter),0.540,0.400
4,11:58,2,7,BAL 27,7,17,Chris Redman pass incomplete intended for Travis Taylor,0.400,-0.300
4,11:49,3,7,BAL 27,7,17,Chris Redman pass complete to Brandon Stokley for 10 yards (tackle by Kiwaukee Thomas),-0.300,1.400
4,11:16,1,10,BAL 37,7,17,Jamal Lewis right tackle for -2 yards (tackle by Marco Coleman),1.400,0.590
4,10:41,2,12,BAL 35,7,17,Chris Redman pass complete to Todd Heap for 7 yards (tackle by Fernando Bryant and Akin Ayodele),0.590,0.830
4,10:08,3,5,BAL 42,7,17,Chris Redman pass complete to Travis Taylor for 9 yards (tackle by Jason Craft),0.830,2.320
4,9:37,1,10,JAX 49,7,17,Jamal Lewis right guard for 4 yards (tackle by Wali Rainer),2.320,2.320
4,9:01,2,6,JAX 45,7,17,Chester Taylor middle for 1 yard (tackle by Paul Spicer),2.320,1.750
4,8:18,3,5,JAX 44,7,17,Chris Redman pass complete to Terry Jones for 4 yards (tackle by Donovin Darius),1.750,0.590
4,7:47,4,1,JAX 40,7,17,"Penalty on Chris Redman: Delay of Game, 5 yards (no play)",0.590,0.270
4,7:28,4,6,JAX 45,7,17,"Dave Zastudil punts 37 yards, fair catch by Bobby Shaw",0.270,0.380
4,7:06,1,10,JAX 8,7,17,Mark Brunell pass complete to Kyle Brady for 3 yards (tackle by Chad Williams),-0.380,-0.560
4,6:46,2,7,JAX 11,7,17,Mark Brunell pass incomplete intended for Kyle Brady,-0.560,-1.070
4,6:33,3,7,JAX 11,7,17,Mark Brunell middle for 11 yards (tackle by Peter Boulware),-1.070,0.410
4,6:13,1,10,JAX 22,7,17,Mark Brunell pass complete to Kyle Brady for 15 yards (tackle by Ed Reed and Ed Hartwell),0.410,1.400
4,5:44,1,10,JAX 37,7,17,Mark Brunell pass complete to Fred Taylor for 4 yards (tackle by Chad Williams),1.400,1.400
4,5:07,2,6,JAX 41,7,17,Mark Brunell pass incomplete intended for Kyle Brady,1.400,0.700
4,5:04,3,6,JAX 41,7,17,Fred Taylor middle for 20 yards (tackle by Ed Reed),0.700,2.980
4,4:40,1,10,BAL 39,7,17,Mark Brunell pass incomplete intended for Kyle Brady (defended by Gary Baxter),2.980,2.440
4,4:28,2,10,BAL 39,7,17,Fred Taylor right guard for 5 yards (tackle by Peter Boulware),2.440,2.410
4,4:06,3,5,BAL 34,7,17,Mark Brunell pass complete to Fred Taylor for 16 yards (tackle by Alvin Porter),2.410,4.370
4,3:55,1,10,BAL 18,7,17,Stacey Mack left end for 5 yards (tackle by Will Demps),4.370,4.610
4,3:50,2,5,BAL 13,7,17,Mark Brunell pass incomplete intended for Jimmy Smith,4.610,3.820
4,3:46,3,5,BAL 13,7,17,Mark Brunell pass complete to Bobby Shaw for 7 yards (tackle by James Trapp),3.820,5.830
4,3:24,1,6,BAL 6,7,17,Fred Taylor right guard for 2 yards (tackle by Anthony Mitchell),5.830,5.340
4,2:54,2,4,BAL 4,7,17,Mark Brunell pass incomplete intended for Jimmy Smith (defended by Adalius Thomas),5.340,4.490
4,2:40,2,4,BAL 4,,,Timeout #1 by Baltimore Ravens,5.340,4.490
4,2:40,3,4,BAL 4,7,17,Mark Brunell pass complete to Fred Taylor for 1 yard (tackle by Chris McAlister),4.490,3.040
4,2:33,4,3,BAL 3,10,17,Hayden Epstein 22 yard field goal good,3.040,3.000
4,2:30,4,3,BAL 3,,,Timeout #2 by Baltimore Ravens,3.040,0.000
4,2:30,,,JAX 30,10,17,"Hayden Epstein kicks onside 14 yards, recovered by Travis Taylor",0.000,-2.650
4,2:29,1,10,JAX 44,10,17,Jamal Lewis middle for 2 yards (tackle by Marco Coleman and Wali Rainer),2.650,2.380
4,2:24,1,10,JAX 44,,,Timeout #2 by Jacksonville Jaguars,2.650,2.380
4,2:24,2,8,JAX 42,10,17,Jamal Lewis left guard for 4 yards (tackle by Marcus Stroud),2.380,2.210
4,2:18,2,8,JAX 42,,,Timeout #3 by Jacksonville Jaguars,2.380,2.210
4,2:18,3,4,JAX 38,10,17,Chris Redman pass incomplete intended for Todd Heap,2.210,0.720
4,2:14,4,4,JAX 38,10,17,"Dave Zastudil punts 21 yards, out of bounds",0.720,0.060
4,2:05,1,10,JAX 17,10,17,Mark Brunell pass incomplete intended for Kyle Brady,-0.060,-0.580
4,2:00,2,10,JAX 17,10,17,Fred Taylor middle for -1 yards (tackle by Kelly Gregg),-0.580,-1.410
4,1:46,3,11,JAX 16,10,17,Mark Brunell pass complete to Jimmy Smith for 24 yards (tackle by Will Demps),-1.410,1.600
4,1:34,1,10,JAX 40,10,17,Mark Brunell pass complete to Bobby Shaw for 19 yards (tackle by Ed Reed),1.600,2.850
4,1:15,1,10,BAL 41,10,17,Mark Brunell pass incomplete intended for Patrick Johnson,2.850,2.310
4,1:04,2,10,BAL 41,10,17,Mark Brunell pass incomplete intended for Patrick Johnson. Penalty on Patrick Johnson: Illegal Touch Pass (Declined),2.310,1.620
4,0:54,3,10,BAL 41,10,17,Mark Brunell middle for 7 yards (tackle by Shannon Taylor),1.620,1.090
4,0:30,4,3,BAL 34,10,17,Mark Brunell pass complete to Kyle Brady for 9 yards (tackle by Ed Reed),1.090,3.910
4,0:10,1,10,BAL 25,10,17,Mark Brunell spiked the ball,3.910,3.360
4,0:10,1,10,BAL 25,,,Timeout #3 by Baltimore Ravens,3.910,3.360
4,0:10,2,10,BAL 25,10,17,Mark Brunell pass incomplete intended for Bobby Shaw is intercepted by Will Demps at BAL-1 and returned for 18 yards,3.360,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
