Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
T.Y. Hilton,IND,7,5,86,2,5,80,16.0,6,1.2,19.4,0,,0,0.0,0,152.4
Nyheim Hines,IND,4,4,17,0,0,6,1.5,11,2.8,1.5,0,,0,0.0,0,84.4
Jack Doyle,IND,3,3,44,0,1,24,8.0,20,6.7,8.0,0,,0,0.0,0,118.7
Jonathan Taylor,IND,2,2,15,0,1,-4,-2.0,19,9.5,-2.0,0,,0,0.0,0,97.9
Michael Pittman Jr.,IND,5,2,42,0,2,22,11.0,20,10.0,5.4,0,,0,0.0,0,70.4
Mo Alie-Cox,IND,1,1,9,0,,-2,-2.0,11,11.0,-2.0,0,,0,0.0,0,104.2
Jordan Wilkins,IND,2,1,4,0,0,-6,-6.0,10,10.0,4.5,0,,0,0.0,0,56.2
Zach Pascal,IND,2,1,27,0,1,19,19.0,8,8.0,18.0,0,,0,0.0,0,95.8
Marcus Johnson,IND,1,0,0,0,,0,,0,,19.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Darren Waller,LVR,10,7,75,0,4,32,4.6,43,6.1,9.0,1,7.0,0,0.0,1,52.1
Hunter Renfrow,LVR,7,5,38,0,4,22,4.4,16,3.2,3.9,0,,1,14.3,0,84.2
Nelson Agholor,LVR,9,5,100,1,3,80,16.0,20,4.0,14.6,0,,1,11.1,0,131.7
Jalen Richard,LVR,5,4,31,0,2,13,3.3,18,4.5,3.0,0,,1,20.0,1,52.9
Josh Jacobs,LVR,5,3,25,0,2,7,2.3,18,6.0,3.6,0,,1,20.0,0,72.9
Henry Ruggs III,LVR,3,3,18,0,1,8,2.7,10,3.3,2.7,0,,0,0.0,0,91.7
Devontae Booker,LVR,3,3,11,0,0,3,1.0,8,2.7,1.0,1,3.0,0,0.0,0,81.9
Foster Moreau,LVR,2,1,47,1,1,22,22.0,25,25.0,13.5,0,,0,0.0,0,135.4
Alec Ingold,LVR,1,1,0,0,,-1,-1.0,1,1.0,-1.0,0,,0,0.0,0,79.2
