Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jonathan Taylor,IND,20,150,2,6,72,3.6,78,3.9,1,20.0
Nyheim Hines,IND,7,58,0,3,45,6.4,13,1.9,0,
Jacoby Brissett,IND,2,-2,0,,-2,-1.0,0,0.0,0,
Michael Pittman Jr.,IND,1,3,0,0,0,0.0,3,3.0,0,
Jordan Wilkins,IND,1,3,0,1,2,2.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,LVR,13,49,0,2,30,2.3,19,1.5,0,
Devontae Booker,LVR,4,8,0,1,6,1.5,2,0.5,0,
Derek Carr,LVR,3,12,1,3,11,3.7,1,0.3,0,
Jalen Richard,LVR,2,10,0,1,9,4.5,1,0.5,0,
