Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
1,1:36,3,15,BUF 28,0,9,Karlos Williams right guard for 5 yards (tackle by Chris McCain and Olivier Vernon),-0.760,-1.180
1,1:00,4,10,BUF 33,0,9,"Colton Schmidt punts 42 yards, fair catch by Jarvis Landry. Penalty on Damien Williams: Illegal Block Above the Waist, 10 yards",-1.180,0.220
1,0:53,1,10,MIA 15,0,9,Lamar Miller right tackle for 5 yards (tackle by Preston Brown),-0.220,0.080
1,0:17,2,5,MIA 20,0,9,Ryan Tannehill pass complete short right to Lamar Miller for 26 yards (tackle by Leodis McKelvin),0.080,1.990
Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 46,0,9,Ryan Tannehill pass complete short right to Jarvis Landry for 12 yards (tackle by Ronald Darby),1.990,2.790
2,14:30,1,10,BUF 42,0,9,"Jay Ajayi right end for 5 yards (tackle by Preston Brown). Penalty on Corbin Bryant: Face Mask (15 Yards), 15 yards",2.790,4.110
2,14:04,1,10,BUF 22,0,9,Jay Ajayi middle for 4 yards (tackle by Corbin Bryant and Manny Lawson),4.110,4.130
2,13:21,2,6,BUF 18,0,9,Lamar Miller middle for 2 yards (tackle by Nigel Bradham and Preston Brown),4.130,3.740
2,12:51,3,4,BUF 16,0,9,Ryan Tannehill pass complete short right to Jordan Cameron for 6 yards (tackle by Leodis McKelvin),3.740,4.910
2,12:12,1,10,BUF 10,0,9,Ryan Tannehill pass complete short right to Dion Sims for 9 yards (tackle by Corey Graham),4.910,5.910
2,11:32,2,1,BUF 1,6,9,"Lamar Miller left guard for 1 yard, touchdown",5.910,7.000
2,11:32,,,BUF 1,7,9,Andrew Franks kicks extra point good,0.000,0.000
2,11:32,,,MIA 35,7,9,"Andrew Franks kicks off 54 yards, returned by Denarius Moore for 17 yards (tackle by Spencer Paysinger)",0.000,-0.810
2,11:22,1,10,BUF 28,7,9,LeSean McCoy left end for 3 yards (tackle by Kelvin Sheppard),0.810,0.670
2,10:57,2,7,BUF 31,7,9,"Tyrod Taylor sacked by Ndamukong Suh for -11 yards. Penalty on Koa Misi: Unnecessary Roughness, 15 yards (no play)",0.670,1.990
2,10:30,1,10,BUF 46,7,9,LeSean McCoy right end for -1 yards (tackle by Brent Grimes),1.990,1.320
2,10:09,2,11,BUF 45,7,9,Tyrod Taylor pass complete short left to Sammy Watkins for 13 yards,1.320,2.790
,,,,,,,"BUF challenged the incomplete pass ruling, and the original play was overturned.",,
2,9:48,1,10,MIA 42,7,9,Tyrod Taylor pass complete short right to Sammy Watkins for 13 yards (tackle by Michael Thomas),2.790,3.640
2,9:13,1,10,MIA 29,7,9,LeSean McCoy right tackle for 3 yards (tackle by Kelvin Sheppard),3.640,3.510
2,8:35,2,7,MIA 26,7,9,LeSean McCoy right guard for 2 yards (tackle by Jelani Jenkins),3.510,3.070
2,7:53,3,5,MIA 24,7,9,Tyrod Taylor left tackle for -1 yards (tackle by Olivier Vernon and Earl Mitchell),3.070,1.830
2,7:12,4,6,MIA 25,7,12,Dan Carpenter 43 yard field goal good,1.830,3.000
2,7:12,,,BUF 35,7,12,"Jordan Gay kicks off 70 yards, returned by Damien Williams for 57 yards (tackle by Nickell Robey-Coleman). Penalty on Terrence Fede: Offensive Holding, 7 yards",0.000,0.380
2,7:00,1,10,MIA 7,7,12,Lamar Miller right guard for 2 yards (tackle by IK Enemkpali),-0.380,-0.630
2,6:17,2,8,MIA 9,7,12,Ryan Tannehill pass complete deep right to Kenny Stills for 46 yards (tackle by Leodis McKelvin),-0.630,2.590
2,5:57,1,10,BUF 45,7,12,Ryan Tannehill pass complete short left to Jarvis Landry for 2 yards (tackle by Corey Graham),2.590,2.310
2,5:29,2,8,BUF 43,7,12,Lamar Miller right tackle for 1 yard (tackle by Manny Lawson and Duke Williams),2.310,1.750
2,4:46,3,7,BUF 42,7,12,Ryan Tannehill pass incomplete short middle intended for Jarvis Landry (defended by Nickell Robey-Coleman),1.750,0.460
2,4:41,4,7,BUF 42,7,12,"Matt Darr punts 26 yards, fair catch by Leodis McKelvin",0.460,0.140
2,4:33,1,10,BUF 16,7,12,Tyrod Taylor left end for 7 yards (tackle by Jamar Taylor),-0.140,0.420
2,4:03,2,3,BUF 23,7,12,LeSean McCoy left guard for 3 yards (tackle by Koa Misi),0.420,0.670
2,3:23,1,10,BUF 26,7,12,Tyrod Taylor pass complete deep left to Sammy Watkins for 63 yards (tackle by Michael Thomas),0.670,4.840
2,2:32,1,10,MIA 11,7,18,"Karlos Williams left end for 11 yards, touchdown",4.840,7.000
2,2:32,,,MIA 11,7,19,Dan Carpenter kicks extra point good,0.000,0.000
2,2:32,,,BUF 35,7,19,"Jordan Gay kicks off 69 yards, returned by Damien Williams for 17 yards (tackle by Jonathan Meeks)",0.000,0.320
2,2:21,1,10,MIA 13,7,19,Lamar Miller right guard for 1 yard (tackle by Mario Williams and Marcell Dareus),-0.320,-0.680
2,2:00,2,9,MIA 14,7,19,Ryan Tannehill pass complete short right to Lamar Miller for 5 yards (tackle by IK Enemkpali),-0.680,-0.710
2,1:55,3,4,MIA 19,7,19,Ryan Tannehill pass complete short middle to Jarvis Landry for 5 yards (tackle by Nickell Robey-Coleman and Nigel Bradham),-0.710,0.540
2,1:28,1,10,MIA 24,7,19,Ryan Tannehill pass complete deep middle to Rishard Matthews for 21 yards (tackle by Ronald Darby),0.540,1.930
2,1:05,1,10,MIA 45,7,19,Ryan Tannehill pass complete short right to Rishard Matthews for 6 yards (tackle by Ronald Darby),1.930,2.190
2,1:00,2,4,BUF 49,7,19,Ryan Tannehill pass complete short right to Jarvis Landry for 5 yards (tackle by Leodis McKelvin and Nigel Bradham),2.190,2.190
2,0:49,2,4,BUF 49,7,19,Timeout #1 by Miami Dolphins,2.190,2.650
2,0:48,1,10,BUF 44,7,19,"Ryan Tannehill pass incomplete short right intended for Jarvis Landry (defended by Alex Carrington). Penalty on Ronald Darby: Defensive Holding, 5 yards (no play)",2.650,2.980
2,0:42,1,10,BUF 39,7,19,Ryan Tannehill pass complete short right to Lamar Miller for 9 yards (tackle by Leodis McKelvin),2.980,3.660
2,0:34,2,1,BUF 30,7,19,Ryan Tannehill pass complete deep left to Kenny Stills for 21 yards (tackle by Stephon Gilmore),3.660,3.660
2,0:29,2,1,BUF 30,7,19,Timeout #2 by Miami Dolphins,3.660,5.140
2,0:29,1,9,BUF 9,7,19,Ryan Tannehill pass complete short middle to Lamar Miller for 6 yards (tackle by Ronald Darby),5.140,5.530
2,0:05,2,3,BUF 3,7,19,"Ryan Tannehill pass incomplete short left intended for Rishard Matthews. Penalty on Stephon Gilmore: Defensive Pass Interference, 2 yards (no play)",5.530,5.530
2,0:02,2,3,BUF 3,7,19,Timeout #1 by Buffalo Bills,5.530,6.970
2,0:02,1,1,BUF 1,7,19,Ryan Tannehill pass incomplete short left intended for Dion Sims,6.970,5.910
Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,7,19,"Jordan Gay kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,MIA 20,7,19,Jarvis Landry left end for 6 yards (tackle by Corey Graham),0.280,0.540
3,14:16,2,4,MIA 26,7,19,Lamar Miller middle for 3 yards (tackle by Preston Brown),0.540,0.230
3,13:50,3,1,MIA 29,7,19,Ryan Tannehill left tackle for 3 yards (tackle by Duke Williams),0.230,1.070
3,13:08,1,10,MIA 32,7,19,Ryan Tannehill pass complete short right to Jarvis Landry for -3 yards (tackle by Duke Williams),1.070,0.120
3,12:23,2,13,MIA 29,7,19,Ryan Tannehill pass complete short left to Lamar Miller for 21 yards (tackle by Nigel Bradham),0.120,2.260
3,11:46,1,10,,7,19,Ryan Tannehill pass complete short right to Lamar Miller for 27 yards (tackle by Corey Graham),2.260,4.040
3,11:02,1,10,BUF 23,7,19,"Jarvis Landry pass complete short right to Ryan Tannehill for 9 yards (tackle by Alex Carrington). Penalty on Jerry Hughes: Unnecessary Roughness, 7 yards",4.040,5.600
3,10:35,1,7,BUF 7,7,19,Jay Ajayi right end for 6 yards (tackle by Duke Williams),5.600,5.600
3,10:08,1,7,BUF 7,7,19,Timeout #1 by Miami Dolphins,5.600,5.910
3,10:08,2,1,BUF 1,13,19,"Lamar Miller middle for 1 yard, touchdown",5.910,7.000
3,10:08,,,BUF 1,14,19,Andrew Franks kicks extra point good,0.000,0.000
3,10:08,,,MIA 35,14,19,"Andrew Franks kicks off 51 yards, returned by Anthony Dixon for 15 yards (tackle by Brandon Williams)",0.000,-0.870
3,9:58,1,10,BUF 29,14,19,Tyrod Taylor sacked by Jordan Phillips for -6 yards,0.870,-0.480
3,9:18,2,16,BUF 23,14,19,Tyrod Taylor pass complete short left to LeSean McCoy for -7 yards (tackle by Olivier Vernon),-0.480,-2.510
3,8:38,3,23,BUF 16,14,19,Tyrod Taylor pass complete short left to LeSean McCoy for 14 yards (tackle by Brent Grimes and Walt Aikens),-2.510,-1.370
3,8:01,4,9,BUF 30,14,19,"Colton Schmidt punts 58 yards, returned by Jarvis Landry for 18 yards (tackle by Preston Brown)",-1.370,-0.940
3,7:48,1,10,MIA 30,14,19,Lamar Miller right guard for 14 yards (tackle by Ronald Darby),0.940,1.860
3,7:13,1,10,MIA 44,14,19,Jarvis Landry right end for 5 yards (tackle by Nigel Bradham),1.860,1.990
3,6:34,2,5,MIA 49,14,19,Lamar Miller right end for no gain (tackle by Manny Lawson and Nigel Bradham),1.990,1.290
3,6:06,3,5,MIA 49,14,19,Ryan Tannehill pass complete short right to Jarvis Landry for 11 yards (tackle by Ronald Darby),1.290,2.920
3,5:29,1,10,BUF 40,14,19,Ryan Tannehill pass incomplete short left intended for Greg Jennings (defended by Leodis McKelvin),2.920,2.370
3,5:21,2,10,BUF 40,14,19,Ryan Tannehill pass complete short right to Jarvis Landry for -2 yards (tackle by Leodis McKelvin),2.370,2.370
3,4:41,2,10,BUF 40,14,19,Timeout #1 by Buffalo Bills,2.370,1.420
3,4:40,3,12,BUF 42,14,19,"Ryan Tannehill sacked by Jerry Hughes for -11 yards. Ryan Tannehill fumbles (forced by Jerry Hughes), recovered by Jerry Hughes at MIA-42 and returned for 2 yards (tackle by Ryan Tannehill)",1.420,-2.920
3,4:33,1,10,MIA 40,14,19,"Tyrod Taylor left tackle for 3 yards (tackle by Reshad Jones). Penalty on Ndamukong Suh: Defensive Offside (Offsetting), Penalty on Richie Incognito: Illegal Use of Hands (Offsetting) (no play)",2.920,2.920
3,4:08,1,10,MIA 40,14,19,Tyrod Taylor left tackle for 7 yards (tackle by Koa Misi),2.920,3.320
3,3:34,2,3,MIA 33,14,19,"Penalty on Eric Wood: False Start, 5 yards (no play)",3.320,2.640
3,3:15,2,8,MIA 38,14,19,LeSean McCoy right tackle for 4 yards (tackle by Earl Mitchell),2.640,2.480
3,2:36,3,4,MIA 34,14,19,"Tyrod Taylor pass incomplete. Penalty on Seantrel Henderson: Offensive Holding, 10 yards (no play)",2.480,1.160
3,2:29,3,14,MIA 44,14,25,"Tyrod Taylor pass complete deep right to Sammy Watkins for 44 yards, touchdown",1.160,7.000
3,2:29,,,MIA 44,14,26,Dan Carpenter kicks extra point good,0.000,0.000
3,2:29,,,BUF 35,14,26,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
3,2:21,1,10,MIA 20,14,26,"Lamar Miller left end for 9 yards (tackle by Nigel Bradham and Preston Brown). Penalty on Nigel Bradham: Illegal Use of Hands, 5 yards",0.280,1.200
3,1:54,1,10,MIA 34,14,26,Ryan Tannehill pass incomplete deep right intended for Kenny Stills (defended by Ronald Darby),1.200,0.660
3,1:44,2,10,MIA 34,14,26,Jay Ajayi left end for 23 yards (tackle by Corey Graham),0.660,2.720
3,1:02,1,10,BUF 43,14,26,Jay Ajayi middle for 3 yards (tackle by Jerry Hughes),2.720,2.580
3,0:24,2,7,BUF 40,14,26,Ryan Tannehill pass incomplete,2.580,1.880
3,0:19,3,7,BUF 40,14,26,Ryan Tannehill pass incomplete deep right intended for Dion Sims,1.880,1.880
3,0:14,3,7,BUF 40,14,26,Timeout #2 by Miami Dolphins,1.880,0.590
3,0:14,4,7,BUF 40,14,26,"Ryan Tannehill pass complete short right to Jarvis Landry for 15 yards (tackle by Duke Williams). Penalty on Jason Fox: Offensive Holding, 10 yards (no play)",0.590,-0.060
Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,17,,14,26,"Matt Darr punts 40 yards, fair catch by Leodis McKelvin. Penalty on John Denney: Offensive Holding, 10 yards",-0.060,-0.280
4,14:51,1,10,BUF 20,14,26,LeSean McCoy left guard for 5 yards (tackle by Reshad Jones and Ndamukong Suh),0.280,0.410
4,14:13,2,5,BUF 25,14,26,LeSean McCoy middle for 2 yards (tackle by Derrick Shelby),0.410,-0.030
4,13:35,3,3,BUF 27,14,26,Tyrod Taylor pass complete short right to Sammy Watkins for 14 yards (tackle by Brent Grimes),-0.030,1.660
4,12:57,1,10,BUF 41,14,26,Karlos Williams right tackle for 1 yard (tackle by Kelvin Sheppard and Derrick Shelby),1.660,1.260
4,12:18,2,9,BUF 42,14,26,Karlos Williams left tackle for 5 yards (tackle by Olivier Vernon),1.260,1.220
4,11:37,3,4,BUF 47,14,26,Tyrod Taylor pass complete short middle to Sammy Watkins for 6 yards (tackle by Reshad Jones),1.220,2.460
4,10:57,1,10,MIA 47,14,26,LeSean McCoy left guard for 11 yards (tackle by Koa Misi and Ndamukong Suh),2.460,3.180
4,10:35,1,10,MIA 36,14,26,"Penalty on Charles Clay: False Start, 5 yards (no play)",3.180,2.850
4,10:09,1,15,MIA 41,14,26,Tyrod Taylor sacked by Ndamukong Suh for -9 yards,2.850,0.750
4,9:25,2,24,,14,26,Karlos Williams right guard for 12 yards (tackle by Reshad Jones and Michael Thomas),0.750,1.690
4,8:44,3,12,MIA 38,14,32,"Karlos Williams left tackle for 38 yards, touchdown",1.690,7.000
4,8:44,,,MIA 38,14,33,Dan Carpenter kicks extra point good,0.000,0.000
4,8:44,,,BUF 35,14,33,"Jordan Gay kicks off 58 yards, returned by Damien Williams for no gain. Damien Williams fumbles, recovered by Damien Williams at MIA-7",0.000,0.380
4,8:32,1,10,MIA 7,14,33,Ryan Tannehill pass complete short right to Rishard Matthews for 15 yards (tackle by Ronald Darby),-0.380,0.410
4,8:06,1,10,MIA 22,14,33,Ryan Tannehill pass complete short left to Kenny Stills for 7 yards (tackle by Corey Graham),0.410,0.810
4,7:35,2,3,MIA 29,14,33,Ryan Tannehill pass complete short right to Jarvis Landry for 3 yards (tackle by Ronald Darby),0.810,1.070
4,6:50,1,10,MIA 32,14,33,Ryan Tannehill pass complete short left to Rishard Matthews for 12 yards (tackle by Stephon Gilmore),1.070,1.860
4,6:17,1,10,MIA 44,14,33,"Ryan Tannehill pass incomplete short left intended for Jordan Cameron. Penalty on Jason Fox: Offensive Holding (Offsetting), Penalty on Ronald Darby: Defensive Holding (Offsetting) (no play)",1.860,1.860
4,6:08,1,10,MIA 44,14,33,"Ryan Tannehill pass incomplete short left intended for Jordan Cameron. Penalty on Corey Graham: Defensive Pass Interference, 15 yards (no play)",1.860,2.850
4,6:06,1,10,BUF 41,14,33,Ryan Tannehill pass complete deep middle to Jarvis Landry for 24 yards (tackle by Nickell Robey-Coleman),2.850,4.440
4,5:40,1,10,BUF 17,14,33,"Penalty on Jason Fox: False Start, 5 yards (no play)",4.440,4.110
4,5:16,1,15,BUF 22,14,33,Ryan Tannehill pass complete short right to Jarvis Landry for 3 yards (tackle by Nickell Robey-Coleman),4.110,3.600
4,4:45,2,12,BUF 19,14,33,Ryan Tannehill pass incomplete deep left intended for Kenny Stills,3.600,2.910
4,4:39,3,12,BUF 19,14,33,Ryan Tannehill sacked by Jerry Hughes for -11 yards,2.910,1.410
4,3:56,4,23,BUF 30,17,33,Andrew Franks 48 yard field goal good,1.410,3.000
4,3:56,,,MIA 35,17,33,"Andrew Franks kicks onside 11 yards, recovered by Robert Woods",0.000,-2.520
4,3:52,1,10,MIA 46,17,33,Tyrod Taylor left end for 6 yards (tackle by Jamar Taylor),2.520,2.790
4,3:09,2,4,MIA 40,17,33,Karlos Williams middle for 3 yards (tackle by Jelani Jenkins and Reshad Jones),2.790,2.790
4,3:03,2,4,MIA 40,17,33,Timeout #3 by Miami Dolphins,2.790,2.480
4,3:03,3,1,MIA 37,17,33,Tyrod Taylor right end for 6 yards (tackle by Brent Grimes),2.480,3.510
4,2:15,1,10,MIA 31,17,33,Karlos Williams left tackle for 25 yards (tackle by Brent Grimes),3.510,5.830
4,2:00,1,6,MIA 6,17,33,Tyrod Taylor kneels for -1 yards,5.830,4.760
4,1:18,2,7,MIA 7,17,33,Tyrod Taylor kneels for -2 yards,4.760,3.360
4,0:39,3,9,MIA 9,17,33,Tyrod Taylor kneels for -1 yards,3.360,2.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
