Quarter,Time,Tm,Detail,MIA,BUF
1.0,11:48,Bills,"Safety, Fumble O.B. in end zone",0,2
,8:50,Bills,LeSean McCoy 48 yard rush (Dan Carpenter kick),0,9
2.0,11:28,Dolphins,Lamar Miller 1 yard rush (Andrew Franks kick),7,9
,7:08,Bills,Dan Carpenter 43 yard field goal,7,12
,2:26,Bills,Karlos Williams 11 yard rush (Dan Carpenter kick),7,19
3.0,10:05,Dolphins,Lamar Miller 1 yard rush (Andrew Franks kick),14,19
,2:21,Bills,Sammy Watkins 44 yard pass from Tyrod Taylor (Dan Carpenter kick),14,26
4.0,8:35,Bills,Karlos Williams 38 yard rush (Dan Carpenter kick),14,33
,3:53,Dolphins,Andrew Franks 48 yard field goal,17,33
