#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,WAS 44,3,1:44,2,Fumble
2,1,9:52,WAS 30,14,7:21,60,Field Goal
4,2,11:12,WAS 11,3,0:51,3,Punt
5,2,10:08,WAS 49,7,4:24,32,Field Goal
6,2,2:17,WAS 5,3,1:12,8,Punt
7,2,0:14,WAS 25,1,0:14,-1,End of Half
8,3,10:03,WAS 25,4,1:18,19,Punt
9,3,2:55,WAS 21,3,1:44,-12,Punt
10,4,12:01,WAS 25,4,1:46,30,Interception
11,4,8:55,WAS 22,3,1:25,-7,Punt
12,4,5:31,WAS 22,9,3:42,54,Field Goal
13,4,0:48,WAS 46,6,0:32,33,Field Goal
14,4,0:02,DET 25,1,0:02,-1,End of Game
