Player,Pos
Dwayne Haskins,QB
Adrian Peterson,RB
Michael Burton,FB
Kelvin Harmon,WR
Terry McLaurin,WR
Tony Bergstrom,OL
Geron Christian,T
Ereck Flowers,T
Morgan Moses,T
Brandon Scherff,G
Chase Roullier,C
Matthew Ioannidis,DL
Jonathan Allen,DL
Ryan Kerrigan,LB
Cole Holcomb,LB
Jonathan Bostic,LB
Montez Sweat,LB
Fabian Moreau,CB
Jimmy Moreland,CB
Quinton Dunbar,CB
Montae Nicholson,S
Landon Collins,S
