Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Darius Slay,DET,0,10,4,40.0%,68,17.0,6.8,0,63.7,20.8,64,4,0,0,0,0.0,0,3,0,0.0%
Amani Oruwariye,DET,1,5,3,60.0%,21,7.0,4.2,0,30.0,9.2,17,4,0,0,0,0.0,0,5,1,16.7%
Jarrad Davis,DET,0,2,2,100.0%,25,12.5,12.5,0,118.7,0.0,0,25,4,0,1,1.0,2,8,0,0.0%
Justin Coleman,DET,0,3,1,33.3%,26,26.0,8.7,0,66.0,12.3,21,5,4,0,1,0.0,1,1,0,0.0%
Tavon Wilson,DET,0,2,1,50.0%,6,6.0,3.0,0,56.2,1.5,0,6,2,0,0,0.0,0,8,0,0.0%
Jahlani Tavai,DET,0,1,1,100.0%,6,6.0,6.0,0,91.7,6.0,6,0,2,0,0,0.0,0,2,0,0.0%
Romeo Okwara,DET,0,1,1,100.0%,4,4.0,4.0,0,83.3,1.0,1,3,0,0,0,0.0,0,5,1,16.7%
Devon Kennard,DET,0,0,0,,,,,,,,,,2,0,0,1.0,1,2,0,0.0%
A'Shawn Robinson,DET,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%
Austin Bryant,DET,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Christian Jones,DET,0,0,0,,,,,,,,,,3,0,0,0.0,0,2,0,0.0%
Will Harris,DET,0,2,0,0.0%,,,0.0,,39.6,39.5,,,0,0,0,0.0,0,4,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Fabian Moreau,WAS,2,8,5,62.5%,47,9.4,5.9,0,39.1,15.8,35,12,0,0,0,0.0,0,6,0,0.0%
Jimmy Moreland,WAS,0,4,3,75.0%,30,10.0,7.5,0,95.8,2.0,-2,32,1,0,0,0.0,0,6,0,0.0%
Jonathan Bostic,WAS,0,3,2,66.7%,20,10.0,6.7,1,125.0,8.0,20,0,4,0,2,0.0,2,4,0,0.0%
Shaun Dion Hamilton,WAS,0,2,2,100.0%,15,7.5,7.5,0,97.9,4.5,9,6,3,0,0,1.0,1,6,0,0.0%
Quinton Dunbar,WAS,1,4,2,50.0%,51,25.5,12.8,0,56.2,20.0,20,31,0,0,0,0.0,0,4,0,0.0%
Ryan Anderson,WAS,0,1,1,100.0%,5,5.0,5.0,0,87.5,5.0,5,0,4,1,0,1.0,2,6,0,0.0%
Montae Nicholson,WAS,0,1,1,100.0%,1,1.0,1.0,0,79.2,0.0,0,1,1,0,0,0.0,0,4,0,0.0%
Landon Collins,WAS,0,1,1,100.0%,21,21.0,21.0,0,118.7,21.0,21,0,2,0,0,0.0,0,10,0,0.0%
Ryan Kerrigan,WAS,0,0,0,,,,,,,,,,1,1,2,0.5,4,4,0,0.0%
Montez Sweat,WAS,0,1,0,0.0%,,,0.0,,39.6,-3.0,,,3,1,0,1.0,2,1,0,0.0%
Matthew Ioannidis,WAS,0,0,0,,,,,,,,,,0,0,1,1.0,2,2,1,33.3%
Cole Holcomb,WAS,0,0,0,,,,,,,,,,2,0,1,1.0,2,13,0,0.0%
Carroll Phillips,WAS,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,1,100.0%
Jonathan Allen,WAS,0,0,0,,,,,,,,,,0,0,0,0.5,1,5,0,0.0%
