Quarter,Time,Down,ToGo,Location,TAM,NYG,Detail,EPB,EPA
2,9:09,1,10,NYG 43,10,6,Eli Manning pass complete short middle to Victor Cruz for 11 yards (tackle by Mark Barron and Lavonte David),1.800,2.520
2,8:35,1,10,TAM 46,10,6,Eli Manning pass complete short right to Henry Hynoski for 5 yards (tackle by Eric Wright),2.520,2.650
2,8:05,2,5,TAM 41,10,6,Andre Brown left guard for -1 yards (tackle by Lavonte David),2.650,1.820
2,7:22,3,6,TAM 42,10,6,"Eli Manning pass incomplete short left intended for Victor Cruz is intercepted by Brandon McDonald at TAM-34 and returned for 40 yards (tackle by Andre Brown). Penalty on Andre Brown: Horse Collar Tackle, 13 yards",1.820,-4.710
2,7:06,1,10,NYG 13,10,6,Doug Martin right guard for 5 yards (tackle by Osi Umenyiora and Jason Pierre-Paul),4.710,4.960
2,6:30,2,5,NYG 8,16,6,"Doug Martin left end for 8 yards, touchdown",4.960,7.000
2,6:30,,,NYG 2,17,6,Connor Barth kicks extra point good,0.000,0.000
2,6:19,,,TAM 35,17,6,"Michael Koenen kicks off 74 yards, touchback",0.000,0.280
2,6:19,1,10,NYG 20,17,6,Andre Brown up the middle for 23 yards (tackle by Lavonte David),0.280,1.800
2,5:43,1,10,NYG 43,17,6,"Andre Brown right guard for 6 yards (tackle by Ronde Barber). Penalty on David Baas: Offensive Holding, 10 yards (no play)",1.800,1.140
2,5:17,1,20,NYG 33,17,6,"Eli Manning pass incomplete short middle intended for Victor Cruz (defended by Eric Wright). Penalty on Eric Wright: Defensive Holding, 5 yards (no play)",1.140,1.470
2,5:07,1,10,NYG 38,17,6,Andre Brown up the middle for 5 yards (tackle by Gerald McCoy and Quincy Black),1.470,1.600
2,4:37,2,5,NYG 43,17,6,Eli Manning pass complete short middle to Martellus Bennett for 11 yards (tackle by Mason Foster and Mark Barron),1.600,2.520
2,4:00,1,10,TAM 46,17,6,Eli Manning pass complete short middle to Victor Cruz for 3 yards (tackle by Quincy Black),2.520,2.380
2,3:19,2,7,TAM 43,17,6,Eli Manning pass complete short left to Victor Cruz for 5 yards (tackle by Mark Barron and Mason Foster),2.380,2.350
2,2:36,3,2,TAM 38,17,6,Eli Manning pass complete short right to Victor Cruz for 3 yards (tackle by Quincy Black),2.350,3.250
2,2:05,1,10,TAM 35,17,6,Andre Brown left guard for 12 yards (tackle by Mark Barron and Quincy Black),3.250,4.040
2,1:59,1,10,TAM 23,17,12,"Eli Manning pass complete short middle to Hakeem Nicks for 23 yards, touchdown. Penalty on Michael Bennett: Defensive Offside (Declined)",4.040,7.000
2,1:59,,,TAM 2,17,13,Lawrence Tynes kicks extra point good,0.000,0.000
2,1:54,,,NYG 35,17,13,"Lawrence Tynes kicks off 65 yards, returned by Arrelious Benn for 22 yards (tackle by Stevie Brown)",0.000,0.410
2,1:49,1,10,TAM 22,17,13,Doug Martin up the middle for 1 yard (tackle by Justin Tuck and Jason Pierre-Paul),0.410,0.000
2,1:19,2,9,TAM 23,17,13,Josh Freeman pass incomplete short middle intended for Preston Parker,0.000,-0.690
2,1:14,3,9,TAM 23,17,13,Josh Freeman pass incomplete short right intended for Doug Martin,-0.690,-1.830
2,1:08,4,9,TAM 23,17,13,"Michael Koenen punts 53 yards, returned by Rueben Randle for 45 yards (tackle by Dekoda Watson). Penalty on Adrian Tracy: Offensive Holding (Declined), Penalty on Jacquian Williams: Illegal Block Above the Waist, 10 yards",-1.830,-0.610
2,0:53,1,10,NYG 25,17,13,Eli Manning pass complete short left to Hakeem Nicks for 17 yards (tackle by Aqib Talib),0.610,0.000
2,0:46,,,,17,13,Timeout #1 by New York Giants,0.000,1.730
2,0:46,1,10,NYG 42,17,13,Eli Manning pass complete short left to Victor Cruz for 11 yards (tackle by Mark Barron),1.730,0.000
2,0:39,,,,17,13,Timeout #2 by New York Giants,0.000,2.460
2,0:39,1,10,TAM 47,17,13,"Penalty on William Beatty: False Start, 5 yards (no play)",2.460,2.130
2,0:39,1,15,NYG 48,17,13,Eli Manning pass complete short middle to Victor Cruz for 13 yards (tackle by Brandon McDonald and Eric Wright),2.130,0.000
2,0:29,,,,17,13,Timeout #3 by New York Giants,0.000,2.990
2,0:29,2,2,TAM 39,17,13,Eli Manning pass incomplete deep left intended for Ramses Barden,2.990,2.280
2,0:23,3,2,TAM 39,23,13,"Eli Manning pass incomplete short left intended for Victor Cruz is intercepted by Eric Wright at TAM-40 and returned for 60 yards, touchdown",2.280,-7.000
2,,,,NYG 2,24,13,Connor Barth kicks extra point good,0.000,0.000
2,0:08,,,TAM 35,24,13,"Michael Koenen kicks off 66 yards, returned by David Wilson for 9 yards (tackle by Dekoda Watson)",0.000,-0.380
2,0:02,1,10,NYG 8,24,13,Eli Manning kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,TAM,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,24,13,"Lawrence Tynes kicks off 67 yards, returned by Arrelious Benn for 55 yards (tackle by Jayron Hosley)",0.000,2.460
3,14:52,1,10,NYG 47,24,13,Doug Martin up the middle for 12 yards (tackle by Jayron Hosley and Antrel Rolle),2.460,3.250
3,14:18,1,10,NYG 35,24,13,Doug Martin right guard for 2 yards (tackle by Jayron Hosley),3.250,2.970
3,13:37,2,8,NYG 33,24,13,Josh Freeman pass incomplete short left intended for Doug Martin,2.970,2.280
3,13:27,3,8,NYG 33,24,13,Josh Freeman pass incomplete deep right intended for Vincent Jackson (defended by Michael Coe),2.280,1.150
3,13:19,4,8,NYG 33,27,13,Connor Barth 52 yard field goal good,1.150,3.000
3,13:14,,,TAM 35,27,13,"Michael Koenen kicks off 68 yards, returned by David Wilson for 44 yards (tackle by Myron Lewis)",0.000,1.660
3,13:04,1,10,NYG 41,27,13,Eli Manning pass complete short right to Hakeem Nicks for 11 yards (tackle by Aqib Talib),1.660,2.390
3,12:30,1,10,TAM 48,27,13,Andre Brown up the middle for -1 yards (tackle by Mason Foster),2.390,1.710
3,11:50,2,11,TAM 49,27,13,Eli Manning pass complete short left to Martellus Bennett for 6 yards (tackle by Mason Foster),1.710,1.820
3,11:00,3,5,TAM 43,27,13,Eli Manning pass incomplete short right intended for Victor Cruz (defended by Gerald McCoy),1.820,0.400
3,10:55,4,5,TAM 43,27,13,"Steve Weatherford punts 32 yards, returned by Sammie Stroughter for 3 yards (tackle by Zak DeOssie)",0.400,0.280
3,10:46,1,10,TAM 14,27,13,"Penalty on Demar Dotson: False Start, 5 yards (no play)",-0.280,-0.570
3,10:46,1,15,TAM 9,27,13,Josh Freeman pass complete deep right to Vincent Jackson for 22 yards (tackle by Kenny Phillips and Corey Webster),-0.570,1.000
3,10:06,1,10,TAM 31,27,13,Doug Martin up the middle for 3 yards (tackle by Rocky Bernard and Kenny Phillips),1.000,0.870
3,9:24,2,7,TAM 34,27,13,Doug Martin right end for 7 yards (tackle by Jason Pierre-Paul and Chase Blackburn),0.870,1.660
3,8:37,1,10,TAM 41,27,13,Doug Martin left tackle for 4 yards (tackle by Rocky Bernard and Jason Pierre-Paul),1.660,1.660
3,8:00,2,6,TAM 45,27,13,Doug Martin left end for 5 yards (tackle by Antrel Rolle),1.660,1.620
3,7:09,3,1,,27,13,Doug Martin left guard for -1 yards (tackle by Jason Pierre-Paul and Markus Kuhn),1.620,-0.130
3,6:28,4,2,TAM 49,27,13,"Michael Koenen punts 33 yards, fair catch by Rueben Randle",-0.130,-0.040
3,6:19,1,10,NYG 18,27,13,David Wilson left end for 1 yard (tackle by Ronde Barber),0.040,-0.320
3,6:00,2,9,NYG 19,27,13,Eli Manning pass complete short middle to Andre Brown for 11 yards (tackle by Lavonte David),-0.320,0.940
3,5:20,1,10,NYG 30,27,13,Eli Manning pass incomplete short left intended for Victor Cruz (defended by Brandon McDonald),0.940,0.390
3,5:15,2,10,NYG 30,27,13,"Eli Manning pass incomplete short right intended for Victor Cruz (defended by Brandon McDonald). Penalty on Aqib Talib: Defensive Holding, 5 yards (no play)",0.390,1.270
3,5:09,1,10,NYG 35,27,13,Andre Brown right guard for 4 yards (tackle by Gary Gibson and Michael Bennett),1.270,1.260
3,4:33,2,6,NYG 39,27,13,Eli Manning pass complete short middle to Victor Cruz for 5 yards (tackle by Lavonte David and Brandon McDonald),1.260,1.220
3,3:56,3,1,NYG 44,27,13,Andre Brown left guard for 2 yards (tackle by Roy Miller),1.220,1.990
3,3:16,1,10,NYG 46,27,13,Eli Manning pass incomplete deep right intended for Victor Cruz (defended by Ronde Barber),1.990,1.450
3,3:07,2,10,NYG 46,27,13,"Eli Manning pass incomplete deep left intended for Hakeem Nicks. Penalty on Aqib Talib: Defensive Pass Interference, 16 yards (no play)",1.450,3.050
3,3:01,1,10,TAM 38,27,13,Andre Brown up the middle for 8 yards (tackle by Lavonte David and Brandon McDonald),3.050,3.590
3,2:24,2,2,TAM 30,27,13,Eli Manning pass complete short left to Hakeem Nicks for 11 yards (tackle by Mason Foster),3.590,4.310
3,1:42,1,10,TAM 19,27,13,"Eli Manning for no gain. Eli Manning fumbles, recovered by Andre Brown at TAM-23 and returned for 5 yards",4.310,3.880
3,0:57,2,9,TAM 18,27,13,Eli Manning pass incomplete deep left intended for Martellus Bennett (defended by Mark Barron),3.880,3.140
3,0:50,3,9,TAM 18,27,13,Eli Manning pass incomplete short left intended for David Wilson (defended by Ronde Barber),3.140,2.250
3,0:44,4,9,TAM 18,27,16,Lawrence Tynes 36 yard field goal good,2.250,3.000
3,0:39,,,NYG 35,27,16,"Lawrence Tynes kicks off 66 yards, returned by Arrelious Benn for 25 yards (tackle by Will Hill)",0.000,0.540
3,0:34,1,10,TAM 24,27,16,Josh Freeman pass incomplete short middle intended for Vincent Jackson (defended by Kenny Phillips),0.540,0.000
3,0:28,2,10,TAM 24,27,16,Josh Freeman pass incomplete short middle intended for Sammie Stroughter is intercepted by Corey Webster at TAM-36,0.000,-3.180
3,0:21,1,10,TAM 36,27,16,Eli Manning pass complete short left to Martellus Bennett for 8 yards (tackle by Ronde Barber),3.180,3.720
Quarter,Time,Down,ToGo,Location,TAM,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,TAM 28,27,16,Andre Brown left end for 10 yards (tackle by Mark Barron),3.720,4.370
4,14:33,1,10,TAM 18,27,16,Andre Brown left end for -1 yards (tackle by Mason Foster and Mark Barron),4.370,3.670
4,13:59,2,11,TAM 19,27,16,Eli Manning pass incomplete deep middle intended for Martellus Bennett (defended by Mark Barron),3.670,2.970
4,13:54,3,11,TAM 19,27,16,Eli Manning pass complete short left to Hakeem Nicks for 14 yards (tackle by Aqib Talib),2.970,6.060
4,13:19,1,5,TAM 5,27,16,Eli Manning pass incomplete short middle intended for Victor Cruz,6.060,5.150
4,13:13,2,5,TAM 5,27,16,Andre Brown right tackle for -1 yards (tackle by Lavonte David and Mark Barron),5.150,4.040
4,12:34,3,6,TAM 6,27,16,Eli Manning pass incomplete short left intended for Martellus Bennett,4.040,2.990
4,12:26,4,6,TAM 6,27,19,Lawrence Tynes 24 yard field goal good,2.990,3.000
4,12:22,,,NYG 35,27,19,"Lawrence Tynes kicks off 58 yards, returned by Arrelious Benn for 19 yards (tackle by Michael Coe)",0.000,0.670
4,12:17,1,10,TAM 26,27,19,Doug Martin right end for 2 yards (tackle by Rocky Bernard and Kenny Phillips),0.670,0.400
4,11:37,2,8,TAM 28,27,19,Doug Martin up the middle for 1 yard (tackle by Justin Tuck and Rocky Bernard),0.400,-0.160
4,10:57,3,7,TAM 29,27,19,Josh Freeman pass complete short middle to Sammie Stroughter for 14 yards (tackle by Kenny Phillips),-0.160,1.800
4,10:09,1,10,TAM 43,27,19,Doug Martin right end for 3 yards (tackle by Rocky Bernard and Kenny Phillips),1.800,0.000
4,9:19,,,,27,19,Timeout #1 by Tampa Bay Buccaneers,0.000,1.660
4,9:19,2,7,TAM 46,27,19,Doug Martin right end for -1 yards (tackle by Linval Joseph),1.660,0.830
4,8:36,3,8,TAM 45,27,19,Josh Freeman pass complete short left to Mike Williams for 7 yards (tackle by Michael Coe),0.830,0.070
4,7:53,4,1,NYG 48,27,19,"Michael Koenen punts 36 yards, fair catch by Rueben Randle",0.070,0.350
4,7:41,1,10,NYG 12,27,19,Eli Manning pass complete short middle to Andre Brown for 8 yards (tackle by Mason Foster and Brandon McDonald),-0.350,0.290
4,7:08,2,2,NYG 20,27,19,Eli Manning pass incomplete short left intended for Hakeem Nicks (defended by Aqib Talib),0.290,0.000
4,6:59,,,,27,19,Timeout #2 by Tampa Bay Buccaneers,0.000,-0.480
4,6:59,3,2,NYG 20,27,25,"Eli Manning pass complete deep right to Victor Cruz for 80 yards, touchdown",-0.480,7.000
4,6:59,,,,27,27,"Two Point Attempt: Andre Brown right guard, conversion succeeds",0.000,1.000
4,6:48,,,NYG 35,27,27,"Lawrence Tynes kicks off 63 yards, returned by Arrelious Benn for 22 yards (tackle by Spencer Paysinger)",0.000,0.540
4,6:42,1,10,TAM 24,27,27,Doug Martin up the middle for 4 yards (tackle by Chase Blackburn and Linval Joseph),0.540,0.540
4,6:05,2,6,TAM 28,27,27,Josh Freeman pass incomplete deep left intended for Vincent Jackson,0.540,-0.160
4,5:56,3,6,TAM 28,27,27,Josh Freeman pass incomplete short left intended for Vincent Jackson,-0.160,-1.500
4,5:51,4,6,TAM 28,27,27,"Michael Koenen punts 39 yards, out of bounds",-1.500,-1.140
4,5:43,1,10,NYG 33,27,27,Eli Manning pass incomplete deep right intended for Hakeem Nicks (defended by Aqib Talib),1.140,0.590
4,5:36,2,10,NYG 33,27,27,Eli Manning pass complete short right to Martellus Bennett for 14 yards (tackle by Brandon McDonald),0.590,2.060
4,4:52,1,10,NYG 47,27,27,Eli Manning pass complete short middle to Hakeem Nicks for 20 yards (tackle by Mark Barron),2.060,3.380
4,4:09,1,10,TAM 33,27,33,"Eli Manning pass complete deep right to Martellus Bennett for 33 yards, touchdown",3.380,7.000
4,4:09,,,TAM 2,27,34,Lawrence Tynes kicks extra point good,0.000,0.000
4,3:59,,,NYG 35,27,34,"Lawrence Tynes kicks off 66 yards, touchback",0.000,0.280
4,3:59,1,10,TAM 20,27,34,Doug Martin left guard for 3 yards (tackle by Jayron Hosley),0.280,0.140
4,3:22,2,7,TAM 23,27,34,Josh Freeman pass complete short middle to Dallas Clark for 10 yards (tackle by Chase Blackburn and Jayron Hosley). Penalty on Justin Tuck: Defensive Offside (Declined),0.140,1.140
4,3:12,1,10,TAM 33,27,34,Josh Freeman pass complete short left to Dallas Clark for 6 yards (tackle by Justin Tryon),1.140,1.400
4,2:41,2,4,TAM 39,27,34,Josh Freeman pass complete short middle to Dallas Clark for 20 yards (tackle by Michael Boley),1.400,2.850
4,2:08,1,10,NYG 41,33,34,"Josh Freeman pass complete deep left to Mike Williams for 41 yards, touchdown",2.850,7.000
4,2:08,,,NYG 2,34,34,Connor Barth kicks extra point good,0.000,0.000
4,1:58,,,TAM 35,34,34,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
4,1:58,1,10,NYG 20,34,34,Eli Manning pass complete deep right to Ramses Barden for 24 yards (tackle by Brandon McDonald),0.280,1.860
4,1:31,1,10,NYG 44,34,34,"Penalty on Sean Locklear: False Start, 5 yards (no play)",1.860,1.530
4,1:28,1,15,NYG 39,34,34,Eli Manning pass complete deep right to Hakeem Nicks for 50 yards (tackle by Ahmad Black),1.530,0.000
4,1:20,,,,34,34,Timeout #1 by New York Giants,0.000,4.840
4,1:20,1,10,TAM 11,34,34,Andre Brown up the middle for 9 yards (tackle by Aqib Talib),4.840,5.850
4,0:34,2,1,TAM 2,34,40,"Andre Brown left guard for 2 yards, touchdown",5.850,7.000
4,0:34,,,,34,40,"Penalty on Kevin Boothe: False Start, 5 yards (no play)",0.000,0.000
4,0:34,,,TAM 2,34,41,Lawrence Tynes kicks extra point good,0.000,0.000
4,0:31,,,NYG 35,34,41,"Lawrence Tynes kicks off 47 yards, returned by DJ Ware for 18 yards (tackle by Antrel Rolle)",0.000,1.330
4,0:25,1,10,TAM 36,34,41,Josh Freeman pass complete deep left to Vincent Jackson for 19 yards (tackle by Justin Tryon),1.330,2.590
4,0:18,1,10,NYG 45,34,41,Josh Freeman pass incomplete deep left intended for Mike Williams (defended by Antrel Rolle),2.590,2.040
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
4,0:12,2,10,NYG 45,34,41,Josh Freeman pass incomplete deep middle intended for Dallas Clark is intercepted by Michael Boley at NYG-24 and returned for 6 yards (tackle by Vincent Jackson),2.040,-0.940
4,0:05,1,10,NYG 30,34,41,Eli Manning kneels for -1 yards,0.940,0.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
