Quarter,Time,Tm,Detail,SDG,OAK
1.0,9:05,Chargers,Antonio Gates 11 yard pass from Drew Brees (Nate Kaeding kick failed),6,0
2.0,10:07,Chargers,Drew Brees 6 yard rush (Nate Kaeding kick),13,0
,6:40,Raiders,Ronald Curry 22 yard pass from Kerry Collins (Sebastian Janikowski kick),13,7
3.0,5:21,Chargers,Nate Kaeding 19 yard field goal,16,7
,1:58,Raiders,Teyo Johnson 8 yard pass from Kerry Collins (Sebastian Janikowski kick),16,14
4.0,11:06,Chargers,LaDainian Tomlinson 6 yard rush (Nate Kaeding kick),23,14
,7:11,Raiders,Sebastian Janikowski 31 yard field goal,23,17
