Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
2,6:45,2,10,SDG 22,13,6,"Kerry Collins pass complete to Ronald Curry for 22 yards, touchdown. Penalty on Sammy Davis: Illegal Contact (Declined)",3.560,7.000
2,,,,SDG 2,13,7,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,13,7,"Sebastian Janikowski kicks off 75 yards, touchback",0.000,0.280
2,6:40,1,10,SDG 20,13,7,Drew Brees pass complete to Antonio Gates for 6 yards (tackle by Napoleon Harris),0.280,0.540
2,6:00,2,4,SDG 26,13,7,Keenan McCardell left end for 3 yards (tackle by Marques Anderson),0.540,0.230
2,5:16,3,1,SDG 29,13,7,Drew Brees pass incomplete intended for Justin Peelle (defended by Charles Woodson),0.230,-1.440
2,5:10,4,1,SDG 29,13,7,Mike Scifres punts 34 yards,-1.440,-1.400
2,5:01,1,10,OAK 37,13,7,Kerry Collins pass complete to Jerry Porter for 9 yards (tackle by Quentin Jammer),1.400,2.070
2,4:23,2,1,OAK 46,13,7,Tyrone Wheatley right tackle for 10 yards (tackle by Jerry Wilson),2.070,2.650
2,3:40,1,10,SDG 44,13,7,Kerry Collins pass incomplete intended for Doug Jolley,2.650,2.110
2,3:33,2,10,SDG 44,13,7,"Kerry Collins pass complete to Tyrone Wheatley for 6 yards (tackle by Jamal Williams). Penalty on Robert Gallery: Illegal Use of Hands, 10 yards (no play)",2.110,0.760
2,3:09,2,20,OAK 46,13,7,"Kerry Collins up the middle for 6 yards (tackle by Donnie Edwards). Penalty on Robert Gallery: Offensive Holding, 10 yards (no play)",0.760,-0.590
2,2:41,2,30,OAK 36,13,7,Tyrone Wheatley up the middle for 10 yards (tackle by Jacques Cesaire and Terrence Kiel),-0.590,0.100
2,2:00,3,20,OAK 46,13,7,Kerry Collins pass complete to J.R. Redmond for 8 yards (tackle by Jamar Fletcher),0.100,0.200
2,1:10,4,12,SDG 46,13,7,Penalty on Shane Lechler: Delay of Game (Declined),0.200,0.200
2,1:10,4,12,SDG 46,13,7,"Shane Lechler punts 46 yards, touchback",0.200,-0.280
2,1:02,1,10,SDG 20,13,7,Drew Brees pass complete to Antonio Gates for 15 yards (tackle by Denard Walker),0.280,1.270
2,0:55,1,10,SDG 35,13,7,LaDainian Tomlinson up the middle for no gain (tackle by Danny Clark),1.270,0.720
2,0:23,2,10,SDG 35,13,7,Drew Brees pass incomplete intended for Eric Parker (defended by Ray Buchanan),0.720,0.040
2,0:18,3,10,SDG 35,13,7,LaDainian Tomlinson up the middle for 6 yards (tackle by Danny Clark),0.040,-0.650
2,0:08,,,,13,7,Timeout #2 by Oakland Raiders,0.000,-0.650
2,0:08,4,4,SDG 41,13,7,"Penalty on Ben Leber: False Start, 5 yards (no play)",-0.650,-0.980
2,0:07,4,9,SDG 36,13,7,"Mike Scifres punts 57 yards, returned by Phillip Buchanon for 10 yards (tackle by Stephen Cooper)",-0.980,1.330
Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,13,7,"Nate Kaeding kicks off 53 yards, returned by Ronald Curry for 14 yards (tackle by Shaun Phillips)",0.000,1.000
3,14:56,1,10,OAK 31,13,7,Kerry Collins pass complete to Doug Jolley for 12 yards (tackle by Donnie Edwards),1.000,1.800
3,14:30,1,10,OAK 43,13,7,Tyrone Wheatley up the middle for 7 yards (tackle by Donnie Edwards and Terrence Kiel),1.800,2.200
3,13:56,2,3,OAK 50,13,7,Kerry Collins pass incomplete intended for Doug Gabriel (defended by Steve Foley),2.200,1.490
3,13:52,3,3,OAK 50,13,7,Kerry Collins pass incomplete intended for Doug Gabriel,1.490,-0.060
3,13:48,4,3,OAK 50,13,7,"Shane Lechler punts 50 yards, touchback",-0.060,-0.280
3,13:39,1,10,SDG 20,13,7,LaDainian Tomlinson up the middle for 4 yards (tackle by Bobby Hamilton and Danny Clark),0.280,0.270
3,13:04,2,6,SDG 24,13,7,"Drew Brees pass incomplete intended for Keenan McCardell. Penalty on Tommy Kelly: Roughing the Passer, 15 yards (no play)",0.270,1.530
3,12:57,1,10,SDG 39,13,7,LaDainian Tomlinson left tackle for 16 yards (tackle by Ray Buchanan),1.530,2.590
3,12:17,1,10,OAK 45,13,7,Drew Brees pass complete to Keenan McCardell for 7 yards (tackle by Phillip Buchanon),2.590,2.990
3,11:49,2,3,OAK 38,13,7,LaDainian Tomlinson left guard for 9 yards (tackle by Phillip Buchanon),2.990,3.640
3,11:02,1,10,OAK 29,13,7,Drew Brees pass complete to Antonio Gates for no gain,3.640,3.100
3,10:20,2,10,OAK 29,13,7,LaDainian Tomlinson up the middle for 5 yards (tackle by Warren Sapp and Tommy Kelly),3.100,3.070
3,9:41,3,5,OAK 24,13,7,Drew Brees pass incomplete intended for Eric Parker. Penalty on Mike Goff: Offensive Holding (Declined),3.070,1.920
3,9:35,,,,13,7,Timeout #1 by San Diego Chargers,0.000,1.920
3,9:35,4,5,OAK 24,13,7,Nate Kaeding 42 yard field goal no good,1.920,-1.070
3,9:31,1,10,OAK 32,13,7,"Kerry Collins pass complete to Jerry Porter for 14 yards (tackle by Randall Godfrey). Jerry Porter fumbles (forced by Randall Godfrey), recovered by Ben Leber at OAK-48 (tackle by Zack Crockett)",1.070,-4.040
3,9:17,1,10,OAK 23,13,7,LaDainian Tomlinson left tackle for 8 yards (tackle by Charles Woodson and Stuart Schweigert),4.040,4.750
3,8:43,2,2,OAK 15,13,7,LaDainian Tomlinson left tackle for 2 yards (tackle by Danny Clark),4.750,4.710
3,8:06,1,10,OAK 13,13,7,LaDainian Tomlinson up the middle for 4 yards (tackle by Stuart Schweigert),4.710,4.770
3,7:21,2,6,OAK 9,13,7,LaDainian Tomlinson right end for 4 yards (tackle by Ray Buchanan and Danny Clark),4.770,4.780
3,6:39,3,2,OAK 5,13,7,LaDainian Tomlinson up the middle for 4 yards (tackle by Charles Woodson and Danny Clark),4.780,6.970
3,6:09,,,,13,7,Timeout #1 by Oakland Raiders,0.000,6.970
3,6:09,1,1,OAK 1,13,7,LaDainian Tomlinson left guard for no gain (tackle by Napoleon Harris and Marques Anderson),6.970,5.910
3,5:34,2,1,OAK 1,13,7,Drew Brees pass incomplete intended for Antonio Gates (defended by Tyler Brayton),5.910,5.170
3,5:28,3,1,OAK 1,13,7,Drew Brees pass incomplete intended for Roman Oben,5.170,3.550
3,5:22,4,1,OAK 1,16,7,Nate Kaeding 19 yard field goal good,3.550,3.000
3,,,,SDG 30,16,7,"Nate Kaeding kicks off 57 yards, returned by Doug Gabriel for 23 yards (tackle by Jerrell Pippens). Penalty on Tim Dwight: Tripping, 10 yards",0.000,1.990
3,5:14,1,10,OAK 46,16,7,"Kerry Collins pass incomplete intended for Roland Williams. Penalty on Randall Godfrey: Illegal Contact (Offsetting), Penalty on Kerry Collins: Intentional Grounding (Offsetting) (no play)",1.990,1.990
3,4:54,1,10,OAK 46,16,7,Tyrone Wheatley for 9 yards (tackle by Sammy Davis and Randall Godfrey),1.990,2.670
3,4:23,2,1,SDG 45,16,7,Tyrone Wheatley left guard for 2 yards (tackle by Randall Godfrey),2.670,2.720
3,3:44,1,10,SDG 43,16,7,Kerry Collins pass complete to Ronald Curry for 25 yards (tackle by Quentin Jammer),2.720,4.370
3,3:01,1,10,SDG 18,16,7,Kerry Collins pass incomplete intended for Doug Jolley (defended by Jacques Cesaire),4.370,3.800
3,2:58,2,10,SDG 18,16,7,Kerry Collins pass complete to Jerry Porter for 9 yards (tackle by Quentin Jammer),3.800,4.740
3,2:31,3,1,SDG 9,16,7,Tyrone Wheatley up the middle for 1 yard (tackle by Steve Foley and Donnie Edwards),4.740,5.370
3,2:01,1,8,SDG 8,16,13,"Kerry Collins pass complete to Teyo Johnson for 8 yards, touchdown",5.370,7.000
3,,,,SDG 2,16,14,Sebastian Janikowski kicks extra point good,0.000,0.000
3,,,,OAK 30,16,14,"Sebastian Janikowski kicks off 59 yards, returned by Tim Dwight for 26 yards (tackle by David Terrell)",0.000,1.400
3,1:50,1,10,SDG 37,16,14,Drew Brees pass incomplete intended for Eric Parker,1.400,0.860
3,1:45,,,,16,14,Timeout #2 by San Diego Chargers,0.000,0.860
3,1:45,2,10,SDG 37,16,14,"Penalty on Antonio Gates: False Start, 5 yards (no play)",0.860,0.180
3,1:45,2,15,SDG 32,16,14,LaDainian Tomlinson left end for 6 yards (tackle by Phillip Buchanon),0.180,0.300
3,1:14,3,9,SDG 38,16,14,Drew Brees pass complete to Keenan McCardell for 18 yards (tackle by Denard Walker),0.300,2.650
3,0:40,1,10,OAK 44,16,14,"LaDainian Tomlinson left end for 2 yards (tackle by Grant Irons and Marques Anderson). Penalty on Roman Oben: Tripping, 10 yards (no play)",2.650,1.990
3,0:09,,,,16,14,Timeout #3 by San Diego Chargers,0.000,1.990
3,0:09,1,20,SDG 46,16,14,Drew Brees pass complete to Antonio Gates for 6 yards (tackle by Charles Woodson),1.990,1.570
Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,14,OAK 48,16,14,Drew Brees pass incomplete (defended by Bobby Hamilton),1.570,0.890
4,14:56,3,14,OAK 48,16,14,Drew Brees pass complete to Eric Parker for 17 yards (tackle by Jarrod Cooper),0.890,3.510
4,14:13,1,10,OAK 31,16,14,LaDainian Tomlinson for 3 yards (tackle by Danny Clark and Bobby Hamilton),3.510,3.370
4,13:33,2,7,OAK 28,16,14,LaDainian Tomlinson for 2 yards (tackle by Ted Washington),3.370,2.940
4,12:52,3,5,OAK 26,16,14,Drew Brees pass complete to Antonio Gates for 12 yards (tackle by Danny Clark),2.940,4.650
4,12:18,1,10,OAK 14,16,14,LaDainian Tomlinson left end for 2 yards (tackle by Ray Buchanan),4.650,4.330
4,11:49,2,8,OAK 12,16,14,LaDainian Tomlinson up the middle for 6 yards (tackle by Ted Washington and Ray Buchanan),4.330,4.730
4,11:09,3,2,OAK 6,22,14,"LaDainian Tomlinson up the middle for 6 yards, touchdown",4.730,7.000
4,,,,OAK 2,23,14,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,23,14,"Nate Kaeding kicks off 54 yards, returned by Doug Gabriel for 15 yards (tackle by Clinton Hart)",0.000,1.000
4,10:59,1,10,OAK 31,23,14,Kerry Collins pass complete to Ronald Curry for 4 yards (tackle by Ben Leber),1.000,1.000
4,10:21,2,6,OAK 35,23,14,Kerry Collins pass complete to Doug Gabriel for 16 yards (tackle by Terrence Kiel),1.000,2.320
4,9:39,1,10,SDG 49,23,14,Ronald Curry pass incomplete intended for Jerry Porter,2.320,1.780
4,9:33,2,10,SDG 49,23,14,"Kerry Collins pass incomplete intended for Jerry Porter. Penalty on Sammy Davis: Personal Foul, 15 yards (no play)",1.780,3.310
4,9:27,1,10,SDG 34,23,14,Kerry Collins pass incomplete intended for Jerry Porter,3.310,2.770
4,9:21,2,10,SDG 34,23,14,Kerry Collins pass incomplete intended for J.R. Redmond (defended by Steve Foley),2.770,2.080
4,9:17,3,10,SDG 34,23,14,Kerry Collins pass complete to Doug Gabriel for 20 yards (tackle by Jerry Wilson),2.080,4.650
4,8:42,1,10,SDG 14,23,14,Kerry Collins pass incomplete intended for Jerry Porter,4.650,4.000
4,8:32,2,10,SDG 14,23,14,Tyrone Wheatley up the middle for -1 yards (tackle by Donnie Edwards and DeQuincy Scott),4.000,3.060
4,7:58,3,11,SDG 15,23,14,"Kerry Collins pass complete to Doug Gabriel for 15 yards. Penalty on Robert Gallery: Illegal Block Above the Waist, 10 yards (no play)",3.060,1.950
4,7:54,3,21,SDG 25,23,14,Kerry Collins pass complete to J.R. Redmond for 12 yards (tackle by Donnie Edwards),1.950,2.570
4,7:13,4,9,SDG 13,23,17,Sebastian Janikowski 31 yard field goal good,2.570,3.000
4,,,,OAK 30,23,17,"Sebastian Janikowski kicks off 72 yards, returned by Tim Dwight for 26 yards (tackle by Stuart Schweigert)",0.000,0.540
4,7:07,1,10,SDG 24,23,17,Drew Brees pass complete to Keenan McCardell for 7 yards (tackle by Charles Woodson),0.540,0.940
4,6:28,2,3,SDG 31,23,17,LaDainian Tomlinson right tackle for 5 yards (tackle by Danny Clark),0.940,1.330
4,5:47,1,10,SDG 36,23,17,LaDainian Tomlinson right tackle for 7 yards (tackle by Danny Clark and Charles Woodson),1.330,1.740
4,5:07,2,3,SDG 43,23,17,"LaDainian Tomlinson right tackle for 2 yards (tackle by Charles Woodson). Penalty on Shane Olivea: Offensive Holding, 10 yards",1.740,0.660
4,4:37,2,11,SDG 35,23,17,Drew Brees pass incomplete intended for Keenan McCardell,0.660,-0.030
4,4:37,3,11,SDG 35,23,17,Drew Brees pass incomplete intended for Keenan McCardell,-0.030,-1.040
4,4:32,4,11,SDG 35,23,17,"Mike Scifres punts 50 yards, returned by Phillip Buchanon for -1 yards (tackle by Kassim Osgood)",-1.040,0.280
4,4:22,1,10,OAK 14,23,17,"Kerry Collins pass complete to Tyrone Wheatley for 9 yards (tackle by Donnie Edwards). Penalty on Jamal Williams: Roughing the Passer, 15 yards",-0.280,1.470
4,4:15,1,10,OAK 38,23,17,Kerry Collins pass incomplete intended for Ronald Curry,1.470,0.920
4,4:09,2,10,OAK 38,23,17,Kerry Collins right end for 5 yards (tackle by Steve Foley),0.920,0.890
4,4:00,3,5,OAK 43,23,17,Kerry Collins pass incomplete intended for Ronald Curry,0.890,-0.520
4,3:57,4,5,OAK 43,23,17,"Shane Lechler punts 57 yards, touchback",-0.520,-0.280
4,3:47,1,10,SDG 20,23,17,LaDainian Tomlinson up the middle for 3 yards (tackle by Danny Clark),0.280,0.140
4,3:10,2,7,SDG 23,23,17,LaDainian Tomlinson left end for 3 yards (tackle by Phillip Buchanon),0.140,-0.160
4,2:24,3,4,SDG 26,23,17,Drew Brees pass complete to Keenan McCardell for 20 yards (tackle by Phillip Buchanon),-0.160,1.990
4,2:00,1,10,SDG 46,23,17,LaDainian Tomlinson left guard for 9 yards (tackle by Tyler Brayton),1.990,2.670
4,1:53,,,,23,17,Timeout #2 by Oakland Raiders,0.000,2.670
4,1:53,2,1,OAK 45,23,17,Drew Brees up the middle for 2 yards (tackle by Warren Sapp),2.670,2.720
4,1:39,,,,23,17,Timeout #3 by Oakland Raiders,0.000,2.720
4,1:30,1,10,OAK 43,23,17,Drew Brees kneels for -1 yards,2.720,2.040
4,0:58,2,11,OAK 44,23,17,Drew Brees kneels for -1 yards,2.040,1.220
4,0:18,3,12,OAK 45,23,17,Drew Brees for -1 yards,1.220,0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
