Quarter,Time,Tm,Detail,NOR,ATL
1.0,3:18,Saints,David Patten 25 yard pass from Drew Brees (Olindo Mare kick),7,0
,1:22,Falcons,Roddy White 33 yard pass from Chris Redman (Morten Andersen kick),7,7
2.0,10:41,Saints,Olindo Mare 23 yard field goal,10,7
,1:06,Saints,Marques Colston 15 yard pass from Drew Brees (Olindo Mare kick),17,7
3.0,9:13,Saints,Marques Colston 2 yard pass from Drew Brees (Olindo Mare kick),24,7
,8:30,Saints,Roman Harper 31 yard interception return (Olindo Mare kick),31,7
4.0,8:52,Falcons,Michael Jenkins 13 yard pass from Chris Redman (Morten Andersen kick),31,14
,2:48,Saints,Olindo Mare 36 yard field goal,34,14
