Quarter,Time,Tm,Detail,TAM,ATL
1.0,4:11,Falcons,Michael Vick 1 yard rush (Michael Koenen kick),0,7
2.0,8:25,Falcons,Fred McCrary 4 yard pass from Michael Vick (Michael Koenen kick),0,14
,0:00,Buccaneers,Matt Bryant 22 yard field goal,3,14
