Quarter,Time,Down,ToGo,Location,BUF,ATL,Detail,EPB,EPA
1,9:22,2,4,ATL 31,0,7,Jerious Norwood middle for 2 yards (tackle by Paul Posluszny),0.870,0.430
1,8:45,3,2,ATL 33,0,7,Matt Ryan pass complete short right to Marty Booker for 10 yards (tackle by Ashton Youboty),0.430,1.800
1,8:06,1,10,ATL 43,0,7,Matt Ryan pass incomplete short right intended for Will Svitek,1.800,1.250
1,8:01,2,10,ATL 43,0,7,Matt Ryan pass incomplete short right intended for Ovie Mughelli,1.250,0.560
1,7:58,3,10,ATL 43,0,7,Matt Ryan pass incomplete short right intended for Michael Jenkins,0.560,-0.520
1,7:49,4,10,ATL 43,0,7,"Michael Koenen punts 35 yards, fair catch by Roscoe Parrish",-0.520,-0.410
1,7:41,1,10,BUF 22,0,7,Fred Jackson right end for -1 yards (tackle by Jonathan Babineaux),0.410,-0.270
1,7:01,2,11,BUF 21,0,7,Fred Jackson right end for 12 yards (tackle by Thomas DeCoud),-0.270,1.140
1,6:32,1,10,BUF 33,0,7,Brian Brohm pass incomplete deep left intended for Terrell Owens,1.140,0.590
1,6:26,2,10,BUF 33,0,7,Fred Jackson left end for 2 yards (tackle by Mike Peterson),0.590,0.170
1,5:51,3,8,BUF 35,0,7,Brian Brohm pass complete short right to Fred Jackson for 7 yards (tackle by Erik Coleman),0.170,-0.590
1,5:07,4,1,BUF 42,0,7,"Brian Moorman punts 58 yards, touchback",-0.590,-0.280
1,4:58,1,10,ATL 20,0,7,Jason Snelling right end for 17 yards (tackle by Reggie Corner),0.280,1.400
1,4:12,1,10,ATL 37,0,7,Matt Ryan pass incomplete short right intended for Roddy White,1.400,0.860
1,4:11,2,10,ATL 37,0,7,"Matt Ryan sacked by Aaron Schobel for -3 yards. Matt Ryan fumbles (forced by Aaron Schobel), recovered by Matt Ryan at ATL-36",0.860,0.040
1,3:37,3,11,ATL 36,0,7,Matt Ryan pass complete deep left to Roddy White for 18 yards (tackle by Drayton Florence),0.040,2.520
1,3:00,1,10,BUF 46,0,7,Jerious Norwood middle for 2 yards (tackle by Nate Harris),2.520,2.250
1,2:24,2,8,BUF 44,0,7,Matt Ryan pass complete short right to Marty Booker for 22 yards (tackle by Donte Whitner),2.250,4.110
1,1:44,1,10,BUF 22,0,7,Matt Ryan pass incomplete short right intended for Michael Jenkins,4.110,3.560
1,1:36,2,10,BUF 22,0,7,Jason Snelling right guard for 9 yards (tackle by Nate Harris),3.560,4.390
1,0:50,,,,0,7,Timeout #1 by Atlanta Falcons,0.000,4.390
1,0:50,3,1,BUF 13,0,7,Ovie Mughelli middle for 3 yards (tackle by Nate Harris),4.390,4.910
1,0:12,1,10,BUF 10,0,7,Jason Snelling left tackle for 3 yards (tackle by Chris Kelsay and Nate Harris),4.910,4.760
Quarter,Time,Down,ToGo,Location,BUF,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,BUF 7,0,7,"Penalty on Roddy White: False Start, 5 yards (no play)",4.760,3.860
2,15:00,2,12,BUF 12,0,7,"Matt Ryan sacked by Aaron Schobel for -6 yards. Matt Ryan fumbles (forced by Aaron Schobel), recovered by Roddy White at BUF-18. Penalty on Tyson Clabo: Personal Foul, 15 yards",3.860,0.630
2,14:35,3,33,BUF 33,0,7,Matt Ryan pass incomplete deep right intended for Michael Jenkins,0.630,1.150
2,14:29,4,33,BUF 33,0,10,Matt Bryant 51 yard field goal good,1.150,3.000
2,,,,ATL 30,0,10,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
2,14:24,1,10,BUF 20,0,10,Marshawn Lynch left tackle for 2 yards (tackle by Erik Coleman and Kroy Biermann),0.280,0.000
2,13:48,2,8,BUF 22,0,10,Brian Brohm pass complete short left to Lee Evans for 8 yards (tackle by Brent Grimes),0.000,0.940
2,13:08,1,10,BUF 30,0,10,Brian Brohm pass incomplete short right intended for Marshawn Lynch,0.940,0.390
2,13:04,2,10,BUF 30,0,10,Fred Jackson left guard for 6 yards (tackle by Mike Peterson),0.390,0.500
2,12:23,,,,0,10,Timeout #2 by Atlanta Falcons,0.000,0.500
2,12:23,3,4,BUF 36,0,10,Brian Brohm pass incomplete short left intended for Lee Evans,0.500,-0.980
2,12:18,4,4,BUF 36,0,10,"Brian Moorman punts 54 yards, returned by Eric Weems for 13 yards (tackle by Corey McIntyre)",-0.980,-0.480
2,12:09,1,10,ATL 23,0,10,Jason Snelling left guard for 6 yards (tackle by Ryan Denney),0.480,0.740
2,11:35,2,4,ATL 29,0,10,Jerious Norwood left tackle for 4 yards (tackle by George Wilson),0.740,1.140
2,11:04,1,10,ATL 33,0,10,"Matt Ryan pass complete short middle to Jerious Norwood for 9 yards (tackle by Chris Draft). Penalty on Quinn Ojinnaka: Personal Foul, 15 yards",1.140,-0.220
2,10:36,2,16,ATL 27,0,10,Matt Ryan pass complete short right to Tony Gonzalez for 8 yards (tackle by Donte Whitner),-0.220,0.170
2,10:18,3,8,ATL 35,0,10,Matt Ryan pass incomplete short left intended for Roddy White,0.170,-1.040
2,10:13,4,8,ATL 35,0,10,"Michael Koenen punts 38 yards, fair catch by Roscoe Parrish",-1.040,-0.740
2,10:05,1,10,BUF 27,0,10,Brian Brohm pass complete short left to Corey McIntyre for 8 yards (tackle by Mike Peterson),0.740,1.280
2,9:25,2,2,BUF 35,0,10,Fred Jackson right end for 5 yards (tackle by Stephen Nicholas),1.280,1.600
2,8:38,1,10,BUF 40,0,10,Brian Brohm pass incomplete short left intended for Shawn Nelson,1.600,1.050
2,8:35,2,10,BUF 40,0,10,Brian Brohm pass complete short left to Marshawn Lynch for 13 yards (tackle by Brent Grimes),1.050,2.460
2,7:51,1,10,ATL 47,0,10,Brian Brohm pass incomplete deep right intended for Terrell Owens is intercepted by Chris Owens at ATL-0,2.460,-0.280
2,7:43,1,10,ATL 20,0,10,"Matt Ryan pass incomplete deep left intended for Michael Jenkins. Penalty on Reggie Corner: Illegal Contact, 5 yards (no play)",0.280,0.610
2,7:38,1,10,ATL 25,0,10,Jerious Norwood middle for 3 yards (tackle by Spencer Johnson),0.610,0.470
2,6:59,2,7,ATL 28,0,10,Jerious Norwood right end for -1 yards (tackle by Nate Harris),0.470,-0.360
2,6:23,3,8,ATL 27,0,10,Matt Ryan pass incomplete deep middle intended for Michael Jenkins (defended by Reggie Corner),-0.360,-1.570
2,6:18,4,8,ATL 27,0,10,"Michael Koenen punts 57 yards, returned by Roscoe Parrish for 11 yards (tackle by Kroy Biermann). Penalty on Drayton Florence: Unnecessary Roughness, 10 yards",-1.570,0.380
2,6:04,1,10,BUF 6,0,10,Brian Brohm pass complete short left to Terrell Owens for 10 yards (tackle by Brent Grimes),-0.380,-0.140
2,5:58,1,10,BUF 16,0,10,Fred Jackson right guard for 1 yard (tackle by Chris Owens and Mike Peterson),-0.140,-0.510
2,5:10,2,9,BUF 17,0,10,Brian Brohm pass complete short left to Fred Jackson for 7 yards,-0.510,-0.320
2,4:39,3,2,BUF 24,0,10,"Brian Brohm pass complete short right to Lee Evans for 7 yards (tackle by Brent Grimes). Penalty on Kroy Biermann: Roughing the Passer, 15 yards",-0.320,1.990
2,4:12,1,10,BUF 46,0,10,Brian Brohm pass complete short left to Terrell Owens for 8 yards (tackle by Erik Coleman),1.990,2.530
2,3:33,2,2,ATL 46,0,10,Fred Jackson left tackle for 1 yard (tackle by Erik Coleman),2.530,1.950
2,2:55,,,,0,10,Timeout #1 by Buffalo Bills,0.000,1.950
2,2:55,3,1,ATL 45,0,10,"Penalty on Fred Jackson: False Start, 5 yards (no play)",1.950,1.290
2,2:55,3,6,,0,10,Brian Brohm pass complete short right to Terrell Owens for 6 yards (tackle by Chris Owens and Mike Peterson),1.290,2.650
2,2:21,1,10,ATL 44,0,10,Fred Jackson middle for no gain (tackle by Erik Coleman),2.650,2.110
2,2:00,2,10,ATL 44,0,10,Brian Brohm pass complete short left to Lee Evans for 7 yards (tackle by Brent Grimes),2.110,2.350
2,1:54,3,3,ATL 37,0,10,Brian Brohm pass incomplete short middle intended for Fred Jackson. Penalty on Kirk Chambers: Illegal Use of Hands (Declined),2.350,0.790
2,1:49,4,3,ATL 37,0,10,"Brian Moorman punts 37 yards, touchback",0.790,-0.280
2,1:40,1,10,ATL 20,0,10,Matt Ryan pass complete short middle to Tony Gonzalez for 9 yards (tackle by Nate Harris),0.280,0.950
2,1:18,2,1,ATL 29,0,10,Matt Ryan pass incomplete deep right intended for Michael Jenkins (defended by Drayton Florence),0.950,0.230
2,1:16,3,1,ATL 29,0,10,Jason Snelling left tackle for 2 yards (tackle by Nate Harris),0.230,1.000
2,0:59,1,10,ATL 31,0,10,Matt Ryan spiked the ball,1.000,0.460
2,0:59,2,10,ATL 31,0,10,Matt Ryan pass complete short left to Marty Booker for 13 yards (tackle by Paul Posluszny),0.460,1.860
2,0:36,1,10,ATL 44,0,10,Matt Ryan pass incomplete deep right intended for Roddy White,1.860,1.320
2,0:35,2,10,ATL 44,0,10,Matt Ryan pass incomplete deep right intended for Roddy White,1.320,0.630
2,0:27,3,10,ATL 44,0,10,"Matt Ryan pass incomplete deep left intended for Marty Booker. Penalty on Ashton Youboty: Illegal Contact, 5 yards (no play)",0.630,2.190
2,0:21,1,10,ATL 49,0,10,Matt Ryan pass complete short left to Michael Jenkins for 9 yards (tackle by Kyle Williams),2.190,2.860
2,0:15,,,,0,10,Timeout #3 by Atlanta Falcons,0.000,2.860
2,0:15,2,1,BUF 42,0,10,Matt Ryan pass incomplete deep right intended for Roddy White,2.860,2.150
2,0:10,3,1,BUF 42,0,10,Matt Ryan pass complete short right to Roddy White for 5 yards,2.150,3.120
2,0:05,1,10,BUF 37,0,10,"Matt Bryant 55 yard field goal no good, blocked by Spencer Johnson, recovered by Justin Jenkins and returned for 8 yards, lateral to Reggie Corner for 2 yards. Reggie Corner fumbles (forced by Quinn Ojinnaka), recovered by George Wilson at ATL-43",3.120,0.000
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
Quarter,Time,Down,ToGo,Location,BUF,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 30,0,10,"Rian Lindell kicks off 65 yards, returned by Eric Weems for 20 yards (tackle by Jonathan Stupar). Penalty on Stephen Nicholas: Offensive Holding, 10 yards",0.000,-0.220
3,14:56,1,10,ATL 15,0,10,"Penalty on Aaron Schobel: Defensive Offside, 5 yards (no play)",-0.220,0.680
3,14:56,1,5,ATL 20,0,10,Jason Snelling left tackle for no gain (tackle by Chris Draft),0.680,0.080
3,14:04,2,5,ATL 20,0,10,Matt Ryan pass complete deep middle to Roddy White for 33 yards (tackle by Donte Whitner),0.080,2.460
3,13:39,1,10,BUF 47,0,10,Jerious Norwood left end for 1 yard (tackle by Ellis Lankster),2.460,2.050
3,13:16,2,9,BUF 46,0,10,Jerious Norwood middle for no gain (tackle by Spencer Johnson),2.050,1.350
3,12:40,3,9,BUF 46,0,10,Matt Ryan pass incomplete,1.350,0.200
3,12:31,4,9,BUF 46,0,10,"Matt Bryant punts 36 yards, fair catch by Roscoe Parrish",0.200,0.380
3,12:23,1,10,BUF 10,0,10,Fred Jackson for 2 yards (tackle by Curtis Lofton),-0.380,-0.630
3,11:45,2,8,BUF 12,0,10,Brian Brohm sacked by John Abraham for 0 yards,-0.630,-1.190
3,11:07,3,8,BUF 12,0,10,Brian Brohm pass incomplete short right intended for Jonathan Stupar (defended by Erik Coleman),-1.190,-2.490
3,11:03,4,8,BUF 12,0,10,"Brian Moorman punts 43 yards, returned by Eric Weems for 28 yards (tackle by Chris Draft)",-2.490,-3.780
3,10:50,1,10,BUF 27,0,10,Matt Ryan pass incomplete deep left intended for Michael Jenkins (defended by Ellis Lankster),3.780,3.230
3,10:44,2,10,BUF 27,0,10,"Penalty on Chris Draft: Neutral Zone Infraction, 5 yards (no play)",3.230,3.910
3,10:25,2,5,BUF 22,0,10,Jason Snelling left tackle for 2 yards (tackle by Ellis Lankster),3.910,3.470
3,9:49,3,3,BUF 20,0,10,Matt Ryan sacked by Aaron Schobel for -9 yards,3.470,1.500
3,9:26,4,12,BUF 29,0,10,Matt Ryan pass complete short right to Roddy White for 14 yards (tackle by Ashton Youboty),1.500,4.580
3,8:51,1,10,BUF 15,0,10,Jason Snelling middle for 2 yards (tackle by Spencer Johnson and Paul Posluszny),4.580,4.280
3,8:19,2,8,BUF 13,0,10,Jason Snelling right guard for 1 yard (tackle by Chris Draft),4.280,3.580
3,7:37,3,7,BUF 12,0,16,"Matt Ryan pass complete short right to Marty Booker for 12 yards, touchdown",3.580,7.000
3,,,,BUF 2,0,17,Matt Bryant kicks extra point good,0.000,0.000
3,,,,ATL 30,0,17,"Kroy Biermann kicks off 67 yards, returned by Fred Jackson for 16 yards (tackle by Chevis Jackson)",0.000,0.150
3,7:28,1,10,BUF 19,0,17,Marshawn Lynch right end for -4 yards (tackle by Thomas Johnson),0.150,-1.000
3,6:49,2,14,BUF 15,0,17,"Brian Brohm pass complete short right to Marshawn Lynch for 9 yards (tackle by Curtis Lofton). Penalty on Andre Ramsey: Illegal Formation, 5 yards (no play)",-1.000,-1.440
3,6:17,2,19,BUF 10,0,23,"Fred Jackson middle for 1 yard (tackle by Chauncey Davis). Fred Jackson fumbles (forced by Chauncey Davis), recovered by Lawrence Sidbury at BUF-11 and returned for 11 yards, touchdown",-1.440,-7.000
3,,,,BUF 2,0,24,Matt Bryant kicks extra point good,0.000,0.000
3,,,,ATL 30,0,24,"Kroy Biermann kicks off 54 yards, returned by Justin Jenkins for 8 yards (tackle by Eric Brock)",0.000,0.540
3,5:59,1,10,BUF 24,0,24,Brian Brohm pass complete short left to Corey McIntyre for 6 yards (tackle by Brent Grimes),0.540,0.810
3,5:34,2,4,BUF 30,0,24,Brian Brohm pass complete short right to Corey McIntyre for 9 yards (tackle by Chris Owens),0.810,1.530
3,4:51,1,10,BUF 39,0,24,Brian Brohm pass complete short middle to Terrell Owens for 15 yards (tackle by Thomas DeCoud),1.530,2.520
3,4:09,1,10,ATL 46,0,24,Corey McIntyre middle for 2 yards (tackle by John Abraham),2.520,2.250
3,3:29,2,8,ATL 44,0,24,Brian Brohm pass complete short left to Lee Evans for 15 yards (tackle by Brent Grimes),2.250,3.640
3,2:50,1,10,ATL 29,0,24,Brian Brohm pass incomplete short left intended for Jonathan Stupar,3.640,3.100
3,2:46,2,10,ATL 29,0,24,Brian Brohm pass complete short left to Lee Evans for 6 yards (tackle by Brent Grimes),3.100,3.200
3,2:07,,,,0,24,Timeout #1 by Buffalo Bills,0.000,3.200
3,2:07,3,4,ATL 23,0,24,Brian Brohm pass incomplete short right intended for Terrell Owens (defended by Coy Wire),3.200,2.000
3,2:03,4,4,ATL 23,3,24,Rian Lindell 42 yard field goal good,2.000,3.000
3,,,,BUF 30,3,24,"Rian Lindell kicks off 70 yards, returned by Eric Weems for 32 yards (tackle by Cary Harris)",0.000,1.070
3,1:53,1,10,ATL 32,3,24,Jason Snelling middle for 3 yards (tackle by Paul Posluszny),1.070,0.930
3,1:10,2,7,ATL 35,3,24,Jason Snelling middle for 10 yards (tackle by Paul Posluszny and Nate Harris),0.930,1.930
3,0:26,1,10,ATL 45,3,24,Eric Weems for 18 yards (tackle by Donte Whitner),1.930,3.120
Quarter,Time,Down,ToGo,Location,BUF,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 37,3,24,Marty Booker right end for 7 yards (tackle by Marcus Stroud),3.120,3.520
4,14:20,2,3,BUF 30,3,24,Matt Ryan pass incomplete short right intended for Ovie Mughelli,3.520,2.810
4,14:15,3,3,BUF 30,3,24,Eric Weems right end for -1 yards (tackle by Donte Whitner),2.810,1.370
4,13:54,4,4,BUF 31,3,24,Matt Ryan pass incomplete short left intended for Roddy White (defended by Ashton Youboty),1.370,-1.000
4,13:49,1,10,BUF 31,3,24,Terrell Owens left end for -4 yards (tackle by Kroy Biermann),1.000,-0.080
4,13:44,2,14,BUF 27,3,24,"Penalty on Brian Brohm: Delay of Game, 5 yards (no play)",-0.080,-0.760
4,12:39,2,19,BUF 22,3,24,Marshawn Lynch left guard for 5 yards (tackle by Coy Wire and Mike Peterson),-0.760,-0.760
4,11:58,3,14,BUF 27,3,24,Brian Brohm pass incomplete deep right intended for Terrell Owens,-0.760,-1.570
4,11:52,4,14,BUF 27,3,24,"Brian Moorman punts 60 yards, returned by Eric Weems for 6 yards (tackle by John Wendling)",-1.570,-0.150
4,11:42,1,10,ATL 19,3,24,Matt Ryan pass complete deep right to Roddy White for 16 yards (tackle by Reggie Corner),0.150,1.270
4,11:13,1,10,ATL 35,3,24,Jerious Norwood right end for 21 yards (tackle by Donte Whitner),1.270,2.650
4,10:48,1,10,BUF 44,3,24,Jerious Norwood left tackle for 2 yards (tackle by Aaron Maybin),2.650,2.380
4,10:06,2,8,BUF 42,3,24,Jason Snelling left tackle for 4 yards (tackle by Nate Harris),2.380,2.210
4,9:25,3,4,BUF 38,3,24,Matt Ryan pass complete short middle to Jason Snelling for 6 yards (tackle by Marcus Stroud),2.210,3.450
4,8:41,1,10,BUF 32,3,24,Jason Snelling right guard for 4 yards (tackle by Ryan Denney),3.450,3.440
4,8:01,2,6,BUF 28,3,24,Jerious Norwood right end for -1 yards (tackle by George Wilson),3.440,2.610
4,7:20,3,7,BUF 29,3,24,Matt Ryan pass complete short middle to Roddy White for 6 yards (tackle by Ashton Youboty and Nate Harris),2.610,2.080
4,6:36,4,1,BUF 23,3,24,Matt Ryan pass complete short right to Michael Jenkins for 13 yards (tackle by Donte Whitner),2.080,4.910
4,5:52,1,10,BUF 10,3,24,Jerious Norwood left guard for 3 yards (tackle by George Wilson),4.910,4.760
4,5:12,2,7,BUF 7,3,24,Jason Snelling left end for 2 yards (tackle by Donte Whitner),4.760,4.260
4,4:27,3,5,BUF 5,3,30,"Matt Ryan pass complete short right to Roddy White for 5 yards, touchdown",4.260,7.000
4,,,,BUF 2,3,31,Matt Bryant kicks extra point good,0.000,0.000
4,,,,ATL 30,3,31,"Kroy Biermann kicks off 58 yards, returned by Fred Jackson for 72 yards (tackle by Kroy Biermann). Penalty on Ellis Lankster: Offensive Holding, 10 yards",0.000,0.340
4,4:07,1,10,BUF 21,3,31,Brian Brohm pass complete short right to James Hardy for 9 yards (tackle by Coy Wire),0.340,1.020
4,3:35,2,1,BUF 30,3,31,Brian Brohm pass incomplete short left intended for Lee Evans is intercepted by Brent Grimes at BUF-35 and returned for 11 yards,1.020,-3.970
4,3:27,1,10,BUF 24,3,31,Aaron Stecker right tackle for 2 yards (tackle by Reggie Corner),3.970,3.700
4,2:41,2,8,BUF 22,3,31,Aaron Stecker middle for 2 yards (tackle by Reggie Corner),3.700,3.270
4,2:00,3,6,BUF 20,3,31,Aaron Stecker left end for 5 yards (tackle by Chris Draft),3.270,2.590
4,1:13,,,,3,31,Timeout #1 by Atlanta Falcons,0.000,2.590
4,1:13,4,1,BUF 15,3,31,Chris Redman middle for 2 yards (tackle by Paul Posluszny),2.590,4.710
4,0:30,1,10,BUF 13,3,31,Chris Redman kneels for -1 yards,4.710,3.900
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
