Quarter,Time,Tm,Detail,CAR,ARI
1.0,3:48,Panthers,John Kasay 33 yard field goal,3,0
2.0,14:50,Panthers,John Kasay 43 yard field goal,6,0
,7:16,Cardinals,Edgerrin James 23 yard rush (Neil Rackers kick),6,7
3.0,5:44,Panthers,John Kasay 24 yard field goal,9,7
,3:20,Cardinals,Neil Rackers 50 yard field goal,9,10
4.0,5:40,Panthers,Steve Smith Sr. 65 yard pass from Vinny Testaverde (pass failed),15,10
,4:26,Panthers,John Kasay 45 yard field goal,18,10
,2:07,Panthers,DeAngelo Williams 13 yard rush (John Kasay kick),25,10
