Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cardinals won the coin toss and deferred, 49ers to receive the opening kickoff.",,
1,15:00,,,ARI 35,0,0,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,SFO 25,0,0,"Jimmy Garoppolo pass complete short right to George Kittle for 5 yards (tackle by Isaiah Simmons). Penalty on Isaiah Simmons: Horse Collar Tackle, 15 yards",0.610,1.930
1,14:42,1,10,SFO 45,0,0,Raheem Mostert right tackle for 14 yards (tackle by Jalen Thompson),1.930,2.850
1,13:59,1,10,ARI 41,0,0,Raheem Mostert left end for 2 yards (tackle by Isaiah Simmons),2.850,2.580
1,13:21,2,8,ARI 39,0,0,Raheem Mostert right end for -6 yards (tackle by Jordan Hicks),2.580,1.090
1,12:39,3,14,ARI 45,0,0,Jimmy Garoppolo pass complete short middle to George Kittle for 11 yards (tackle by Jordan Hicks),1.090,1.090
1,11:56,4,3,ARI 34,0,3,Robbie Gould 52 yard field goal good,1.090,3.000
1,11:50,,,SFO 35,0,3,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
1,11:50,1,10,ARI 25,0,3,Kyler Murray pass complete short left to DeAndre Hopkins for 3 yards (tackle by Emmanuel Moseley),0.610,0.470
1,11:24,2,7,ARI 28,0,3,Kyler Murray pass complete short left to Larry Fitzgerald for 7 yards (tackle by Emmanuel Moseley and Jimmie Ward),0.470,1.270
1,11:00,1,10,ARI 35,0,3,"Kyler Murray pass incomplete short left. Penalty on Kyler Murray: Intentional Grounding, 10 yards",1.270,-0.630
1,10:58,2,20,ARI 25,0,3,Kyler Murray pass incomplete short right intended for Larry Fitzgerald (defended by Fred Warner),-0.630,-1.290
1,10:55,3,20,ARI 25,0,3,Kyler Murray pass complete short right to Larry Fitzgerald for 10 yards (tackle by Jaquiski Tartt),-1.290,-1.040
1,10:17,4,10,ARI 35,0,3,"Andy Lee punts 53 yards, returned by Trent Taylor for 12 yards (tackle by Dennis Gardeck and Charles Washington)",-1.040,-0.540
1,10:05,1,10,SFO 24,0,9,"Jimmy Garoppolo pass complete short middle to Raheem Mostert for 76 yards, touchdown",0.540,7.000
1,9:53,,,ARI 15,0,10,Robbie Gould kicks extra point good,0.000,0.000
1,9:53,,,SFO 35,0,10,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
1,9:53,1,10,ARI 25,0,10,Kyler Murray pass complete short left to DeAndre Hopkins for 1 yard (tackle by Richard Sherman),0.610,0.200
1,9:20,2,9,ARI 26,0,10,Kyler Murray pass complete short right to Kenyan Drake for 2 yards (tackle by Arik Armstead and Fred Warner),0.200,-0.230
1,8:43,3,7,ARI 28,0,10,Kyler Murray pass incomplete deep right intended for Christian Kirk,-0.230,-1.500
1,8:39,4,7,ARI 28,0,10,"Andy Lee punts 50 yards, returned by Trent Taylor for 9 yards (tackle by Tanner Vallejo)",-1.500,-1.000
1,8:31,1,10,SFO 31,0,10,Jimmy Garoppolo pass complete short right to Raheem Mostert for 5 yards (tackle by De'Vondre Campbell),1.000,1.140
1,7:56,2,5,SFO 36,0,10,Raheem Mostert left tackle for no gain (tackle by Corey Peters),1.140,0.430
1,7:17,3,5,SFO 36,0,10,Jimmy Garoppolo pass incomplete short right intended for Trent Taylor,0.430,-0.980
1,7:14,4,5,SFO 36,0,10,"Mitch Wishnowsky punts blocked by Zeke Turner, recovered by Dennis Gardeck (tackle by Kyle Nelson)",-0.980,-4.910
1,7:05,1,10,SFO 10,6,10,"Kyler Murray pass complete short right to Chase Edmonds for 10 yards, touchdown",4.910,7.000
1,6:55,,,SFO 15,7,10,Zane Gonzalez kicks extra point good,0.000,0.000
1,6:55,,,ARI 35,7,10,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
1,6:55,1,10,SFO 25,7,10,Jimmy Garoppolo sacked by Angelo Blackson for -7 yards,0.610,-0.980
1,6:09,2,17,SFO 18,7,10,Jimmy Garoppolo pass complete short middle to George Kittle for 14 yards (tackle by Budda Baker),-0.980,0.300
1,5:29,3,3,SFO 32,7,10,Jimmy Garoppolo pass incomplete deep left intended for Jerick McKinnon,0.300,-1.240
1,5:22,4,3,SFO 32,7,10,"Mitch Wishnowsky punts 46 yards, fair catch by Christian Kirk at ARI-22",-1.240,-0.410
1,5:17,1,10,ARI 22,7,10,Kenyan Drake up the middle for 2 yards (tackle by Fred Warner),0.410,0.140
1,4:52,2,8,ARI 24,7,10,Kyler Murray pass incomplete deep right intended for Christian Kirk,0.140,-0.560
1,4:45,3,8,ARI 24,7,10,"Kyler Murray pass complete short left to Larry Fitzgerald for 8 yards (tackle by Dee Ford). Penalty on DeAndre Hopkins: Illegal Block Above the Waist, 10 yards",-0.560,-0.820
1,4:29,3,10,ARI 22,7,10,Kyler Murray right end for 1 yard (tackle by Tarvarius Moore),-0.820,-1.830
1,4:11,4,9,ARI 23,7,10,"Andy Lee punts 47 yards, returned by Dante Pettis for 8 yards (tackle by Zeke Turner)",-1.830,-1.470
1,4:01,1,10,SFO 38,7,10,Raheem Mostert right tackle for 9 yards (tackle by Budda Baker),1.470,2.140
1,3:19,2,1,SFO 47,7,10,Kyle Juszczyk up the middle for 7 yards (tackle by Budda Baker),2.140,2.520
1,2:41,1,10,ARI 46,7,10,Jimmy Garoppolo pass complete short left to George Kittle for 14 yards (tackle by Budda Baker),2.520,3.450
1,2:00,1,10,ARI 32,7,10,Jimmy Garoppolo pass complete short middle to Jordan Reed for 10 yards (tackle by De'Vondre Campbell),3.450,4.110
1,1:14,1,10,ARI 22,7,10,Raheem Mostert left tackle for 3 yards (tackle by De'Vondre Campbell),4.110,3.970
1,0:34,2,7,ARI 19,7,10,George Kittle left end for 9 yards (tackle by Budda Baker),3.970,4.910
Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
