Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Redskins won the coin toss and deferred, Eagles to receive the opening kickoff.",,
1,15:00,,,WAS 35,0,0,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,PHI 25,0,0,Carson Wentz sacked by Will Blackmon and Ryan Kerrigan for -4 yards. Penalty on Brent Celek: Offensive Holding (Declined),0.610,-0.480
1,14:32,2,14,PHI 21,0,0,Ryan Mathews left end for 10 yards (tackle by Quinton Dunbar),-0.480,0.170
1,13:56,3,4,PHI 31,0,0,Wendell Smallwood left end for 7 yards (tackle by William Compton),0.170,1.470
1,13:22,1,10,PHI 38,0,0,Wendell Smallwood left end for -2 yards (tackle by Duke Ihenacho and Ricky Jean-Francois),1.470,0.650
1,12:40,2,12,PHI 36,0,0,Carson Wentz sacked by Ryan Kerrigan for -6 yards,0.650,-0.820
1,11:57,3,18,PHI 30,0,0,Carson Wentz pass complete short middle to Jordan Matthews for 12 yards (tackle by Mason Foster and Kendall Fuller),-0.820,-0.590
1,11:26,4,6,PHI 42,0,0,"Donnie Jones punts 41 yards, returned by Jamison Crowder for 4 yards (tackle by Josh Huff)",-0.590,-0.340
1,11:17,1,10,WAS 21,0,0,Kirk Cousins pass incomplete short right intended for DeSean Jackson,0.340,-0.200
1,11:12,2,10,WAS 21,0,0,Chris Thompson left tackle for 1 yard (tackle by Brandon Graham),-0.200,-0.760
1,10:29,3,9,WAS 22,0,0,Kirk Cousins pass complete short right to DeSean Jackson for 10 yards (tackle by Jalen Mills),-0.760,1.070
1,9:47,1,10,WAS 32,0,0,"Kirk Cousins pass incomplete deep left intended for DeSean Jackson. Penalty on Jalen Mills: Defensive Holding, 5 yards (no play)",1.070,1.400
1,9:40,1,10,WAS 37,0,0,Matt Jones right end for 2 yards (tackle by Nigel Bradham),1.400,1.130
1,8:59,2,8,WAS 39,0,0,Kirk Cousins pass complete short right to DeSean Jackson for 6 yards (tackle by Jalen Mills),1.130,1.220
1,8:20,3,2,WAS 45,0,0,Kirk Cousins pass incomplete short left intended for Ryan Grant,1.220,-0.390
1,8:15,4,2,WAS 45,0,0,"Tress Way punts 55 yards, touchback",-0.390,-0.280
1,8:07,1,10,PHI 20,0,0,Carson Wentz pass incomplete short right intended for Jordan Matthews,0.280,-0.270
1,8:02,2,10,PHI 20,0,0,Ryan Mathews left guard for no gain (tackle by Evander Hood and William Compton),-0.270,-0.960
1,7:20,3,10,PHI 20,0,0,Carson Wentz pass incomplete short right intended for Jordan Matthews,-0.960,-2.030
1,7:13,4,10,PHI 20,0,0,"Donnie Jones punts 55 yards, returned by Jamison Crowder for 10 yards (tackle by Kamu Grugier-Hill). Penalty on Martrell Spaight: Illegal Block Above the Waist, 10 yards",-2.030,-0.480
1,7:00,1,10,WAS 23,0,0,"Kirk Cousins pass incomplete short left intended for Vernon Davis. Penalty on Morgan Moses: Offensive Holding, 10 yards (no play)",0.480,-0.590
1,6:55,1,20,WAS 13,0,0,Kirk Cousins pass incomplete short middle intended for Jamison Crowder (defended by Nigel Bradham),-0.590,-1.500
1,6:49,2,20,WAS 13,0,0,Chris Thompson middle for 3 yards (tackle by Bennie Logan and Connor Barwin),-1.500,-1.960
1,6:08,3,17,WAS 16,0,0,Kirk Cousins pass complete short right to Jamison Crowder for 15 yards (tackle by Nigel Bradham),-1.960,-1.310
1,5:18,4,2,WAS 31,0,0,"Tress Way punts 48 yards, returned by Darren Sproles for 14 yards (tackle by Martrell Spaight)",-1.310,-1.270
1,5:08,1,10,PHI 35,0,0,Ryan Mathews right tackle for 4 yards (tackle by Donte Whitner),1.270,1.260
1,4:28,2,6,PHI 39,0,0,Wendell Smallwood right tackle for 2 yards (tackle by Cullen Jenkins),1.260,0.830
1,3:44,3,4,PHI 41,0,0,"Penalty on Trent Murphy: Neutral Zone Infraction, 5 yards (no play)",0.830,1.990
1,3:24,1,10,PHI 46,0,0,Carson Wentz pass incomplete deep left intended for Jordan Matthews,1.990,1.450
1,3:18,2,10,PHI 46,0,0,Ryan Mathews right tackle for 4 yards (tackle by Duke Ihenacho and Cullen Jenkins),1.450,1.290
1,2:36,3,6,,0,0,Carson Wentz pass incomplete deep left intended for Jordan Matthews,1.290,-0.060
1,2:31,4,6,,0,0,"Donnie Jones punts 36 yards, out of bounds. Penalty on Marcus Smith: Chop Block, 15 yards",-0.060,-0.870
1,2:22,1,10,WAS 29,0,0,"Penalty on Destiny Vaeao: Encroachment, 5 yards (no play)",0.870,1.600
1,2:22,1,5,WAS 34,0,0,Kirk Cousins pass complete deep right to DeSean Jackson for 35 yards (tackle by Rodney McLeod),1.600,3.510
1,1:44,1,10,PHI 31,0,0,Matt Jones right end for 15 yards (tackle by Rodney McLeod),3.510,4.510
1,0:57,1,10,PHI 16,0,6,"Kirk Cousins pass complete deep left to Jamison Crowder for 16 yards, touchdown",4.510,7.000
1,0:57,,,PHI 16,0,7,Dustin Hopkins kicks extra point good,0.000,0.000
1,0:57,,,WAS 35,0,7,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
1,0:51,1,10,PHI 25,0,7,Ryan Mathews right tackle for 5 yards (tackle by William Compton and Bashaud Breeland),0.610,0.740
1,0:13,2,5,PHI 30,0,7,Carson Wentz pass complete short right to Jordan Matthews for 9 yards (tackle by Will Blackmon and Josh Norman),0.740,1.530
