Week,Day,Date,Time,Winner/tie,Unnamed: 5,Loser/tie,Unnamed: 7,PtsW,PtsL,YdsW,TOW,YdsL,TOL,url,Home,Away,File
Week1,Thu,2018-09-06,8:20PM,Philadelphia Eagles,,Atlanta Falcons,boxscore,18,12,232,2,299,1,https://www.pro-football-reference.com/boxscores/201809060phi.htm,PHI,ATL,2018_Week1_PHI_vs_ATL
Week1,Sun,2018-09-09,1:00PM,Baltimore Ravens,,Buffalo Bills,boxscore,47,3,369,1,153,2,https://www.pro-football-reference.com/boxscores/201809090rav.htm,BAL,BUF,2018_Week1_BAL_vs_BUF
Week1,Sun,2018-09-09,1:00PM,Cincinnati Bengals,@,Indianapolis Colts,boxscore,34,23,330,2,380,2,https://www.pro-football-reference.com/boxscores/201809090clt.htm,IND,CIN,2018_Week1_IND_vs_CIN
Week1,Sun,2018-09-09,1:00PM,Pittsburgh Steelers,@,Cleveland Browns,boxscore,21,21,472,6,327,1,https://www.pro-football-reference.com/boxscores/201809090cle.htm,CLE,PIT,2018_Week1_CLE_vs_PIT
Week1,Sun,2018-09-09,1:00PM,New England Patriots,,Houston Texans,boxscore,27,20,389,3,325,2,https://www.pro-football-reference.com/boxscores/201809090nwe.htm,NE,HOU,2018_Week1_NE_vs_HOU
Week1,Sun,2018-09-09,1:00PM,Jacksonville Jaguars,@,New York Giants,boxscore,20,15,305,1,324,2,https://www.pro-football-reference.com/boxscores/201809090nyg.htm,NYG,JAX,2018_Week1_NYG_vs_JAX
Week1,Sun,2018-09-09,1:00PM,Miami Dolphins,,Tennessee Titans,boxscore,27,20,342,2,336,3,https://www.pro-football-reference.com/boxscores/201809090mia.htm,MIA,TEN,2018_Week1_MIA_vs_TEN
Week1,Sun,2018-09-09,1:00PM,Minnesota Vikings,,San Francisco 49ers,boxscore,24,16,343,1,327,4,https://www.pro-football-reference.com/boxscores/201809090min.htm,MIN,SF,2018_Week1_MIN_vs_SF
Week1,Sun,2018-09-09,1:00PM,Tampa Bay Buccaneers,@,New Orleans Saints,boxscore,48,40,529,0,475,2,https://www.pro-football-reference.com/boxscores/201809090nor.htm,NO,TB,2018_Week1_NO_vs_TB
Week1,Sun,2018-09-09,4:05PM,Kansas City Chiefs,@,Los Angeles Chargers,boxscore,38,28,362,0,541,2,https://www.pro-football-reference.com/boxscores/201809090sdg.htm,LAC,KC,2018_Week1_LAC_vs_KC
Week1,Sun,2018-09-09,4:25PM,Carolina Panthers,,Dallas Cowboys,boxscore,16,8,293,1,232,1,https://www.pro-football-reference.com/boxscores/201809090car.htm,CAR,DAL,2018_Week1_CAR_vs_DAL
Week1,Sun,2018-09-09,4:25PM,Washington Redskins,@,Arizona Cardinals,boxscore,24,6,429,1,213,2,https://www.pro-football-reference.com/boxscores/201809090crd.htm,ARI,WAS,2018_Week1_ARI_vs_WAS
Week1,Sun,2018-09-09,4:25PM,Denver Broncos,,Seattle Seahawks,boxscore,27,24,470,3,306,3,https://www.pro-football-reference.com/boxscores/201809090den.htm,DEN,SEA,2018_Week1_DEN_vs_SEA
Week1,Sun,2018-09-09,8:20PM,Green Bay Packers,,Chicago Bears,boxscore,24,23,370,2,294,1,https://www.pro-football-reference.com/boxscores/201809090gnb.htm,GB,CHI,2018_Week1_GB_vs_CHI
Week1,Mon,2018-09-10,7:10PM,New York Jets,@,Detroit Lions,boxscore,48,17,349,2,339,5,https://www.pro-football-reference.com/boxscores/201809100det.htm,DET,NYJ,2018_Week1_DET_vs_NYJ
Week1,Mon,2018-09-10,10:20PM,Los Angeles Rams,@,Oakland Raiders,boxscore,33,13,365,0,395,3,https://www.pro-football-reference.com/boxscores/201809100rai.htm,LVR,LAR,2018_Week1_LVR_vs_LAR
Week2,Thu,2018-09-13,8:20PM,Cincinnati Bengals,,Baltimore Ravens,boxscore,34,23,373,0,425,3,https://www.pro-football-reference.com/boxscores/201809130cin.htm,CIN,BAL,2018_Week2_CIN_vs_BAL
Week2,Sun,2018-09-16,1:00PM,Atlanta Falcons,,Carolina Panthers,boxscore,31,24,442,1,439,1,https://www.pro-football-reference.com/boxscores/201809160atl.htm,ATL,CAR,2018_Week2_ATL_vs_CAR
Week2,Sun,2018-09-16,1:00PM,Los Angeles Chargers,@,Buffalo Bills,boxscore,31,20,349,0,293,2,https://www.pro-football-reference.com/boxscores/201809160buf.htm,BUF,LAC,2018_Week2_BUF_vs_LAC
Week2,Sun,2018-09-16,1:00PM,New Orleans Saints,,Cleveland Browns,boxscore,21,18,275,2,327,1,https://www.pro-football-reference.com/boxscores/201809160nor.htm,NO,CLE,2018_Week2_NO_vs_CLE
Week2,Sun,2018-09-16,1:00PM,Indianapolis Colts,@,Washington Redskins,boxscore,21,9,281,2,334,1,https://www.pro-football-reference.com/boxscores/201809160was.htm,WAS,IND,2018_Week2_WAS_vs_IND
Week2,Sun,2018-09-16,1:00PM,Minnesota Vikings,@,Green Bay Packers,boxscore,29,29,480,1,351,0,https://www.pro-football-reference.com/boxscores/201809160gnb.htm,GB,MIN,2018_Week2_GB_vs_MIN
Week2,Sun,2018-09-16,1:00PM,Tennessee Titans,,Houston Texans,boxscore,20,17,283,0,437,1,https://www.pro-football-reference.com/boxscores/201809160oti.htm,TEN,HOU,2018_Week2_TEN_vs_HOU
Week2,Sun,2018-09-16,1:00PM,Kansas City Chiefs,@,Pittsburgh Steelers,boxscore,42,37,449,1,475,0,https://www.pro-football-reference.com/boxscores/201809160pit.htm,PIT,KC,2018_Week2_PIT_vs_KC
Week2,Sun,2018-09-16,1:00PM,Miami Dolphins,@,New York Jets,boxscore,20,12,257,2,362,3,https://www.pro-football-reference.com/boxscores/201809160nyj.htm,NYJ,MIA,2018_Week2_NYJ_vs_MIA
Week2,Sun,2018-09-16,1:00PM,Tampa Bay Buccaneers,,Philadelphia Eagles,boxscore,27,21,436,2,412,2,https://www.pro-football-reference.com/boxscores/201809160tam.htm,TB,PHI,2018_Week2_TB_vs_PHI
Week2,Sun,2018-09-16,4:05PM,Los Angeles Rams,,Arizona Cardinals,boxscore,34,0,432,1,137,1,https://www.pro-football-reference.com/boxscores/201809160ram.htm,LAR,ARI,2018_Week2_LAR_vs_ARI
Week2,Sun,2018-09-16,4:05PM,San Francisco 49ers,,Detroit Lions,boxscore,30,27,346,0,427,1,https://www.pro-football-reference.com/boxscores/201809160sfo.htm,SF,DET,2018_Week2_SF_vs_DET
Week2,Sun,2018-09-16,4:25PM,Denver Broncos,,Oakland Raiders,boxscore,20,19,385,1,373,0,https://www.pro-football-reference.com/boxscores/201809160den.htm,DEN,LVR,2018_Week2_DEN_vs_LVR
Week2,Sun,2018-09-16,4:25PM,Jacksonville Jaguars,,New England Patriots,boxscore,31,20,480,2,302,1,https://www.pro-football-reference.com/boxscores/201809160jax.htm,JAX,NE,2018_Week2_JAX_vs_NE
Week2,Sun,2018-09-16,8:20PM,Dallas Cowboys,,New York Giants,boxscore,20,13,298,0,255,1,https://www.pro-football-reference.com/boxscores/201809160dal.htm,DAL,NYG,2018_Week2_DAL_vs_NYG
Week2,Mon,2018-09-17,8:15PM,Chicago Bears,,Seattle Seahawks,boxscore,24,17,271,2,276,2,https://www.pro-football-reference.com/boxscores/201809170chi.htm,CHI,SEA,2018_Week2_CHI_vs_SEA
Week3,Thu,2018-09-20,8:20PM,Cleveland Browns,,New York Jets,boxscore,21,17,323,0,268,3,https://www.pro-football-reference.com/boxscores/201809200cle.htm,CLE,NYJ,2018_Week3_CLE_vs_NYJ
Week3,Sun,2018-09-23,1:00PM,New Orleans Saints,@,Atlanta Falcons,boxscore,43,37,534,0,407,0,https://www.pro-football-reference.com/boxscores/201809230atl.htm,ATL,NO,2018_Week3_ATL_vs_NO
Week3,Sun,2018-09-23,1:00PM,Buffalo Bills,@,Minnesota Vikings,boxscore,27,6,292,0,292,3,https://www.pro-football-reference.com/boxscores/201809230min.htm,MIN,BUF,2018_Week3_MIN_vs_BUF
Week3,Sun,2018-09-23,1:00PM,Carolina Panthers,,Cincinnati Bengals,boxscore,31,21,377,0,396,4,https://www.pro-football-reference.com/boxscores/201809230car.htm,CAR,CIN,2018_Week3_CAR_vs_CIN
Week3,Sun,2018-09-23,1:00PM,Philadelphia Eagles,,Indianapolis Colts,boxscore,20,16,379,2,209,0,https://www.pro-football-reference.com/boxscores/201809230phi.htm,PHI,IND,2018_Week3_PHI_vs_IND
Week3,Sun,2018-09-23,1:00PM,Baltimore Ravens,,Denver Broncos,boxscore,27,14,342,0,293,1,https://www.pro-football-reference.com/boxscores/201809230rav.htm,BAL,DEN,2018_Week3_BAL_vs_DEN
Week3,Sun,2018-09-23,1:00PM,Washington Redskins,,Green Bay Packers,boxscore,31,17,386,1,340,1,https://www.pro-football-reference.com/boxscores/201809230was.htm,WAS,GB,2018_Week3_WAS_vs_GB
Week3,Sun,2018-09-23,1:00PM,New York Giants,@,Houston Texans,boxscore,27,22,379,0,427,2,https://www.pro-football-reference.com/boxscores/201809230htx.htm,HOU,NYG,2018_Week3_HOU_vs_NYG
