Quarter,Time,Down,ToGo,Location,DEN,BUF,Detail,EPB,EPA
1,7:18,3,1,BUF 1,6,0,"Tim Tebow left tackle for 1 yard, touchdown",5.170,7.000
1,,,,BUF 2,7,0,"Matt Prater kicks extra point good. Penalty on Leodis McKelvin: Defensive Offside, 5 yards",0.000,0.000
1,,,,DEN 40,7,0,"Matt Prater kicks off 61 yards, returned by Justin Rogers for 30 yards (tackle by Jonathan Wilhite)",0.000,0.870
1,7:05,1,10,BUF 29,7,0,C.J. Spiller left guard for 38 yards (tackle by Chris Harris),0.870,3.380
1,6:14,1,10,DEN 33,7,0,"Penalty on Elvis Dumervil: Neutral Zone Infraction, 5 yards (no play)",3.380,4.110
1,5:59,1,5,DEN 28,7,0,Tashard Choice up the middle for 1 yard (tackle by D.J. Williams and Marcus Thomas),4.110,3.650
1,5:17,2,4,DEN 27,7,0,Ryan Fitzpatrick pass incomplete short left intended for C.J. Spiller,3.650,2.940
1,5:13,3,4,DEN 27,7,0,Ryan Fitzpatrick pass incomplete short left intended for Tashard Choice,2.940,1.750
1,5:08,4,4,DEN 27,7,0,Dave Rayner 45 yard field goal no good,1.750,-1.270
1,5:03,1,10,DEN 35,7,0,Willis McGahee up the middle for 3 yards (tackle by Chris Kelsay and Kelvin Sheppard),1.270,1.130
1,4:25,2,7,DEN 38,7,0,"Tim Tebow pass incomplete deep left intended for Eric Decker (defended by Jairus Byrd). Penalty on Ryan Clady: Offensive Holding, 10 yards (no play)",1.130,-0.220
1,4:17,2,17,DEN 28,7,0,Tim Tebow sacked by Chris Kelsay for -12 yards,-0.220,-3.060
1,3:40,3,29,DEN 16,7,0,Willis McGahee up the middle for 4 yards (tackle by Dwan Edwards and Arthur Moats),-3.060,-2.030
1,3:06,4,25,DEN 20,7,0,"Britton Colquitt punts 46 yards, returned by Leodis McKelvin for 38 yards (tackle by Dante Rosario)",-2.030,-3.710
1,2:52,1,10,DEN 28,7,0,Ryan Fitzpatrick pass complete short right to C.J. Spiller for 11 yards (tackle by Brian Dawkins),3.710,4.440
1,2:20,1,10,DEN 17,7,0,"C.J. Spiller right guard for 3 yards (tackle by Brian Dawkins). Penalty on Andy Levitre: Offensive Holding, 10 yards (no play)",4.440,3.780
1,1:54,1,20,DEN 27,7,0,Ryan Fitzpatrick pass complete short left to Brad Smith for 8 yards (tackle by Chris Harris),3.780,3.600
1,1:13,2,12,DEN 19,7,0,Ryan Fitzpatrick pass complete short middle to Mike Caussin for 6 yards (tackle by Brian Dawkins),3.600,3.680
1,0:33,3,6,DEN 13,7,0,Ryan Fitzpatrick pass incomplete short right intended for Tashard Choice,3.680,2.590
1,0:29,4,6,DEN 13,7,0,Dave Rayner 31 yard field goal no good,2.590,-0.340
1,0:25,1,10,DEN 21,7,0,Lance Ball up the middle for 1 yard (tackle by Spencer Johnson),0.340,-0.070
Quarter,Time,Down,ToGo,Location,DEN,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,DEN 22,7,0,Lance Ball up the middle for 1 yard (tackle by Kelvin Sheppard and Chris Kelsay),-0.070,-0.630
2,14:19,3,8,DEN 23,7,0,Tim Tebow pass complete short left to Daniel Fells for 5 yards (tackle by Justin Rogers),-0.630,-1.500
2,13:45,4,3,DEN 28,7,0,"Britton Colquitt punts 48 yards, fair catch by Leodis McKelvin",-1.500,-0.540
2,13:37,1,10,BUF 24,7,0,C.J. Spiller right guard for 3 yards (tackle by Wesley Woodyard and Brodrick Bunkley),0.540,0.400
2,12:54,2,7,BUF 27,7,0,Ryan Fitzpatrick pass complete short left to Steve Johnson for 16 yards (tackle by Quinton Carter),0.400,1.800
2,12:10,1,10,BUF 43,7,0,C.J. Spiller left tackle for -7 yards (tackle by Andre' Goodman),1.800,0.310
2,11:27,2,17,BUF 36,7,0,Tashard Choice up the middle for 11 yards (tackle by Brodrick Bunkley),0.310,1.090
2,10:46,3,6,BUF 47,7,0,Ryan Fitzpatrick pass incomplete short left intended for Steve Johnson,1.090,-0.260
2,10:41,4,6,BUF 47,7,0,"Brian Moorman punts 53 yards, touchback",-0.260,-0.280
2,10:34,1,10,DEN 20,7,0,Willis McGahee up the middle for 1 yard (tackle by Jairus Byrd),0.280,-0.130
2,9:54,2,9,DEN 21,7,0,Willis McGahee right tackle for 1 yard (tackle by Chris Kelsay and Aaron Williams),-0.130,-0.690
2,9:13,3,8,DEN 22,7,0,Tim Tebow pass incomplete deep left intended for Eric Decker (defended by Justin Rogers),-0.690,-1.900
2,9:03,4,8,DEN 22,7,0,"Britton Colquitt punts 47 yards, fair catch by Leodis McKelvin",-1.900,-1.000
2,8:57,1,10,BUF 31,7,0,Ryan Fitzpatrick pass incomplete short right intended for Scott Chandler,1.000,0.460
2,8:53,2,10,BUF 31,7,0,C.J. Spiller left guard for 2 yards (tackle by Elvis Dumervil),0.460,0.040
2,8:14,3,8,BUF 33,7,0,Ryan Fitzpatrick pass complete short middle to Steve Johnson for 55 yards (tackle by Champ Bailey),0.040,4.780
2,7:38,1,10,DEN 12,7,0,Tashard Choice left guard for 5 yards (tackle by David Bruton),4.780,5.020
2,6:59,2,5,DEN 7,7,0,Tashard Choice up the middle for 2 yards (tackle by Marcus Thomas and Chris Harris),5.020,4.610
2,6:17,3,3,DEN 5,7,0,Ryan Fitzpatrick pass incomplete short left intended for David Nelson,4.610,3.020
2,6:10,4,3,DEN 5,7,0,"Penalty on Spencer Johnson: False Start, 5 yards (no play)",3.020,2.760
2,6:10,4,8,DEN 10,7,3,Dave Rayner 28 yard field goal good,2.760,3.000
2,,,,BUF 35,7,3,"Dave Rayner kicks off 61 yards, returned by Matt Willis for 17 yards (tackle by Da'Norris Searcy)",0.000,0.340
2,6:01,1,10,DEN 21,7,3,Jeremiah Johnson right end for 6 yards (tackle by Kelvin Sheppard),0.340,0.610
2,5:34,2,4,DEN 27,7,3,Willis McGahee left guard for 3 yards (tackle by Spencer Johnson and Kelvin Sheppard),0.610,0.300
2,4:56,3,1,DEN 30,7,3,Jeremiah Johnson right tackle for no gain (tackle by Chris Kelsay and Marcell Dareus),0.300,-1.370
2,4:23,4,1,DEN 30,7,9,"Britton Colquitt punts 50 yards, returned by Leodis McKelvin for 80 yards, touchdown",-1.370,-7.000
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",,
2,,,,DEN 2,7,10,Dave Rayner kicks extra point good,0.000,0.000
2,,,,BUF 35,7,10,"Dave Rayner kicks off 61 yards, returned by Eddie Royal for 96 yards. Penalty on Dante Rosario: Illegal Block Above the Waist, 7 yards",0.000,-0.380
2,3:47,1,10,DEN 7,7,10,Willis McGahee up the middle for 5 yards (tackle by Nick Barnett and Chris Kelsay),-0.380,-0.420
2,3:15,2,5,DEN 12,7,10,Willis McGahee up the middle for 4 yards (tackle by Spencer Johnson and Kellen Heard),-0.420,-0.370
2,2:34,3,1,DEN 16,7,10,Tim Tebow up the middle for no gain (tackle by Spencer Johnson and Kelvin Sheppard),-0.370,-2.390
2,2:00,4,1,DEN 16,7,10,"Britton Colquitt punts 42 yards, fair catch by Leodis McKelvin",-2.390,-1.730
2,1:52,1,10,BUF 42,7,10,Ryan Fitzpatrick pass complete short right to C.J. Spiller for 16 yards (tackle by Quinton Carter),1.730,2.790
2,1:24,1,10,DEN 42,7,10,Ryan Fitzpatrick pass incomplete short right intended for Steve Johnson (defended by Champ Bailey),2.790,2.240
2,1:21,2,10,DEN 42,7,10,"Ryan Fitzpatrick pass incomplete short middle intended for David Nelson (defended by Chris Harris). Penalty on Von Miller: Defensive Offside, 5 yards (no play)",2.240,2.920
2,1:17,2,5,DEN 37,7,10,Ryan Fitzpatrick pass complete deep right to David Nelson for 30 yards (tackle by Chris Harris),2.920,5.600
2,0:51,,,,7,10,Timeout #1 by Buffalo Bills,0.000,5.600
2,0:51,1,7,DEN 7,7,10,Ryan Fitzpatrick pass complete short left to Derek Hagan for 3 yards (tackle by Chris Harris),5.600,5.340
2,0:23,2,4,DEN 4,7,16,"C.J. Spiller right guard for 4 yards, touchdown",5.340,7.000
2,,,,DEN 2,7,17,Dave Rayner kicks extra point good,0.000,0.000
2,,,,BUF 35,7,17,"Dave Rayner kicks off 50 yards, returned by Matt Willis for 4 yards (tackle by Kelvin Sheppard)",0.000,0.150
2,0:11,1,10,DEN 19,7,17,Tim Tebow kneels for -1 yards,0.150,-0.560
Quarter,Time,Down,ToGo,Location,DEN,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,7,17,"Dave Rayner kicks off 64 yards, returned by Matt Willis for 25 yards (tackle by Arthur Moats)",0.000,0.670
3,14:54,1,10,DEN 26,7,17,Tim Tebow pass complete short right to Dante Rosario for 32 yards (tackle by Jairus Byrd),0.670,2.790
3,14:27,1,10,BUF 42,7,17,Willis McGahee up the middle for 2 yards (tackle by Jairus Byrd and Spencer Johnson),2.790,2.510
3,13:48,2,8,BUF 40,7,17,Tim Tebow pass incomplete deep middle intended for Demaryius Thomas,2.510,1.820
3,13:42,3,8,BUF 40,7,17,Tim Tebow right tackle for 7 yards (tackle by Aaron Williams and George Wilson),1.820,1.210
,,,,,,,"DEN challenged the runner was down by contact ruling, and the play was upheld.",,
3,13:23,4,1,BUF 33,7,17,Tim Tebow up the middle for 2 yards (tackle by Andra Davis),1.210,3.510
3,12:47,1,10,BUF 31,7,17,Tim Tebow pass complete short left to Virgil Green for 9 yards (tackle by Nick Barnett),3.510,4.180
3,12:07,2,1,BUF 22,7,17,"Willis McGahee up the middle for 1 yard (tackle by Alex Carrington). Penalty on Kellen Heard: Defensive Offside, 5 yards (no play)",4.180,4.440
3,11:46,1,10,BUF 17,13,17,"Tim Tebow pass complete deep middle to Daniel Fells for 17 yards, touchdown",4.440,7.000
3,,,,BUF 2,14,17,Matt Prater kicks extra point good,0.000,0.000
3,,,,DEN 35,14,17,"Matt Prater kicks off 67 yards, returned by Justin Rogers for 31 yards (tackle by Jonathan Wilhite)",0.000,0.870
3,11:35,1,10,BUF 29,14,17,Ryan Fitzpatrick pass complete short right to David Nelson for 9 yards (tackle by Ryan McBean),0.870,1.540
3,11:01,2,1,BUF 38,14,17,"C.J. Spiller up the middle for no gain (tackle by Wesley Woodyard and D.J. Williams). Penalty on Rahim Moore: Unnecessary Roughness, 15 yards",1.540,2.460
3,10:33,1,10,DEN 47,14,17,Ryan Fitzpatrick pass complete short right to Steve Johnson for 8 yards (tackle by Champ Bailey),2.460,2.990
3,9:57,2,2,DEN 39,14,17,C.J. Spiller right tackle for 10 yards (tackle by Andre' Goodman),2.990,3.640
3,9:11,1,10,DEN 29,14,17,C.J. Spiller up the middle for 25 yards (tackle by Chris Harris),3.640,6.280
3,8:23,1,4,DEN 4,14,17,Ryan Fitzpatrick pass complete short left to David Nelson for 2 yards (tackle by Chris Harris),6.280,5.720
3,7:40,2,2,DEN 2,14,17,Tashard Choice up the middle for no gain (tackle by Brodrick Bunkley),5.720,4.950
3,7:00,3,2,DEN 2,14,17,Ryan Fitzpatrick sacked by Elvis Dumervil for -5 yards,4.950,2.970
3,6:23,4,7,DEN 7,14,20,Dave Rayner 25 yard field goal good,2.970,3.000
3,,,,BUF 35,14,20,"Dave Rayner kicks off 52 yards, returned by Matt Willis for 18 yards (tackle by Leodis McKelvin)",0.000,1.000
3,6:12,1,10,DEN 31,14,20,Tim Tebow pass incomplete short middle intended for Demaryius Thomas,1.000,0.460
3,6:07,2,10,DEN 31,14,20,Tim Tebow pass incomplete deep right intended for Eric Decker (defended by Aaron Williams),0.460,-0.230
3,6:01,3,10,DEN 31,14,20,Tim Tebow up the middle for no gain (tackle by Arthur Moats and Dwan Edwards),-0.230,-1.310
3,5:30,4,10,DEN 31,14,20,"Britton Colquitt punts 49 yards, returned by Leodis McKelvin for 17 yards (tackle by Wesley Woodyard)",-1.310,-1.400
3,5:17,1,10,BUF 37,14,20,Ryan Fitzpatrick pass complete short middle to Kevin Brock for 21 yards (tackle by David Bruton),1.400,2.790
3,4:35,1,10,DEN 42,14,20,Ryan Fitzpatrick pass complete short right to Derek Hagan for 6 yards (tackle by Andre' Goodman),2.790,3.050
3,3:58,2,4,DEN 36,14,20,C.J. Spiller right tackle for 26 yards (tackle by Rahim Moore),3.050,4.910
3,3:24,1,10,DEN 10,14,20,C.J. Spiller left guard for 3 yards (tackle by Champ Bailey),4.910,4.760
3,2:46,2,7,DEN 7,14,20,Ryan Fitzpatrick pass incomplete short left intended for Tashard Choice (defended by Andre' Goodman),4.760,3.810
3,2:41,3,7,DEN 7,14,20,Ryan Fitzpatrick pass incomplete short right intended for David Nelson,3.810,2.970
3,2:35,4,7,DEN 7,14,23,Dave Rayner 25 yard field goal good,2.970,3.000
3,,,,BUF 35,14,23,"Dave Rayner kicks off 68 yards, returned by Eddie Royal for 31 yards (tackle by Kamar Aiken). Penalty on Rafael Bush: Illegal Block Above the Waist, 7 yards",0.000,-0.380
3,2:24,1,10,DEN 7,14,23,Willis McGahee left guard for 3 yards (tackle by Nick Barnett and Alex Carrington),-0.380,-0.560
3,1:47,2,7,DEN 10,14,23,"Tim Tebow up the middle for 4 yards (tackle by George Wilson and Nick Barnett). Penalty on Aaron Williams: Defensive Holding, 5 yards",-0.560,0.150
3,1:17,1,10,DEN 19,14,23,Willis McGahee up the middle for -1 yards (tackle by Marcell Dareus and Chris Kelsay),0.150,-0.560
3,0:45,2,11,DEN 18,14,23,Tim Tebow pass incomplete short right intended for Demaryius Thomas,-0.560,-1.250
3,0:37,3,11,DEN 18,14,23,Tim Tebow pass incomplete deep middle intended for Demaryius Thomas is intercepted by Justin Rogers at DEN-42 and returned for 15 yards (tackle by Lance Ball),-1.250,-3.780
3,0:23,1,10,DEN 27,14,23,C.J. Spiller up the middle for no gain (tackle by Marcus Thomas),3.780,3.230
Quarter,Time,Down,ToGo,Location,DEN,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,DEN 27,14,23,Ryan Fitzpatrick left tackle for 11 yards (tackle by Jason Hunter),3.230,4.510
4,14:23,1,10,DEN 16,14,23,Ryan Fitzpatrick pass incomplete short left intended for Scott Chandler (defended by David Bruton),4.510,3.900
4,14:17,2,10,DEN 16,14,23,Tashard Choice up the middle for 5 yards (tackle by Wesley Woodyard),3.900,3.940
4,13:33,3,5,DEN 11,14,23,Ryan Fitzpatrick pass incomplete short middle intended for Tashard Choice,3.940,2.750
4,13:30,4,5,DEN 11,14,26,Dave Rayner 29 yard field goal good,2.750,3.000
4,,,,BUF 35,14,26,"Dave Rayner kicks off 66 yards, returned by Matt Willis for 29 yards (tackle by Corey McIntyre)",0.000,0.810
4,13:20,1,10,DEN 28,14,26,"Tim Tebow pass incomplete deep right intended for Eddie Royal (defended by Aaron Williams). Penalty on Aaron Williams: Defensive Pass Interference, 29 yards (no play)",0.810,2.720
4,13:12,1,10,BUF 43,14,26,Tim Tebow pass complete short left to Eddie Royal for 2 yards (tackle by Kyle Moore),2.720,2.450
4,12:32,2,8,BUF 41,14,26,Tim Tebow pass incomplete short left intended for Willis McGahee,2.450,1.750
4,12:22,3,8,BUF 41,14,26,Tim Tebow pass incomplete short left intended for Eric Decker,1.750,0.530
4,12:14,4,8,BUF 41,14,26,Britton Colquitt punts 24 yards,0.530,0.060
4,12:06,1,10,BUF 17,14,26,C.J. Spiller left end for -1 yards (tackle by Elvis Dumervil),-0.060,-0.730
4,11:21,2,11,BUF 16,14,26,Ryan Fitzpatrick pass incomplete short left intended for Steve Johnson (defended by Champ Bailey),-0.730,-1.410
4,11:16,3,11,BUF 16,14,26,Ryan Fitzpatrick right tackle for 12 yards (tackle by Chris Harris),-1.410,0.810
4,10:41,1,10,BUF 28,14,26,Tashard Choice up the middle for -2 yards (tackle by David Bruton),0.810,-0.010
4,10:00,2,12,BUF 26,14,26,C.J. Spiller up the middle for -5 yards (tackle by D.J. Williams),-0.010,-1.350
4,9:13,3,17,BUF 21,14,26,Ryan Fitzpatrick pass complete short right to Steve Johnson for 13 yards (tackle by David Bruton),-1.350,-1.110
4,8:28,4,4,BUF 34,14,26,"Brian Moorman punts 50 yards, returned by Eddie Royal for 3 yards (tackle by Da'Norris Searcy). Penalty on Dante Rosario: Illegal Block Above the Waist, 9 yards",-1.110,0.380
4,8:14,1,10,DEN 10,14,32,"Tim Tebow pass incomplete deep left intended for Eric Decker is intercepted by Jairus Byrd at DEN-37 and returned for 37 yards, touchdown",-0.380,-7.000
4,,,,DEN 2,14,33,Dave Rayner kicks extra point good,0.000,0.000
4,,,,BUF 35,14,33,"Dave Rayner kicks off 68 yards, returned by Matt Willis for 28 yards (tackle by Justin Rogers)",0.000,0.610
4,7:55,1,10,DEN 25,14,39,"Tim Tebow sacked by Chris Kelsay for -9 yards. Tim Tebow fumbles (forced by Chris Kelsay), recovered by Spencer Johnson at DEN-17 and returned for 17 yards, touchdown",0.610,-7.000
4,,,,DEN 2,14,40,Dave Rayner kicks extra point good,0.000,0.000
4,,,,BUF 35,14,40,"Dave Rayner kicks off 66 yards, returned by Matt Willis for 17 yards (tackle by Arthur Moats)",0.000,-0.140
4,7:40,1,10,DEN 16,14,40,Jeremiah Johnson up the middle for 8 yards (tackle by Aaron Williams),-0.140,0.550
4,7:10,2,2,DEN 24,14,40,Jeremiah Johnson right guard for 6 yards (tackle by Nick Barnett),0.550,0.940
4,6:46,1,10,DEN 30,14,40,Tim Tebow pass complete short middle to Jeremiah Johnson for 2 yards (tackle by Bryan Scott),0.940,0.660
4,6:19,2,8,DEN 32,14,40,Tim Tebow pass complete short left to Demaryius Thomas for 9 yards (tackle by Drayton Florence),0.660,1.660
4,5:51,1,10,DEN 41,14,40,"Tim Tebow pass incomplete short left intended for Matt Willis. Penalty on Arthur Moats: Defensive Offside, 5 yards (no play)",1.660,2.390
4,5:45,1,5,DEN 46,14,40,Tim Tebow pass complete short left to Matt Willis for 11 yards (tackle by Drayton Florence),2.390,2.720
4,5:14,1,10,BUF 43,14,40,Tim Tebow pass incomplete short left intended for Matt Willis,2.720,2.180
4,5:09,2,10,BUF 43,14,40,Tim Tebow for 12 yards,2.180,3.510
4,5:00,1,10,BUF 31,14,40,Tim Tebow sacked by Chris Kelsay for -7 yards,3.510,2.020
4,4:35,2,17,BUF 38,14,40,Tim Tebow pass incomplete short right intended for Lance Ball (defended by Kirk Morrison),2.020,1.360
4,4:31,3,17,BUF 38,14,40,Tim Tebow pass complete short middle to Dante Rosario for 14 yards (tackle by George Wilson),1.360,1.970
4,3:54,4,3,BUF 24,14,40,Tim Tebow for 6 yards,1.970,4.370
4,3:45,1,10,BUF 18,14,40,Tim Tebow pass incomplete deep right intended for Eddie Royal is intercepted by Aaron Williams at BUF-0,4.370,-0.280
4,3:38,1,10,BUF 20,14,40,"Penalty on BUF: Offensive 12 On-field, 5 yards (no play)",0.280,-0.310
4,3:38,1,15,BUF 15,14,40,C.J. Spiller left guard for 6 yards (tackle by Joe Mays),-0.310,-0.130
4,3:30,,,,14,40,Timeout #2 by Denver Broncos,0.000,-0.130
4,3:30,2,9,BUF 21,14,40,Tashard Choice up the middle for 1 yard (tackle by Joe Mays),-0.130,-0.690
4,3:26,,,,14,40,Timeout #3 by Denver Broncos,0.000,-0.690
4,3:26,3,8,BUF 22,14,40,Tashard Choice left guard for 4 yards (tackle by David Bruton),-0.690,-1.630
4,2:47,4,4,BUF 26,14,40,Brian Moorman punts 58 yards,-1.630,0.140
4,2:38,1,10,DEN 16,14,40,Jeremiah Johnson up the middle for no gain (tackle by Marcell Dareus and Danny Batten),-0.140,-0.660
4,2:01,2,10,DEN 16,14,40,Tim Tebow pass complete deep left to Demaryius Thomas for 47 yards (tackle by Drayton Florence),-0.660,3.120
4,1:52,1,10,BUF 37,14,40,"Tim Tebow sacked by Arthur Moats for -3 yards. Tim Tebow fumbles (forced by Arthur Moats), recovered by Chris Kuper at BUF-43",3.120,1.760
4,1:22,2,16,BUF 43,14,40,Jeremiah Johnson up the middle for 3 yards (tackle by Kirk Morrison),1.760,1.490
4,1:01,3,13,BUF 40,14,40,Tim Tebow pass complete short middle to Jeremiah Johnson for 17 yards (tackle by Drayton Florence),1.490,4.040
4,0:49,1,10,BUF 23,14,40,Tim Tebow pass incomplete deep right intended for Russ Hochstein,4.040,3.500
4,0:39,2,10,BUF 23,14,40,Tim Tebow pass incomplete short middle intended for Lance Ball,3.500,2.810
4,0:34,3,10,BUF 23,14,40,Tim Tebow pass incomplete deep right intended for Eddie Royal,2.810,1.930
4,0:27,4,10,BUF 23,14,40,Tim Tebow pass incomplete short left intended for Lance Ball,1.930,-0.480
4,0:21,1,10,BUF 23,14,40,Ryan Fitzpatrick kneels for -1 yards,0.480,-0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
