Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Packers won the coin toss and deferred, Cowboys to receive the opening kickoff.",,
1,15:00,,,GNB 35,0,0,"Mason Crosby kicks off 68 yards, returned by Terrance Williams for 22 yards (tackle by Micah Hyde)",0.000,-0.150
1,14:54,1,10,DAL 19,0,0,DeMarco Murray right tackle for 11 yards (tackle by Brad Jones),0.150,0.940
1,14:19,1,10,DAL 30,0,0,Tony Romo pass complete short middle to Dez Bryant for 9 yards (tackle by Tramon Williams),0.940,1.610
1,13:46,2,1,DAL 39,0,0,DeMarco Murray left tackle for 4 yards (tackle by Ryan Pickett),1.610,1.800
1,13:08,1,10,DAL 43,0,0,Tony Romo pass complete deep left to Terrance Williams for 27 yards (tackle by Morgan Burnett),1.800,3.580
1,12:23,1,10,GNB 30,0,0,DeMarco Murray right tackle for 4 yards (tackle by Tramon Williams),3.580,3.570
1,11:51,2,6,GNB 26,0,0,DeMarco Murray left end for -3 yards (tackle by Josh Boyd),3.570,2.480
1,11:06,3,9,GNB 29,0,0,Tony Romo pass incomplete short middle intended for Miles Austin (defended by Micah Hyde),2.480,1.500
1,11:00,4,9,GNB 29,0,3,Dan Bailey 47 yard field goal good,1.500,3.000
1,11:00,,,DAL 35,0,3,"Dan Bailey kicks off 65 yards, out of bounds",0.000,-0.280
1,10:56,1,10,GNB 20,0,3,Eddie Lacy right tackle for 4 yards (tackle by George Selvie and Ernie Sims),0.280,0.270
1,10:20,2,6,GNB 24,0,3,Matt Flynn pass complete short middle to James Jones for 39 yards (tackle by Brandon Carr),0.270,3.120
1,9:45,1,10,DAL 37,0,3,Matt Flynn pass complete short right to John Kuhn for -1 yards (tackle by Kyle Wilber),3.120,2.440
1,9:08,2,11,DAL 38,0,3,Eddie Lacy left guard for 5 yards (tackle by Ernie Sims),2.440,2.410
1,8:21,3,6,DAL 33,0,3,Matt Flynn sacked by Orlando Scandrick for -6 yards,2.410,0.660
1,8:21,4,12,DAL 39,3,3,Mason Crosby 57 yard field goal good,0.660,3.000
1,8:21,,,GNB 35,3,3,"Mason Crosby kicks off 72 yards, touchback",0.000,-0.280
1,7:40,1,10,DAL 20,3,3,Tony Romo pass complete short left to Cole Beasley for 8 yards (tackle by Jarrett Bush),0.280,0.810
1,7:12,2,2,DAL 28,3,3,DeMarco Murray left tackle for 41 yards (tackle by M.D. Jennings),0.810,3.510
1,6:35,1,10,GNB 31,3,3,Tony Romo pass complete deep left to Dez Bryant for 22 yards (tackle by Morgan Burnett),3.510,5.140
1,5:48,1,9,GNB 9,3,3,DeMarco Murray left tackle for 4 yards (tackle by Sam Shields),5.140,5.150
1,5:07,2,5,GNB 5,3,3,Tony Romo pass incomplete short left intended for Gavin Escobar,5.150,4.260
1,5:01,3,5,GNB 5,3,3,Tony Romo pass incomplete short right intended for Jason Witten (defended by Morgan Burnett),4.260,3.010
1,4:56,4,5,GNB 5,3,6,Dan Bailey 23 yard field goal good,3.010,3.000
1,4:56,,,DAL 35,3,6,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
1,4:52,1,10,GNB 20,3,6,Eddie Lacy right end for -6 yards (tackle by George Selvie),0.280,-1.180
1,4:52,2,16,GNB 14,3,6,"Penalty on David Bakhtiari: False Start, 4 yards (no play)",-1.180,-1.510
1,4:03,2,20,GNB 10,3,6,Matt Flynn pass complete short left to Eddie Lacy for -6 yards (tackle by Justin Durant),-1.510,-3.290
1,3:15,3,26,GNB 4,3,6,Matt Flynn pass complete short right to Jordy Nelson for 13 yards (tackle by George Selvie),-3.290,-2.320
1,2:34,4,13,GNB 17,3,6,"Tim Masthay punts 48 yards, fair catch by Cole Beasley",-2.320,-1.270
1,2:25,1,10,DAL 35,3,6,Tony Romo pass complete short left to Gavin Escobar for 15 yards (tackle by Tramon Williams),1.270,2.260
1,1:47,1,10,GNB 50,3,6,Tony Romo pass complete short right to DeMarco Murray for 9 yards (tackle by Tramon Williams),2.260,2.930
1,1:08,2,1,GNB 41,3,6,DeMarco Murray for 16 yards,2.930,3.910
1,0:35,1,10,GNB 25,3,12,"Tony Romo pass complete deep left to Jason Witten for 25 yards, touchdown",3.910,7.000
1,0:35,,,GNB 2,3,13,Dan Bailey kicks extra point good,0.000,0.000
1,0:35,,,DAL 35,3,13,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
1,0:28,1,10,GNB 20,3,13,"Matt Flynn pass incomplete deep right intended for James Jones. Penalty on Brandon Carr: Defensive Pass Interference, 31 yards (no play)",0.280,2.320
1,0:21,1,10,DAL 49,3,13,Matt Flynn sacked by George Selvie for -10 yards,2.320,0.430
Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,20,GNB 41,3,13,Matt Flynn pass complete short right to Eddie Lacy for 5 yards (tackle by DeVonte Holloman and Barry Church),0.430,0.430
2,14:19,3,15,GNB 46,3,13,Matt Flynn pass incomplete short left intended for Jordy Nelson,0.430,-0.320
2,14:14,4,15,GNB 46,3,13,"Tim Masthay punts 54 yards, touchback",-0.320,-0.280
2,14:06,1,10,DAL 20,3,13,Tony Romo pass complete short right to Dez Bryant for 7 yards (tackle by Tramon Williams),0.280,0.680
2,13:29,2,3,DAL 27,3,13,"Tony Romo pass incomplete deep right intended for Dez Bryant. Penalty on Tramon Williams: Illegal Contact, 5 yards (no play)",0.680,1.070
2,13:23,1,10,DAL 32,3,13,Tony Romo pass incomplete deep left intended for Dez Bryant (defended by A.J. Hawk),1.070,0.530
2,13:17,2,10,DAL 32,3,13,Tony Romo pass complete short left to Dez Bryant for 11 yards (tackle by Sam Shields),0.530,1.800
2,12:41,1,10,DAL 43,3,13,"Tony Romo pass complete short left to Miles Austin for 18 yards (tackle by Sam Shields). Penalty on Miles Austin: Offensive Pass Interference, 10 yards (no play)",1.800,1.140
2,12:19,1,20,DAL 33,3,13,Tony Romo pass complete short right to DeMarco Murray for 10 yards (tackle by A.J. Hawk),1.140,1.250
2,11:50,2,10,DAL 43,3,13,Tony Romo pass incomplete short right intended for DeMarco Murray,1.250,0.560
2,11:41,3,10,DAL 43,3,13,Tony Romo pass incomplete deep left intended for Dez Bryant (defended by Morgan Burnett),0.560,-0.520
2,11:31,4,10,DAL 43,3,13,"Chris Jones punts 57 yards, touchback",-0.520,-0.280
2,11:22,1,10,GNB 20,3,13,Matt Flynn pass incomplete short left intended for Jordy Nelson,0.280,-0.270
2,11:18,2,10,GNB 20,3,13,Eddie Lacy up the middle for 10 yards (tackle by Ernie Sims and Barry Church),-0.270,0.940
2,10:49,1,10,GNB 30,3,13,Eddie Lacy right guard for 1 yard (tackle by Nick Hayden and DeVonte Holloman),0.940,0.530
2,10:15,2,9,GNB 31,3,13,Matt Flynn pass incomplete short right intended for James Jones,0.530,-0.160
2,10:10,3,9,GNB 31,3,13,Matt Flynn pass complete short left to Andrew Quarless for 4 yards (tackle by Jeff Heath),-0.160,-1.040
2,9:32,4,5,GNB 35,3,13,"Tim Masthay punts 45 yards, returned by Cole Beasley for 7 yards (tackle by Brett Goode)",-1.040,-0.740
2,9:20,1,10,DAL 27,3,13,Tony Romo pass complete short right to Miles Austin for 20 yards (tackle by Tramon Williams),0.740,2.060
2,8:49,1,10,DAL 47,3,13,Tony Romo pass complete short left to Terrance Williams for 6 yards (tackle by Sean Richardson),2.060,2.330
2,8:17,2,4,GNB 47,3,13,DeMarco Murray right tackle for 6 yards (tackle by A.J. Hawk),2.330,2.850
2,7:29,1,10,GNB 41,3,13,Tony Romo pass complete short right to Jason Witten for 13 yards (tackle by Micah Hyde),2.850,3.710
2,6:49,1,10,GNB 28,3,13,DeMarco Murray right guard for 3 yards (tackle by Brad Jones and B.J. Raji),3.710,3.710
2,6:13,1,10,GNB 28,3,13,Timeout #1 by Dallas Cowboys,3.710,3.570
2,6:13,2,7,GNB 25,3,13,Tony Romo pass incomplete deep right intended for Dez Bryant,3.570,2.870
2,6:07,3,7,GNB 25,3,13,Tony Romo pass incomplete short right intended for Jason Witten,2.870,1.800
2,5:59,4,7,GNB 25,3,16,Dan Bailey 43 yard field goal good,1.800,3.000
2,5:59,,,DAL 35,3,16,"Dan Bailey kicks off 74 yards, touchback",0.000,-0.280
2,5:54,1,10,GNB 20,3,16,Eddie Lacy right guard for 2 yards (tackle by Corvey Irvin),0.280,0.000
2,5:27,2,8,GNB 22,3,16,Matt Flynn pass complete short right to Jarrett Boykin for 10 yards (tackle by Barry Church),0.000,1.070
2,5:06,1,10,GNB 32,3,16,"Eddie Lacy left end for 3 yards (tackle by J.J. Wilcox). Penalty on Josh Sitton: Offensive Holding, 10 yards (no play)",1.070,0.410
2,4:50,1,20,GNB 22,3,16,Matt Flynn pass incomplete deep right intended for Jordy Nelson is intercepted by Sterling Moore at GNB-41 and returned for 21 yards (tackle by Jarrett Boykin),0.410,-4.240
2,4:38,1,10,GNB 20,3,16,Tony Romo pass incomplete deep left intended for Dez Bryant,4.240,3.690
2,4:35,2,10,GNB 20,3,16,Tony Romo sacked by Mike Daniels for -11 yards,3.690,1.550
2,3:57,3,21,GNB 31,3,16,Tony Romo pass incomplete deep middle intended for Jason Witten (defended by Jarrett Bush),1.550,1.320
