Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
2,3:50,4,21,GNB 31,3,19,Dan Bailey 50 yard field goal good,1.320,3.000
2,3:50,,,DAL 35,3,19,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
2,3:45,1,10,GNB 20,3,19,Eddie Lacy right end for 11 yards (tackle by Jeff Heath),0.280,1.000
2,3:13,1,10,GNB 31,3,19,"Eddie Lacy up the middle for 4 yards (tackle by Kyle Wilber). Penalty on Jarius Wynn: Defensive Offside, 5 yards (no play)",1.000,1.730
2,2:52,1,5,GNB 36,3,19,Eddie Lacy right guard for 4 yards (tackle by Everette Brown and Nick Hayden),1.730,1.680
2,2:19,2,1,GNB 40,3,19,Matt Flynn pass incomplete short left intended for Ryan Taylor,1.680,0.960
2,2:14,3,1,GNB 40,3,19,Matt Flynn pass incomplete short right intended for Eddie Lacy,0.960,-0.720
2,2:09,4,1,GNB 40,3,19,"Tim Masthay punts 50 yards, fair catch by Cole Beasley. Penalty on Davon House: Fair Catch Interference, 15 yards",-0.720,-0.610
2,1:59,1,10,DAL 25,3,19,DeMarco Murray right tackle for 6 yards (tackle by Micah Hyde),0.610,0.870
2,1:32,2,4,DAL 31,3,19,Tony Romo pass complete deep left to Dez Bryant for 37 yards,0.870,3.450
2,1:28,1,10,GNB 32,3,19,Tony Romo pass incomplete short left intended for DeMarco Murray,3.450,2.900
2,1:22,2,10,GNB 32,3,19,Tony Romo pass complete short right to Miles Austin for 15 yards (tackle by Micah Hyde),2.900,4.440
2,1:16,1,10,GNB 17,3,19,Tony Romo pass complete short middle to Dez Bryant for 16 yards (tackle by Morgan Burnett and Datone Jones),4.440,6.970
2,0:29,1,1,GNB 1,3,25,"DeMarco Murray right tackle for 1 yard, touchdown",6.970,7.000
2,0:29,,,GNB 2,3,26,Dan Bailey kicks extra point good,0.000,0.000
2,0:29,,,DAL 35,3,26,"Dan Bailey kicks off 74 yards, touchback",0.000,-0.280
2,0:24,1,10,GNB 20,3,26,"Penalty on Jarius Wynn: Neutral Zone Infraction, 5 yards (no play)",0.280,1.010
2,0:24,1,5,GNB 25,3,26,Matt Flynn pass complete short right to Jordy Nelson for 10 yards (tackle by Orlando Scandrick),1.010,1.270
2,0:19,1,10,GNB 35,3,26,Matt Flynn pass incomplete deep right intended for Brandon Bostick (defended by Sterling Moore),1.270,0.720
2,0:10,2,10,GNB 35,3,26,Matt Flynn pass complete short left to Jarrett Boykin for 9 yards (tackle by George Selvie),0.720,0.720
2,0:03,2,10,GNB 35,3,26,Timeout #1 by Green Bay Packers,0.720,1.220
2,0:03,3,1,GNB 44,3,26,Matt Flynn pass complete short middle to Eddie Lacy for 34 yards (tackle by Sterling Moore),1.220,4.110
Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,3,26,"Dan Bailey kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,GNB 20,3,26,Eddie Lacy left tackle for 60 yards (tackle by Jeff Heath),0.280,4.240
3,14:34,1,10,DAL 20,3,26,James Starks up the middle for 5 yards (tackle by DeVonte Holloman),4.240,4.450
3,13:57,2,5,DAL 15,3,26,James Starks right tackle for 2 yards (tackle by Nick Hayden and DeMarcus Ware),4.450,4.100
3,13:15,3,3,DAL 13,9,26,"Matt Flynn pass complete short left to Jordy Nelson for 13 yards, touchdown",4.100,7.000
3,13:15,,,DAL 2,10,26,Mason Crosby kicks extra point good,0.000,0.000
3,13:15,,,GNB 35,10,26,"Mason Crosby kicks off 73 yards, touchback",0.000,-0.280
3,13:08,1,10,DAL 20,10,26,DeMarco Murray up the middle for 4 yards (tackle by Ryan Pickett),0.280,0.270
3,12:33,2,6,DAL 24,10,26,Tony Romo pass complete short right to Dez Bryant for 6 yards (tackle by Tramon Williams),0.270,0.940
3,11:48,1,10,DAL 30,10,26,Tony Romo pass complete short left to Dez Bryant for 11 yards (tackle by Morgan Burnett),0.940,1.660
3,11:14,1,10,DAL 41,10,26,DeMarco Murray right tackle for 2 yards (tackle by A.J. Hawk and Mike Neal),1.660,1.390
3,10:30,2,8,DAL 43,10,26,Tony Romo pass complete short middle to Dez Bryant for 16 yards (tackle by Sam Shields and M.D. Jennings),1.390,2.850
3,9:56,1,10,GNB 41,10,26,DeMarco Murray right tackle for 5 yards (tackle by Clay Matthews and Brad Jones),2.850,2.980
3,9:17,2,5,GNB 36,10,26,Tony Romo pass incomplete deep right intended for Dez Bryant (defended by Tramon Williams),2.980,2.280
3,9:09,3,5,GNB 36,10,26,"Tony Romo pass incomplete deep left intended for Jason Witten. Penalty on Sam Shields: Defensive Holding, 5 yards (no play)",2.280,3.510
3,9:03,1,10,GNB 31,10,26,DeMarco Murray left end for 6 yards (tackle by Josh Boyd),3.510,3.780
3,8:21,2,4,GNB 25,10,26,"DeMarco Murray right tackle for -1 yards (tackle by A.J. Hawk). Penalty on Doug Free: Offensive Holding, 10 yards (no play)",3.780,2.430
3,7:59,2,14,GNB 35,10,26,Tony Romo pass complete short left to Terrance Williams for 1 yard (tackle by Sam Shields),2.430,1.880
3,7:17,3,13,GNB 34,10,26,Tony Romo pass complete short right to Cole Beasley for 2 yards (tackle by Micah Hyde),1.880,1.240
3,6:39,4,11,GNB 32,10,29,Dan Bailey 50 yard field goal good,1.240,3.000
3,6:39,,,DAL 35,10,29,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
3,6:33,1,10,GNB 20,10,29,Matt Flynn pass incomplete,0.280,-0.270
3,6:25,2,10,GNB 20,10,29,Eddie Lacy left tackle for 2 yards (tackle by Barry Church),-0.270,-0.690
3,5:41,3,8,GNB 22,10,29,Matt Flynn pass complete short middle to Andrew Quarless for 22 yards (tackle by J.J. Wilcox),-0.690,1.860
3,5:08,1,10,GNB 44,10,29,Eddie Lacy right end for 5 yards (tackle by Brandon Carr),1.860,1.990
3,4:35,2,5,GNB 49,10,29,Eddie Lacy left tackle for -5 yards (tackle by Everette Brown),1.990,0.630
3,3:52,3,10,GNB 44,10,29,Matt Flynn pass complete deep right to Jordy Nelson for 21 yards (tackle by Orlando Scandrick). Penalty on Orlando Scandrick: Defensive Holding (Declined),0.630,3.250
3,3:28,1,10,DAL 35,10,29,Matt Flynn pass incomplete deep left intended for James Jones (defended by Brandon Carr),3.250,2.700
3,3:22,2,10,DAL 35,10,29,Matt Flynn pass complete short middle to Jarrett Boykin for 14 yards (tackle by Jeff Heath),2.700,4.170
3,2:44,1,10,DAL 21,10,29,James Starks left tackle for 5 yards (tackle by Brandon Carr),4.170,4.370
3,2:06,2,5,DAL 16,10,29,Matt Flynn pass complete short right to Jarrett Boykin for 13 yards (tackle by Brandon Carr),4.370,6.510
3,1:18,1,3,DAL 3,10,29,Matt Flynn pass incomplete short right intended for Jordy Nelson,6.510,5.530
3,1:13,2,3,DAL 3,16,29,"Matt Flynn pass complete short middle to Andrew Quarless for 3 yards, touchdown",5.530,7.000
3,1:13,,,DAL 2,17,29,Mason Crosby kicks extra point good,0.000,0.000
3,1:13,,,GNB 35,17,29,"Mason Crosby kicks off 74 yards, returned by Terrance Williams for 24 yards (tackle by Jarrett Bush)",0.000,0.220
3,1:04,1,10,DAL 15,17,29,Tony Romo pass incomplete short right intended for DeMarco Murray,-0.220,-0.710
3,0:59,2,10,DAL 15,17,29,Tony Romo pass incomplete short middle intended for James Hanna,-0.710,-1.370
3,0:55,3,10,DAL 15,17,29,Tony Romo sacked by Clay Matthews and Datone Jones for -13 yards,-1.370,-2.490
3,0:20,4,23,DAL 2,17,29,"Chris Jones punts 46 yards, returned by Micah Hyde for 26 yards (tackle by Cameron Lawrence)",-2.490,-4.110
3,0:01,1,10,DAL 22,17,29,Matt Flynn pass complete short left to Eddie Lacy for -3 yards (tackle by Barry Church),4.110,3.160
Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,13,DAL 25,17,29,Matt Flynn pass complete short left to Jarrett Boykin for 10 yards (tackle by Barry Church),3.160,3.930
4,14:14,3,3,DAL 15,17,29,Matt Flynn pass complete short left to Andrew Quarless for 5 yards (tackle by Cameron Lawrence),3.930,4.910
4,13:31,1,10,DAL 10,17,29,Eddie Lacy right end for -1 yards (tackle by Kyle Wilber and George Selvie),4.910,4.020
4,12:55,2,11,DAL 11,23,29,"Matt Flynn pass complete short middle to James Starks for 11 yards, touchdown",4.020,7.000
4,12:55,,,DAL 2,24,29,Mason Crosby kicks extra point good,0.000,0.000
4,12:55,,,GNB 35,24,29,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
4,12:47,1,10,DAL 20,24,29,DeMarco Murray right tackle for 5 yards (tackle by Mike Daniels),0.280,0.410
4,12:08,2,5,DAL 25,24,29,Tony Romo pass incomplete short right intended for Jason Witten,0.410,-0.300
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
4,12:04,3,5,DAL 25,24,29,"Penalty on Mike Neal: Encroachment, 5 yards (no play)",-0.300,0.940
4,12:04,1,10,DAL 30,24,29,"DeMarco Murray right end for 15 yards (tackle by Morgan Burnett). Penalty on Dez Bryant: Offensive Holding, 10 yards",0.940,1.670
4,11:31,1,5,DAL 35,24,29,"Tony Romo pass complete short right to DeMarco Murray for -1 yards (tackle by Brad Jones). Penalty on Brad Jones: Face Mask (15 Yards), 15 yards",1.670,2.190
4,11:08,1,10,DAL 49,24,29,Tony Romo pass complete deep middle to Jason Witten for 27 yards (tackle by Brad Jones and Micah Hyde),2.190,3.970
4,10:25,1,10,GNB 24,24,29,Tony Romo pass complete short left to DeMarco Murray for 1 yard (tackle by Brad Jones),3.970,3.570
4,9:37,2,9,GNB 23,24,29,Tony Romo pass complete short left to Terrance Williams for 12 yards (tackle by Tramon Williams),3.570,4.840
4,8:53,1,10,GNB 11,24,29,Tony Romo pass incomplete short middle intended for Terrance Williams (defended by Sam Shields),4.840,4.140
4,8:48,2,10,GNB 11,24,29,Tony Romo pass complete short right to Jason Witten for 6 yards (tackle by Morgan Burnett and Tramon Williams),4.140,4.440
4,8:04,3,4,GNB 5,24,35,"Tony Romo pass complete short right to Dez Bryant for 5 yards, touchdown",4.440,7.000
4,8:04,,,GNB 2,24,36,Dan Bailey kicks extra point good,0.000,0.000
4,8:04,,,DAL 35,24,36,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
4,7:55,1,10,GNB 20,24,36,Eddie Lacy up the middle for 11 yards (tackle by Barry Church),0.280,1.000
4,7:21,1,10,GNB 31,24,36,Matt Flynn pass incomplete (defended by Jarius Wynn),1.000,0.460
4,7:15,2,10,GNB 31,24,36,Eddie Lacy right guard for 4 yards (tackle by Jarius Wynn),0.460,0.300
4,6:45,3,6,GNB 35,24,36,Matt Flynn pass complete short middle to Andrew Quarless for 14 yards (tackle by Barry Church),0.300,2.190
4,6:13,1,10,GNB 49,24,36,Matt Flynn pass complete short right to James Jones for 7 yards (tackle by Orlando Scandrick and Brandon Carr),2.190,2.590
4,5:41,2,3,DAL 44,24,36,Eddie Lacy left tackle for 10 yards (tackle by Barry Church),2.590,3.310
4,5:10,1,10,DAL 34,24,36,Matt Flynn pass incomplete short left intended for James Jones (defended by Sterling Moore),3.310,2.770
4,5:04,2,10,DAL 34,24,36,Matt Flynn pass complete deep right to Jarrett Boykin for 27 yards (tackle by Brandon Carr and J.J. Wilcox),2.770,5.600
4,4:29,1,7,DAL 7,24,36,Matt Flynn pass complete short left to Jordy Nelson for 4 yards (tackle by Orlando Scandrick),5.600,5.530
4,4:23,2,3,DAL 3,30,36,"Matt Flynn pass complete short left to James Jones for 3 yards, touchdown",5.530,7.000
4,4:23,,,DAL 2,31,36,Mason Crosby kicks extra point good,0.000,0.000
4,4:23,,,GNB 35,31,36,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
4,4:17,1,10,DAL 20,31,36,Tony Romo pass incomplete deep left intended for Dez Bryant (defended by Sam Shields),0.280,-0.270
4,4:09,2,10,DAL 20,31,36,Tony Romo sacked by Mike Neal for -2 yards,-0.270,-0.270
4,3:57,2,10,DAL 20,31,36,Timeout #1 by Green Bay Packers,-0.270,-1.330
4,3:57,3,12,DAL 18,31,36,Tony Romo pass complete short middle to Dez Bryant for 13 yards (tackle by Sam Shields),-1.330,1.000
4,3:02,1,10,DAL 31,31,36,DeMarco Murray up the middle for 4 yards (tackle by Josh Boyd),1.000,1.000
4,2:58,1,10,DAL 31,31,36,Timeout #2 by Green Bay Packers,1.000,1.000
4,2:58,2,6,DAL 35,31,36,Tony Romo pass incomplete short middle intended for Miles Austin is intercepted by Sam Shields at DAL-45 and returned for -5 yards (tackle by Miles Austin),1.000,-2.260
4,2:46,1,10,,31,36,Matt Flynn pass complete short middle to Andrew Quarless for 18 yards (tackle by Barry Church),2.260,3.450
4,2:19,1,10,DAL 32,31,36,Eddie Lacy left tackle for 4 yards (tackle by Kyle Wilber),3.450,3.440
4,2:00,2,6,DAL 28,31,36,Eddie Lacy left end for 7 yards (tackle by Cameron Lawrence),3.440,4.170
4,1:54,1,10,DAL 21,31,36,"Matt Flynn pass incomplete short middle intended for Andrew Quarless. Penalty on Barry Church: Defensive Pass Interference, 8 yards (no play)",4.170,4.710
4,1:50,1,10,DAL 13,31,36,Eddie Lacy up the middle for 9 yards (tackle by Jarius Wynn and Orlando Scandrick),4.710,4.710
4,1:43,1,10,DAL 13,31,36,Timeout #1 by Dallas Cowboys,4.710,5.730
4,1:43,2,1,DAL 4,31,36,Matt Flynn pass incomplete short right intended for James Jones,5.730,5.010
4,1:39,3,1,DAL 4,31,36,Eddie Lacy up the middle for 3 yards (tackle by Barry Church and DeVonte Holloman),5.010,5.010
4,1:34,3,1,DAL 4,31,36,Timeout #2 by Dallas Cowboys,5.010,6.970
4,1:34,1,1,DAL 1,37,36,"Eddie Lacy up the middle for 1 yard, touchdown",6.970,7.000
4,1:34,,,,37,36,"Two Point Attempt: Matt Flynn pass incomplete intended for Andrew Quarless, conversion fails",0.000,-1.000
4,1:34,,,GNB 35,37,36,"Mason Crosby kicks off 74 yards, touchback",0.000,-0.280
4,1:31,1,10,DAL 20,37,36,Tony Romo pass complete short right to Cole Beasley for 9 yards,0.280,0.950
4,1:24,2,1,DAL 29,37,36,Tony Romo pass incomplete short right intended for Cole Beasley is intercepted by Tramon Williams at DAL-32,0.950,-3.450
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
4,1:22,1,10,DAL 32,37,36,Matt Flynn kneels for -1 yards,3.450,3.450
4,1:21,1,10,DAL 32,37,36,Timeout #3 by Dallas Cowboys,3.450,2.770
4,1:21,2,11,DAL 33,37,36,Matt Flynn kneels for -1 yards,2.770,1.950
4,0:37,3,12,DAL 34,37,36,Matt Flynn kneels for -1 yards,1.950,0.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
