Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
1,4:49,1,9,KAN 9,0,3,Josh Allen pass incomplete short left intended for Dawson Knox,,
1,4:41,2,9,KAN 9,6,3,"Josh Allen right guard for 9 yards, touchdown",,
1,4:36,,,KAN 15,7,3,Tyler Bass kicks extra point good,,
1,4:36,,,BUF 35,7,3,"Tyler Bass kicks off 68 yards, returned by Byron Pringle for 31 yards. Byron Pringle fumbles (forced by Siran Neal), recovered by Andre Smith at KC-34. Penalty on Dorian O'Daniel: Offensive Holding, 10 yards (declined)",,
1,4:29,1,10,KAN 36,7,3,Josh Allen pass incomplete middle intended for Devin Singletary,,
1,4:25,2,10,KAN 34,7,3,Devin Singletary right end for 9 yards (tackle by Ben Niemann and Anthony Hitchens),,
1,3:50,3,1,KAN 25,7,3,"Zack Moss left end for no gain (tackle by L'Jarius Sneed). Penalty on Dion Dawkins: Offensive Holding, 10 yards (accepted) (no play)",,
1,3:20,3,11,KAN 35,7,3,"Josh Allen pass incomplete short right. Penalty on Emmanuel Sanders: Illegal Motion, 5 yards (declined) . Penalty on Josh Allen: Intentional Grounding, 18 yards (accepted)",,
1,3:14,4,29,BUF 47,7,3,"Matt Haack punts, returned by Mecole Hardman for no gain. Penalty on Chris Lammons: Defensive Offside, 5 yards (accepted) (no play)",,
1,3:09,4,24,KAN 48,7,3,"Matt Haack punts 48 yards, touchback.",,
1,3:02,1,10,KAN 20,7,3,Clyde Edwards-Helaire up the middle for 6 yards (tackle by Mario Addison),,
1,2:26,2,4,KAN 26,7,3,Patrick Mahomes scrambles left end for 4 yards (tackle by A.J. Klein),,
1,1:49,1,10,KAN 30,7,3,Patrick Mahomes pass complete short right to Travis Kelce for 15 yards (tackle by Levi Wallace),,
1,1:07,1,10,KAN 45,7,3,Clyde Edwards-Helaire right end for 1 yard (tackle by Gregory Rousseau),,
1,0:22,2,9,KAN 46,7,3,"Penalty on Travis Kelce: False Start, 5 yards (accepted) (no play)",,
Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,14,KAN 41,7,3,Darrel Williams right tackle for 9 yards (tackle by Jordan Poyer),,
2,14:26,3,5,BUF 50,7,3,"Patrick Mahomes pass incomplete short right intended for Darrel Williams. Penalty on Siran Neal: Defensive Holding, 5 yards (accepted) (no play)",,
2,14:08,1,10,BUF 45,7,3,Patrick Mahomes pass complete short right to Josh Gordon for 11 yards (tackle by A.J. Klein),,
2,13:21,1,10,BUF 34,7,3,Patrick Mahomes pass complete short right to Jerick McKinnon for 9 yards (tackle by Tremaine Edmunds and Tre'Davious White),,
2,12:36,2,1,BUF 25,7,3,Patrick Mahomes pass complete short right to Tyreek Hill for 7 yards (tackle by Micah Hyde),,
2,12:06,1,10,BUF 18,7,3,Patrick Mahomes pass complete short left to Mecole Hardman for 8 yards (tackle by Jordan Poyer and Taron Johnson),,
2,11:23,2,2,BUF 10,7,3,Clyde Edwards-Helaire up the middle for 5 yards (tackle by Boogie Basham and Tremaine Edmunds),,
2,10:41,1,5,BUF 5,7,3,Patrick Mahomes sacked by Gregory Rousseau for no gain,,
2,10:06,,,,,,Timeout #1 by Kansas City Chiefs,,
2,10:06,2,5,BUF 5,7,9,"Patrick Mahomes pass complete short right to Byron Pringle for 5 yards, touchdown",,
2,10:00,,,BUF 15,7,10,Harrison Butker kicks extra point good,,
2,10:00,,,KAN 35,7,10,"Harrison Butker kicks off 65 yards, touchback.",,
2,10:00,1,10,BUF 25,7,10,Josh Allen pass incomplete short left intended for Zack Moss,,
2,9:56,2,10,BUF 25,7,10,Zack Moss up the middle for 8 yards (tackle by Anthony Hitchens),,
2,9:19,3,2,BUF 33,7,10,Josh Allen pass complete short left to Stefon Diggs for 8 yards (tackle by Daniel Sorensen),,
2,8:36,1,10,BUF 41,7,10,Josh Allen pass complete short middle to Zack Moss for 24 yards (tackle by L'Jarius Sneed),,
2,7:53,1,10,KAN 35,13,10,"Josh Allen pass complete deep left to Emmanuel Sanders for 35 yards, touchdown",,
2,7:45,,,KAN 15,14,10,Tyler Bass kicks extra point good,,
2,7:45,,,BUF 35,14,10,"Tyler Bass kicks off 70 yards, returned by Byron Pringle for 33 yards (tackle by Dane Jackson)",,
2,7:39,1,10,KAN 28,14,10,Clyde Edwards-Helaire right guard for no gain (tackle by Ed Oliver),,
2,7:09,2,10,KAN 28,14,10,Patrick Mahomes pass complete short left to Mecole Hardman for 8 yards (tackle by Taron Johnson),,
2,6:34,3,2,KAN 36,14,10,Darrel Williams left tackle for -1 yards (tackle by Gregory Rousseau),,
2,5:56,4,3,KAN 35,14,10,"Tommy Townsend punts 46 yards, returned by Isaiah McKenzie for 7 yards (tackle by Marcus Kemp)",,
2,5:46,1,10,BUF 26,14,10,Josh Allen pass incomplete short left,,
2,5:39,2,10,BUF 26,14,10,Devin Singletary right tackle for 2 yards (tackle by Tershawn Wharton and Michael Danna),,
2,4:55,3,8,BUF 28,14,10,Josh Allen pass complete deep middle to Stefon Diggs for 61 yards (tackle by Daniel Sorensen),,
2,4:08,1,10,KAN 11,14,10,Josh Allen right end for -1 yards (tackle by Nick Bolton and Daniel Sorensen),,
2,3:28,2,11,KAN 12,14,10,Josh Allen pass incomplete short right intended for Stefon Diggs (defended by Rashad Fenton),,
2,3:22,3,11,KAN 12,14,10,Josh Allen pass incomplete short left intended for Emmanuel Sanders,,
2,3:16,4,11,KAN 12,17,10,Tyler Bass 30 yard field goal good,,
2,3:13,,,BUF 35,17,10,"Tyler Bass kicks off 63 yards, out of bounds",,
2,3:13,1,10,KAN 40,17,10,Patrick Mahomes scrambles left end for 23 yards (tackle by Jordan Poyer),,
2,2:27,1,10,BUF 37,17,10,Patrick Mahomes pass incomplete short left intended for Darrel Williams,,
2,2:24,2,10,BUF 37,17,10,Patrick Mahomes pass incomplete deep middle intended for Tyreek Hill,,
2,2:20,3,10,BUF 37,17,10,"Penalty on Trey Smith: False Start, 5 yards (accepted) (no play)",,
2,2:20,3,15,BUF 42,17,10,Patrick Mahomes pass complete short right to Travis Kelce for 10 yards (tackle by Taron Johnson),,
2,2:00,4,5,BUF 32,17,10,Patrick Mahomes pass incomplete deep right intended for Travis Kelce (defended by Jordan Poyer),,
2,1:50,1,10,BUF 32,17,10,Josh Allen pass complete short right to Zack Moss for 15 yards (tackle by Tershawn Wharton),,
2,1:26,1,10,BUF 47,23,10,"Josh Allen pass complete deep right to Dawson Knox for 53 yards, touchdown",,
2,1:16,,,KAN 15,24,10,Tyler Bass kicks extra point good,,
2,1:16,,,BUF 35,24,10,"Tyler Bass kicks off 65 yards, touchback.",,
2,1:16,1,10,KAN 25,24,10,Patrick Mahomes pass complete short left to Mecole Hardman for 6 yards (tackle by Tre'Davious White and Siran Neal),,
2,1:01,2,4,KAN 31,24,10,Patrick Mahomes scrambles left guard for 9 yards (tackle by Mario Addison),,
2,0:41,1,10,KAN 40,24,10,Patrick Mahomes pass incomplete short right intended for Tyreek Hill (defended by Taron Johnson),,
2,0:31,,,,,,Timeout #1 by Buffalo Bills,,
2,0:31,2,10,KAN 40,24,10,"Patrick Mahomes pass incomplete deep right intended for Mecole Hardman Replay Assistant challenged the pass completion ruling, and the original play was overturned. Patrick Mahomes pass complete deep right to Mecole Hardman for 26 yards",,
2,0:23,1,10,BUF 34,24,10,"Patrick Mahomes pass complete short middle to Travis Kelce for 18 yards. Penalty on Josh Gordon: Offensive Pass Interference, 10 yards (accepted) (no play)",,
2,0:23,1,20,BUF 44,24,10,Patrick Mahomes pass incomplete short left intended for Travis Kelce,,
2,0:19,2,20,BUF 44,24,10,Patrick Mahomes pass complete short left to Travis Kelce for 8 yards (tackle by Jordan Poyer),,
2,0:11,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:11,,,,,,Timeout #2 by Buffalo Bills,,
2,0:11,3,12,BUF 36,24,10,Patrick Mahomes pass incomplete deep left,,
2,0:07,4,12,BUF 36,24,13,Harrison Butker 54 yard field goal good,,
2,0:02,,,KAN 35,24,13,"Harrison Butker kicks off 12 yards, returned by Jaquan Johnson for no gain",,
Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,24,13,"Harrison Butker kicks off 65 yards, touchback.",,
3,15:00,1,10,BUF 25,24,13,Devin Singletary left guard for 3 yards (tackle by Derrick Nnadi and Michael Danna),,
3,14:25,2,7,BUF 28,24,13,Josh Allen left end for 5 yards (tackle by Nick Bolton),,
3,13:48,3,2,BUF 33,24,13,Josh Allen pass incomplete short left intended for Stefon Diggs (defended by L'Jarius Sneed),,
3,13:44,4,2,BUF 33,24,13,"Matt Haack punts 45 yards, fair catch by Mecole Hardman at KC-22",,
3,13:36,1,10,KAN 22,24,13,Clyde Edwards-Helaire right guard for -1 yards (tackle by Ed Oliver and Gregory Rousseau),,
3,13:00,2,11,KAN 21,24,13,Patrick Mahomes pass complete short left to Travis Kelce for 12 yards (tackle by A.J. Klein),,
3,12:24,1,10,KAN 33,24,13,Patrick Mahomes pass complete short right to Demarcus Robinson for 8 yards (tackle by Levi Wallace and Taron Johnson),,
3,11:46,2,2,KAN 41,24,13,Clyde Edwards-Helaire left end for -2 yards (tackle by Tremaine Edmunds),,
3,11:02,3,4,KAN 39,24,13,"Patrick Mahomes pass incomplete short left intended for Travis Kelce. Penalty on Orlando Brown: Offensive Holding, 10 yards (declined)",,
3,10:57,4,4,KAN 39,24,13,Tommy Townsend punts 42 yards out of bounds,,
3,10:49,1,10,BUF 19,24,13,Josh Allen pass complete deep right to Dawson Knox for 41 yards (tackle by Rashad Fenton),,
3,10:03,1,10,KAN 40,24,13,Zack Moss right tackle for -1 yards (tackle by Nick Bolton),,
3,9:25,2,11,KAN 41,24,13,Josh Allen pass complete short left to Tommy Sweeney for 1 yard (tackle by Willie Gay),,
3,8:43,3,10,KAN 40,24,13,"Josh Allen pass incomplete short left intended for Cole Beasley. Penalty on Emmanuel Sanders: Offensive Pass Interference, 10 yards (declined)",,
3,8:36,4,10,KAN 40,24,13,Matt Haack punts 32 yards downed by Taiwan Jones,,
3,8:29,1,10,KAN 8,24,13,"Patrick Mahomes pass incomplete deep left intended for Demarcus Robinson. Penalty on Orlando Brown: Offensive Holding, 10 yards (declined)",,
3,8:23,2,10,KAN 8,24,13,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 11 yards (tackle by Jordan Poyer and Tremaine Edmunds),,
3,8:04,1,10,KAN 19,24,13,Patrick Mahomes pass complete short right to Mecole Hardman for 5 yards (tackle by Levi Wallace),,
3,7:29,2,5,KAN 24,24,13,Patrick Mahomes pass incomplete short middle intended for Mecole Hardman,,
3,7:20,3,5,KAN 24,30,13,"Patrick Mahomes pass short left intended for Tyreek Hill is intercepted by Micah Hyde at KC-26 and returned for 26 yards, touchdown",,
3,7:12,,,KAN 15,31,13,Tyler Bass kicks extra point good,,
3,7:12,,,BUF 35,31,13,"Tyler Bass kicks off 65 yards, touchback.",,
3,7:12,1,10,KAN 25,31,13,Patrick Mahomes pass incomplete short right,,
3,7:06,2,10,KAN 25,31,13,Patrick Mahomes pass complete short right to Blake Bell for 4 yards (tackle by A.J. Klein),,
3,6:27,3,6,KAN 29,31,13,Patrick Mahomes pass complete short right to Tyreek Hill for 3 yards (tackle by Tre'Davious White),,
3,5:41,4,3,KAN 32,31,13,"Patrick Mahomes pass incomplete short left intended for Mecole Hardman. Penalty on Ed Oliver: Roughing the Passer, 15 yards (accepted) (no play)",,
3,5:33,1,10,KAN 47,31,13,Patrick Mahomes pass complete short right to Travis Kelce for 11 yards (tackle by Tremaine Edmunds),,
3,4:55,1,10,BUF 42,31,13,Darrel Williams left guard for 9 yards (tackle by Tremaine Edmunds),,
3,4:19,2,1,BUF 33,31,13,Patrick Mahomes pass complete short right to Mecole Hardman for 8 yards (tackle by Levi Wallace),,
3,3:42,1,10,BUF 25,31,13,Patrick Mahomes pass incomplete short right,,
3,3:37,2,10,BUF 25,31,13,Patrick Mahomes pass complete short left to Tyreek Hill for 17 yards (tackle by Levi Wallace),,
3,2:58,1,8,BUF 8,31,13,Patrick Mahomes pass short right intended for Mecole Hardman is intercepted by Gregory Rousseau at BUF-14 and returned for 3 yards (tackle by Lucas Niang),,
3,2:54,1,10,BUF 17,31,13,Zack Moss right end for no gain (tackle by Tyrann Mathieu),,
3,2:12,2,10,BUF 17,31,13,Josh Allen up the middle for no gain (tackle by Nick Bolton),,
3,1:28,3,10,BUF 17,31,13,Josh Allen pass incomplete deep right intended for Stefon Diggs,,
3,1:21,4,10,BUF 17,31,13,Matt Haack punts 35 yards out of bounds,,
3,1:14,1,10,KAN 48,31,13,Patrick Mahomes pass complete short right to Darrel Williams for 6 yards (tackle by Taron Johnson),,
3,0:51,2,4,BUF 46,31,13,Patrick Mahomes pass complete short right to Darrel Williams for 8 yards (tackle by Tre'Davious White),,
3,0:31,1,10,BUF 38,31,13,Patrick Mahomes pass complete short middle to Mecole Hardman for 5 yards (tackle by Boogie Basham and Justin Zimmer),,
3,0:13,2,5,BUF 33,31,13,"Patrick Mahomes pass incomplete deep right intended for Travis Kelce. Penalty on Tre'Davious White: Defensive Pass Interference, 18 yards (accepted) (no play)",,
3,0:02,1,10,BUF 15,31,13,Patrick Mahomes pass complete short right to Tyreek Hill for 5 yards (tackle by A.J. Klein),,
Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,BUF 10,31,13,Patrick Mahomes pass complete short left to Darrel Williams for 4 yards (tackle by Tremaine Edmunds and Taron Johnson),,
4,14:23,3,1,BUF 6,31,13,Darrel Williams left guard for 5 yards (tackle by Tremaine Edmunds and Jordan Poyer),,
4,13:44,1,1,BUF 1,31,19,"Patrick Mahomes pass complete short right to Travis Kelce for 1 yard, touchdown",,
4,13:42,,,BUF 15,31,20,Harrison Butker kicks extra point good,,
4,13:42,,,KAN 35,31,20,"Harrison Butker kicks off 58 yards, recovered by Isaiah McKenzie at BUF-11 and returned for 4 yards (tackle by Michael Burton)",,
4,13:36,1,10,BUF 15,31,20,Devin Singletary up the middle for 3 yards (tackle by Anthony Hitchens and Michael Danna),,
4,12:57,2,7,BUF 18,31,20,Josh Allen pass complete short left to Devin Singletary for -2 yards (tackle by L'Jarius Sneed),,
4,12:14,3,9,BUF 16,31,20,"Josh Allen scrambles for no gain (tackle by Juan Thornhill). Penalty on Mitch Morse: Offensive Holding, 8 yards (accepted) (no play)",,
4,11:50,3,17,BUF 8,31,20,"Josh Allen pass is intercepted by Rashad Fenton at BUF-8 and returned for no gain. Penalty on Frank Clark: Roughing the Passer, 15 yards (accepted) (no play)",,
4,11:41,1,10,BUF 23,31,20,Josh Allen pass complete short right to Emmanuel Sanders for 11 yards (tackle by Rashad Fenton),,
4,10:59,1,10,BUF 34,31,20,Zack Moss left guard for 1 yard (tackle by Anthony Hitchens),,
4,10:14,2,9,BUF 35,31,20,Josh Allen pass complete short right to Cole Beasley for 5 yards (tackle by Anthony Hitchens),,
4,9:36,,,,,,Timeout #1 by Buffalo Bills,,
4,9:36,3,4,BUF 40,31,20,Josh Allen scrambles left end for 4 yards (tackle by Tyrann Mathieu),,
4,8:52,1,10,BUF 44,31,20,Josh Allen pass incomplete short right intended for Emmanuel Sanders,,
4,8:46,2,10,BUF 44,31,20,Josh Allen pass complete short left to Zack Moss for 16 yards (tackle by Michael Danna),,
4,8:01,1,10,KAN 40,31,20,Josh Allen pass complete short middle to Gabriel Davis for 16 yards (tackle by Daniel Sorensen),,
4,7:21,1,10,KAN 24,31,20,Josh Allen up the middle for 12 yards (tackle by Rashad Fenton),,
4,6:39,1,10,KAN 12,31,20,Zack Moss left end for 4 yards (tackle by Willie Gay),,
4,5:58,2,6,KAN 8,37,20,"Josh Allen pass complete to Emmanuel Sanders for 8 yards, touchdown",,
4,5:51,,,KAN 15,38,20,Tyler Bass kicks extra point good,,
4,5:51,,,BUF 35,38,20,"Tyler Bass kicks off 70 yards, returned by Byron Pringle for 28 yards (tackle by Tyler Matakevich)",,
4,5:46,1,10,KAN 23,38,20,Patrick Mahomes pass incomplete short right intended for Darrel Williams,,
4,5:43,2,10,KAN 23,38,20,Patrick Mahomes pass complete short right to Tyreek Hill for 8 yards (tackle by Taron Johnson),,
4,5:20,3,3,KAN 31,38,20,Patrick Mahomes pass complete to Mecole Hardman for 6 yards (tackle by Jordan Poyer),,
4,5:00,1,10,KAN 37,38,20,Patrick Mahomes pass complete short right to Mecole Hardman for 4 yards (tackle by Taron Johnson),,
4,4:42,2,6,KAN 41,38,20,Patrick Mahomes scrambles left end for 9 yards (tackle by Taron Johnson),,
4,4:34,1,10,BUF 50,38,20,Patrick Mahomes pass incomplete intended for Tyreek Hill,,
4,4:30,2,10,BUF 50,38,20,Patrick Mahomes pass complete short left to Jerick McKinnon for 4 yards (tackle by Tre'Davious White),,
4,4:25,3,6,BUF 46,38,20,"Patrick Mahomes pass incomplete deep left intended for Travis Kelce. Penalty on Jordan Poyer: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",,
4,4:20,1,10,BUF 31,38,20,"Penalty on Jerry Hughes: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
4,4:20,1,5,BUF 26,38,20,Patrick Mahomes pass complete short left to Tyreek Hill for 11 yards (tackle by Micah Hyde),,
4,4:00,1,10,BUF 15,38,20,Patrick Mahomes sacked by and Jerry Hughes for no gain and Boogie Basham for no gain,,
4,3:38,2,10,BUF 15,38,20,"Patrick Mahomes aborted snap, recovered by Tre'Davious White at BUF-35",,
4,3:27,1,10,BUF 35,38,20,Zack Moss left end for 6 yards (tackle by Nick Bolton and Daniel Sorensen),,
4,3:20,,,,,,Timeout #1 by Kansas City Chiefs,,
4,3:20,2,4,BUF 41,38,20,Zack Moss right tackle for 6 yards (tackle by Frank Clark),,
4,3:13,,,,,,Timeout #2 by Kansas City Chiefs,,
4,3:13,1,10,BUF 47,38,20,Zack Moss for no gain (tackle by Derrick Nnadi),,
4,3:03,,,,,,Timeout #3 by Kansas City Chiefs,,
4,3:03,2,10,BUF 47,38,20,Zack Moss right end for 8 yards (tackle by Anthony Hitchens),,
4,2:25,3,2,KAN 45,38,20,Zack Moss right tackle for 3 yards (tackle by Derrick Nnadi),,
4,2:00,1,10,KAN 42,38,20,Josh Allen kneels for -1 yards,,
4,1:19,2,11,KAN 43,38,20,Josh Allen kneels for -1 yards,,
4,0:39,3,12,KAN 44,38,20,Josh Allen kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
