Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
2,11:54,3,10,SEA 44,0,0,Russell Wilson pass incomplete short right intended for Paul Richardson. Penalty on Mark Glowinski: Offensive Holding (Declined),0.630,-0.460
2,11:48,4,10,SEA 44,0,0,"Jon Ryan punts 45 yards, returned by Brittan Golden for 8 yards (tackle by DeAndre Elliott)",-0.460,-0.150
2,11:35,1,10,ARI 19,0,0,Carson Palmer pass incomplete deep middle intended for JJ Nelson,0.150,-0.390
2,11:27,2,10,ARI 19,0,0,Carson Palmer pass complete short right to David Johnson for 15 yards (tackle by K.J. Wright),-0.390,1.200
2,10:43,1,10,ARI 34,0,0,David Johnson right tackle for 2 yards (tackle by Tony McDaniel and Bobby Wagner),1.200,0.930
2,10:04,2,8,ARI 36,0,0,JJ Nelson left end for 4 yards (tackle by Bobby Wagner),0.930,0.760
2,9:23,3,4,ARI 40,0,0,Carson Palmer pass complete short middle to David Johnson for 6 yards (tackle by Frank Clark),0.760,1.990
2,8:43,1,10,ARI 46,0,0,"Carson Palmer pass complete short left to Michael Floyd for 12 yards (tackle by DeShawn Shead). Penalty on Michael Bennett: Defensive Offside (Offsetting), Penalty on Michael Floyd: Offensive Pass Interference (Offsetting) (no play)",1.990,1.990
2,8:22,1,10,ARI 46,0,0,Andre Ellington middle for 5 yards (tackle by Sealver Siliga),1.990,2.130
2,7:41,2,5,SEA 49,0,0,Andre Ellington left tackle for 2 yards (tackle by Bobby Wagner),2.130,2.130
2,6:53,2,5,SEA 49,0,0,Timeout #2 by Arizona Cardinals,2.130,1.690
2,6:53,3,3,SEA 47,0,0,Carson Palmer pass complete short middle to David Johnson for 5 yards (tackle by Kelcie McCray),1.690,2.790
2,6:17,1,10,SEA 42,0,0,Carson Palmer pass complete short left to David Johnson for 6 yards (tackle by K.J. Wright),2.790,3.050
2,5:33,2,4,SEA 36,0,0,David Johnson middle for 2 yards (tackle by Bobby Wagner),3.050,2.610
2,4:51,3,2,SEA 34,0,0,David Johnson middle for 3 yards (tackle by Ahtyba Rubin),2.610,3.510
2,4:06,1,10,SEA 31,0,0,Carson Palmer pass incomplete deep left intended for David Johnson (defended by Earl Thomas),3.510,2.970
2,3:59,2,10,SEA 31,0,0,Carson Palmer pass incomplete short right intended for Larry Fitzgerald (defended by K.J. Wright),2.970,2.280
2,3:54,3,10,SEA 31,0,0,Carson Palmer pass complete short middle to Larry Fitzgerald for 3 yards (tackle by Richard Sherman),2.280,1.590
2,3:16,4,7,SEA 28,0,3,Chandler Catanzaro 46 yard field goal good,1.590,3.000
2,3:16,,,ARI 35,0,3,"Chandler Catanzaro kicks off 63 yards, returned by Tyler Lockett for 15 yards (tackle by Justin Bethel)",0.000,0.060
2,3:06,1,10,SEA 17,0,3,Christine Michael left tackle for 6 yards (tackle by Kevin Minter),-0.060,0.350
2,2:39,2,4,SEA 23,0,3,Christine Michael middle for 6 yards (tackle by Deone Bucannon),0.350,0.870
2,2:05,1,10,SEA 29,0,3,Russell Wilson pass incomplete short left intended for Jimmy Graham (defended by Tony Jefferson),0.870,0.330
2,2:00,2,10,SEA 29,0,3,Russell Wilson pass complete short right to Doug Baldwin for 5 yards (tackle by Marcus Cooper and Tyrann Mathieu),0.330,0.300
2,1:52,3,5,SEA 34,0,3,"Russell Wilson pass complete short middle to Doug Baldwin for 16 yards (tackle by D.J. Swearinger). Penalty on Garry Gilliam: Offensive Holding, 10 yards (no play)",0.300,-1.020
2,1:45,3,15,SEA 24,0,3,Russell Wilson pass incomplete short left intended for Jimmy Graham,-1.020,-1.770
2,1:40,4,15,SEA 24,0,3,"Jon Ryan punts 58 yards, returned by Brittan Golden for 7 yards (tackle by Neiko Thorpe)",-1.770,-0.610
2,1:29,1,10,ARI 25,0,3,Carson Palmer pass complete short right to David Johnson for 2 yards (tackle by Bobby Wagner),0.610,0.330
2,1:25,2,8,ARI 27,0,3,"Carson Palmer pass incomplete short middle intended for David Johnson is intercepted by Earl Thomas at ARI-31. Penalty on Richard Sherman: Defensive Holding, 5 yards (no play)",0.330,1.070
2,1:18,1,10,ARI 32,0,3,Carson Palmer pass incomplete deep left intended for JJ Nelson,1.070,0.530
2,1:12,2,10,ARI 32,0,3,Carson Palmer pass complete short left to Jermaine Gresham for 9 yards (tackle by Bobby Wagner),0.530,1.030
2,1:04,3,1,ARI 41,0,3,David Johnson middle for 2 yards (tackle by K.J. Wright),1.030,1.800
2,0:42,1,10,ARI 43,0,3,Carson Palmer pass complete short right to Larry Fitzgerald for 9 yards (tackle by Jeremy Lane),1.800,1.800
2,0:34,1,10,ARI 43,0,3,Timeout #3 by Arizona Cardinals,1.800,2.470
2,0:34,2,1,SEA 48,0,3,Carson Palmer pass incomplete short left intended for Jermaine Gresham,2.470,1.750
2,0:30,3,1,SEA 48,0,3,Carson Palmer pass complete short left to Ifeanyi Momah for 23 yards (tackle by DeShawn Shead),1.750,3.910
2,0:22,1,10,SEA 25,0,3,Carson Palmer pass incomplete deep right intended for JJ Nelson,3.910,3.360
2,0:17,2,10,SEA 25,0,3,"Carson Palmer sacked by Frank Clark for -7 yards. Carson Palmer fumbles (forced by Frank Clark), recovered by Earl Watford at SEA-32. Penalty on A.Q. Shipley: Unsportsmanlike Conduct (Offsetting), Penalty on Jeremy Lane: Unnecessary Roughness (Offsetting)",3.360,1.750
Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,0,3,"Chandler Catanzaro kicks off 73 yards, returned by Tyler Lockett for 36 yards (tackle by Tony Jefferson)",0.000,-0.810
3,14:54,1,10,SEA 28,0,3,Christine Michael middle for 4 yards (tackle by Deone Bucannon),0.810,0.800
3,14:22,2,6,SEA 32,0,3,Christine Michael middle for 3 yards (tackle by Patrick Peterson),0.800,0.500
3,13:42,3,3,SEA 35,0,3,Russell Wilson pass complete short middle to Jimmy Graham for 14 yards (tackle by D.J. Swearinger),0.500,2.190
3,13:06,1,10,SEA 49,0,3,"Russell Wilson pass complete short left to Jermaine Kearse for 14 yards (tackle by Marcus Cooper). Penalty on Jermaine Kearse: Offensive Pass Interference, 10 yards (no play)",2.190,1.530
3,12:40,1,20,SEA 39,0,3,Christine Michael right tackle for -1 yards (tackle by Calais Campbell),1.530,0.160
3,12:40,2,21,SEA 38,0,3,"Penalty on Bradley Sowell: False Start, 5 yards (no play)",0.160,-0.510
3,11:40,2,26,SEA 33,0,3,Russell Wilson pass complete short left to Christine Michael for 2 yards (tackle by Deone Bucannon),-0.510,-0.890
3,10:56,3,24,SEA 35,0,3,Russell Wilson pass complete short middle to C.J. Prosise for 8 yards (tackle by D.J. Swearinger),-0.890,-0.520
3,10:21,4,16,SEA 43,0,3,"Jon Ryan punts 33 yards, out of bounds",-0.520,-0.540
3,10:14,1,10,ARI 24,0,3,Carson Palmer pass incomplete short right intended for David Johnson,0.540,0.000
3,10:10,2,10,ARI 24,0,3,David Johnson middle for 7 yards (tackle by Michael Bennett),0.000,0.230
3,9:28,3,3,ARI 31,0,3,"Penalty on Frank Clark: Encroachment, 5 yards (no play)",0.230,1.330
3,9:09,1,10,ARI 36,0,3,Carson Palmer pass complete short left to Larry Fitzgerald for 8 yards (tackle by DeShawn Shead),1.330,1.870
3,8:32,2,2,ARI 44,0,3,David Johnson middle for 5 yards (tackle by DeShawn Shead),1.870,2.190
3,7:50,1,10,ARI 49,0,3,Carson Palmer pass complete short middle to David Johnson for 8 yards (tackle by Tony McDaniel),2.190,2.730
3,7:08,2,2,SEA 43,0,3,"David Johnson left tackle for no gain (tackle by DeShawn Shead and Bobby Wagner). Penalty on Jeremy Lane: Unnecessary Roughness, 15 yards (no play)",2.730,3.710
3,6:41,1,10,SEA 28,0,3,"Penalty on Jermaine Gresham: False Start, 5 yards (no play)",3.710,3.380
3,6:26,1,15,SEA 33,0,3,Carson Palmer pass complete short middle to Jermaine Gresham for 6 yards (tackle by Ahtyba Rubin),3.380,3.300
3,5:48,2,9,SEA 27,0,3,David Johnson right end for 2 yards (tackle by K.J. Wright),3.300,2.870
3,5:05,3,7,SEA 25,0,3,Carson Palmer pass complete short middle to David Johnson for 6 yards (tackle by K.J. Wright),2.870,2.870
3,4:34,3,7,SEA 25,0,3,Timeout #1 by Seattle Seahawks,2.870,2.340
3,4:34,4,1,SEA 19,0,3,David Johnson middle for no gain (tackle by K.J. Wright and Michael Bennett),2.340,-0.150
3,4:28,1,10,SEA 19,0,3,Russell Wilson pass complete short left to Jermaine Kearse for 3 yards (tackle by Marcus Cooper),0.150,0.070
3,3:57,2,7,SEA 22,0,3,Christine Michael middle for 4 yards (tackle by Marcus Cooper),0.070,-0.160
3,3:17,3,3,SEA 26,0,3,"Russell Wilson pass complete short middle to Russell Wilson for -1 yards (tackle by Markus Golden). Russell Wilson fumbles (forced by Markus Golden), recovered by Russell Wilson at SEA-25. Penalty on Germain Ifedi: Unsportsmanlike Conduct (Offsetting), Penalty on Frostee Rucker: Unsportsmanlike Conduct (Offsetting)",-0.160,-1.700
3,2:57,4,4,SEA 25,0,3,"Jon Ryan punts 53 yards, returned by Brittan Golden for -2 yards (tackle by DeAndre Elliott)",-1.700,-0.280
3,2:46,1,10,ARI 20,0,3,David Johnson middle for 5 yards (tackle by Bobby Wagner),0.280,0.410
3,2:08,2,5,ARI 25,0,3,David Johnson right end for 3 yards (tackle by Cliff Avril),0.410,0.100
3,1:20,3,2,ARI 28,0,3,David Johnson left tackle for 3 yards (tackle by Bobby Wagner),0.100,1.000
3,0:32,1,10,ARI 31,0,3,Carson Palmer pass complete deep left to JJ Nelson for 24 yards (tackle by DeShawn Shead),1.000,2.590
Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 45,0,3,David Johnson middle for 5 yards (tackle by Ahtyba Rubin),2.590,2.720
4,14:22,2,5,SEA 40,0,3,David Johnson middle for 3 yards (tackle by Ahtyba Rubin),2.720,2.410
4,13:39,3,2,SEA 37,0,3,"David Johnson right end for 8 yards (tackle by Frank Clark). Penalty on Michael Floyd: Offensive Holding, 10 yards",2.410,2.150
4,13:14,3,4,SEA 39,0,3,Carson Palmer pass incomplete short left intended for Larry Fitzgerald (defended by Earl Thomas),2.150,0.660
4,13:10,4,4,SEA 39,0,3,"Ryan Quigley punts 32 yards, fair catch by Tyler Lockett",0.660,0.380
4,13:02,1,10,SEA 7,0,3,Russell Wilson pass complete short right to Doug Baldwin for 9 yards (tackle by Marcus Cooper),-0.380,-0.020
4,12:27,2,1,SEA 16,0,3,Christine Michael middle for 5 yards (tackle by Chandler Jones),-0.020,0.340
4,11:51,1,10,SEA 21,0,3,"Russell Wilson pass incomplete short left intended for Christine Michael. Penalty on Bradley Sowell: Offensive Holding, 10 yards (no play)",0.340,-0.720
4,11:43,1,20,SEA 11,0,3,Russell Wilson pass incomplete deep right intended for Doug Baldwin,-0.720,-1.510
4,11:35,2,20,SEA 11,0,3,Russell Wilson pass complete short right to Christine Michael for -5 yards (tackle by Kevin Minter),-1.510,-3.180
4,10:52,3,25,SEA 6,0,3,Russell Wilson pass complete short middle to C.J. Prosise for 9 yards (tackle by D.J. Swearinger),-3.180,-2.440
4,10:13,4,16,SEA 15,0,3,Jon Ryan punts 34 yards,-2.440,-2.320
4,10:02,1,10,SEA 49,0,3,Carson Palmer pass complete short left to Larry Fitzgerald for 5 yards (tackle by Brock Coyle),2.320,2.460
4,9:25,2,5,SEA 44,0,3,Carson Palmer pass incomplete short right intended for David Johnson (defended by Cliff Avril),2.460,1.750
4,9:19,3,5,SEA 44,0,3,Carson Palmer pass incomplete short right intended for Larry Fitzgerald (defended by Richard Sherman),1.750,0.330
4,9:14,4,5,SEA 44,0,3,"Ryan Quigley punts 44 yards, touchback",0.330,-0.280
4,9:07,1,10,SEA 20,0,3,Christine Michael middle for 1 yard (tackle by Calais Campbell),0.280,-0.130
4,8:40,2,9,SEA 21,0,3,"Russell Wilson sacked by Chandler Jones for -7 yards. Russell Wilson fumbles (forced by Chandler Jones), recovered by Mark Glowinski at SEA-1",-0.130,-3.640
4,7:52,3,29,SEA 1,0,3,Russell Wilson pass complete short middle to Doug Baldwin for 13 yards (tackle by Marcus Cooper),-3.640,-2.470
4,7:23,4,16,SEA 14,0,3,"Jon Ryan punts 54 yards, returned by Brittan Golden for 7 yards (tackle by Dewey McDonald)",-2.470,-1.530
4,7:11,1,10,ARI 39,0,3,David Johnson middle for 4 yards (tackle by DeShawn Shead),1.530,1.530
4,6:29,2,6,ARI 43,0,3,"David Johnson left tackle for 9 yards (tackle by Bobby Wagner and Earl Thomas). Penalty on Jermaine Gresham: Offensive Holding, 10 yards (no play)",1.530,0.180
4,6:06,2,16,ARI 33,0,3,Carson Palmer sacked by Cliff Avril for -9 yards,0.180,-1.680
4,5:21,3,25,ARI 24,0,3,David Johnson middle for 14 yards (tackle by Kelcie McCray),-1.680,-0.850
4,4:44,4,11,ARI 38,0,3,"Ryan Quigley punts, blocked by Tanner McEvoy, recovered by Cassius Marsh and returned 4 yards. Penalty on Justin Bethel: Illegal Motion, 5 yards",-0.850,-4.110
4,4:33,1,10,ARI 22,0,3,"Russell Wilson pass complete short right to Doug Baldwin for 10 yards (tackle by Kevin Minter). Penalty on Brandon Williams: Offensive Holding, 10 yards (no play)",4.110,3.450
4,4:22,1,20,ARI 32,0,3,Russell Wilson pass incomplete deep right intended for Jermaine Kearse,3.450,2.210
4,4:16,2,20,ARI 32,0,3,Russell Wilson pass incomplete short middle intended for Doug Baldwin (defended by D.J. Swearinger),2.210,1.550
4,4:10,3,20,ARI 32,0,3,Russell Wilson pass complete short left to Tanner McEvoy for 10 yards (tackle by Patrick Peterson),1.550,1.990
4,4:05,4,10,ARI 22,3,3,Steven Hauschka 40 yard field goal good,1.990,3.000
4,4:05,,,SEA 35,3,3,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
4,4:00,1,10,ARI 25,3,3,Carson Palmer pass complete short right to Larry Fitzgerald for 5 yards (tackle by Jeremy Lane),0.610,0.740
4,3:13,2,5,ARI 30,3,3,Carson Palmer sacked by Cliff Avril for -8 yards,0.740,-1.020
4,2:29,3,13,ARI 22,3,3,Carson Palmer pass complete deep right to Michael Floyd for 16 yards (tackle by Richard Sherman),-1.020,1.470
4,2:00,1,10,ARI 38,3,3,David Johnson middle for -2 yards (tackle by Frank Clark),1.470,0.650
4,1:34,2,12,ARI 36,3,3,Carson Palmer pass complete short left to Michael Floyd for 10 yards,0.650,1.290
4,1:28,3,2,ARI 46,3,3,David Johnson middle for no gain (tackle by Bobby Wagner),1.290,1.290
4,1:16,3,2,ARI 46,3,3,Timeout #2 by Seattle Seahawks,1.290,-0.320
4,1:16,4,2,ARI 46,3,3,"Ryan Quigley punts 31 yards, returned by Tyler Lockett for no gain",-0.320,-0.480
4,1:09,1,10,SEA 23,3,3,Russell Wilson pass complete short right to Tyler Lockett for 8 yards (tackle by Marcus Cooper),0.480,1.010
4,1:03,2,2,SEA 31,3,3,Russell Wilson pass complete short left to Jermaine Kearse for 17 yards (tackle by Marcus Cooper),1.010,2.130
4,0:55,1,10,SEA 48,3,3,"Russell Wilson pass incomplete. Penalty on Garry Gilliam: Offensive Holding, 10 yards (no play)",2.130,1.470
4,0:48,1,20,SEA 38,3,3,"Russell Wilson pass complete short middle to C.J. Prosise for 11 yards (tackle by Tyrann Mathieu). Penalty on George Fant: Offensive Holding, 10 yards (no play)",1.470,0.810
4,0:41,1,30,SEA 28,3,3,C.J. Prosise middle for no gain (tackle by Chandler Jones),0.810,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
,,,,,,,"Cardinals won the coin toss, Cardinals to receive the overtime kickoff.",,
OT,15:00,,,SEA 35,3,3,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
OT,15:00,1,10,ARI 25,3,3,David Johnson middle for 5 yards (tackle by Michael Bennett),0.610,0.740
OT,14:19,2,5,ARI 30,3,3,Carson Palmer pass complete short left to JJ Nelson for 20 yards (tackle by DeShawn Shead),0.740,2.260
OT,13:41,1,10,,3,3,David Johnson middle for no gain (tackle by Tony McDaniel),2.260,1.710
OT,13:03,2,10,,3,3,Carson Palmer pass incomplete short left intended for David Johnson,1.710,1.710
OT,12:59,2,10,,3,3,Timeout #1 by Seattle Seahawks,1.710,1.030
OT,12:59,3,10,,3,3,Carson Palmer pass complete deep right to Michael Floyd for 18 yards (tackle by Jeremy Lane),1.030,3.450
OT,12:21,1,10,SEA 32,3,3,David Johnson left tackle for 5 yards (tackle by Jeremy Lane),3.450,3.450
OT,11:39,1,10,SEA 32,3,3,Timeout #1 by Arizona Cardinals,3.450,3.580
OT,11:39,2,5,SEA 27,3,3,Carson Palmer pass incomplete deep left intended for JJ Nelson (defended by DeShawn Shead),3.580,2.870
OT,11:34,3,5,SEA 27,3,3,Carson Palmer pass incomplete short left intended for Michael Floyd,2.870,1.720
OT,11:28,4,5,SEA 27,3,6,Chandler Catanzaro 45 yard field goal good,1.720,3.000
OT,11:28,,,ARI 35,3,6,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
OT,11:23,1,10,SEA 25,3,6,Christine Michael right tackle for 10 yards (tackle by Deone Bucannon),0.610,1.270
OT,10:46,1,10,SEA 35,3,6,Russell Wilson pass complete short right to Jimmy Graham for 13 yards (tackle by Tony Jefferson),1.270,2.130
OT,10:03,1,10,SEA 48,3,6,Russell Wilson pass complete short middle to Jimmy Graham for 8 yards (tackle by Kevin Minter),2.130,2.660
OT,9:30,2,2,ARI 44,3,6,Christine Michael left end for 6 yards (tackle by Deone Bucannon),2.660,3.050
OT,8:52,1,10,ARI 38,3,6,Russell Wilson pass complete short middle to Jimmy Graham for 14 yards (tackle by Deone Bucannon),3.050,3.970
OT,8:14,1,10,ARI 24,3,6,Christine Michael middle for 1 yard (tackle by Markus Golden),3.970,3.570
OT,7:34,2,9,ARI 23,3,6,Russell Wilson pass complete short right to Tyler Lockett for 5 yards (tackle by Deone Bucannon),3.570,3.570
OT,6:52,3,4,ARI 18,3,6,Russell Wilson pass incomplete deep right intended for Jimmy Graham,3.570,2.320
OT,6:46,4,4,ARI 18,6,6,Steven Hauschka 36 yard field goal good,2.320,3.000
OT,6:46,,,SEA 35,6,6,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
OT,6:42,1,10,ARI 25,6,6,Carson Palmer pass complete deep right to Ifeanyi Momah for 27 yards (tackle by Bobby Wagner),0.610,2.390
OT,6:02,1,10,SEA 48,6,6,David Johnson middle for 3 yards (tackle by Ahtyba Rubin),2.390,2.250
OT,5:21,2,7,SEA 45,6,6,Carson Palmer pass incomplete short middle intended for Larry Fitzgerald,2.250,1.550
OT,5:15,3,7,SEA 45,6,6,Carson Palmer pass complete short right to JJ Nelson for 40 yards (tackle by Kelcie McCray),1.550,1.550
OT,4:22,3,7,SEA 45,6,6,Timeout #2 by Arizona Cardinals,1.550,6.060
OT,4:22,1,5,SEA 5,6,6,David Johnson left end for 4 yards (tackle by Earl Thomas),6.060,5.910
OT,4:13,2,1,SEA 1,6,6,David Johnson middle for no gain (tackle by Bobby Wagner),5.910,5.170
OT,3:26,3,1,SEA 1,6,6,"Penalty on Ryan Quigley: Delay of Game, 5 yards (no play)",5.170,4.040
OT,3:26,3,6,SEA 6,6,6,Chandler Catanzaro 24 yard field goal no good,4.040,-0.280
OT,3:19,1,10,SEA 20,6,6,Christine Michael middle for no gain (tackle by Josh Mauro),0.280,-0.270
OT,2:42,2,10,SEA 20,6,6,Russell Wilson pass complete short left to Doug Baldwin for 6 yards (tackle by Deone Bucannon),-0.270,-0.160
OT,2:00,3,4,SEA 26,6,6,Russell Wilson pass complete deep left to Jermaine Kearse for 31 yards (tackle by Marcus Cooper),-0.160,2.720
OT,1:53,1,10,ARI 43,6,6,Christine Michael left end for 5 yards (tackle by Tyrann Mathieu),2.720,2.850
OT,1:47,2,5,ARI 38,6,6,Alex Collins middle for 2 yards (tackle by Kevin Minter),2.850,2.410
OT,1:04,3,3,ARI 36,6,6,Russell Wilson pass complete short right to Doug Baldwin for 27 yards (tackle by Tony Jefferson),2.410,5.140
OT,0:54,1,9,ARI 9,6,6,Christine Michael middle for -1 yards (tackle by Kevin Minter),5.140,4.190
OT,0:11,2,10,ARI 10,6,6,Steven Hauschka 28 yard field goal no good,4.190,-0.280
OT,0:07,1,10,ARI 20,6,6,Carson Palmer pass complete short right to Larry Fitzgerald for 19 yards (tackle by Jeremy Lane),0.280,1.530
OT,0:02,1,10,ARI 39,6,6,Carson Palmer pass incomplete deep right intended for Larry Fitzgerald (defended by Jeremy Lane),1.530,0.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
