Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chiefs won the coin toss and deferred, Chargers to receive the opening kickoff.",,
1,15:00,,,KAN 35,0,0,"Cairo Santos kicks off 67 yards, returned by Isaiah Burse for 30 yards (tackle by Anthony Sherman)",0.000,-0.810
1,14:54,1,10,SDG 28,0,0,Philip Rivers pass complete short left to Ronnie Hillman for 21 yards (tackle by Terrance Smith),0.810,2.190
1,14:22,1,10,SDG 49,0,0,Andre Williams middle for 2 yards (tackle by Rakeem Nunez-Roches),2.190,1.920
1,13:43,2,8,KAN 49,0,0,Philip Rivers pass complete short left to Tyrell Williams for 6 yards (tackle by Terrance Mitchell),1.920,2.010
1,12:57,3,2,KAN 43,0,0,Philip Rivers pass complete short middle to Hunter Henry for 8 yards (tackle by Frank Zombo),2.010,3.250
1,12:20,1,10,KAN 35,0,0,Philip Rivers pass incomplete short left intended for Andre Williams,3.250,2.700
1,12:14,2,10,KAN 35,0,0,Philip Rivers pass complete short left to Hunter Henry for 11 yards (tackle by Eric Berry),2.700,3.970
1,11:49,1,10,KAN 24,0,0,Andre Williams middle for 4 yards (tackle by Chris Jones),3.970,3.970
1,11:11,2,6,KAN 20,0,0,Ronnie Hillman middle for 3 yards (tackle by Tamba Hali),3.970,3.750
1,10:25,3,3,KAN 17,0,0,Philip Rivers pass incomplete short left intended for Ronnie Hillman,3.750,2.410
1,10:20,4,3,KAN 17,0,3,Josh Lambo 35 yard field goal good,2.410,3.000
1,10:16,,,SDG 35,0,3,"Josh Lambo kicks off 61 yards, returned by De'Anthony Thomas for 27 yards (tackle by Jahleel Addae)",0.000,-1.000
1,10:05,1,10,KAN 31,0,3,Charcandrick West middle for 4 yards (tackle by Corey Liuget and Joshua Perry),1.000,1.000
1,9:32,2,6,KAN 35,0,3,Alex Smith pass incomplete short left intended for Chris Conley,1.000,0.300
1,9:28,3,6,KAN 35,0,3,Alex Smith pass complete short left to Charcandrick West for 28 yards (tackle by Tourek Williams). Penalty on Tourek Williams: Illegal Use of Hands (Declined),0.300,3.120
1,9:02,1,10,SDG 37,0,3,Charcandrick West right end for 5 yards (tackle by Casey Hayward and Kyle Emanuel),3.120,3.250
1,8:22,2,5,SDG 32,0,3,Knile Davis right end for -1 yards (tackle by Joey Bosa),3.250,2.410
1,7:37,3,6,SDG 33,0,3,Alex Smith pass complete deep left to Jeremy Maclin for 23 yards (tackle by Casey Hayward),2.410,4.910
1,6:55,1,10,SDG 10,0,3,Charcandrick West middle for -4 yards (tackle by Joey Bosa),4.910,3.580
1,6:10,2,14,SDG 14,0,3,Alex Smith pass incomplete short right intended for Jeremy Maclin,3.580,3.000
1,6:04,3,14,SDG 14,0,3,Alex Smith sacked by Joey Bosa for -2 yards,3.000,2.380
1,5:23,4,16,SDG 16,3,3,Cairo Santos 35 yard field goal good,2.380,3.000
1,5:20,,,KAN 35,3,3,"Cairo Santos kicks off 64 yards, muffed catch by Isaiah Burse, recovered by Isaiah Burse and returned for no gain",0.000,-0.540
1,5:14,1,10,SDG 24,3,3,Andre Williams middle for 13 yards (tackle by Eric Berry and Ron Parker),0.540,1.400
1,4:28,1,10,SDG 37,3,3,Ronnie Hillman left tackle for 3 yards (tackle by Ramik Wilson),1.400,1.260
1,3:46,2,7,SDG 40,3,3,Philip Rivers pass complete short right to Hunter Henry for 12 yards (tackle by Frank Zombo). Penalty on Dee Ford: Defensive Offside (Declined),1.260,2.390
1,3:20,1,10,KAN 48,3,3,Philip Rivers pass incomplete short right intended for Ronnie Hillman,2.390,0.000
1,3:15,,,,3,3,Timeout #1 by Los Angeles Chargers,0.000,-1.850
1,3:15,2,10,KAN 48,3,3,Philip Rivers pass complete short middle to Tyrell Williams for 17 yards (tackle by Terrance Mitchell),1.850,3.510
1,2:40,1,10,KAN 31,3,3,Andre Williams middle for 5 yards (tackle by Ramik Wilson),3.510,3.640
1,2:00,2,5,KAN 26,3,3,Philip Rivers pass complete short right to Dontrelle Inman for 2 yards (tackle by Marcus Peters),3.640,3.200
1,1:18,3,3,KAN 24,3,3,Philip Rivers pass complete short left to Antonio Gates for 2 yards (tackle by Steven Nelson),3.200,2.140
1,0:50,4,1,KAN 22,3,3,Andre Williams middle for 5 yards (tackle by Ramik Wilson),2.140,4.440
1,0:09,1,10,KAN 17,3,3,Philip Rivers pass complete short right to Dontrelle Inman for 12 yards (tackle by Ron Parker),4.440,6.060
Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,5,KAN 5,3,3,"Philip Rivers pass incomplete short right intended for Antonio Gates. Penalty on Ron Parker: Defensive Holding, 3 yards (no play)",6.060,6.740
2,14:55,1,2,KAN 2,3,9,"Philip Rivers pass complete short left to Antonio Gates for 2 yards, touchdown",6.740,7.000
2,14:49,,,KAN 15,3,10,Josh Lambo kicks extra point good,0.000,0.000
2,14:49,,,SDG 35,3,10,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
2,14:49,1,10,KAN 25,3,10,Alex Smith pass complete short middle to Jeremy Maclin for 10 yards (tackle by Casey Hayward),0.610,1.270
2,14:12,1,10,KAN 35,3,10,Alex Smith pass complete short right to Charcandrick West for 18 yards (tackle by Dwight Lowery),1.270,2.460
2,13:36,1,10,SDG 47,3,10,Alex Smith pass complete short left to Albert Wilson for 42 yards (tackle by Jahleel Addae),2.460,6.060
2,12:58,1,5,SDG 5,9,10,"Alex Smith left end for 5 yards, touchdown",6.060,7.000
2,12:53,,,SDG 15,10,10,Cairo Santos kicks extra point good,0.000,0.000
2,12:53,,,KAN 35,10,10,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.610
2,12:52,1,10,SDG 25,10,10,Andre Williams middle for 6 yards (tackle by Eric Berry and Ramik Wilson),0.610,0.870
2,12:11,2,4,SDG 31,10,10,Andre Williams left guard for 7 yards (tackle by Ramik Wilson),0.870,1.470
2,11:28,1,10,SDG 38,10,10,Andre Williams middle for 2 yards (tackle by Jarvis Jenkins),1.470,1.190
2,10:48,2,8,SDG 40,10,10,Philip Rivers pass incomplete short left intended for Hunter Henry (defended by Ron Parker),1.190,0.500
2,10:43,3,8,SDG 40,10,10,Philip Rivers pass incomplete short right intended for Dontrelle Inman is intercepted by Marcus Peters at 50 and returned for 16 yards,0.500,-3.310
2,10:35,1,10,SDG 34,10,10,Charcandrick West middle for 6 yards (tackle by Jatavis Brown),3.310,3.580
2,9:58,2,4,SDG 28,10,10,Tyreek Hill left end for -2 yards (tackle by Corey Liuget and Korey Toomer),3.580,2.610
2,9:14,3,6,SDG 30,10,10,Alex Smith pass complete short middle to Travis Kelce for 8 yards (tackle by Kyle Emanuel),2.610,4.110
2,8:32,1,10,SDG 22,10,10,Alex Smith pass incomplete deep left intended for Travis Kelce,4.110,0.000
2,8:27,,,,10,10,Timeout #1 by Kansas City Chiefs,0.000,-3.560
2,8:27,2,10,SDG 22,10,10,Alex Smith pass incomplete short left intended for Tyreek Hill,3.560,2.870
2,8:23,3,10,SDG 22,10,10,"Alex Smith pass incomplete short right intended for Tyreek Hill (defended by Joey Bosa). Penalty on Tourek Williams: Defensive Holding, 5 yards (no play)",2.870,4.440
2,8:18,1,10,SDG 17,10,10,Alex Smith right end for 9 yards (tackle by Dwight Lowery),4.440,5.480
2,7:33,2,1,SDG 8,10,10,Charcandrick West middle for 2 yards (tackle by Joshua Perry and Corey Liuget),5.480,5.830
2,6:55,1,6,SDG 6,10,10,Charcandrick West middle for 2 yards (tackle by Ryan Carrethers and Joshua Perry),5.830,5.340
