Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Brent Qvale,T,60,100%,0,0%,12,32%
Brian Winters,G,60,100%,0,0%,7,19%
Jonotthan Harrison,C,60,100%,0,0%,7,19%
Kelvin Beachum,T,60,100%,0,0%,0,0%
Spencer Long,C,60,100%,0,0%,0,0%
Sam Darnold,QB,60,100%,0,0%,0,0%
Robbie Chosen,WR,56,93%,0,0%,1,3%
Elijah McGuire,RB,51,85%,0,0%,3,8%
Chris Herndon,TE,39,65%,0,0%,11,30%
Jermaine Kearse,WR,34,57%,0,0%,0,0%
Andre Roberts,WR,24,40%,0,0%,11,30%
Deontay Burnett,WR,22,37%,0,0%,0,0%
Trenton Cannon,RB,18,30%,0,0%,6,16%
Eric Tomlinson,TE,17,28%,0,0%,20,54%
Jordan Leggett,TE,16,27%,0,0%,5,14%
Dakota Dozier,G,14,23%,0,0%,7,19%
Charone Peake,WR,9,15%,0,0%,23,62%
Neville Hewitt,LB,0,0%,90,100%,8,22%
Avery Williamson,LB,0,0%,90,100%,6,16%
Morris Claiborne,CB,0,0%,90,100%,0,0%
Jamal Adams,SS,0,0%,90,100%,0,0%
Darryl Roberts,CB,0,0%,89,99%,15,41%
Trumaine Johnson,CB,0,0%,89,99%,0,0%
Buster Skrine,CB,0,0%,83,92%,14,38%
Henry Anderson,DE,0,0%,73,81%,13,35%
Brandon Copeland,LB,0,0%,52,58%,30,81%
Frankie Luvu,LB,0,0%,52,58%,19,51%
Jordan Jenkins,LB,0,0%,51,57%,12,32%
Steve McLendon,NT,0,0%,33,37%,6,16%
Mike Pennel,NT,0,0%,29,32%,7,19%
Bronson Kaufusi,DE,0,0%,28,31%,9,24%
Leonard Williams,DE,0,0%,22,24%,1,3%
Tarell Basham,DE,0,0%,16,18%,16,43%
Nathan Shepherd,DE,0,0%,11,12%,0,0%
Rontez Miles,FS,0,0%,1,1%,30,81%
Parry Nickerson,CB,0,0%,1,1%,3,8%
Terrence Brooks,SS,0,0%,0,0%,29,78%
Anthony Wint,LB,0,0%,0,0%,18,49%
Jason Myers,K,0,0%,0,0%,15,41%
Thomas Hennessy,LS,0,0%,0,0%,12,32%
Lac Edwards,P,0,0%,0,0%,12,32%
Rashard Robinson,CB,0,0%,0,0%,11,30%
Ben Braden,G,0,0%,0,0%,7,19%
De'Angelo Henderson,RB,0,0%,0,0%,1,3%
