Quarter,Time,Down,ToGo,Location,HOU,TEN,Detail,EPB,EPA
1,,,,TEN 30,0,7,"Rob Bironas kicks off 71 yards, returned by Jacoby Jones for 24 yards (tackle by Stanford Keglar)",0.000,0.480
1,8:25,1,10,HOU 23,0,7,Steve Slaton left guard for 3 yards (tackle by Jovan Haye),0.480,0.340
1,7:48,2,7,HOU 26,0,7,Matt Schaub pass incomplete short left intended for Andre Johnson,0.340,-0.360
1,7:43,3,7,HOU 26,0,7,Matt Schaub pass complete short left to Owen Daniels for 10 yards (tackle by David Thornton),-0.360,1.330
1,7:05,1,10,HOU 36,0,7,Steve Slaton left tackle for 2 yards (tackle by Stephen Tulloch and Keith Bulluck),1.330,1.060
1,6:27,2,8,HOU 38,0,7,Matt Schaub pass complete short right to Andre Johnson for 11 yards (tackle by Nick Harper),1.060,2.190
1,5:50,1,10,HOU 49,0,7,Steve Slaton right guard for 2 yards (tackle by Stephen Tulloch and Dave Ball),2.190,1.920
1,5:15,2,8,TEN 49,0,7,Matt Schaub pass incomplete short right intended for Owen Daniels,1.920,1.220
1,5:10,3,8,TEN 49,0,7,Matt Schaub pass complete short right to Owen Daniels for 9 yards (tackle by David Thornton and Nick Harper),1.220,2.920
1,4:33,1,10,TEN 40,0,7,Steve Slaton left guard for 6 yards (tackle by David Thornton),2.920,3.180
1,3:49,2,4,TEN 34,0,7,Matt Schaub pass incomplete short right intended for Andre Johnson,3.180,2.480
1,3:45,3,4,TEN 34,0,7,"Matt Schaub pass complete short right to David Anderson for 7 yards (tackle by Nick Harper). Penalty on Tony Brown: Defensive Offside (Declined), Penalty on Nick Harper: Defensive Pass Interfere (Declined)",2.480,3.780
1,3:20,1,10,TEN 27,0,7,Steve Slaton left tackle for -1 yards (tackle by Keith Bulluck and Dave Ball),3.780,3.100
1,2:39,2,11,TEN 28,0,7,Matt Schaub pass complete short right to Steve Slaton for 9 yards (tackle by Chris Hope). Penalty on Dave Ball: Defensive Offside (Declined),3.100,3.640
1,2:20,3,2,TEN 19,6,7,"Matt Schaub pass complete deep right to Andre Johnson for 19 yards, touchdown. Penalty on Nick Harper: Defensive Pass Interfere (Declined)",3.640,7.000
1,,,,TEN 2,7,7,Kris Brown kicks extra point good,0.000,0.000
1,,,,HOU 30,7,7,"Kris Brown kicks off 62 yards, muffed catch by Javon Ringer, recovered by Javon Ringer and returned for no gain",0.000,0.610
1,2:03,1,10,TEN 25,7,7,Chris Johnson left tackle for 6 yards (tackle by Jeff Zgonina and DelJuan Robinson),0.610,0.870
1,1:28,2,4,TEN 31,7,13,"Kerry Collins pass complete short left to Chris Johnson for 69 yards, touchdown",0.870,7.000
1,,,,HOU 2,7,14,Rob Bironas kicks extra point good,0.000,0.000
1,,,,TEN 30,7,14,"Rob Bironas kicks off 70 yards, touchback",0.000,0.280
1,1:19,1,10,HOU 20,7,14,"Penalty on Duane Brown: False Start, 5 yards (no play)",0.280,-0.310
1,1:19,1,15,HOU 15,7,14,"Matt Schaub sacked by Jevon Kearse for -7 yards. Matt Schaub fumbles (forced by Jevon Kearse), recovered by Duane Brown at HOU-8. Penalty on Jevon Kearse: Defensive Offside, 5 yards (no play)",-0.310,0.280
1,0:55,1,10,HOU 20,7,14,Matt Schaub pass complete short right to Andre Johnson for 9 yards (tackle by Michael Griffin and Nick Harper),0.280,0.950
1,0:16,2,1,HOU 29,7,14,"Steve Slaton middle for -1 yards (tackle by Tony Brown). Steve Slaton fumbles (forced by Tony Brown), recovered by Vonta Leach at HOU-28",0.950,0.100
Quarter,Time,Down,ToGo,Location,HOU,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,HOU 28,7,14,Matt Schaub pass incomplete short right intended for Chris Brown,0.100,-1.500
2,14:55,4,2,HOU 28,7,14,"Matt Turk punts 41 yards, returned by Ryan Mouton for 15 yards (tackle by Chaun Thompson)",-1.500,-1.990
2,14:44,1,10,TEN 46,7,14,Kerry Collins pass complete short right to Justin Gage for 12 yards,1.990,2.790
2,14:24,1,10,HOU 42,7,14,Chris Johnson left tackle for 16 yards (tackle by DelJuan Robinson),2.790,3.840
2,13:59,1,10,HOU 26,7,14,LenDale White left tackle for 5 yards (tackle by Mario Williams and Zach Diles),3.840,3.970
2,13:25,2,5,HOU 21,7,14,LenDale White left tackle for 6 yards (tackle by John Busing),3.970,4.580
2,12:48,1,10,HOU 15,7,14,Kerry Collins pass incomplete short left intended for Jared Cook (defended by John Busing),4.580,3.950
2,12:43,2,10,HOU 15,7,14,Kerry Collins pass complete short right to Nate Washington for 7 yards (tackle by Fred Bennett),3.950,4.450
2,12:05,3,3,HOU 8,7,20,"Kerry Collins pass complete short left to Nate Washington for 8 yards, touchdown",4.450,7.000
2,,,,HOU 2,7,21,Rob Bironas kicks extra point good,0.000,0.000
2,,,,TEN 30,7,21,"Rob Bironas kicks off 68 yards, returned by Jacoby Jones for 26 yards (tackle by Ryan Mouton)",0.000,0.810
2,11:54,1,10,HOU 28,13,21,"Matt Schaub pass complete deep middle to Andre Johnson for 72 yards, touchdown",0.810,7.000
2,,,,TEN 2,14,21,Kris Brown kicks extra point good,0.000,0.000
2,,,,HOU 30,14,21,"Kris Brown kicks off 65 yards, returned by Javon Ringer for 20 yards (tackle by Ryan Moats)",0.000,0.610
2,11:38,1,10,TEN 25,14,21,Chris Johnson left end for -3 yards (tackle by DeMeco Ryans),0.610,-0.340
2,10:58,2,13,TEN 22,14,21,Kerry Collins pass incomplete deep middle intended for Nate Washington is intercepted by Eugene Wilson at TEN-42 and returned for 13 yards,-0.340,-3.640
2,10:48,1,10,TEN 29,14,21,Matt Schaub pass incomplete deep left intended for Jacoby Jones,3.640,3.100
2,10:42,2,10,TEN 29,20,21,"Matt Schaub pass complete deep left to Jacoby Jones for 29 yards, touchdown",3.100,7.000
,,,,,,,"TEN challenged the pass completion ruling, and the play was upheld.",,
2,,,,TEN 2,21,21,Kris Brown kicks extra point good,0.000,0.000
2,,,,HOU 30,21,21,"Kris Brown kicks off 72 yards, returned by Javon Ringer for 22 yards (tackle by Joel Dreessen)",0.000,0.280
2,10:29,1,10,TEN 20,21,21,Kerry Collins pass complete short left to Alge Crumpler for 14 yards (tackle by John Busing),0.280,1.200
2,9:53,1,10,TEN 34,21,21,Chris Johnson left tackle for no gain (tackle by Zach Diles),1.200,0.660
2,9:18,2,10,TEN 34,21,21,"Chris Johnson right tackle for -2 yards (tackle by Mario Williams and John Busing). Penalty on Jake Scott: Offensive Holding, 10 yards (no play)",0.660,-0.690
2,8:56,2,20,TEN 24,21,21,Kerry Collins pass complete short left to Chris Johnson for no gain,-0.690,-1.350
2,8:12,3,20,TEN 24,21,21,"Penalty on Jake Scott: False Start, 5 yards (no play)",-1.350,-2.160
2,7:47,3,25,TEN 19,21,21,Chris Johnson middle for 11 yards (tackle by DeMeco Ryans),-2.160,-1.370
2,7:13,4,14,TEN 30,21,21,"Craig Hentrich punts 43 yards, fair catch by Jacoby Jones",-1.370,-0.740
2,7:04,1,10,HOU 27,21,21,Steve Slaton left guard for -1 yards (tackle by William Hayes),0.740,0.060
2,6:27,2,11,HOU 26,21,21,Matt Schaub pass complete short right to Owen Daniels for -2 yards (tackle by David Thornton),0.060,-0.890
2,5:41,3,13,HOU 24,21,21,Matt Schaub pass complete short right to Owen Daniels for 21 yards (tackle by Keith Bulluck),-0.890,1.930
2,4:58,1,10,HOU 45,21,21,Matt Schaub pass complete deep middle to Joel Dreessen for 21 yards (tackle by Nick Harper),1.930,3.310
2,4:29,1,10,TEN 34,21,21,Steve Slaton right guard for 12 yards (tackle by Chris Hope and Stephen Tulloch),3.310,4.110
2,3:50,1,10,TEN 22,21,21,Steve Slaton left tackle for 2 yards (tackle by Keith Bulluck),4.110,3.830
2,3:08,2,8,TEN 20,21,21,Steve Slaton left tackle for no gain (tackle by Tony Brown),3.830,3.140
2,2:26,3,8,TEN 20,21,21,Matt Schaub pass incomplete deep left intended for Steve Slaton,3.140,2.120
2,2:18,4,8,TEN 20,24,21,Kris Brown 38 yard field goal good,2.120,3.000
2,,,,HOU 30,24,21,"Kris Brown kicks off 72 yards, returned by Javon Ringer for 21 yards (tackle by Glenn Martinez)",0.000,0.150
2,2:08,1,10,TEN 19,24,21,Kerry Collins pass complete short left to Kenny Britt for 13 yards (tackle by Glover Quin),0.150,1.070
2,2:00,1,10,TEN 32,24,21,Kerry Collins pass complete short right to Nate Washington for 12 yards (tackle by Eugene Wilson),1.070,1.860
2,1:36,1,10,TEN 44,24,21,Kerry Collins pass complete short right to Chris Johnson for 8 yards (tackle by Brian Cushing),1.860,2.400
2,1:15,2,2,HOU 48,24,21,Kerry Collins pass complete short left to Kenny Britt for 9 yards (tackle by DeMeco Ryans),2.400,2.980
2,1:08,,,,24,21,Timeout #2 by Tennessee Titans,0.000,2.980
2,1:08,1,10,HOU 39,24,21,Kerry Collins pass complete short left to Chris Johnson for 1 yard (tackle by Fred Bennett),2.980,2.580
2,0:46,2,9,HOU 38,24,21,Kerry Collins sacked by Mario Williams for -7 yards,2.580,0.960
2,0:33,,,,24,21,Timeout #3 by Tennessee Titans,0.000,0.960
2,0:33,3,16,HOU 45,24,21,"Kerry Collins pass incomplete short middle intended for Alge Crumpler. Penalty on Brian Cushing: Defensive Holding, 5 yards, Penalty on Connor Barwin: Defensive Offside (Declined) (no play)",0.960,2.920
2,0:28,1,10,HOU 40,24,21,Kerry Collins pass incomplete deep right intended for Nate Washington,2.920,2.370
2,0:23,2,10,HOU 40,24,21,Kerry Collins pass complete short right to Justin Gage for 15 yards (tackle by Eugene Wilson and DelJuan Robinson). Penalty on Connor Barwin: Defensive Offside (Declined),2.370,3.910
2,0:14,1,10,HOU 25,24,21,Kerry Collins pass complete short right to Chris Johnson for 3 yards (tackle by DelJuan Robinson),3.910,3.770
2,0:07,,,,24,21,Timeout #1 by Houston Texans,0.000,3.770
2,0:07,2,7,HOU 22,24,24,Rob Bironas 40 yard field goal good,3.770,3.000
2,,,,TEN 30,24,24,Rob Bironas kicks off 34 yards,0.000,0.940
Quarter,Time,Down,ToGo,Location,HOU,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,24,24,"Kris Brown kicks off 70 yards, returned by Javon Ringer for 24 yards (tackle by Ryan Moats)",0.000,0.540
3,14:54,1,10,TEN 24,24,24,Kerry Collins pass incomplete deep right intended for Nate Washington,0.540,0.000
3,14:48,2,10,TEN 24,24,24,Chris Johnson middle for 4 yards (tackle by DeMeco Ryans and Brian Cushing),0.000,-0.160
3,14:10,3,6,TEN 28,24,24,Kerry Collins pass incomplete short middle intended for Jared Cook (defended by Fred Bennett),-0.160,-1.500
3,14:04,4,6,TEN 28,24,24,"Craig Hentrich punts 60 yards, returned by Jacoby Jones for 16 yards (tackle by Craig Stevens)",-1.500,-0.810
3,13:51,1,10,HOU 28,24,24,Matt Schaub middle for 4 yards (tackle by Keith Bulluck),0.810,0.800
3,13:17,2,6,HOU 32,24,24,Steve Slaton middle for -2 yards (tackle by Jovan Haye),0.800,-0.160
3,12:36,3,8,HOU 30,24,24,Matt Schaub pass complete short middle to Andre Johnson for 7 yards (tackle by Vincent Fuller),-0.160,-0.910
3,11:52,4,1,HOU 37,24,24,"Matt Turk punts 58 yards, muffed catch by Ryan Mouton, recovered by Ryan Mouton and returned for no gain",-0.910,0.380
3,11:43,1,10,TEN 1,24,24,Penalty on Michael Roos: False Start (no play),-0.380,-0.380
3,11:42,1,10,TEN 1,24,24,Kerry Collins middle for 1 yard (tackle by Mario Williams),-0.380,-0.710
3,11:08,2,9,TEN 2,24,24,"LenDale White right guard for 2 yards (tackle by DeMeco Ryans). Penalty on DelJuan Robinson: Illegal Use of Hands, 5 yards",-0.710,-0.380
3,10:52,1,10,TEN 9,24,24,Kerry Collins pass incomplete short right intended for Ahmard Hall,-0.380,-0.780
3,10:45,2,10,TEN 9,24,24,LenDale White right tackle for no gain (tackle by Antonio Smith),-0.780,-1.420
3,10:06,3,10,TEN 9,24,30,"Chris Johnson middle for 91 yards, touchdown",-1.420,7.000
3,,,,HOU 2,24,31,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 30,24,31,"Rob Bironas kicks off 75 yards, touchback",0.000,0.280
3,9:53,1,10,HOU 20,24,31,Matt Schaub pass incomplete short right intended for Andre Johnson,0.280,-0.270
3,9:43,2,10,HOU 20,24,31,Matt Schaub pass complete short left to Andre Johnson for 5 yards (tackle by Cortland Finnegan),-0.270,-0.300
3,9:07,3,5,HOU 25,24,31,Matt Schaub pass incomplete short left intended for Chris Brown (defended by Jason Jones),-0.300,-1.700
3,9:02,4,5,HOU 25,24,31,"Matt Turk punts 50 yards, returned by Ryan Mouton for 15 yards (tackle by Dominique Barber). Penalty on Colin Allred: Offensive Holding, 10 yards, Penalty on TEN: Defensive 12 On-field (Declined)",-1.700,0.140
3,8:49,1,10,TEN 16,24,31,LenDale White left end for 3 yards (tackle by Fred Bennett),-0.140,-0.180
3,8:04,2,7,TEN 19,24,31,Kerry Collins pass incomplete short left intended for LenDale White,-0.180,-0.950
3,8:00,3,7,TEN 19,24,31,Kerry Collins pass complete short left to Chris Johnson for -4 yards (tackle by Amobi Okoye),-0.950,-2.440
3,7:22,4,11,TEN 15,24,31,"Craig Hentrich punts 48 yards, returned by Jacoby Jones for -2 yards (tackle by Colin Allred)",-2.440,-1.270
3,7:10,1,10,HOU 35,24,31,"Chris Brown left tackle for 2 yards (tackle by David Thornton). Penalty on Vonta Leach: Unnecessary Roughness, 15 yards",1.270,-1.030
3,6:42,2,23,HOU 22,24,31,Matt Schaub pass complete deep left to Owen Daniels for 33 yards (tackle by Michael Griffin),-1.030,2.590
3,6:10,1,10,TEN 45,24,31,Chris Brown right guard for no gain (tackle by William Hayes),2.590,2.040
3,5:30,2,10,TEN 45,24,31,Matt Schaub pass complete short right to Andre Johnson for 9 yards (tackle by Nick Harper and Chris Hope),2.040,2.540
3,4:51,3,1,TEN 36,24,31,Chris Brown middle for -1 yards (tackle by Chris Hope),2.540,0.790
3,4:12,,,,24,31,Timeout #1 by Houston Texans,0.000,0.790
3,4:12,4,2,TEN 37,24,31,Matt Schaub pass complete short left to Joel Dreessen for 4 yards (tackle by Vincent Fuller),0.790,3.380
3,3:35,1,10,TEN 33,24,31,Matt Schaub pass incomplete short right intended for Jacoby Jones,3.380,2.840
3,3:29,2,10,TEN 33,24,31,Matt Schaub pass complete short middle to Andre Johnson for 11 yards (tackle by David Thornton),2.840,4.110
3,2:45,1,10,TEN 22,24,31,Matt Schaub pass complete short right to Andre Johnson for no gain,4.110,3.560
3,2:08,2,10,TEN 22,24,31,Matt Schaub pass complete short left to Steve Slaton for 7 yards (tackle by Dave Ball and William Hayes),3.560,3.930
3,1:25,3,3,TEN 15,24,31,"Matt Schaub pass incomplete short right intended for Andre Johnson. Penalty on Nick Harper: Defensive Pass Interfere, 14 yards (no play)",3.930,6.970
3,1:19,1,1,TEN 1,30,31,"Matt Schaub pass complete short middle to Owen Daniels for 1 yard, touchdown",6.970,7.000
3,,,,TEN 2,31,31,Kris Brown kicks extra point good,0.000,0.000
3,,,,HOU 30,31,31,"Kris Brown kicks off 50 yards, returned by Craig Stevens for 14 yards (tackle by James Casey)",0.000,1.200
3,1:09,1,10,TEN 34,31,31,Kerry Collins pass incomplete short right intended for Chris Johnson,1.200,0.660
3,1:04,2,10,TEN 34,31,31,Kerry Collins pass complete to Nate Washington for 9 yards (tackle by Fred Bennett),0.660,1.160
3,0:39,3,1,TEN 43,31,31,Chris Johnson right end for no gain (tackle by Mario Williams),1.160,-0.520
3,0:05,,,,31,31,Timeout #2 by Houston Texans,0.000,-0.520
3,0:04,4,1,TEN 43,31,31,"Craig Hentrich punts 48 yards, fair catch by Jacoby Jones. Penalty on Jason McCourty: Fair Catch Interference, 15 yards",-0.520,-0.540
Quarter,Time,Down,ToGo,Location,HOU,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 24,31,31,Matt Schaub pass complete short middle to Joel Dreessen for 6 yards (tackle by Stephen Tulloch),0.540,0.810
4,14:20,2,4,HOU 30,31,31,Matt Schaub pass incomplete deep middle intended for Andre Johnson,0.810,0.100
4,14:14,3,4,HOU 30,31,31,Matt Schaub pass incomplete short left intended for Owen Daniels,0.100,-1.370
4,14:11,4,4,HOU 30,31,31,"Matt Turk punts 52 yards, muffed catch by Ryan Mouton, recovered by Ryan Mouton and returned for 9 yards (tackle by Dominique Barber)",-1.370,-0.740
4,13:53,1,10,TEN 27,31,31,Kerry Collins pass complete short left to Alge Crumpler for 9 yards (tackle by John Busing),0.740,1.410
4,13:31,2,1,TEN 36,31,31,LenDale White right tackle for 9 yards (tackle by Jeff Zgonina),1.410,1.930
4,12:56,1,10,TEN 45,31,31,Chris Johnson right tackle for 2 yards (tackle by DelJuan Robinson),1.930,1.650
4,12:22,2,8,TEN 47,31,31,Kerry Collins pass complete short right to Alge Crumpler for 16 yards (tackle by DeMeco Ryans),1.650,3.120
4,11:56,1,10,HOU 37,31,31,Kerry Collins pass incomplete intended for Chris Johnson (defended by Brian Cushing),3.120,2.570
4,11:49,2,10,HOU 37,31,31,Chris Johnson right tackle for 6 yards (tackle by Brian Cushing and Eugene Wilson),2.570,2.680
4,11:11,,,,31,31,Timeout #1 by Tennessee Titans,0.000,2.680
4,11:11,3,4,HOU 31,31,31,Chris Johnson middle for -2 yards (tackle by Brian Cushing),2.680,1.160
4,10:29,4,6,HOU 33,31,31,Kerry Collins pass incomplete deep left intended for Justin Gage,1.160,-1.140
4,10:22,1,10,HOU 33,31,31,Steve Slaton left end for 6 yards (tackle by Cortland Finnegan and Stephen Tulloch),1.140,1.400
4,9:45,2,4,HOU 39,31,31,"Steve Slaton right end for no gain (tackle by Keith Bulluck). Penalty on Andre Johnson: Unnecessary Roughness (Offsetting), Penalty on Jason Jones: Disqualification (Offsetting)",1.400,0.700
4,9:19,3,4,HOU 39,31,31,"Steve Slaton middle for no gain (tackle by Kyle Vanden Bosch). Steve Slaton fumbles (forced by Kyle Vanden Bosch), recovered by Duane Brown at HOU-42",0.700,-0.590
4,8:52,4,1,HOU 42,31,31,"Matt Turk punts 58 yards, touchback",-0.590,-0.280
4,8:44,1,10,TEN 20,31,31,Chris Johnson left end for 4 yards (tackle by Brian Cushing),0.280,0.270
4,8:09,2,6,TEN 24,31,31,Chris Johnson right end for 4 yards (tackle by Antonio Smith and Brian Cushing),0.270,0.100
4,7:28,3,2,TEN 28,31,31,Kerry Collins pass incomplete short right intended for Justin Gage,0.100,-1.500
4,7:23,4,2,TEN 28,31,31,Rob Bironas punts 40 yards,-1.500,-1.070
4,7:10,1,10,HOU 32,31,31,Matt Schaub pass complete deep left to Jacoby Jones for 44 yards (tackle by Nick Harper),1.070,3.970
4,6:29,1,10,TEN 24,31,31,Chris Brown middle for 3 yards (tackle by Stephen Tulloch and Keith Bulluck),3.970,3.840
4,5:49,2,7,TEN 21,31,31,Matt Schaub pass incomplete deep left intended for Andre Johnson,3.840,3.140
4,5:43,3,7,TEN 21,31,31,Matt Schaub pass complete short middle to Andre Johnson for 6 yards (tackle by Nick Harper),3.140,2.590
4,5:16,4,1,TEN 15,31,31,Matt Schaub middle for 2 yards (tackle by Jovan Haye and Keith Bulluck),2.590,4.710
4,4:29,1,10,TEN 13,31,31,Chris Brown left tackle for 1 yard (tackle by Kyle Vanden Bosch and Stephen Tulloch),4.710,4.220
4,3:47,2,9,TEN 12,31,31,Matt Schaub pass incomplete short middle intended for Andre Johnson (defended by Chris Hope),4.220,3.280
4,3:43,3,9,TEN 12,31,31,Chris Brown middle for 7 yards (tackle by Keith Bulluck),3.280,3.030
4,2:58,4,2,TEN 5,34,31,Kris Brown 23 yard field goal good,3.030,3.000
4,,,,HOU 30,34,31,"Kris Brown kicks off 69 yards, returned by Javon Ringer for 25 yards (tackle by Ryan Moats)",0.000,0.670
4,2:49,1,10,TEN 26,34,31,Chris Johnson right tackle for 4 yards (tackle by Brian Cushing and DeMeco Ryans),0.670,0.670
4,2:13,2,6,TEN 30,34,31,Kerry Collins pass complete short right to Alge Crumpler for 5 yards (tackle by DeMeco Ryans),0.670,0.630
4,2:00,3,1,TEN 35,34,31,Kerry Collins middle for 3 yards (tackle by Antonio Smith and Jeff Zgonina),0.630,1.470
4,1:42,1,10,TEN 38,34,31,"Kerry Collins sacked for -3 yards. Kerry Collins fumbles, recovered by Jeff Zgonina at TEN-39. Penalty on David Stewart: Offensive Holding (Declined)",1.470,-2.980
4,1:32,1,10,TEN 39,34,31,Chris Brown right tackle for 12 yards (tackle by Cortland Finnegan),2.980,3.780
4,1:25,,,,34,31,Timeout #2 by Tennessee Titans,0.000,3.780
4,1:25,1,10,TEN 27,34,31,Chris Brown left guard for 1 yard (tackle by Colin Allred),3.780,3.370
4,1:18,,,,34,31,Timeout #3 by Tennessee Titans,0.000,3.370
4,1:18,2,9,TEN 26,34,31,Matt Schaub kneels for -1 yards,3.370,2.540
4,0:38,3,10,TEN 27,34,31,Matt Schaub kneels for -1 yards,2.540,1.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
