Quarter,Time,Down,ToGo,Location,STL,TAM,Detail,EPB,EPA
3,12:08,1,10,TAM 15,21,6,Sam Bradford pass complete short left to Chris Givens for 11 yards (tackle by Leonard Johnson),4.580,6.280
3,11:29,1,4,TAM 4,21,6,Daryl Richardson left end for -1 yards (tackle by Leonard Johnson),6.280,5.150
3,10:54,2,5,TAM 5,27,6,"Sam Bradford pass complete short middle to Austin Pettis for 5 yards, touchdown",5.150,7.000
3,10:54,,,TAM 2,28,6,Greg Zuerlein kicks extra point good,0.000,0.000
3,10:47,,,STL 35,28,6,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.280
3,10:47,1,10,TAM 20,28,6,"Doug Martin up the middle for 6 yards (tackle by James Laurinaitis and Quintin Mikell). Penalty on STL: Illegal Use of Hands, 5 yards",0.280,1.000
3,10:27,1,10,TAM 31,28,6,Doug Martin up the middle for 3 yards (tackle by James Laurinaitis),1.000,0.870
3,9:48,2,7,TAM 34,28,6,Josh Freeman up the middle for 5 yards (tackle by Eugene Sims),0.870,0.830
3,9:06,3,2,TAM 39,28,12,"Josh Freeman pass complete short right to Mike Williams for 61 yards, touchdown",0.830,7.000
3,9:06,,,STL 2,28,13,Connor Barth kicks extra point good,0.000,0.000
3,8:50,,,TAM 35,28,13,"Michael Koenen kicks off 70 yards, returned by Chris Givens for 17 yards (tackle by Ahmad Black). Penalty on STL: Illegal Blindside Block, 6 yards",0.000,-0.380
3,8:45,1,10,STL 6,28,13,Sam Bradford pass incomplete deep middle intended for Brian Quick,-0.380,-0.780
3,8:38,2,10,STL 6,28,13,"Steven Jackson up the middle for 10 yards (tackle by Ronde Barber). Penalty on Barry Richardson: Offensive Holding, 3 yards (no play)",-0.780,-1.000
3,8:13,2,13,STL 3,28,13,Steven Jackson up the middle for no gain (tackle by Lavonte David),-1.000,-1.770
3,7:35,3,13,STL 3,28,13,Steven Jackson up the middle for 9 yards (tackle by Mark Barron),-1.770,-2.490
3,7:02,4,4,STL 12,28,13,John Hekker punts 57 yards,-2.490,-1.000
3,6:48,1,10,TAM 31,28,13,Josh Freeman pass complete short right to Erik Lorig for 1 yard (tackle by Trumaine Johnson),1.000,0.600
3,6:14,2,9,TAM 32,28,13,Doug Martin left end for 7 yards (tackle by Janoris Jenkins),0.600,0.830
3,5:49,3,2,TAM 39,28,13,Josh Freeman pass complete deep left to Mike Williams for 20 yards,0.830,2.850
3,5:12,1,10,STL 41,28,13,Doug Martin right guard for 1 yard (tackle by James Laurinaitis and Rocky McIntosh),2.850,2.440
3,4:31,2,9,STL 40,28,13,Josh Freeman pass complete short middle to Luke Stocker for 10 yards (tackle by Quintin Mikell),2.440,3.580
3,3:51,1,10,STL 30,28,13,Josh Freeman pass complete short left to Mike Williams for 16 yards (tackle by Cortland Finnegan),3.580,4.650
3,3:07,1,10,STL 14,28,13,Doug Martin up the middle for no gain (tackle by Quintin Mikell),4.650,4.000
3,2:31,2,10,STL 14,28,13,Josh Freeman pass complete short left to Vincent Jackson for 9 yards (tackle by Janoris Jenkins),4.000,4.960
3,1:48,3,1,STL 5,28,13,Josh Freeman pass incomplete,4.960,3.030
3,1:38,4,1,STL 5,28,13,Josh Freeman up the middle for no gain (tackle by Jo-Lonn Dunbar),3.030,0.380
3,1:37,1,10,STL 5,28,13,Steven Jackson right guard for 3 yards (tackle by Roy Miller),-0.380,-0.560
3,0:58,2,7,STL 8,28,13,Sam Bradford pass incomplete short right intended for Matthew Mulligan,-0.560,0.000
3,0:52,,,,28,13,Timeout #1 by St. Louis Rams,0.000,-1.070
3,0:52,3,7,STL 8,28,13,Sam Bradford pass incomplete short left intended for Brandon Gibson,-1.070,-2.490
3,0:46,4,7,STL 8,28,13,"John Hekker punts 54 yards, returned by Roscoe Parrish for 4 yards (tackle by Craig Dahl). Penalty on Quinton Pointer: Unsportsmanlike Conduct, 15 yards",-2.490,-2.720
3,0:34,1,10,STL 43,28,13,Josh Freeman pass incomplete deep left intended for Vincent Jackson,2.720,2.180
3,0:29,2,10,STL 43,28,13,Josh Freeman pass incomplete deep right intended for Mike Williams (defended by Trumaine Johnson),2.180,1.490
3,0:19,3,10,STL 43,28,13,Josh Freeman pass incomplete deep left intended for Vincent Jackson,1.490,0.400
3,0:15,4,10,STL 43,28,13,"Michael Koenen punts 25 yards, fair catch by Danny Amendola",0.400,-0.040
3,0:07,1,10,STL 18,28,13,Daryl Richardson left end for -1 yards (tackle by Mark Barron),0.040,-0.650
Quarter,Time,Down,ToGo,Location,STL,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,STL 17,28,13,Sam Bradford pass incomplete short right intended for Danny Amendola,-0.650,-1.340
4,14:57,3,11,STL 17,28,13,Sam Bradford pass incomplete short middle intended for Danny Amendola (defended by Anthony Gaitor),-1.340,-2.320
4,14:51,4,11,STL 17,28,13,"John Hekker punts 52 yards, fair catch by Roscoe Parrish",-2.320,-1.000
4,14:42,1,10,TAM 31,28,13,Doug Martin left end for 8 yards (tackle by Quintin Mikell),1.000,1.540
4,14:04,2,2,TAM 39,28,13,Josh Freeman pass complete short right to Vincent Jackson for 8 yards,1.540,2.060
4,13:36,1,10,TAM 47,28,13,Josh Freeman pass incomplete deep left intended for Mike Williams,2.060,1.520
4,13:30,2,10,TAM 47,28,13,Josh Freeman pass incomplete short left intended for Vincent Jackson,1.520,0.830
4,13:24,3,10,TAM 47,28,13,Josh Freeman pass complete deep middle to Vincent Jackson for 46 yards (tackle by Quintin Mikell),0.830,5.600
4,12:33,1,7,STL 7,28,13,Josh Freeman pass incomplete short right intended for Mike Williams,5.600,4.760
4,12:27,2,7,STL 7,28,13,Josh Freeman pass incomplete short middle intended for Vincent Jackson,4.760,3.810
4,12:21,3,7,STL 7,28,13,Josh Freeman pass incomplete short right intended for Mike Williams (defended by Trumaine Johnson),3.810,0.000
4,12:15,,,,28,13,Timeout #1 by Tampa Bay Buccaneers,0.000,2.970
4,12:15,4,7,STL 7,28,13,Josh Freeman pass complete short middle to Doug Martin for 4 yards (tackle by Rodger Saffold),2.970,0.380
4,12:08,1,10,STL 3,28,13,Steven Jackson up the middle for 6 yards (tackle by Mason Foster),-0.380,-0.340
4,11:31,2,4,STL 9,28,13,Steven Jackson left tackle for 19 yards (tackle by Leonard Johnson and Ahmad Black),-0.340,0.810
4,10:50,1,10,STL 28,28,13,Steven Jackson right guard for 7 yards (tackle by Mason Foster and Mark Barron),0.810,1.210
4,10:14,2,3,STL 35,28,13,Steven Jackson right tackle for 2 yards (tackle by Mark Barron),1.210,0.760
4,9:34,3,1,STL 37,28,13,Sam Bradford pass incomplete short right intended for Daryl Richardson,0.760,-0.910
4,9:26,4,1,STL 37,28,13,"John Hekker punts 49 yards, returned by Roscoe Parrish for 2 yards (tackle by Darian Stewart)",-0.910,0.140
4,9:14,1,10,TAM 16,28,13,Josh Freeman pass complete short right to Doug Martin for 17 yards (tackle by Jo-Lonn Dunbar and Craig Dahl),-0.140,1.140
4,8:33,1,10,TAM 33,28,13,Josh Freeman pass complete short middle to Mike Williams for 11 yards (tackle by Jo-Lonn Dunbar),1.140,1.860
4,8:03,1,10,TAM 44,28,13,Josh Freeman pass incomplete short right intended for Mike Williams is intercepted by Eugene Sims at TAM-44 and returned for 5 yards (tackle by Ted Larsen),1.860,-2.980
4,7:55,1,10,TAM 39,28,13,Steven Jackson right tackle for -2 yards (tackle by Michael Bennett and Gary Gibson),2.980,2.170
4,7:18,2,12,TAM 41,28,13,Sam Bradford pass complete short right to Steven Jackson for -4 yards (tackle by Lavonte David),2.170,0.960
4,6:38,3,16,TAM 45,28,13,Daryl Richardson up the middle for 4 yards (tackle by Danny Gorrer and Ronde Barber),0.960,0.530
4,6:38,4,12,TAM 41,28,13,"Penalty on John Hekker: Delay of Game, 5 yards (no play)",0.530,0.200
4,5:37,4,17,TAM 46,28,13,"John Hekker punts 33 yards, fair catch by Roscoe Parrish",0.200,0.320
4,5:32,1,10,TAM 13,28,13,Josh Freeman pass complete short left to Doug Martin for 9 yards (tackle by Cortland Finnegan),-0.320,0.490
4,5:08,2,1,TAM 22,28,13,Josh Freeman pass complete short left to Doug Martin for 5 yards (tackle by Janoris Jenkins),0.490,0.740
4,4:43,1,10,TAM 27,28,13,Josh Freeman pass complete short left to Doug Martin for 8 yards (tackle by James Laurinaitis),0.740,1.280
4,4:15,2,2,TAM 35,28,13,Josh Freeman pass incomplete deep middle intended for Tiquan Underwood,1.280,0.560
4,4:10,3,2,TAM 35,28,13,Josh Freeman pass complete short middle to Mike Williams for 4 yards (tackle by Janoris Jenkins),0.560,1.530
4,3:45,1,10,TAM 39,28,13,Josh Freeman pass complete short right to Tiquan Underwood for 18 yards (tackle by Cortland Finnegan),1.530,2.720
4,3:37,1,10,STL 43,28,13,Josh Freeman pass complete short right to Dallas Clark for 7 yards (tackle by Jo-Lonn Dunbar),2.720,3.120
4,3:16,2,3,STL 36,28,13,Josh Freeman pass complete short middle to Doug Martin for 7 yards (tackle by Jo-Lonn Dunbar),3.120,3.640
4,2:51,1,10,STL 29,28,13,Josh Freeman pass incomplete short right intended for Dallas Clark (defended by William Hayes),3.640,3.100
4,2:45,2,10,STL 29,28,13,"Penalty on Chris Long: Neutral Zone Infraction, 5 yards (no play)",3.100,3.780
4,2:45,2,5,STL 24,28,13,Josh Freeman pass incomplete deep right intended for Mike Williams,3.780,3.070
4,2:41,3,5,STL 24,28,13,Josh Freeman pass incomplete short left intended for Dallas Clark,3.070,1.920
4,2:34,4,5,STL 24,28,13,Josh Freeman sacked by William Hayes for 0 yards,1.920,-0.540
4,2:26,1,10,STL 24,28,13,Steven Jackson up the middle for 2 yards (tackle by Ronde Barber),0.540,0.000
4,2:20,,,,28,13,Timeout #2 by Tampa Bay Buccaneers,0.000,0.270
4,2:20,2,8,STL 26,28,13,Steven Jackson left tackle for 5 yards (tackle by Mason Foster and Michael Bennett),0.270,0.000
4,2:15,,,,28,13,Timeout #3 by Tampa Bay Buccaneers,0.000,0.230
4,2:15,3,3,STL 31,28,13,Steven Jackson up the middle for no gain (tackle by Gary Gibson),0.230,-1.310
4,2:00,4,3,STL 31,28,13,"John Hekker punts 45 yards, out of bounds",-1.310,-0.540
4,1:52,1,10,TAM 24,28,13,Josh Freeman sacked by William Hayes for -4 yards,0.540,-0.540
4,1:28,2,14,TAM 20,28,13,Josh Freeman pass incomplete deep left intended for Mike Williams,-0.540,-1.220
4,1:21,3,14,TAM 20,28,13,Josh Freeman pass incomplete deep middle intended for Vincent Jackson,-1.220,-2.030
4,1:12,4,14,TAM 20,28,13,Josh Freeman pass complete short middle to Dallas Clark for 11 yards (tackle by Jo-Lonn Dunbar),-2.030,-3.510
4,1:03,1,10,TAM 31,28,13,Sam Bradford kneels for no gain,3.510,2.970
4,0:35,2,10,TAM 31,28,13,Sam Bradford kneels for -1 yards,2.970,2.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
