Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
1,4:44,1,10,NYG 30,0,0,Dak Prescott pass incomplete deep middle intended for CeeDee Lamb,3.580,3.030
1,4:38,2,10,NYG 30,0,0,Tony Pollard up the middle for 4 yards (tackle by D.J. Davidson and Bobby Okereke),3.030,2.870
1,3:52,3,6,NYG 26,0,0,"Dak Prescott scrambles left end for 7 yards (tackle by Bobby Okereke). Penalty on Deonte Banks: Defensive Holding, 5 yards (accepted)",2.870,4.650
1,3:44,1,10,NYG 14,0,6,"CeeDee Lamb right end for 14 yards, touchdown",4.650,7.000
1,3:38,,,NYG 15,0,7,Brandon Aubrey kicks extra point good,0.000,0.000
1,3:38,,,DAL 35,0,7,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
1,3:38,1,10,NYG 25,0,7,Tommy DeVito pass complete short left to Parris Campbell for 6 yards (tackle by Malik Hooker),0.610,0.870
1,3:08,2,4,NYG 31,0,7,Tommy DeVito pass complete short right to Darius Slayton for 8 yards (tackle by Stephon Gilmore),0.870,1.530
1,2:36,1,10,NYG 39,0,7,Matt Breida up the middle for 3 yards (tackle by Damone Clark and Sam Williams),1.530,1.390
1,1:54,2,7,NYG 42,0,7,Tommy DeVito pass incomplete short right intended for Daniel Bellinger (defended by Stephon Gilmore),1.390,0.700
1,1:49,3,7,NYG 42,0,7,Tommy DeVito pass incomplete short right intended for Saquon Barkley,0.700,-0.590
1,1:45,4,7,NYG 42,0,7,"Jamie Gillan punts 58 yards, touchback.",-0.590,-0.280
1,1:36,1,10,DAL 20,0,7,Tony Pollard right guard for 3 yards (tackle by Rakeem Nunez-Roches),0.280,0.140
1,0:52,2,7,DAL 23,0,7,Tony Pollard right tackle for 2 yards (tackle by Boogie Basham and A'Shawn Robinson),0.140,-0.300
1,0:04,,,,,,Timeout #1 by Dallas Cowboys,,
1,0:04,3,5,DAL 25,0,7,Dak Prescott pass short middle intended for Jake Ferguson is intercepted by Cordale Flott at DAL-33 and returned for 21 yards (tackle by Tyler Smith),-0.300,-4.780
Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DAL 12,0,7,Tommy DeVito pass incomplete short right intended for Lawrence Cager (defended by Juanyeh Thomas),4.780,4.100
2,14:55,2,10,DAL 12,0,7,Saquon Barkley right tackle for 2 yards (tackle by Dorance Armstrong and Malik Hooker),4.100,3.480
2,14:15,3,8,DAL 10,0,7,Tommy DeVito scrambles up the middle for 6 yards (tackle by Damone Clark),3.480,3.040
2,13:29,4,2,DAL 4,0,7,Saquon Barkley up the middle for no gain (tackle by Johnathan Hankins and DeMarcus Lawrence),3.040,0.380
2,13:23,1,10,DAL 4,0,7,Dak Prescott pass complete short right to Brandin Cooks for 9 yards (tackle by Cordale Flott),-0.380,-0.120
2,12:48,2,1,DAL 13,0,7,Tony Pollard right tackle for 2 yards (tackle by Dexter Lawrence),-0.120,-0.220
2,12:10,1,10,DAL 15,0,7,Dak Prescott pass complete short left to Brandin Cooks for 25 yards (tackle by Bobby Okereke),-0.220,1.600
2,11:24,1,10,DAL 40,0,7,Dak Prescott pass complete deep right to CeeDee Lamb for 30 yards (tackle by Cordale Flott),1.600,3.580
2,10:47,1,10,NYG 30,0,7,Dak Prescott pass complete short left to Jalen Brooks for 11 yards (tackle by Deonte Banks),3.580,4.310
2,10:05,1,10,NYG 19,0,7,Tony Pollard left tackle for 15 yards (tackle by Jason Pinnock),4.310,6.280
2,9:28,1,4,NYG 4,0,7,Tony Pollard up the middle for 3 yards (tackle by Micah McFadden),6.280,5.910
2,8:52,2,1,NYG 1,0,13,"Dak Prescott pass complete short left to Jake Ferguson for 1 yard, touchdown",5.910,7.000
2,8:48,,,NYG 15,0,14,Brandon Aubrey kicks extra point good,0.000,0.000
2,8:48,,,DAL 35,0,14,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
2,8:48,1,10,NYG 25,0,14,Tommy DeVito pass complete short right to Wan'Dale Robinson for 6 yards (tackle by Jayron Kearse),0.610,0.870
2,8:12,2,4,NYG 31,0,14,Saquon Barkley up the middle for 1 yard (tackle by Neville Gallimore and Rashaan Evans),0.870,0.300
2,7:22,,,,,,Timeout #2 by New York Giants,,
2,7:22,3,3,NYG 32,0,14,Tommy DeVito sacked by Neville Gallimore for -6 yards,0.300,-1.630
2,6:48,4,9,NYG 26,0,14,"Jamie Gillan punts 39 yards, returned by Deuce Vaughn for 11 yards (tackle by Daniel Bellinger and Isaiah Simmons)",-1.630,-1.990
2,6:36,1,10,DAL 46,0,14,Dak Prescott pass complete short left to Brandin Cooks for 6 yards (tackle by Jason Pinnock),1.990,2.260
2,6:05,2,4,NYG 48,0,14,Tony Pollard up the middle for 12 yards (tackle by Xavier McKinney and Jason Pinnock),2.260,3.180
2,5:20,1,10,NYG 36,0,14,Rico Dowdle left tackle for 9 yards (tackle by Bobby Okereke),3.180,3.850
2,4:38,2,1,NYG 27,0,14,Rico Dowdle right guard for 17 yards (tackle by Jason Pinnock),3.850,4.910
2,4:00,1,10,NYG 10,0,14,Dak Prescott pass incomplete short right intended for CeeDee Lamb (defended by Deonte Banks),4.910,4.190
2,3:52,2,10,NYG 10,0,20,"Dak Prescott pass complete short left to Brandin Cooks for 10 yards, touchdown",4.190,7.000
2,3:48,,,NYG 15,0,21,Brandon Aubrey kicks extra point good,0.000,0.000
2,3:48,,,DAL 35,0,21,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
2,3:48,1,10,NYG 25,0,21,Tommy DeVito pass incomplete short right intended for Saquon Barkley,0.610,0.060
2,3:45,2,10,NYG 25,0,21,Tommy DeVito pass incomplete short right,0.060,-0.620
2,3:40,3,10,NYG 25,0,21,Tommy DeVito scrambles right tackle for 2 yards (tackle by Dante Fowler),-0.620,-1.570
2,2:56,4,8,NYG 27,0,21,Jamie Gillan punts 58 yards downed by Darnay Holmes,-1.570,0.220
2,2:47,1,10,DAL 15,0,21,Dak Prescott pass complete deep right to Brandin Cooks for 34 yards (tackle by Darnay Holmes),-0.220,2.190
2,2:05,1,10,DAL 49,0,21,Dak Prescott pass complete short left to Jalen Brooks for 7 yards (tackle by Darnay Holmes),2.190,2.590
2,1:59,2,3,NYG 44,0,21,Dak Prescott pass complete short left to Brandin Cooks for 16 yards (tackle by Nick McCloud),2.590,3.710
2,1:54,1,10,NYG 28,0,21,Dak Prescott pass complete short right to CeeDee Lamb for 17 yards (tackle by Darnay Holmes),3.710,4.840
2,1:17,1,10,NYG 11,0,21,Dak Prescott pass complete short left to Jake Ferguson for 2 yards (tackle by Xavier McKinney),4.840,4.510
2,1:05,,,,,,Timeout #3 by New York Giants,,
2,1:05,2,8,NYG 9,0,21,"Dak Prescott pass incomplete short left intended for Tony Pollard. Penalty on Tyron Smith: Offensive Holding, 10 yards (accepted) (no play)",4.510,3.150
2,0:51,,,,,,Timeout #2 by Dallas Cowboys,,
2,0:51,2,18,NYG 19,0,21,Dak Prescott pass complete short right to CeeDee Lamb for 9 yards (tackle by Darnay Holmes),3.150,3.300
2,0:22,3,9,NYG 10,0,27,"Dak Prescott scrambles right guard for 10 yards, touchdown",3.300,7.000
2,0:16,,,NYG 15,0,28,Brandon Aubrey kicks extra point good,0.000,0.000
2,0:16,,,DAL 35,0,28,"Brandon Aubrey kicks off 70 yards, returned by Parris Campbell for 36 yards (tackle by Rico Dowdle and Sean McKeon)",0.000,1.000
2,0:10,1,10,NYG 31,0,28,Tommy DeVito kneels for -1 yards,1.000,0.320
Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,0,28,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYG 25,0,28,Tommy DeVito sacked by Dante Fowler for -8 yards,0.610,-1.150
3,14:31,2,18,NYG 17,0,28,Tommy DeVito sacked by DeMarcus Lawrence for -8 yards,-1.150,-3.290
3,13:51,3,26,NYG 9,0,28,Tommy DeVito pass complete short right to Daniel Bellinger for 8 yards (tackle by Markquese Bell),-3.290,-2.320
3,13:12,4,18,NYG 17,0,28,"Jamie Gillan punts 48 yards, fair catch by Deuce Vaughn at DAL-35",-2.320,-1.270
3,13:03,1,10,DAL 35,0,28,Tony Pollard right end for 1 yard (tackle by Xavier McKinney and Boogie Basham),1.270,0.860
3,12:29,2,9,DAL 36,0,28,Dak Prescott pass incomplete short left intended for CeeDee Lamb (defended by Rakeem Nunez-Roches),0.860,0.170
3,12:25,3,9,DAL 36,0,28,Dak Prescott pass complete short right to Jake Ferguson for 7 yards (tackle by Bobby Okereke),0.170,-0.520
3,11:44,4,2,DAL 43,0,28,"Bryan Anger punts 48 yards, fair catch by Gunner Olszewski at NYG-9",-0.520,0.380
3,11:36,1,10,NYG 9,0,28,"Saquon Barkley left end for 13 yards (tackle by DaRon Bland). Penalty on Osa Odighizuwa: Defensive Holding, 5 yards (accepted)",-0.380,0.740
3,11:10,1,10,NYG 27,0,28,"Tommy DeVito pass complete deep right to Isaiah Hodgins for no gain. Penalty on Isaiah Hodgins: Offensive Pass Interference, 10 yards (offset) . Penalty on Jourdan Lewis: Illegal Contact, 5 yards (offset) (no play)",0.740,0.740
3,10:51,1,10,NYG 27,0,28,Saquon Barkley up the middle for 8 yards (tackle by Donovan Wilson),0.740,1.280
3,10:20,2,2,NYG 35,0,28,"Tommy DeVito scrambles up the middle for 19 yards (tackle by Jayron Kearse). Penalty on Jourdan Lewis: Defensive Holding, 5 yards (accepted)",1.280,2.850
3,10:04,1,10,DAL 41,0,28,Saquon Barkley left end for 21 yards (tackle by DaRon Bland),2.850,4.240
3,9:31,1,10,DAL 20,0,28,Tommy DeVito scrambles left end for 8 yards (tackle by Jourdan Lewis),4.240,5.040
3,8:55,2,2,DAL 12,0,28,Saquon Barkley right tackle for 2 yards (tackle by Damone Clark and Johnathan Hankins),5.040,4.910
3,8:11,1,10,DAL 10,6,28,"Tommy DeVito pass complete short right to Lawrence Cager for 10 yards, touchdown",4.910,7.000
3,8:07,,,DAL 15,7,28,Randy Bullock kicks extra point good,0.000,0.000
3,8:07,,,NYG 35,7,28,"Penalty on Sam Williams: Leverage, 15 yards (accepted) (no play)",0.000,0.000
3,8:07,,,NYG 50,7,28,"Randy Bullock kicks off 47 yards, returned by Rico Dowdle for 11 yards (tackle by Carter Coughlin)",0.000,-0.280
3,8:03,1,10,DAL 14,7,28,Dak Prescott pass complete short right to CeeDee Lamb for 4 yards (tackle by Bobby Okereke),-0.280,-0.210
3,7:32,2,6,DAL 18,7,28,Rico Dowdle left end for 8 yards (tackle by Xavier McKinney),-0.210,0.670
3,6:54,1,10,DAL 26,7,28,Dak Prescott pass complete short left to Jalen Tolbert for 4 yards (tackle by Nick McCloud),0.670,0.670
3,6:19,2,6,DAL 30,7,28,Rico Dowdle right end for 1 yard (tackle by Dexter Lawrence and Jason Pinnock),0.670,0.100
3,5:37,3,5,DAL 31,7,28,Dak Prescott pass complete deep middle to CeeDee Lamb for 28 yards (tackle by Xavier McKinney),0.100,2.850
3,4:47,1,10,NYG 41,7,34,"Dak Prescott pass complete deep right to Michael Gallup for 41 yards, touchdown",2.850,7.000
3,4:40,,,NYG 15,7,35,Brandon Aubrey kicks extra point good,0.000,0.000
3,4:40,,,DAL 35,7,35,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
3,4:40,1,10,NYG 25,7,35,"Penalty on Johnathan Hankins: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.610,1.340
3,4:40,1,5,NYG 30,7,35,Tommy DeVito pass deep middle intended for Jalin Hyatt is intercepted by DaRon Bland at DAL-23 and returned for no gain (tackle by Jalin Hyatt),1.340,-0.480
3,4:33,1,10,DAL 23,7,35,Tony Pollard up the middle for 5 yards (tackle by Jihad Ward),0.480,0.610
3,3:58,2,5,DAL 28,7,35,"Tony Pollard up the middle for 1 yard (tackle by Jason Pinnock). Penalty on Tyler Biadasz: Offensive Holding, 10 yards (accepted)",0.610,-0.670
3,3:45,2,14,DAL 19,7,35,Dak Prescott pass complete deep left to Brandin Cooks for 37 yards (tackle by Jason Pinnock),-0.670,2.650
3,3:04,,,,,,Timeout #1 by Dallas Cowboys,,
3,3:04,1,10,NYG 44,7,35,Tony Pollard left end for no gain (tackle by Boogie Basham),2.650,2.110
3,2:25,2,10,NYG 44,7,35,Dak Prescott pass incomplete deep right intended for Brandin Cooks (defended by Bobby McCain),2.110,1.420
3,2:18,3,10,NYG 44,7,35,Dak Prescott pass complete short middle to Brandin Cooks for 32 yards (tackle by Xavier McKinney),1.420,4.780
3,1:38,1,10,NYG 12,7,35,Dak Prescott pass incomplete short left intended for Jalen Tolbert,4.780,4.100
3,1:33,2,10,NYG 12,7,41,"Dak Prescott pass complete short right to CeeDee Lamb for 12 yards, touchdown. Penalty on Bobby Okereke: Illegal Contact, 5 yards (declined)",4.100,7.000
3,1:29,,,NYG 15,7,42,Brandon Aubrey kicks extra point good,0.000,0.000
3,1:29,,,DAL 35,7,42,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
3,1:29,1,10,NYG 25,7,42,Saquon Barkley left end for 11 yards (tackle by Damone Clark and Neville Gallimore),0.610,1.330
3,0:57,1,10,NYG 36,7,42,Wan'Dale Robinson right end for no gain (tackle by Dorance Armstrong),1.330,0.790
3,0:28,2,10,NYG 36,7,42,Tommy DeVito sacked by Dorance Armstrong for -1 yards,0.790,-0.030
Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,NYG 35,7,42,Tommy DeVito pass incomplete short right intended for Wan'Dale Robinson,-0.030,-1.040
4,14:53,4,11,NYG 35,7,42,"Jamie Gillan punts 56 yards, returned by Deuce Vaughn for no gain (tackle by Gunner Olszewski)",-1.040,0.380
4,14:43,1,10,DAL 9,7,42,Cooper Rush pass complete short left to CeeDee Lamb for 5 yards (tackle by Nick McCloud),-0.380,-0.390
4,14:06,2,5,DAL 14,7,42,Cooper Rush pass complete short right to CeeDee Lamb for 4 yards (tackle by Micah McFadden),-0.390,-0.370
4,13:20,3,1,DAL 18,7,42,Cooper Rush pass complete short right to Jalen Brooks for 7 yards (tackle by Bobby Okereke),-0.370,0.610
4,12:41,1,10,DAL 25,7,42,Rico Dowdle up the middle for 2 yards (tackle by Dexter Lawrence),0.610,0.330
4,11:50,2,8,DAL 27,7,42,Rico Dowdle left end for -1 yards (tackle by Rakeem Nunez-Roches),0.330,-0.490
4,11:06,3,9,DAL 26,7,42,Cooper Rush pass short middle intended for Jalen Tolbert is intercepted by Darnay Holmes at DAL-38 and returned for 11 yards (tackle by Michael Gallup),-0.490,-3.780
4,10:56,1,10,DAL 27,7,42,Saquon Barkley up the middle for 10 yards (tackle by Markquese Bell),3.780,4.440
4,10:23,1,10,DAL 17,7,42,Tommy DeVito pass complete short left to Saquon Barkley for -5 yards (tackle by Osa Odighizuwa),4.440,3.220
4,9:41,2,15,DAL 22,7,42,Tommy DeVito pass complete short left to Wan'Dale Robinson for no gain (tackle by Jayron Kearse),3.220,2.540
4,9:02,3,15,DAL 22,7,42,Tommy DeVito pass incomplete short right intended for Darius Slayton (defended by Stephon Gilmore),2.540,1.990
4,8:58,4,15,DAL 22,10,42,Randy Bullock 40 yard field goal good,1.990,3.000
4,8:54,,,NYG 35,10,42,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
4,8:54,1,10,DAL 25,10,42,Rico Dowdle right guard for 2 yards (tackle by Rakeem Nunez-Roches),0.610,0.330
4,8:11,2,8,DAL 27,10,42,Rico Dowdle left tackle for 4 yards (tackle by D.J. Davidson and Micah McFadden),0.330,0.170
4,7:31,3,4,DAL 31,10,42,Cooper Rush pass complete deep left to Michael Gallup for 29 yards (tackle by Darnay Holmes),0.170,2.920
4,6:51,1,10,NYG 40,10,42,Deuce Vaughn right guard for -2 yards (tackle by A'Shawn Robinson),2.920,2.100
4,6:14,2,12,NYG 42,10,42,Cooper Rush pass complete short left to Deuce Vaughn for 11 yards (tackle by Xavier McKinney),2.100,2.870
4,5:28,3,1,NYG 31,10,42,Cooper Rush pass incomplete deep right intended for Jalen Tolbert,2.870,1.410
4,5:22,4,1,NYG 31,10,42,Cooper Rush right end for 6 yards (tackle by Xavier McKinney),1.410,3.910
4,4:44,1,10,NYG 25,10,42,Cooper Rush pass complete short right to Jalen Brooks for 14 yards (tackle by Tre Hawkins and Micah McFadden),3.910,4.840
4,3:59,1,10,NYG 11,10,42,Cooper Rush pass complete short middle to Jalen Tolbert for -2 yards (tackle by Micah McFadden),4.840,3.830
4,3:16,2,12,NYG 13,10,42,Rico Dowdle up the middle for 12 yards (tackle by Bobby Okereke),3.830,6.970
4,2:42,1,1,NYG 1,10,42,Penalty on Bobby Okereke: Encroachment (accepted) (no play),6.970,6.970
4,2:19,1,1,NYG 1,10,48,"Rico Dowdle up the middle for 1 yard, touchdown",6.970,7.000
4,2:14,,,NYG 15,10,49,Brandon Aubrey kicks extra point good,0.000,0.000
4,2:14,,,DAL 35,10,49,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
4,2:14,1,10,NYG 25,10,49,Tommy DeVito pass incomplete short middle intended for Isaiah Hodgins (defended by Nahshon Wright),0.610,0.060
4,2:10,2,10,NYG 25,10,49,Tommy DeVito right end for 1 yard (tackle by Juanyeh Thomas),0.060,-0.490
4,2:00,3,9,NYG 26,10,49,Tommy DeVito pass complete short left to Jashaun Corbin for 7 yards (tackle by Jourdan Lewis),-0.490,-1.180
4,1:38,,,,,,Timeout #2 by Dallas Cowboys,,
4,1:38,4,2,NYG 33,10,49,Tommy DeVito pass complete short left to Jashaun Corbin for 4 yards (tackle by Nahshon Wright),-1.180,1.400
4,1:15,1,10,NYG 37,10,49,Tommy DeVito pass complete short middle to Daniel Bellinger for 26 yards (tackle by Israel Mukuamu and Malik Hooker),1.400,3.120
4,1:04,,,,,,Timeout #1 by New York Giants,,
4,1:04,1,10,DAL 37,10,49,Tommy DeVito scrambles left end for 6 yards (tackle by Sam Williams),3.120,3.380
4,0:56,2,4,DAL 31,10,49,Tommy DeVito pass incomplete short right intended for Isaiah Hodgins,3.380,2.680
4,0:51,3,4,DAL 31,10,49,Tommy DeVito pass complete short right to Jashaun Corbin for 1 yard (tackle by Donovan Wilson),2.680,3.580
4,0:51,1,10,DAL 30,10,49,"Penalty on Neville Gallimore: Disqualification / Defense, 15 yards (accepted) (no play)",3.580,4.580
4,0:44,1,10,DAL 15,10,49,Tommy DeVito pass incomplete short left intended for Sterling Shepard,4.580,3.950
4,0:37,2,10,DAL 15,10,49,Tommy DeVito pass incomplete short right intended for Sterling Shepard,3.950,3.100
4,0:32,3,10,DAL 15,10,49,Tommy DeVito pass complete short right to Darius Slayton for 9 yards (tackle by Israel Mukuamu),3.100,3.020
4,0:26,,,,,,Timeout #2 by New York Giants,,
4,0:26,4,1,DAL 6,10,49,Jashaun Corbin left guard for 1 yard (tackle by Mazi Smith),3.020,6.060
4,0:20,,,,,,Timeout #3 by New York Giants,,
4,0:20,1,5,DAL 5,10,49,Tommy DeVito pass incomplete short right intended for Sterling Shepard (defended by Israel Mukuamu),6.060,5.150
4,0:16,2,5,DAL 5,10,49,"Tommy DeVito pass incomplete short right intended for Sterling Shepard. Penalty on Israel Mukuamu: Defensive Holding, 3 yards (accepted) (no play)",5.150,6.740
4,0:10,1,2,DAL 2,16,49,"Tommy DeVito pass complete short left to Sterling Shepard for 2 yards, touchdown",6.740,7.000
4,0:06,,,DAL 15,17,49,Randy Bullock kicks extra point good,0.000,0.000
4,0:06,,,NYG 35,17,49,"Penalty on Chauncey Golston: Leverage, 15 yards (accepted) (no play)",0.000,0.000
4,0:06,,,NYG 50,17,49,"Randy Bullock kicks off 50 yards, touchback.",0.000,0.610
4,0:06,1,10,DAL 25,17,49,Cooper Rush kneels for -1 yards,0.610,-0.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
