Quarter,Time,Down,ToGo,Location,ARI,WAS,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,ARI,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,5,WAS 42,0,7,Mike Barr punts 21 yards,0.460,-0.340
2,14:48,1,10,WAS 21,0,7,Clinton Portis left tackle for 2 yards (tackle by Alan Branch),0.340,0.070
2,14:12,2,8,WAS 23,0,7,Jason Campbell pass complete short right to Santana Moss for 2 yards (tackle by Calvin Pace),0.070,-0.360
2,13:36,3,6,WAS 25,0,7,Jason Campbell pass incomplete short right intended for Brandon Lloyd,-0.360,-1.700
2,13:30,4,6,WAS 25,0,7,Derrick Frost punts 38 yards,-1.700,-1.400
2,13:19,1,10,ARI 37,0,7,Edgerrin James left tackle for 3 yards (tackle by LaRon Landry and Phillip Daniels),1.400,1.260
2,12:40,2,7,ARI 40,0,7,Edgerrin James left tackle for 5 yards (tackle by London Fletcher),1.260,1.220
2,11:59,3,2,ARI 45,0,7,Kurt Warner pass incomplete short middle intended for Bryant Johnson (defended by Carlos Rogers),1.220,-0.390
2,11:55,4,2,ARI 45,0,7,"Mike Barr punts 55 yards, touchback",-0.390,-0.280
2,11:47,1,10,WAS 20,0,7,Clinton Portis right tackle for 4 yards (tackle by Gabe Watson),0.280,0.270
2,11:12,2,6,WAS 24,0,7,Jason Campbell pass complete deep middle to Antwaan Randle El for 17 yards (tackle by Eric Green),0.270,1.660
2,10:33,1,10,WAS 41,0,7,Jason Campbell pass incomplete deep middle intended for Antwaan Randle El,1.660,1.120
2,10:28,2,10,WAS 41,0,7,Clinton Portis right end for 2 yards (tackle by Calvin Pace),1.120,0.700
2,9:48,3,8,WAS 43,0,7,Jason Campbell pass complete short left to Antwaan Randle El for 11 yards,0.700,2.520
2,9:23,1,10,ARI 46,0,7,Ladell Betts left tackle for 2 yards (tackle by Bertrand Berry and Gabe Watson),2.520,2.250
2,8:50,2,8,ARI 44,0,7,Jason Campbell pass complete short right to Santana Moss for 6 yards (tackle by Gerald Hayes),2.250,2.350
2,8:06,,,,0,7,Timeout #1 by Washington Redskins,0.000,2.350
2,8:06,3,2,ARI 38,0,7,Jason Campbell pass incomplete short middle intended for Chris Cooley,2.350,0.720
2,8:02,4,2,ARI 38,0,7,"Derrick Frost punts 25 yards, fair catch by Steve Breaston",0.720,0.320
2,7:55,1,10,ARI 13,0,7,Kurt Warner pass incomplete short left intended for Edgerrin James,-0.320,-0.770
2,7:50,2,10,ARI 13,0,7,"Kurt Warner pass incomplete deep right intended for Bryant Johnson (defended by Fred Smoot). Penalty on Fred Smoot: Defensive Holding, 5 yards (no play)",-0.770,0.040
2,7:45,1,10,ARI 18,0,7,Edgerrin James left end for -2 yards (tackle by Pierson Prioleau),0.040,-0.800
2,7:10,2,12,ARI 16,0,13,"Kurt Warner pass incomplete short middle intended for Anquan Boldin is intercepted by London Fletcher at ARI-27 and returned for 27 yards, touchdown",-0.800,-7.000
2,,,,ARI 2,0,14,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,WAS 30,0,14,"Shaun Suisham kicks off 56 yards, returned by Steve Breaston for 12 yards (tackle by Carlos Rogers). Penalty on Leonard Pope: Offensive Holding, 10 yards",0.000,-0.280
2,6:54,1,10,ARI 14,0,14,Edgerrin James right guard for no gain (tackle by Rocky McIntosh),-0.280,-0.750
2,6:14,2,10,ARI 14,0,14,"Kurt Warner for no gain. Kurt Warner fumbles, recovered by Kurt Warner at ARI-13",-0.750,-1.530
2,5:36,3,11,ARI 13,0,14,Kurt Warner pass complete short middle to Jerheme Urban for 12 yards (tackle by Rocky McIntosh),-1.530,0.610
2,5:03,1,10,ARI 25,0,14,Edgerrin James left end for 3 yards (tackle by Randall Godfrey),0.610,0.470
2,4:27,2,7,ARI 28,0,14,Edgerrin James left end for 16 yards (tackle by Rocky McIntosh),0.470,1.860
2,3:58,1,10,ARI 44,0,14,Edgerrin James up the middle for 1 yard (tackle by Pierson Prioleau),1.860,1.450
2,3:14,2,9,ARI 45,0,14,"Edgerrin James up the middle for 3 yards (tackle by Randall Godfrey). Edgerrin James fumbles (forced by Randall Godfrey), recovered by Elton Brown at tm_-50",1.450,1.420
2,2:29,3,4,,0,14,Kurt Warner pass complete short right to J.J. Arrington for 2 yards (tackle by London Fletcher),1.420,0.070
2,2:00,4,2,WAS 48,0,14,Kurt Warner pass complete short middle to Anquan Boldin for 1 yard (tackle by Shawn Springs),0.070,-2.130
2,1:54,1,10,WAS 48,0,14,Jason Campbell pass incomplete short middle intended for Clinton Portis is intercepted by Calvin Pace at WAS-37 and returned for 14 yards (tackle by Clinton Portis),2.130,-4.040
2,1:46,1,10,WAS 23,0,14,Kurt Warner pass complete short middle to Marcel Shipp for 7 yards (tackle by Shawn Springs),4.040,4.560
2,1:10,2,3,WAS 16,0,14,Edgerrin James left tackle for 7 yards (tackle by London Fletcher),4.560,5.140
2,1:00,,,,0,14,Timeout #2 by Arizona Cardinals,0.000,5.140
2,1:00,1,9,WAS 9,0,14,Edgerrin James left guard for 2 yards (tackle by Randall Godfrey and Andre Carter),5.140,4.760
2,0:22,2,7,WAS 7,0,14,Kurt Warner pass complete short middle to Bryant Johnson for 5 yards (tackle by Carlos Rogers),4.760,4.950
2,0:12,,,,0,14,Timeout #3 by Arizona Cardinals,0.000,4.950
2,0:12,3,2,WAS 2,0,14,Kurt Warner pass complete short middle to Anquan Boldin for no gain,4.950,3.250
2,0:06,,,,0,14,Timeout #2 by Washington Redskins,0.000,3.250
2,0:06,4,2,WAS 2,6,14,"Kurt Warner pass complete short middle to Anquan Boldin for 2 yards, touchdown",3.250,7.000
2,,,,WAS 2,6,14,"Neil Rackers kicks extra point no good. Penalty on Neil Rackers: Face Mask (15 Yards) (Offsetting), Penalty on Carlos Rogers: Face Mask (15 Yards) (Offsetting)",0.000,-1.000
Quarter,Time,Down,ToGo,Location,ARI,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,6,14,"Neil Rackers kicks off 71 yards, returned by Rock Cartwright for 80 yards (tackle by Antrel Rolle)",0.000,4.170
3,14:51,1,10,ARI 21,6,14,Clinton Portis left end for -2 yards (tackle by Darnell Dockett),4.170,3.360
3,14:11,2,12,ARI 23,6,14,Clinton Portis right guard for 8 yards (tackle by Calvin Pace and Roderick Hood),3.360,3.810
3,13:23,3,4,ARI 15,6,14,Jason Campbell sacked by Calvin Pace for -8 yards,3.810,1.930
3,12:51,4,12,ARI 23,6,14,Shaun Suisham 41 yard field goal no good,1.930,-1.000
3,12:45,1,10,ARI 31,6,14,Kurt Warner pass incomplete short left intended for Larry Fitzgerald (defended by Carlos Rogers),1.000,0.460
3,12:41,2,10,ARI 31,6,14,Kurt Warner pass complete short middle to Larry Fitzgerald for 9 yards (tackle by Carlos Rogers),0.460,0.960
3,11:59,3,1,ARI 40,6,14,Kurt Warner pass incomplete short middle intended for Anquan Boldin,0.960,-0.720
3,11:56,4,1,ARI 40,6,14,"Mike Barr punts 40 yards (tackle by Ralph Brown). Penalty on Calvin Pace: Illegal Block Above the Waist, 10 yards",-0.720,-1.660
3,11:45,1,10,WAS 41,6,14,Jason Campbell pass complete short left to Antwaan Randle El for 26 yards (tackle by Monty Beisel),1.660,3.380
3,11:23,1,10,ARI 33,6,14,Clinton Portis left end for 2 yards (tackle by Bertrand Berry),3.380,3.110
3,10:47,2,8,ARI 31,6,14,Jason Campbell pass complete short right to James Thrash for 5 yards (tackle by Roderick Hood),3.110,3.070
3,10:07,3,3,ARI 26,6,14,Jason Campbell pass complete short right to Chris Cooley for 3 yards (tackle by Eric Green),3.070,4.040
3,9:32,1,10,ARI 23,6,14,Clinton Portis right guard for 2 yards (tackle by Antrel Rolle),4.040,3.770
3,8:58,2,8,ARI 21,6,14,Clinton Portis right end for 2 yards (tackle by Calvin Pace),3.770,3.340
3,8:18,3,6,ARI 19,6,14,Jason Campbell right end for 8 yards (tackle by Terrence Holt),3.340,4.840
3,7:50,1,10,ARI 11,6,14,Ladell Betts right end for no gain (tackle by Gabe Watson),4.840,4.140
3,7:14,2,10,ARI 11,6,14,Ladell Betts right guard for 10 yards (tackle by Terrence Holt),4.140,6.970
3,6:30,1,1,ARI 1,6,14,Mike Sellers left guard for no gain (tackle by Chris Cooper),6.970,5.910
3,5:51,2,1,ARI 1,6,20,"Clinton Portis left guard for 1 yard, touchdown",5.910,7.000
3,,,,ARI 2,6,21,Shaun Suisham kicks extra point good,0.000,0.000
3,,,,WAS 30,6,21,"Shaun Suisham kicks off 55 yards, returned by Steve Breaston for 13 yards (tackle by Vernon Fox)",0.000,0.810
3,5:42,1,10,ARI 28,6,21,Edgerrin James left end for 2 yards (tackle by London Fletcher),0.810,0.530
3,5:02,2,8,ARI 30,6,21,Edgerrin James up the middle for 1 yard (tackle by Phillip Daniels and Cornelius Griffin),0.530,-0.030
3,4:22,3,7,ARI 31,6,21,"Kurt Warner pass incomplete short middle intended for Larry Fitzgerald. Penalty on LaRon Landry: Unnecessary Roughness, 15 yards",-0.030,1.990
3,4:14,1,10,ARI 46,6,21,Kurt Warner pass incomplete short middle intended for Larry Fitzgerald (defended by Shawn Springs). Penalty on Larry Fitzgerald: Illegal Shift (Declined),1.990,1.450
3,4:09,2,10,ARI 46,6,21,Edgerrin James left end for 3 yards (tackle by London Fletcher),1.450,1.160
3,3:25,3,7,ARI 49,6,21,Kurt Warner pass complete deep middle to Larry Fitzgerald for 18 yards (tackle by LaRon Landry),1.160,3.380
3,2:47,1,10,WAS 33,6,21,Edgerrin James left end for 2 yards (tackle by Rocky McIntosh),3.380,3.110
3,2:01,2,8,WAS 31,6,21,Kurt Warner pass incomplete. Penalty on Elton Brown: Illegal Touch Pass (Declined),3.110,2.410
3,1:52,3,8,WAS 31,6,21,"Kurt Warner pass complete short middle to Larry Fitzgerald for 6 yards (tackle by London Fletcher). Penalty on London Fletcher: Taunting, 13 yards",2.410,4.780
3,1:20,1,10,WAS 12,6,21,Edgerrin James left end for no gain (tackle by LaRon Landry and London Fletcher),4.780,4.100
3,0:37,2,10,WAS 12,6,21,Edgerrin James left end for 7 yards (tackle by LaRon Landry),4.100,4.610
Quarter,Time,Down,ToGo,Location,ARI,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,WAS 5,6,21,"Penalty on Kurt Warner: Delay of Game, 5 yards (no play)",4.610,3.480
4,15:00,3,8,WAS 10,12,21,"Kurt Warner pass complete short middle to Anquan Boldin for 10 yards, touchdown",3.480,7.000
4,,,,WAS 2,13,21,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,13,21,"Neil Rackers kicks off 56 yards, returned by James Thrash for 16 yards (tackle by Tim Euhus)",0.000,0.940
4,14:47,1,10,WAS 30,13,21,Clinton Portis up the middle for no gain (tackle by Bertrand Berry and Monty Beisel),0.940,0.390
4,14:10,2,10,WAS 30,13,21,Jason Campbell pass complete short left to Clinton Portis for 5 yards (tackle by Eric Green),0.390,0.370
4,13:28,3,5,WAS 35,13,21,"Penalty on Chris Cooley: False Start, 5 yards (no play)",0.370,-0.300
4,13:16,3,10,WAS 30,13,21,Jason Campbell pass complete short middle to Mike Sellers for 8 yards (tackle by Gerald Hayes),-0.300,-0.850
4,12:39,4,2,WAS 38,13,21,Derrick Frost punts 53 yards,-0.850,0.380
4,12:24,1,10,ARI 9,13,21,Edgerrin James right end for 4 yards (tackle by Rocky McIntosh),-0.380,-0.480
4,11:43,2,6,ARI 13,13,21,Kurt Warner pass complete deep middle to Leonard Pope for 22 yards (tackle by LaRon Landry),-0.480,1.270
4,11:18,1,10,ARI 35,13,21,Edgerrin James left end for 5 yards (tackle by London Fletcher and LaRon Landry),1.270,1.400
4,10:45,2,5,ARI 40,13,21,Edgerrin James left end for 6 yards (tackle by Randall Godfrey),1.400,1.990
4,10:03,1,10,ARI 46,13,21,Kurt Warner pass complete deep left to Larry Fitzgerald for 43 yards (tackle by Rocky McIntosh),1.990,4.840
4,9:14,1,10,WAS 11,13,21,Edgerrin James right tackle for 2 yards (tackle by Kedric Golston),4.840,4.510
4,8:35,2,8,WAS 9,13,21,Edgerrin James left guard for 4 yards (tackle by London Fletcher and LaRon Landry),4.510,4.440
4,7:48,3,4,WAS 5,13,21,"Penalty on Kurt Warner: Delay of Game, 5 yards (no play)",4.440,3.300
4,7:19,3,9,WAS 10,13,21,"Kurt Warner sacked by Andre Carter for -5 yards. Kurt Warner fumbles (forced by Andre Carter), recovered by Phillip Daniels at WAS-13 (tackle by Deuce Lutui)",3.300,0.320
4,7:14,1,10,WAS 13,13,21,Clinton Portis up the middle for 4 yards (tackle by Adrian Wilson),-0.320,-0.300
4,6:40,2,6,WAS 17,13,21,Mike Sellers up the middle for 1 yard (tackle by Monty Beisel),-0.300,-0.830
4,6:03,3,5,WAS 18,13,21,Jason Campbell pass incomplete short middle intended for Antwaan Randle El,-0.830,-2.240
4,5:56,4,5,WAS 18,13,21,"Derrick Frost punts 36 yards, returned by Steve Breaston for 6 yards (tackle by James Thrash)",-2.240,-2.390
4,5:45,1,10,WAS 48,13,21,Edgerrin James up the middle for -1 yards (tackle by Cornelius Griffin and Andre Carter),2.390,1.710
4,5:09,2,11,WAS 49,13,21,"Kurt Warner pass complete short left to Terrelle Smith for 9 yards (tackle by Rocky McIntosh). Penalty on Leonard Pope: Offensive Holding, 10 yards (no play)",1.710,0.360
4,4:37,2,21,ARI 41,13,21,Kurt Warner pass complete short middle to Leonard Pope for 12 yards (tackle by Shawn Springs),0.360,1.290
4,3:55,3,9,WAS 47,13,21,Kurt Warner pass incomplete short middle intended for Anquan Boldin (defended by London Fletcher),1.290,0.130
4,3:46,4,9,WAS 47,13,21,"Mike Barr punts 47 yards, touchback",0.130,-0.280
4,3:38,1,10,WAS 20,13,21,Clinton Portis left end for 3 yards (tackle by Gerald Hayes),0.280,0.140
4,3:03,2,7,WAS 23,13,21,Jason Campbell pass incomplete deep right intended for James Thrash (defended by Roderick Hood),0.140,-0.560
4,2:56,3,7,WAS 23,13,21,Clinton Portis left end for 1 yard (tackle by Eric Green). Penalty on Chris Samuels: Offensive Holding (Declined),-0.560,-1.770
4,2:50,4,6,WAS 24,13,21,"Derrick Frost punts 58 yards, returned by Steve Breaston for 11 yards (tackle by Reed Doughty)",-1.770,-0.870
4,2:37,1,10,ARI 29,13,21,Kurt Warner pass incomplete deep right intended for Bryant Johnson (defended by Andre Carter),0.870,0.330
4,2:31,2,10,ARI 29,13,21,Kurt Warner pass complete short middle to Jerheme Urban for 7 yards (tackle by Pierson Prioleau),0.330,0.560
4,2:05,3,3,ARI 36,13,21,Kurt Warner pass complete deep middle to Jerheme Urban for 22 yards (tackle by London Fletcher),0.560,2.790
4,1:58,1,10,WAS 42,13,21,Kurt Warner pass complete short middle to J.J. Arrington for 11 yards (tackle by Shawn Springs),2.790,3.510
4,1:32,1,10,WAS 31,13,21,Kurt Warner pass complete short right to J.J. Arrington for 29 yards (tackle by Shawn Springs),3.510,6.740
4,1:21,,,,13,21,Timeout #1 by Arizona Cardinals,0.000,6.740
4,1:21,1,2,WAS 2,13,21,Marcel Shipp left guard for -1 yards (tackle by London Fletcher),6.740,5.530
4,1:15,,,,13,21,Timeout #2 by Arizona Cardinals,0.000,5.530
4,1:15,2,3,WAS 3,13,21,J.J. Arrington up the middle for 2 yards (tackle by Sean Taylor),5.530,5.170
4,0:26,3,1,WAS 1,19,21,"Tim Rattay pass complete short middle to Leonard Pope for 1 yard, touchdown",5.170,7.000
4,,,,,19,21,"Two Point Attempt: Anquan Boldin pass incomplete intended for Larry Fitzgerald, conversion fails",1.000,-1.000
4,,,,ARI 30,19,21,"Neil Rackers kicks onside 11 yards, recovered by Jerheme Urban (onside kick successful)",0.000,1.660
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,0:20,1,10,ARI 41,19,21,Kurt Warner pass complete short right to Bryant Johnson for 15 yards (tackle by Fred Smoot),1.660,2.650
4,0:14,1,10,WAS 44,19,21,Kurt Warner pass complete short right to Bryant Johnson for 7 yards,2.650,3.060
4,0:10,,,,19,21,Timeout #1 by Washington Redskins,0.000,3.060
4,0:10,2,3,WAS 37,19,21,Kurt Warner pass incomplete short right intended for Larry Fitzgerald,3.060,2.350
4,0:07,3,3,WAS 37,19,21,Neil Rackers 55 yard field goal no good,2.350,-1.930
4,0:02,1,10,WAS 45,19,21,Jason Campbell kneels for -1 yards,1.930,1.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
