Quarter,Time,Tm,Detail,BUF,NYJ
1.0,8:52,Bills,Rian Lindell 44 yard field goal,3,0
2.0,11:30,Jets,Anthony Becht 1 yard pass from Vinny Testaverde (Doug Brien kick),3,7
,4:46,Jets,Doug Brien 27 yard field goal,3,10
,0:45,Jets,Doug Brien 33 yard field goal,3,13
3.0,13:02,Jets,Anthony Becht 18 yard pass from Vinny Testaverde (Doug Brien kick),3,20
,0:24,Jets,Santana Moss 4 yard pass from Vinny Testaverde (Doug Brien kick),3,27
4.0,3:08,Jets,Doug Brien 43 yard field goal,3,30
