#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NWE 20,3,1:24,7,Punt
2,1,9:22,NWE 34,6,3:20,56,Field Goal
3,1,4:28,TEN 47,5,2:40,47,Touchdown
4,1,1:33,TEN 24,7,3:06,16,Field Goal
5,2,10:09,NWE 9,10,5:10,91,Touchdown
6,2,1:53,NWE 20,3,1:21,4,Punt
7,2,0:32,NWE 32,1,0:32,-1,End of Half
8,3,13:32,NWE 37,4,1:32,48,Missed FG
9,3,7:05,NWE 38,1,0:16,62,Touchdown
10,3,4:26,NWE 39,3,0:25,0,Punt
11,3,1:26,NWE 9,4,2:31,9,Punt
12,4,11:05,NWE 31,4,1:50,4,Punt
13,4,8:28,TEN 40,4,1:48,40,Touchdown
14,4,4:55,NWE 47,8,3:10,53,Touchdown
15,4,0:38,NWE 33,1,0:38,-1,End of Game
