Quarter,Time,Tm,Detail,PIT,BUF
1.0,13:30,Bills,Tyler Bass 37 yard field goal,0,3
2.0,0:22,Bills,Gabriel Davis 3 yard pass from Josh Allen (Tyler Bass kick),0,10
3.0,10:23,Steelers,Chris Boswell 24 yard field goal,3,10
,1:47,Steelers,Chris Boswell 20 yard field goal,6,10
4.0,11:19,Steelers,Diontae Johnson 5 yard pass from Ben Roethlisberger (Chris Boswell kick),13,10
,9:45,Steelers,Ulysees Gilbert 9 yard blocked punt return (Chris Boswell kick),20,10
,5:23,Bills,Tyler Bass 25 yard field goal,20,13
,2:42,Steelers,Chris Boswell 45 yard field goal,23,13
,0:46,Bills,Tyler Bass 42 yard field goal,23,16
